scoreIndex,year,user_checksum_hash,user_device_type,qtrval,kdjl79,dtval,dt,raw_time_of_day,date_time,command_action_raw,remark,command_action,SCORE_INDEX,measscore,dim_modi,val_zeq,checksum_hash_38,binval,policy,versionNumber,ssn,ljsm84,month_38,q3,score,month_info,fact_storage_size,partition,time_of_day_38,date_data,month,insid,DUNS_NUMBER,airport,stddev,cron_schedule_val,mar89,ethnicity_race_val,browserUserAgent,BROWSER_USER_AGENT,rank,dev_type,scientific_nm,platform,definition,periodInterval,rectype,cron_schedule,model,tkbhr17,end_date_val,fact_quarter,quarter_54,yqfr20,user_day_of_week,user_score_index,wdllkl4,iso_country_code,time_of_day_data,legal_entity_identifier_raw,date,PERIOD_INTERVAL,members,dim_ebg,col_mont,date_2,meta_577,shippingMethod,end_date,fit,area_v2,vydk33,ivehq84,encoding,device_type_field,attr_35,MONTH,v_load,score_index_62
8.52,2006,a566f0f51c7dac5624961e9365b557a021e3ccf4efb1bbbe4db50a0814c4a534,Mobile,Q3 2026,3.1%,2026-07-09T00:00:00Z,2020-01-22,13:32:46,2020-09-21T00:00:00Z,kubectl apply,Automated processing complete.,kubectl apply,6.4,3.71,2026-04-08T03:36:06Z,2019-01-26T00:00:00Z,24880bdf86dcdf1455bb3242286242eac114e2f653a31fbb0bca61bb8f62e32d,0,PII encrypted at rest,5.9.99,XXX-XX-2097,"-----BEGIN CERTIFICATE-----
NawvmyQM97JXuHEft9L4R8a5tnXsAQip+YlmHvfGgSZlXCQGP6X0oIx6YjsU6xIG
-----END CERTIFICATE-----",July,Q2 2022,4.27,June,810319,dt=us-east,04:03:54,2020-02-24,July,INS-916673,541953835,NRT,5.2002,"49 4 * * 0,6",Hemoglobin: 172.2 g/dL,White,Safari,Chrome,79,IoT,Fe2O3,Phone,A systematic definition of compliance.,Q1 2024,insert,12 12 * * 1-5,analytics.events,OH,2023-05-03,Q4 2020,Q1 2023,ADV-SAR411MGGS,Wednesday,5.1,Mobile,MX,12:37:10,9UJLN3L69UG314I7OUZN,2021-08-13,2020-2025,4243720,Hearing,November,2025-09-09,593,Economy,2024-07-01,L,71282.9,SSH,2008,ASCII,Tablet,2020-2025,September,2021-06-24T12:11:27Z,3.82
7.39,2017,2947073539cf352c34df087315f9e99e66d98527d2d941bf7a903cf9e49cd7ad,Smart TV,Q4 2023,-3.63%,2022-01-14T00:00:00Z,2024-03-13,11:56:38,2022-07-08T00:00:00Z,kubectl apply,Pending verification.,npm install,3.97,5.53,2025-03-25T10:56:42Z,2025-02-13T00:00:00Z,352f3b7dbc181bccd81032f4949f86be949890d6fb6f452182c0dc18e7c33046,0,Data retained for 7 years,0.1.50,XXX-XX-8488,"-----BEGIN CERTIFICATE-----
hNdhXK7XeGfWYewZ/aSDMoS+abyO0lMdfj7Nc1OWBwlsNsgLLEYtCEEqBH3aaCjm
-----END CERTIFICATE-----",January,Q3 2024,1.68,October,798581,region=acme,07:53:33,2020-08-23,June,INS-685425,477655512,LHR,28.6886,17 13 * * 1-5,Cholesterol: 214.9 mg/dL,Other,Brave,Chrome,45,IoT,C6H12O6,Chat,A formal definition of risk.,FY 2025,update,"31 23 * * 0,6",analytics.events,CA,2019-12-26,Q3 2020,Q4 2021,ADV-R5IAQ4NKTL,Monday,9.06,Web,JP,21:38:13,HYDC2HZUN5L96ZAPRZKE,2022-07-04,H2 2023,8644941,Cognitive,July,2022-04-28,795,Overnight,2019-07-08,XL,23364.6,MQTT,2008,UTF-8,IoT,2020-2025,May,2023-05-03T15:07:50Z,3.82
7.94,2021,f650c9782806ad16be11d30c950ca4df102c5aade827684278f8e8521b7948bb,Desktop,Q3 2026,-37.65%,2022-12-04T00:00:00Z,2025-01-06,23:57:18,2023-10-24T00:00:00Z,npm install,Automated processing complete.,POST /api/orders,7.76,1.16,2018-09-19T14:59:58Z,2020-12-01T00:00:00Z,19c29f5eb2dd7fedef36e9b0a736a53ac5aa80264b47656ad305162d7bc1b73c,0,PII encrypted at rest,5.3.8,XXX-XX-6446,"-----BEGIN CERTIFICATE-----
uadyk89nMYBokkr4I+bZZyP1AwPEF/Jb3/2Cgr4MxH5MUygHLlZ64xXH3Wc5I05Y
-----END CERTIFICATE-----",March,Q4 2022,5.29,January,230644,tenant=2024-01,09:54:04,2024-01-08,June,INS-954883,475265445,JFK,44.8569,25 5 * * 1-5,WBC: 220.8 mg/dL,White,Firefox,Edge,83,IoT,NaCl,Chat,A operational definition of risk.,Q1 2024,update,"19 4 * * 0,6",public.users,NY,2023-10-30,Q3 2026,Q3 2025,ADV-KQXJV716L8,Sunday,4.18,In-Store,CA,12:22:58,5CW8MIHC2MBZ5Y9P6ELE,2026-01-20,FY 2025,4175151,Hearing,December,2020-05-31,710,Express,2026-10-27,S,25242.4,MQTT,1993,ASCII,Smart TV,Jan-Mar,May,2021-12-01T06:26:29Z,3.06
8.01,2004,89c095756cf9582e5fd285f7838d5e751447eeec798d4823a2e27dc5e112a332,IoT,Q1 2025,1.92%,2021-08-27T00:00:00Z,2019-07-24,13:30:00,2019-12-15T00:00:00Z,kubectl apply,Automated processing complete.,POST /api/orders,5.73,8.42,2025-06-26 02:21:42,2025-03-27T00:00:00Z,1b0cef04b761f9a24bf6ad3ae193be84350572a35e6e3b98520e2a191e63c225,0,Data retained for 7 years,0.0.40,697-31-6864,"-----BEGIN CERTIFICATE-----
6/A4ZOBvTBGBDpVrxG/kqlRn+lrCVikrWp+mFEbjTPgESBxA4FnQzmhhelbup6cH
-----END CERTIFICATE-----",December,Q4 2024,2.25,August,320873,dt=2024-01,01:34:12,2021-05-28,October,INS-743037,608931859,LHR,47.4503,44 1 * * 1-5,Hemoglobin: 107.0 g/dL,Hispanic,Opera,Edge,87,Smart TV,C6H12O6,Mobile,A formal definition of risk.,Jan-Mar,update,39 15 * * 1-5,analytics.events,NY,2025-09-22,Q4 2026,Q4 2024,ADV-A5DPDGBXFG,Tuesday,4.03,Chat,IN,03:28:04,SKB17QHAEGDIJERFWJY2,2022-02-13,Q1 2024,490303,Visual,December,2018-11-16,497,Freight,2025-10-29,S,29502.5,gRPC,1996,ASCII,Wearable,H2 2023,April,2024-10-10T01:36:22Z,3.65
0.43,2004,bf26a247ab35d3f1b0adcc105b8f2e31c61072f9c2b443d321bdf7fd66f79442,Desktop,Q3 2020,-6.74%,2023-11-23T00:00:00Z,2024-09-17,14:19:37,2024-10-27T00:00:00Z,POST /api/orders,Automated processing complete.,POST /api/orders,7.2,7.47,2020-02-01T06:40:59Z,2018-06-23T00:00:00Z,4ca1f2b4b401d9b84f3afd4ac4dd51aa2610000df4173be0b67d0d6c0d674395,0,MFA required for admin,2.17.22,XXX-XX-4490,"-----BEGIN CERTIFICATE-----
SwW4QvKutHAAFdFBHughj+uuGh1u2pPJHDZPuxs6CGvx8UL8UZD+2CqXiq7czaLq
-----END CERTIFICATE-----",September,Q3 2023,2.42,August,736689,region=us-east,10:11:13,2020-06-22,August,INS-905549,769798222,LAX,30.2796,"51 1 * * 0,6",Glucose: 67.9 mg/dL,White,Edge,Edge,62,Desktop,NaCl,Email,A operational definition of compliance.,Jan-Mar,snapshot,48 13 * * *,sales.orders,WA,2018-12-09,Q4 2022,Q3 2020,ADV-V1CYSEXC7S,Friday,3.41,Phone,CA,20:25:26,9UHZ0YHZDCE1BMU9328P,2025-08-28,H2 2023,5288185,Visual,November,2026-03-25,775,Freight,2022-09-27,XL,84616.3,gRPC,2019,UTF-16,Tablet,Jan-Mar,February,2019-03-20 18:05:56,2.57
2.93,2026,cbb4f6b420f604e25116a5a40cd27e55d160e4488567a1fe12c74bb80a66f976,Smart TV,Q1 2022,22.74%,2026-11-21T00:00:00Z,2019-08-24,04:56:19,2024-01-12T00:00:00Z,GET /api/users,Reviewed and approved.,POST /api/orders,2.08,9.45,2020-02-19T04:20:03Z,2026-08-17T00:00:00Z,155392d0eab9902811e8cfe654f9e70441a283d819a1e353b15b9b12cb150610,1,MFA required for admin,0.13.47,XXX-XX-3714,"-----BEGIN CERTIFICATE-----
l2eK7D7xFRKiYMMq7WgsYocYXroFHZPueCtSN6A00Y0febzRJbiWtVYxTTuNrnQ4
-----END CERTIFICATE-----",May,Q1 2025,6.4,March,102058,tenant=2024-01,16:53:34,2024-01-05,August,INS-167187,156993411,LHR,24.361,56 4 * * *,WBC: 227.6 K/uL,Other,Chrome,Safari,2,IoT,NaCl,Email,A operational definition of risk.,2020-2025,delete,"22 5 * * 0,6",sales.orders,FL,2019-11-22,Q4 2025,Q4 2023,ADV-60UK7RI8BE,Sunday,0.3,In-Store,US,04:52:51,7G6C95BV7H95KP38CQHC,2023-09-26,2020-2025,161847,None,May,2026-01-30,306,Same Day,2024-07-27,L,59208.9,gRPC,1990,ISO-8859-1,Mobile,H2 2023,September,2024-12-06T01:29:44Z,3.23
5.29,2026,1eadd5190f8fcc53a84f7888cde4fe41362bdb47a1749cdd06b577b2ba96c6b0,Tablet,Q3 2022,19.96%,2020-02-03T00:00:00Z,2025-04-27,15:24:02,2022-04-19T00:00:00Z,GET /api/users,Escalated to management.,docker run,9.24,5.99,2018-07-19T04:33:26Z,2023-10-27T00:00:00Z,b0e534a9e1250d3f1695bca350f1d1d2b623875c2d94a19c322c12875fc7f49f,1,Data retained for 7 years,3.9.5,XXX-XX-7175,"-----BEGIN CERTIFICATE-----
U+viqJFMmoiT0eHX3fNy9nj/5N3OgsIgPc83GdLLICkYVkjqp5tz20Mrtp37+xcZ
-----END CERTIFICATE-----",October,Q1 2022,9.22,September,91163,region=2024-01,16:55:29,2022-03-04,July,INS-440158,648271118,ORD,11.4259,26 11 * * *,WBC: 71.6 g/dL,Asian,Brave,Brave,90,IoT,NaCl,Social Media,A operational definition of risk.,Q1 2024,delete,53 7 * * *,public.users,NC,2019-07-19,Q2 2020,Q4 2025,ADV-Y1L96435CC,Monday,4.72,Chat,US,22:24:43,5UBM6IZTUQY8DEK4MWY6,2020-02-09,FY 2025,4312803,Cognitive,January,2018-08-23,577,Standard,2026-10-23,XS,27286.6,FTP,2002,Latin-1,Tablet,Jan-Mar,April,2024-11-17T05:26:04Z,6.9
6.75,2010,bd4cc124f517d892124b11319293d99cf0ec151f893adf76de09812eb0947da5,Smart TV,Q1 2026,-29.84%,2025-10-18T00:00:00Z,2026-03-02,20:52:07,2019-09-16T00:00:00Z,POST /api/orders,Updated per client request.,docker run,3.6,7.68,2018-06-06T17:18:00Z,2020-08-30T00:00:00Z,ef1ad3a51b5b7d0e077874cf96e72cf8cfcad3f50a7dd262342e4d1b74d076e1,1,Data retained for 7 years,2.11.85,XXX-XX-1685,"-----BEGIN CERTIFICATE-----
hv0brlr7vTAk/TF8K0QRJ+jlnGwX/7pys6Oho8xCmH3q9I0Xhw5hBtghCzEJzUZ2
-----END CERTIFICATE-----",November,Q1 2024,2.16,May,375411,tenant=acme,11:45:16,2021-01-31,November,INS-691649,969161899,CDG,25.9658,37 1 * * 1-5,WBC: 180.4 K/uL,Black,Brave,Opera,53,Mobile,H2O,Email,A operational definition of risk.,2020-2025,snapshot,"13 19 * * 0,6",analytics.events,FL,2021-04-18,Q2 2026,Q1 2023,ADV-FKNIYDJWQX,Friday,5.19,Phone,AU,09:35:30,5KS169R6C9N22VNWAYC4,2019-01-22,FY 2025,2516543,Mobility,January,2020-09-28,471,Standard,2026-03-06,L,36145.2,HTTP,2025,ISO-8859-1,Tablet,FY 2025,August,2021-09-21T17:15:41Z,1.06
3.12,1990,b171b7ab6da4bd78a79a31ce4e96d2353ea86aeefd870e050e805c812568bf3a,Mobile,Q4 2025,-33.42%,2021-10-14T00:00:00Z,2020-02-13,14:00:44,2023-03-03T00:00:00Z,POST /api/orders,Updated per client request.,POST /api/orders,9.08,6.39,2026-03-27 08:41:20,2019-10-21T00:00:00Z,615f3d9ac36c9f8b1f56194ef800a3b132846580a49339294abc7962e84161c5,0,Data retained for 7 years,1.13.49,246-20-6653,"-----BEGIN CERTIFICATE-----
tbqujGGQiMeGBzzAnUN852sjsJOGajOYPpcj8F+oIonMqJMvWVYe8aqOEoolg7xo
-----END CERTIFICATE-----",February,Q4 2020,2.15,November,617309,tenant=us-east,06:30:55,2025-02-08,April,INS-164260,414706958,CDG,34.7021,"48 7 * * 0,6",WBC: 58.2 g/dL,Asian,Chrome,Opera,63,IoT,Homo sapiens,Mobile,A operational definition of compliance.,Jan-Mar,update,36 21 * * *,sales.orders,IL,2019-03-30,Q4 2025,Q1 2024,ADV-GM7GJUTIY2,Saturday,0.21,Phone,CA,23:14:29,QKOPVLVNFY8T18I7HNRG,2019-09-06,H2 2023,8098535,Mobility,August,2025-06-12,323,Economy,2025-12-28,XS,66989.6,HTTPS,2020,ASCII,Tablet,FY 2025,September,2026-06-17T02:28:22Z,8.8
4.45,2012,a80d0895a053b30f2fb3721165c963635475d21e515e15edae6b10ee3206f994,Mobile,Q3 2022,11.41%,2018-09-17T00:00:00Z,2020-07-29,16:31:19,2023-07-15T00:00:00Z,GET /api/users,Escalated to management.,GET /api/users,2.2,0.39,2019-10-26 07:28:52,2020-09-15T00:00:00Z,f7b71adb5876c5bd56a137b4cd8156767337311de58c1cfce85e4bcca0506618,1,MFA required for admin,1.1.38,XXX-XX-3589,"-----BEGIN CERTIFICATE-----
cwtLquC81ebG4r/L5rTGvGByM0KNz+NQevoZHcuX3bv1mHzytJGc+BM7rhUKgucR
-----END CERTIFICATE-----",October,Q3 2023,4.44,January,946468,region=2024-01,02:09:47,2018-09-14,May,INS-198702,027175619,NRT,16.8231,"35 9 * * 0,6",Hemoglobin: 165.3 g/dL,Other,Safari,Safari,15,Desktop,NaCl,Email,A formal definition of risk.,Q1 2024,update,"13 6 * * 0,6",public.users,FL,2025-04-21,Q3 2022,Q1 2024,ADV-J0IEPUJCPK,Thursday,8.7,Phone,AU,04:51:33,TEWA1FJ3KAEUK1596TBZ,2026-10-20,H2 2023,7588276,Mobility,June,2020-03-09,779,Economy,2020-11-23,XL,71273.4,WebSocket,2014,Latin-1,Wearable,Q1 2024,December,2025-01-15T14:44:06Z,7.66
7.77,1994,5126ecaeaa6fd1b2ad3a5857c92d98e0b965d20e4b1f955c906ba3e754c16f09,Desktop,Q1 2026,36.1%,2023-10-01T00:00:00Z,2018-02-09,09:40:26,2023-08-26T00:00:00Z,docker run,Automated processing complete.,GET /api/users,4.57,1.32,2019-07-27T01:17:11Z,2021-11-08T00:00:00Z,f5506c785a2e8971ac1e38a9b125c7f320fc4ae5d5b5500d5a021467910013a8,0,Data retained for 7 years,4.6.74,XXX-XX-2425,"-----BEGIN CERTIFICATE-----
w2F4a+dJO46nH5jrayvq6P7HXk10O1NBQHisqMmKLGjv8f1V9tIyfNQ/QzsnYOE0
-----END CERTIFICATE-----",January,Q2 2020,0.95,October,540283,dt=acme,08:49:42,2022-02-15,October,INS-726511,773636240,ORD,18.4675,15 7 * * *,WBC: 233.3 g/dL,Black,Firefox,Safari,98,Smart TV,C6H12O6,In-Store,A systematic definition of compliance.,2020-2025,insert,53 17 * * 1-5,analytics.events,OH,2025-03-03,Q3 2022,Q3 2021,ADV-QWKV8S5LVY,Tuesday,4.57,Mobile,FR,14:10:30,JY31URVKHNRK2YUBX858,2024-09-21,Jan-Mar,4832119,Mobility,May,2020-04-19,626,Express,2021-02-26,M,14163.9,SSH,1994,ASCII,Mobile,Q1 2024,January,2020-12-13T20:54:54Z,9.0
4.09,1995,ea2bc62488bd66326d266ef2a9796cb9ed7e6c164a1a9686cf51f30d506a4c18,Smart TV,Q4 2025,36.66%,2020-11-14T00:00:00Z,2022-12-21,23:25:11,2025-04-24T00:00:00Z,npm install,Escalated to management.,kubectl apply,0.1,5.94,2022-09-13 10:11:32,2026-03-30T00:00:00Z,4e4357befea954d9332e30025911d350e56af8358f5b6266c8fb046eb5555f49,0,MFA required for admin,1.17.64,XXX-XX-3300,"-----BEGIN CERTIFICATE-----
AZ0YmKHlkaf37NAq7x0PeVFp98c1De4BOhbC9YSSrgYxygYdFZeeIZE7LsPodEHD
-----END CERTIFICATE-----",July,Q1 2021,8.11,January,778346,region=2024-01,18:53:15,2025-08-01,October,INS-876347,451969415,SIN,45.0763,"1 23 * * 0,6",Hemoglobin: 295.3 g/dL,Other,Opera,Safari,97,IoT,NaCl,Email,A formal definition of risk.,Jan-Mar,snapshot,"11 13 * * 0,6",sales.orders,NC,2023-01-14,Q2 2021,Q3 2026,ADV-0P6Q66JFGP,Wednesday,5.08,Web,CA,20:43:01,8X6ITU2NPC801FZPVGVK,2020-01-18,2020-2025,56845,Mobility,October,2018-12-05,409,Standard,2021-12-25,S,5944.2,SMTP,2022,UTF-8,Wearable,FY 2025,May,2024-04-04 22:16:15,3.51
1.57,2010,398c8312b8bc7346cc9341876b1318ab41b6830fd913c62bbe01330b30a1b22b,Smart TV,Q3 2022,18.94%,2026-06-06T00:00:00Z,2019-09-04,03:06:03,2018-02-03T00:00:00Z,docker run,Reviewed and approved.,GET /api/users,6.61,5.59,2024-03-09T21:21:42Z,2025-01-07T00:00:00Z,376c3583596d639e92709b359ef0f835bd1bdf6ee3b7b6513691cb0aa8eec9f9,0,MFA required for admin,4.9.37,439-29-7548,"-----BEGIN CERTIFICATE-----
W/3ZwOAj6zRTUuYn2AAAKWFVP+jGAkKaCzAs2mtEkG7Ej3wvQm0XI/JtNBVrhzbu
-----END CERTIFICATE-----",April,Q4 2020,5.99,December,115162,tenant=2024-01,16:44:55,2018-02-27,November,INS-317595,850651693,SFO,26.0137,24 0 * * 1-5,WBC: 159.5 K/uL,Asian,Edge,Edge,1,Tablet,E. coli,Email,A systematic definition of data quality.,Jan-Mar,update,51 9 * * *,sales.orders,WA,2024-10-15,Q1 2026,Q4 2026,ADV-G61XIIYGCN,Monday,4.42,Chat,GB,10:02:20,8DGW8C4TUXJSGJ0YLU20,2020-08-04,H2 2023,8822959,Visual,July,2024-06-06,834,Economy,2018-12-24,XS,3236.7,SSH,2020,ISO-8859-1,Wearable,Q1 2024,October,2021-02-08T09:54:19Z,6.93
1.03,2007,eb13e97d22694165e9b2ef09e5cb2835ef5c6c05aa8c3b70fdaac87d2717471e,Desktop,Q4 2025,-4.31%,2023-05-31T00:00:00Z,2023-07-04,21:27:14,2019-12-10T00:00:00Z,docker run,Reviewed and approved.,docker run,4.85,3.1,2022-12-15 10:08:28,2019-08-26T00:00:00Z,c9b415cd436dd06d66ea22cc67d52b836a1c791b462829cdfc66213a3a60d123,1,Data retained for 7 years,1.3.37,555-13-1377,"-----BEGIN CERTIFICATE-----
GolhM0TNuNwGxPxaYu6Ok+2K0fvXQOQbk7wLJAwrf+09uIYK1IA51LwQNVI2T2c2
-----END CERTIFICATE-----",January,Q3 2023,1.73,June,912130,dt=us-east,15:24:57,2024-03-16,October,INS-944572,355968948,LAX,13.477,33 6 * * *,WBC: 75.7 g/dL,Mixed,Edge,Brave,2,Smart TV,E. coli,Email,A operational definition of risk.,Jan-Mar,update,38 8 * * *,hr.employees,PA,2024-05-26,Q3 2024,Q2 2023,ADV-XIZ6PQ9LZW,Tuesday,1.75,Mobile,DE,17:42:54,BO3IQ787HAX7E9DSP2NP,2021-05-05,Jan-Mar,228327,Visual,November,2018-10-12,743,Freight,2022-02-14,XS,39477.2,SMTP,1994,UTF-16,Wearable,H2 2023,May,2021-06-08T23:03:57Z,2.14
6.04,2019,464809ede64d7c8bcdcc163f6a861048528f1c75f820364e4d4afecb10917dbf,Desktop,Q4 2020,-37.26%,2024-05-15T00:00:00Z,2020-09-26,00:57:46,2025-03-26T00:00:00Z,kubectl apply,Escalated to management.,docker run,6.34,4.31,2024-11-23T14:34:45Z,2025-05-21T00:00:00Z,645daee11f45277a771dcee3a5f064ff36b0797e119fa4b68e48f453506e8fe1,0,Data retained for 7 years,3.10.96,XXX-XX-5407,"-----BEGIN CERTIFICATE-----
EuF+n+XSB5tqNkEgUE+SUw81xJjYVTtxLnV2m/fHbc9fYxWw0mjUwWItLrVPIZqE
-----END CERTIFICATE-----",August,Q4 2026,1.04,August,866366,region=acme,06:17:53,2021-11-11,May,INS-886050,012328735,SFO,42.3837,23 21 * * *,Cholesterol: 240.4 mg/dL,Asian,Firefox,Chrome,60,Mobile,NaCl,Mobile,A operational definition of data quality.,Jan-Mar,insert,7 14 * * 1-5,sales.orders,IL,2018-12-15,Q4 2020,Q4 2022,ADV-LOZ4G8K15Y,Friday,3.83,Mobile,AU,00:09:10,0PLOZKD698VDP18ED3N2,2019-09-06,2020-2025,8550291,Mobility,June,2020-03-02,665,Express,2018-01-28,XL,38755.0,SSH,2000,ISO-8859-1,Wearable,Jan-Mar,August,2024-12-13T16:17:27Z,6.92
8.57,2015,5684748f84b9a822d604497b8ff028ee6e8618edc864883c36d2241b8e58c074,Desktop,Q3 2022,45.98%,2024-01-17T00:00:00Z,2018-05-26,10:38:48,2021-07-03T00:00:00Z,docker run,Escalated to management.,GET /api/users,8.5,9.9,2018-03-26T23:04:19Z,2025-05-09T00:00:00Z,a32c6f525bf6b65ae6a90ee7b16fe3877dbb4ec7b813668d39539a5f7aa654ec,1,MFA required for admin,0.17.59,464-59-1118,"-----BEGIN CERTIFICATE-----
CHRqVAD0J4oIARHXc2J15GNt/nILceAF6MSw+/C/FxJFWmJPbv673u311saQ/2K4
-----END CERTIFICATE-----",December,Q3 2026,4.58,August,992677,dt=2024-01,08:16:15,2023-05-19,May,INS-348917,966944483,JFK,23.4984,"33 15 * * 0,6",Glucose: 149.8 mg/dL,Hispanic,Firefox,Chrome,79,Mobile,C6H12O6,In-Store,A systematic definition of risk.,2020-2025,upsert,56 8 * * 1-5,public.users,NY,2026-11-01,Q3 2023,Q4 2026,ADV-RCEKY3RUN2,Saturday,6.94,Mobile,GB,15:42:10,08SFQ657CPUF5DYNRLIT,2018-01-27,Q1 2024,1432661,None,April,2021-03-01,720,Economy,2020-03-27,M,57325.7,HTTPS,2018,ASCII,Wearable,Q1 2024,January,2026-01-04T05:50:13Z,1.04
3.29,2012,a0a54dde5d957af5500e9e5808c463d05cedb707a7fd9489119736d0621b7ed3,Desktop,Q2 2023,41.38%,2026-09-14T00:00:00Z,2025-01-25,17:48:36,2024-11-06T00:00:00Z,POST /api/orders,Needs follow-up next quarter.,POST /api/orders,5.62,9.18,2025-07-02 21:54:16,2022-11-19T00:00:00Z,6d93e604a47f9365cdd543679f83985c06dbb2e523ba571efff1784f89831514,0,Data retained for 7 years,0.11.72,728-99-3712,"-----BEGIN CERTIFICATE-----
St9WVuBL4Kz9/JTAThHVATjB2f8Fct6bW7uazx9PudTIG6uSznIgD3PXgbKp9EVH
-----END CERTIFICATE-----",July,Q2 2022,5.18,June,344731,dt=acme,07:26:01,2021-11-10,June,INS-558944,275224763,NRT,7.2891,20 17 * * 1-5,Cholesterol: 164.1 g/dL,Asian,Opera,Chrome,99,Mobile,E. coli,Web,A systematic definition of risk.,Jan-Mar,insert,"36 7 * * 0,6",public.users,FL,2020-03-18,Q4 2023,Q2 2024,ADV-LEIRKJE0J6,Wednesday,5.91,Mobile,JP,10:43:31,57I50K1B3G40RLUYFNOD,2024-05-30,Q1 2024,5364696,Cognitive,August,2021-05-24,773,Overnight,2021-07-05,L,85260.8,HTTP,2025,ISO-8859-1,Mobile,H2 2023,August,2020-06-08T16:17:39Z,5.14
2.98,1998,20a2d772f5aec9b1fd1187c53e36c110394b60136eaaeab6d4edbc80ca9b17af,Tablet,Q2 2021,-15.46%,2026-11-23T00:00:00Z,2020-03-11,15:05:06,2024-10-21T00:00:00Z,npm install,Automated processing complete.,GET /api/users,6.66,2.7,2019-08-17 20:28:10,2024-10-06T00:00:00Z,fde9dcfb342b0b17dea5cde9006bbd9abac5e46047fe8dcde74448c6dd2f1d18,1,Data retained for 7 years,5.7.27,871-98-9799,"-----BEGIN CERTIFICATE-----
ZTYWMD4o5ZWFeybiAxWz7j/vgXgoxuO6Kpgm0X1AzD+p7nfhU6Q3UvBog4TIJEZ6
-----END CERTIFICATE-----",July,Q1 2023,9.75,September,569274,dt=us-east,20:10:45,2023-01-22,November,INS-952182,669886929,JFK,14.1925,50 7 * * *,Hemoglobin: 278.4 mg/dL,Black,Chrome,Opera,57,IoT,NaCl,Email,A formal definition of risk.,Jan-Mar,insert,34 16 * * 1-5,public.users,WA,2019-04-15,Q1 2020,Q3 2025,ADV-GQFL40CMY2,Monday,3.49,Phone,DE,03:08:22,1X8TAANO8KGNNG0EVV3V,2025-06-02,Q1 2024,309626,Cognitive,September,2023-12-14,398,Freight,2025-08-17,S,73263.1,WebSocket,2008,ASCII,Tablet,H2 2023,December,2021-10-02T02:41:57Z,7.07
3.57,2022,dea9ac8b5f1cb7858df09a2fa5ad35012dcce0127d5e0d6f20a465c0f7760f69,Tablet,Q3 2026,-24.23%,2026-01-03T00:00:00Z,2022-03-02,06:39:43,2021-07-26T00:00:00Z,docker run,Pending verification.,GET /api/users,8.0,6.81,2020-07-25 15:26:44,2020-12-20T00:00:00Z,12f70b7b6c63a347829bafebbaa77e3ee2c05ade66590cbf80564eaa6b04c36d,1,MFA required for admin,2.20.0,XXX-XX-1986,"-----BEGIN CERTIFICATE-----
kXbP2Cy+3Qf3BjR1LlbmgWRROVMePkh0GFkncwilFZKH/LTe1kJC2uZbS9JeYW//
-----END CERTIFICATE-----",July,Q2 2024,8.47,June,93727,region=2024-01,07:27:12,2021-05-03,October,INS-267133,157573182,NRT,44.3977,"20 8 * * 0,6",Hemoglobin: 62.7 K/uL,White,Chrome,Firefox,56,Smart TV,NaCl,Web,A systematic definition of risk.,Q1 2024,snapshot,49 5 * * 1-5,public.users,NC,2018-03-21,Q1 2025,Q4 2025,ADV-Y7B2N9VTK6,Saturday,9.59,Web,JP,18:54:38,LWHELY66U9J3YZZ2JPYQ,2023-07-03,Q1 2024,3475310,None,January,2024-02-17,706,Overnight,2026-06-19,XL,72309.3,SSH,2007,ASCII,Mobile,2020-2025,October,2026-08-11 06:53:57,8.42
8.8,2008,ab402e9dfb7911580c7602e83fc3506b9474ada09364a7f033ca94466de4d42f,Smart TV,Q3 2021,36.0%,2019-01-20T00:00:00Z,2025-02-10,07:11:12,2022-05-26T00:00:00Z,GET /api/users,Escalated to management.,GET /api/users,1.31,7.82,2024-07-12T08:54:26Z,2022-04-09T00:00:00Z,07abf64cecd613f8219edd4483c41c29fbcc4ea2fb7fc1d4ef91ae03ec553ae1,1,Data retained for 7 years,0.0.36,202-66-5655,"-----BEGIN CERTIFICATE-----
Mj6avXSFO+fPBwvXtw8ZVfkVfIVCeyUyYPcR5BjOXhlijoNPTOwRU4mgtvgwvFwg
-----END CERTIFICATE-----",March,Q2 2023,2.48,October,486515,region=2024-01,06:47:43,2020-10-31,November,INS-265287,557589483,JFK,15.9505,"34 18 * * 0,6",Hemoglobin: 286.1 K/uL,Other,Safari,Safari,90,Smart TV,NaCl,Mobile,A systematic definition of risk.,FY 2025,snapshot,49 14 * * 1-5,public.users,PA,2019-01-02,Q4 2022,Q4 2026,ADV-W86644WUGR,Sunday,5.59,Phone,FR,08:39:14,T1C9MZW9IGMGP2X7M1OX,2022-03-15,Jan-Mar,2279589,Hearing,June,2020-08-08,829,Freight,2026-12-08,XS,20351.5,WebSocket,2012,Latin-1,Mobile,2020-2025,November,2019-09-27T20:45:16Z,7.29
