checksum_hash_info,p_296,dim_ix,tz,continent,female,filter,permissionAccessControl,user_region_state_province,card_verification_value_v2,raw_district_borough,d_83,continent_2,brokerage,c_loca,CONTINENT,score_index_info,longitude_info,d_tim,p_835,longitude,dim_airport,paypal_account_val,COUNTRY,location_text_54,val_jnt,isoCountryCode,src_time_zone,location_text_val,district_borough_30,fingerprint_raw,user_port_harbor,continent_3,user_city_town,var_con,e_mail,field_718,BANDWIDTH_DATA_RATE,dataLineage,SESSION_TOKEN,d_oe,humidity,compliance,port_harbor_54,city_town_46
d5e9f6e8831b6e87c3d34dc393ff03833a1babd4873b0708b1aa137216f39429,active,Australia,UTC,North America,Male,type = 'active',r-x,CO,2102,South Bay,Sydney,Oceania,INV-579053,"Atlanta, Switzerland",Asia,7.59,152.624452,Europe/London,-14.129189,52.320823,JFK,liam.walker@yahoo.com,Brazil,"Atlanta, France",31323,CA,America/New_York,"Toronto, France",East Side,fp_9a370cec41c61b3a,Singapore,South America,Chicago,Africa,olivia_lewis@gmail.com,Europe,9629,raw.events -> analytics,sess_MY3BGzjs90OUdbP5klmV7A8QIq2gT7Iew3oCc4rs,3988 Pine Rd,23.0,Data retained for 7 years,Singapore,Toronto
b00aeba4a03688f007e244f2c187e2d03ff20c3934aaea9d642bb5d0de4f9d55,approved,Italy,UTC,South America,Other,status IN '2024',execute,OH,2493,North Shore,Denver,Europe,INV-952956,"Atlanta, United Kingdom",Europe,5.16,116.550248,JST,57.169787,163.302374,CDG,jennifer.davis@yahoo.com,Germany,"Miami, United States",2176,JP,Europe/London,"San Francisco, Canada",Midtown,fp_ddfe9de6e71f6b89,Busan,Antarctica,New York,Asia,oliver_garcia@yahoo.com,North America,4261,curated.users -> exports,sess_U1TLyxYMCVnfvxq84nDd4lSx8DqxgcmTpemKODYT,4269 Maple Dr,89.7,Data retained for 7 years,Singapore,Atlanta
aa59a8c9997c4845da1b8b70b661ecb6a18d194833646d464a848e0adb915055,cancelled,Australia,EST,North America,Female,date IN 'prod',read,CA,834,East Side,Seattle,North America,INV-353265,"Tokyo, South Korea",Asia,1.46,33.706184,Europe/London,-62.537429,0.056294,LAX,mason.robinson@gmail.com,Brazil,"Paris, Israel",70448,IN,EST,"Los Angeles, Norway",Downtown,fp_5a2859a741cc17ef,Rotterdam,Asia,Chicago,Africa,anna_white@example.com,Asia,9600,raw.events -> exports,sess_DrrWPt8NmEJvdGKIsiF40L4iHVVlK3T6TTCx3NMQ,7333 Pine Rd,61.2,PII encrypted at rest,Hamburg,Chicago
b596822d550dff8ba721574b9f7d731122079412bccf20e8e3b320bee945baff,rejected,Norway,JST,Africa,Non-binary,date > 'active',r-x,MA,262,Downtown,Austin,North America,INV-173794,"Houston, United States",South America,5.62,8.900364,UTC,52.197689,-64.745713,LAX,jessica.lewis@gmail.com,Netherlands,"Austin, Italy",25883,AU,EST,"Seattle, Netherlands",Midtown,fp_7a8329446795f56b,Shanghai,Africa,Phoenix,Asia,oliviajackson@outlook.com,North America,8855,curated.events -> exports,sess_lkc7tX9eXePpq3D6MTtAxYml4tWd6VaQM2AekP4L,5483 Maple Dr,38.6,MFA required for admin,Port of LA,Austin
4eecc4081854687430f0f0702cb73e73c8b9d494193a1a0a1e677546e310dc3d,cancelled,United States,UTC,North America,Female,status < '2024',execute,CA,4853,Midtown,Chicago,South America,INV-372808,"San Francisco, Mexico",Africa,7.53,127.392806,CET,-70.993089,-36.732039,JFK,harper.anderson@yahoo.com,Mexico,"Austin, Australia",8234,US,UTC,"Toronto, Germany",West End,fp_9eda9d520281ec2d,Busan,Oceania,Los Angeles,Europe,jessica.harris80@yahoo.com,Oceania,669,staging.orders -> reports,sess_H4SDcZPKZ178LlqxBq9uSQpQfwwtmimZOuOmlkes,3767 Pine Rd,20.2,Data retained for 7 years,Shanghai,Paris
8041a92022aba9d5f26031414c25a0920ee03f51df726458403a3619b59d21ee,rejected,Italy,CET,Europe,Other,type != 'active',admin,OH,365,Downtown,Austin,North America,INV-455936,"Phoenix, Sweden",Africa,1.69,32.402891,JST,-27.038422,68.681597,JFK,mason.clark@yahoo.com,Japan,"Seattle, Australia",36326,DE,UTC,"Tokyo, Norway",Midtown,fp_9a2e52134d54084a,Busan,Africa,Berlin,Oceania,john.anderson85@yahoo.com,Antarctica,5595,staging.orders -> reports,sess_hAUBBHJ6cM7Bckn8FeVNnvwlNL4HyLL1wu9rQyvO,8243 Pine Rd,48.0,MFA required for admin,Hamburg,Paris
9acc6dc2a542491997bac3cdcd6f6450c0f13b20acf93cb16206d2f74ffc233d,active,India,PST,Africa,Female,status IN 'active',admin,GA,148,Midtown,Chicago,Oceania,INV-790703,"Tokyo, Australia",Europe,3.61,100.793845,EST,73.583762,138.713966,LAX,sarah.brown@yahoo.com,Italy,"Tokyo, Australia",20408,BR,JST,"Sydney, Netherlands",West End,fp_b1e27edc5c7d4a82,Singapore,South America,Denver,Asia,amy_white@outlook.com,Europe,3517,raw.orders -> reports,sess_tRBK5O037M25WJ8PhXFSZhvbOufc3vacS8uRnqVq,9419 Oak Ave,96.4,MFA required for admin,Rotterdam,Denver
4fb898e85a73c2edce36bc0be816e57033a80e893bc3fd515277a98545ead3c1,inactive,Israel,America/New_York,Africa,Other,type = 'prod',rwx,OH,949,South Bay,Sydney,Europe,INV-424371,"Dallas, Israel",Antarctica,8.11,155.144777,JST,35.486778,13.1213,LAX,liam.robinson@gmail.com,Norway,"Phoenix, Australia",25906,GB,JST,"Tokyo, Israel",East Side,fp_38fb88f1ec794d4d,Busan,North America,Atlanta,Africa,jennifer_taylor@company.com,Antarctica,3718,curated.orders -> exports,sess_VO0u8LipFv5Mt4zoMLG8wFmdq3SQb5eMUvGeJs3F,4431 Main St,77.5,PII encrypted at rest,Hamburg,Sydney
1df72ace90f77a65db2dba58aa44ae418985d4e91cfd65d36e27065582de43f1,failed,France,UTC,Oceania,Male,type < 'prod',admin,TX,0951,Midtown,Phoenix,South America,INV-237905,"Atlanta, Spain",South America,2.71,-64.888018,PST,-39.68084,5.064497,LAX,jessica.martin@yahoo.com,Israel,"Atlanta, Brazil",19946,DE,PST,"Portland, Israel",North Shore,fp_1ef304936123d9b8,Busan,North America,Chicago,Africa,william_johnson@outlook.com,North America,6637,staging.users -> exports,sess_dSHHWgiqsep4mBKxkHFPxyREH8ZIoNOsFHbwYLJZ,846 Pine Rd,37.9,PII encrypted at rest,Busan,Houston
8745bb7832d83ebe46a6de8168388b2686be3369a93526b660c8d79732fe77ce,failed,Canada,Europe/London,Antarctica,Non-binary,status IN 'prod',rw,FL,3091,East Side,Houston,Asia,INV-617056,"Paris, Brazil",Europe,8.2,-52.869288,UTC,-45.59,-144.249612,ORD,logan.clark@gmail.com,Australia,"Portland, Switzerland",92809,IN,JST,"Miami, Sweden",Downtown,fp_567176a0de023d44,Hamburg,Africa,Denver,Europe,marysmith@acme.org,Asia,6704,raw.users -> analytics,sess_ctXAMVtXYGGj7OMrYEAHDaV2XWtD3qHcU2WsyVSX,4391 Maple Dr,95.4,MFA required for admin,Hamburg,Portland
9e2a2527679a909c97ed257d733d23702e37b384542da057b267583f4fc9b32e,pending,Norway,Europe/London,Europe,Female,date IN '2024',write,WA,0981,Downtown,Phoenix,South America,INV-401782,"Paris, Brazil",Asia,3.67,151.994376,CET,-8.975399,-130.578818,SIN,sarah.martinez@outlook.com,India,"Los Angeles, Canada",26278,BR,CET,"Portland, Japan",North Shore,fp_f13448bc4b4163d3,Busan,Antarctica,Boston,Antarctica,mary_jackson@yahoo.com,Europe,5148,staging.events -> reports,sess_O3LomMj7CoTExysw5sSa5CsEBGyE7eTYWfWtPlNS,2440 Oak Ave,97.8,Data retained for 7 years,Rotterdam,Berlin
4e59a224d52d77ff1c7d4c2d2714c33573de322eacadc919e61196f9e572f119,rejected,Netherlands,JST,Africa,Non-binary,date < 'prod',write,PA,9087,Downtown,Los Angeles,Africa,INV-205183,"Los Angeles, Italy",Africa,9.59,73.764309,PST,-26.355096,-104.884657,NRT,michael.wright@yahoo.com,Israel,"Berlin, Spain",21974,BR,PST,"Paris, Israel",Downtown,fp_74c2789cad7951c8,Shanghai,Asia,Chicago,South America,olivia_garcia@acme.org,Antarctica,4907,staging.users -> reports,sess_DmbL6PWjHilxuJnrMXYT7omwS4vwTJWLHYBPlIWO,2313 Cedar Ln,60.5,Data retained for 7 years,Hamburg,Dallas
2698e25c5d28e68e1cc802186d2e653f642833df4c7c013247e75a4635baa4a5,inactive,Australia,EST,North America,Non-binary,type > '2024',rw,CA,1946,East Side,Atlanta,Europe,INV-256828,"London, Mexico",Oceania,2.82,7.326654,EST,30.685273,178.906277,NRT,lucas.johnson@outlook.com,France,"Portland, Spain",61227,MX,EST,"Seattle, Italy",South Bay,fp_037665c8f10e5c4c,Busan,South America,Miami,Antarctica,marymartinez58@outlook.com,Africa,1165,staging.events -> reports,sess_KcrpycdI96sO3MNz2RXZPCXAfifHkGBArkMMFpZc,5577 Park Blvd,64.1,MFA required for admin,Singapore,Paris
f2d44a06f11aa5ddf9e9907a7cd946d6b266816c37b106b680dc59e3a20a54c1,completed,United States,EST,Asia,Other,date != 'active',admin,MA,7295,North Shore,Houston,North America,INV-640325,"Sydney, United Kingdom",South America,5.24,10.298299,JST,5.373632,61.949079,NRT,patricia.white@gmail.com,Brazil,"Portland, Netherlands",33110,FR,EST,"Sydney, Italy",North Shore,fp_941a81fa3d01f588,Busan,Antarctica,Los Angeles,Africa,oliviaharris@yahoo.com,Asia,228,curated.users -> exports,sess_kr9INykJzfUt9BNiJb8VjvZuV3cka95j1mM6uGDq,8102 Elm St,75.4,Data retained for 7 years,Busan,Denver
b704558d8f14ab48be45eb233ca81397ac5a2062e0113f8f765111db4e6026ff,completed,Norway,UTC,Africa,Non-binary,type < 'active',rw,WA,3874,Midtown,Portland,Asia,INV-920995,"London, Canada",Europe,0.73,152.324503,EST,48.869399,-145.101552,ORD,linda.johnson@gmail.com,Italy,"London, Mexico",24784,AU,JST,"Sydney, Germany",North Shore,fp_3a33707c5151a58b,Busan,Oceania,Portland,Europe,lindamartinez@yahoo.com,Oceania,5789,curated.orders -> reports,sess_DX8S3Q0iVvRDx3fCWluvXxYWC1txtNPLlRhbVg1Z,1330 Main St,49.1,Data retained for 7 years,Port of LA,Los Angeles
8569c7385d3acc34806b38026a75d9046e0142df07327758effa8c6f98043499,completed,Spain,America/New_York,Antarctica,Non-binary,type IN '2024',read,OH,403,Downtown,Toronto,Oceania,INV-712579,"Denver, Norway",Antarctica,9.11,17.28471,America/New_York,-2.051321,-18.506807,CDG,jessica.martinez@gmail.com,Mexico,"San Francisco, South Korea",20591,JP,UTC,"Berlin, Australia",Midtown,fp_8b15e20c2c299b03,Busan,Europe,Sydney,North America,michael.harris89@company.com,Asia,8152,staging.orders -> analytics,sess_pCsHd3hTrdGH9gd9WREvEJK0N4rpOyXkinikFB9n,4868 Pine Rd,46.4,MFA required for admin,Shanghai,Chicago
49b99a71fe269be2589f417e9ccc4a38202cfd855d2e85883f93b6ee36a1529a,pending,Netherlands,UTC,South America,Male,date IN 'prod',write,WA,142,Downtown,New York,Europe,INV-328456,"Denver, United States",Antarctica,3.83,-124.679108,EST,33.431905,131.216152,LAX,harper.wright@outlook.com,Netherlands,"Los Angeles, Australia",6024,FR,JST,"Austin, Mexico",East Side,fp_bdeaf51e6cd2b2a0,Hamburg,South America,Miami,Antarctica,jennifer_white91@company.com,Asia,9630,raw.events -> analytics,sess_TuygOtq1oxnQ8bbOcMRzMy3Kq4E6ev5MQ9Yl1DRU,9092 Cedar Ln,25.1,MFA required for admin,Shanghai,Los Angeles
1d8e89afed8fbe54a340cf925d2e74886c8955c9d63a0f97de0d3e65d6852d5a,cancelled,United Kingdom,JST,Asia,Female,date IN '2024',read,CA,1530,Downtown,Portland,Oceania,INV-895155,"Tokyo, Brazil",Antarctica,3.5,148.327439,CET,63.227014,-169.226578,JFK,richard.taylor@outlook.com,United Kingdom,"Dallas, India",45669,GB,America/New_York,"Chicago, India",West End,fp_a51eebc37f1261c9,Rotterdam,Europe,San Francisco,Oceania,patricia.garcia@gmail.com,Antarctica,3956,staging.users -> exports,sess_KbeTBwnXFwBj4crIRAkRy5yWFLfcIbIUCXCUnEHE,179 Oak Ave,74.2,Data retained for 7 years,Rotterdam,Houston
82a7b061de4b1d6f0fd1df07c1ff4755a2f505e76a1139e8aeb683942b18c799,pending,Mexico,EST,Asia,Other,date > 'prod',rw,MA,3832,Downtown,Tokyo,Antarctica,INV-135044,"Chicago, France",Oceania,5.69,-130.733686,UTC,66.021828,-22.764006,LAX,liam.young@gmail.com,Canada,"Portland, Netherlands",73689,BR,UTC,"Los Angeles, Germany",Downtown,fp_b8af7dd309522c6f,Singapore,Africa,Atlanta,North America,robertwright@yahoo.com,Asia,6331,raw.events -> analytics,sess_JgGJKyMEXIHk1AB8RebRDuwvrkwV2RsZynfOdWom,2130 Main St,54.5,Data retained for 7 years,Rotterdam,Seattle
eeaf73e1e386c3d9d6bb7c35449490cf3d33a36780021b6f816eed8bf0da6f6e,rejected,Sweden,EST,Asia,Non-binary,status = '2024',read,NY,279,West End,Tokyo,Africa,INV-716365,"Los Angeles, France",Antarctica,1.55,-157.270825,PST,-87.199246,-141.372778,LAX,richard.jones@gmail.com,Canada,"Austin, Canada",6336,BR,EST,"Seattle, United Kingdom",South Bay,fp_c34a1b93f75e1551,Hamburg,Antarctica,New York,North America,liamjackson@outlook.com,North America,9750,staging.events -> analytics,sess_BcD6PxZXTCsi22VbwpP5G9s2ruIbijGtNvohqSbT,9056 Maple Dr,25.1,Data retained for 7 years,Singapore,Los Angeles
b37d4605636cea6db01b0ba6a9e90e0a9d107c8733db8435215fbdfcb26476b7,approved,Mexico,EST,North America,Non-binary,date != 'prod',rwx,OH,755,East Side,Chicago,Africa,INV-366476,"Boston, Mexico",Asia,9.98,118.054268,JST,-52.445266,102.33277,NRT,anna.anderson@outlook.com,United States,"Miami, Israel",52796,DE,America/New_York,"Austin, Israel",South Bay,fp_33042aa0110d96d3,Shanghai,North America,Tokyo,Oceania,jennifer_harris22@outlook.com,Asia,4205,curated.users -> analytics,sess_R1XQgS50G1NKUZYvIaCKARmYXiWWEj9GSGwYcCpw,9256 Main St,27.5,MFA required for admin,Port of LA,Tokyo
d7771be333a5fcab0c1d359a09f41f4e20c8e906e24ff67aeff89e13de3d954f,failed,United Kingdom,JST,North America,Other,status != 'active',write,CO,136,North Shore,Houston,Oceania,INV-939940,"Austin, Japan",Africa,8.1,-32.223577,America/New_York,72.177954,121.366655,LHR,harper.thomas@yahoo.com,Canada,"Sydney, Brazil",8676,CA,America/New_York,"London, France",South Bay,fp_2bc6a606eaf4ef42,Busan,Asia,Berlin,South America,lucas.king@example.com,Antarctica,3506,raw.orders -> analytics,sess_nwUsJq0qQGdvemv8Hk6z1Wad5wiGE7wyudeAoMJy,4041 Maple Dr,56.5,Data retained for 7 years,Singapore,Portland
7ffb1725f41673d94391818634465e993cdf8f163a2e51f75cf58ef1f845f2fe,active,Israel,America/New_York,North America,Other,status != '2024',r-x,IL,080,Downtown,Phoenix,Antarctica,INV-882616,"Portland, South Korea",Africa,2.72,155.190336,EST,87.133128,-22.05758,SIN,olivia.anderson@yahoo.com,Brazil,"Portland, India",52846,AU,EST,"Portland, Canada",Midtown,fp_bfe4dab798692707,Busan,Europe,San Francisco,Europe,jessicalewis90@company.com,Antarctica,4922,raw.events -> exports,sess_SuRIBc26SQoOk6U8x73Cl3hTdd7iWQrg8IxG6Eq7,5708 Elm St,17.2,PII encrypted at rest,Port of LA,Atlanta
a3f29681d0a51ca5c494c4303af140759788a6732d1eece7e50c6ba6e641b5ca,inactive,Germany,EST,Europe,Non-binary,type = 'active',read,CA,688,North Shore,Tokyo,Europe,INV-490964,"New York, France",North America,9.12,-116.004909,EST,-84.1604,1.737448,CDG,aiden.white@outlook.com,United Kingdom,"Boston, Japan",10953,MX,UTC,"Paris, South Korea",West End,fp_c7b65f8db751bc48,Shanghai,Oceania,Denver,South America,emily_davis62@yahoo.com,South America,8055,curated.orders -> analytics,sess_RRfsEWqGSQ0dI4qaTbmsTDxB46GmyBnzEwTN8UQP,9106 Main St,84.3,Data retained for 7 years,Singapore,Houston
6672b69f46b0a836b305dd9ade316000008ae06d2da550fb65d6ab6edd69cec4,rejected,Netherlands,CET,Asia,Other,status != 'active',admin,CA,193,East Side,Miami,South America,INV-438293,"Sydney, France",South America,2.66,139.354796,EST,85.223171,-44.979863,LAX,aiden.clark@gmail.com,Switzerland,"Toronto, Brazil",12030,JP,EST,"Tokyo, Israel",Midtown,fp_c309452a46533b92,Rotterdam,Asia,Austin,Asia,liamrobinson12@gmail.com,Oceania,6729,curated.orders -> reports,sess_eOvQx0KF5Hd2FcWSwzvZGGFrQ1vf4hn1CPzwzu1r,6534 Park Blvd,65.9,Data retained for 7 years,Shanghai,Dallas
51c68052b61cfa5b52e4d882232e9c9d95066a0d59c63c429a9deefdc1f498f9,active,Israel,PST,Asia,Other,date = 'active',r-x,IL,9186,West End,London,Africa,INV-735664,"Dallas, Canada",South America,2.39,-38.837204,PST,46.860983,65.861239,JFK,aiden.smith@gmail.com,South Korea,"San Francisco, Sweden",90204,CA,CET,"Boston, South Korea",South Bay,fp_d81716f5dc84c6e4,Busan,South America,Austin,Oceania,liam.lewis53@yahoo.com,Asia,5023,curated.events -> analytics,sess_bEnRm85Qmus7htDFd6lgmSMAOsDmhhdYCpj0kNBf,9073 Maple Dr,95.5,MFA required for admin,Port of LA,Paris
d45024fec2a6f893ea55cf25b1d0093e5eea26c2622ebabb99e1733de8c25e9a,pending,Spain,UTC,Europe,Non-binary,status > 'prod',r-x,MA,732,Downtown,Seattle,Europe,INV-988078,"Phoenix, United Kingdom",North America,6.82,-79.121959,CET,-84.689496,98.326976,CDG,david.martinez@outlook.com,Norway,"London, Norway",44312,GB,UTC,"Dallas, Japan",Midtown,fp_03f571ad99b279f9,Busan,Asia,Berlin,Africa,logan.martinez@gmail.com,Africa,2776,raw.users -> analytics,sess_t4Zc9xBkWpRLrdYwPiOnLWlIU69z99egkPwbbFDt,2711 Cedar Ln,6.5,PII encrypted at rest,Port of LA,Chicago
4a7a0eb849de1730c13c26958e90e1040b5e37c0633091377c551e94c3746516,failed,Sweden,America/New_York,Asia,Female,date IN 'active',rwx,GA,560,North Shore,Houston,Oceania,INV-914035,"San Francisco, Spain",Europe,0.87,-108.316123,UTC,-83.879889,-73.43645,CDG,ethan.clark@outlook.com,Germany,"Tokyo, United Kingdom",34812,BR,Europe/London,"Paris, India",South Bay,fp_f36db00e9243d824,Port of LA,Oceania,Miami,Europe,jessicalee14@company.com,Africa,1346,curated.orders -> analytics,sess_1BM42EcCphqc6PreDpmeWm1BKSQcmlfyrqj3v4CJ,1254 Pine Rd,33.3,MFA required for admin,Rotterdam,Seattle
13e7583ca93ef8c88097bd20c38558330c554de5eb21e09efac3848c714fb35a,pending,United States,UTC,North America,Male,date = 'active',write,FL,2408,North Shore,New York,South America,INV-736566,"Seattle, United Kingdom",Oceania,8.57,62.909028,UTC,78.726437,179.522804,LAX,anna.king@gmail.com,Norway,"San Francisco, Norway",34148,MX,CET,"Phoenix, Italy",North Shore,fp_536599c93ddff9c6,Busan,Oceania,Houston,Asia,elizabeth.davis@outlook.com,Antarctica,5469,staging.orders -> reports,sess_OQodjAOjKdkxFHvoQyfHQbhemCaYc2UPM3tx8BA5,7645 Elm St,29.0,MFA required for admin,Hamburg,Portland
a964f2fcf7576ba1eeb072a3ed1b5d8e30ca462ddac0fda79e8264e14da39e4d,inactive,Mexico,Europe/London,Africa,Female,date > '2024',write,CA,3636,East Side,Denver,Africa,INV-497576,"Boston, Germany",Asia,9.02,89.216869,UTC,-34.176397,171.454263,SIN,linda.jones@yahoo.com,Japan,"Denver, United States",37956,GB,America/New_York,"Miami, India",Midtown,fp_f8a8e115467a04f7,Busan,Antarctica,Miami,Asia,ethan.jackson77@gmail.com,Africa,10000,staging.orders -> reports,sess_PkvAgNJVhPmLOUq2G8uqDZnSe6LI7PPYw7ugmkWR,8710 Maple Dr,11.9,MFA required for admin,Hamburg,Boston
2106dad7b6275aaf2f2467d2d4ea1dce317fb4a183194becd42f94e6bbf0822d,cancelled,Canada,CET,Asia,Other,type IN 'prod',rw,GA,235,Downtown,Houston,Antarctica,INV-476707,"Berlin, Australia",Africa,3.86,85.962219,EST,54.8581,-15.413794,CDG,jessica.thompson@outlook.com,Canada,"Paris, Spain",64985,CA,Europe/London,"Los Angeles, South Korea",Midtown,fp_db285456b77cdb1d,Rotterdam,North America,Sydney,Antarctica,mason.lee@outlook.com,Antarctica,9210,curated.events -> analytics,sess_KVBgJDnQqnXxghWJGwpNINKg5GOVWLzuh8xR52Cd,3074 Cedar Ln,29.3,PII encrypted at rest,Singapore,Chicago
900d2faee87ba9fbfb97c7a16ef8619e6c46ce7d205849023c38a665a9df3696,approved,Singapore,JST,Oceania,Non-binary,date = '2024',admin,WA,5104,Downtown,Portland,Antarctica,INV-189259,"Phoenix, Canada",South America,7.41,145.039578,JST,67.214422,126.600922,SIN,noah.martin@gmail.com,Italy,"Dallas, Germany",874,IN,CET,"Los Angeles, United States",Midtown,fp_cbc17a0484d0a4d7,Hamburg,Europe,Chicago,South America,harper.miller@yahoo.com,North America,4522,curated.users -> reports,sess_tRmLzo4QrDx1FhCUZDF70mcTuaHze2kfqz3lOY8k,6932 Maple Dr,94.9,Data retained for 7 years,Singapore,Chicago
02834c31635d23fc59b63535b073c04d09e265687c53ad222f886ed959b484aa,active,United Kingdom,PST,North America,Non-binary,type != '2024',r-x,GA,244,East Side,Portland,South America,INV-826116,"Boston, Singapore",South America,4.87,17.053833,America/New_York,50.723399,70.442472,SIN,michael.moore@outlook.com,Canada,"Atlanta, United States",6522,MX,EST,"San Francisco, Japan",West End,fp_a1e2f27d24f7d217,Busan,Europe,London,Europe,aiden_garcia@acme.org,South America,3581,staging.events -> exports,sess_jgIXglrk8lQj7CeaSf00OENv9ayeYPQJTr3vq8Fy,1911 Elm St,63.1,PII encrypted at rest,Hamburg,Austin
475913e62941a4c4168122c52dd348ca51ef02e960b7ac953008d9b22f3ed32b,cancelled,United States,Europe/London,Antarctica,Other,type < '2024',read,MA,1333,Downtown,Houston,South America,INV-968927,"Tokyo, United Kingdom",Europe,1.17,93.434705,Europe/London,-25.814195,-40.339257,SIN,sophia.young@gmail.com,Brazil,"London, Brazil",53262,CA,UTC,"Los Angeles, Brazil",Midtown,fp_54975986e4a00f15,Hamburg,North America,London,Europe,oliver.williams@acme.org,Antarctica,4907,raw.orders -> reports,sess_2DulaoQ0F6lIBtVH89Q0wXvv5efG51AI8ZtlHlL7,5919 Cedar Ln,84.2,MFA required for admin,Busan,Atlanta
a8abb175551d6c09c084efd9a13bced27bf249a859f378af48da9a0ff518cedf,inactive,Germany,EST,North America,Male,type > 'prod',execute,FL,8644,Midtown,Austin,Africa,INV-135685,"Chicago, India",Asia,0.66,82.025899,UTC,84.453274,104.16123,SIN,emma.garcia@outlook.com,Canada,"Paris, Australia",82773,FR,EST,"London, Israel",Midtown,fp_01e8f0d5d8a06827,Singapore,Europe,Paris,South America,robert.brown89@yahoo.com,Asia,6813,curated.orders -> exports,sess_egyJTjz46zZeIU7iJKPuc4DeIEgmOFke9mN4wIGv,5704 Main St,59.4,Data retained for 7 years,Rotterdam,Portland
eddee8749362cd3f067d2003850f31bef5d8cd5d8f5f8bf37a108b06bf0768bb,approved,Norway,UTC,Africa,Male,type = '2024',write,IL,272,East Side,Toronto,Asia,INV-295964,"Sydney, Canada",Antarctica,1.16,-84.900064,PST,-23.413027,70.930953,SFO,jennifer.jackson@yahoo.com,Sweden,"Atlanta, Italy",32931,AU,PST,"London, Japan",Downtown,fp_d283436a8ff4ed77,Singapore,Antarctica,New York,Africa,anna.lewis74@acme.org,Oceania,1047,raw.orders -> analytics,sess_y7Sn9duEaiX9wkX2yCNED7nqLKgJsUVYZ9TgyKff,7850 Main St,96.8,PII encrypted at rest,Busan,Los Angeles
41ea9d0bd8b3ed0016e69cfac6d82b19a9b90b3f71d437360e9461c783af282d,cancelled,Norway,America/New_York,Antarctica,Male,type IN '2024',rwx,NY,5750,East Side,London,Europe,INV-830948,"Seattle, Spain",Africa,8.4,-164.795268,CET,-18.429952,5.046184,CDG,robert.martin@yahoo.com,India,"Berlin, Spain",94323,CA,Europe/London,"Houston, Switzerland",North Shore,fp_8665270759b09085,Port of LA,South America,Atlanta,Asia,johnrobinson65@example.com,Europe,6791,raw.users -> reports,sess_IRLn9oV1uzkB0lpqbonE9cLnx6YKx67FFxNAQPT8,5381 Oak Ave,56.6,PII encrypted at rest,Hamburg,San Francisco
0c7552fd5839f92b3ba7a6df97835913f5aa1c23d40b03e067904f7242fcdce2,rejected,Singapore,JST,Africa,Female,date < '2024',admin,CO,3250,North Shore,New York,Asia,INV-665279,"Phoenix, United States",South America,9.1,-75.319713,UTC,57.452035,43.768312,LAX,emily.clark@yahoo.com,France,"Denver, Brazil",87564,IN,UTC,"Austin, United States",Downtown,fp_7b7bd824f6c2edd3,Rotterdam,South America,Austin,Europe,amy_rodriguez@acme.org,South America,7298,raw.events -> exports,sess_PDioTP4aJMnMAGF96GaPGaeA68BFVbr9zGEk9yjr,2349 Main St,20.3,Data retained for 7 years,Singapore,Denver
c9dfaef2b60f1659949d9f6352daf368e4b7fb4b6980594e18c85ff2a89780eb,inactive,Japan,EST,Asia,Male,type IN 'active',write,WA,0178,East Side,Tokyo,North America,INV-833297,"San Francisco, Canada",Africa,8.63,-8.739544,UTC,-5.983443,60.434711,SFO,jennifer.clark@yahoo.com,Norway,"Seattle, South Korea",12505,BR,America/New_York,"Austin, Norway",Midtown,fp_d512bf69920b150c,Busan,Europe,Denver,Asia,amy.lewis@acme.org,Africa,8716,curated.orders -> analytics,sess_ljQ49QYSzNsnmP5yf3Ph9cR9HvX1y56GBHiUXkAp,348 Park Blvd,74.1,MFA required for admin,Port of LA,Paris
656cfc8d096d27bd5c340b30d4b84b73d0084772f43fa8e15d8a340f20c56e28,rejected,South Korea,PST,Asia,Non-binary,status > '2024',admin,FL,531,Downtown,Denver,Oceania,INV-596890,"Seattle, Spain",South America,2.65,-177.6996,UTC,-40.196816,122.990531,ORD,linda.moore@yahoo.com,France,"Portland, Norway",44540,GB,CET,"New York, Australia",East Side,fp_f4f38e7441589505,Port of LA,Antarctica,Atlanta,Antarctica,sophiagarcia@acme.org,Oceania,6776,raw.orders -> reports,sess_yRihNaoudmZrP3XRn6sHt3mpLVhvMS2owt0jDB0D,5193 Elm St,42.3,Data retained for 7 years,Hamburg,Boston
1d918e9d3641ab323f42d0f675a8218fccc2453fbe7de9eac6a801c4b5216ef7,cancelled,Japan,Europe/London,South America,Male,type < 'prod',admin,IL,761,East Side,Dallas,Asia,INV-403303,"Toronto, Mexico",Oceania,5.49,89.094038,JST,69.737693,-56.672653,ORD,sophia.martin@gmail.com,Australia,"Seattle, Australia",65575,AU,JST,"Portland, Italy",Downtown,fp_1fa886487e425570,Singapore,Oceania,London,Antarctica,harper_johnson@acme.org,Antarctica,2000,staging.users -> reports,sess_LsgFumilLhvReX8xuwPEujmhW05I3UplaHr8CT4U,8376 Main St,29.9,Data retained for 7 years,Singapore,Miami
