iso_country_code,fact_blood_type,COUNTRY,postalCode,port_harbor_38,territory,field_exr,LONGITUDE,p_658,isoCountryCode,measlon,RETENTION_POLICY,score_index,timeZone,TIME_ZONE,d_coun,nation,customer_country,location_text_info,adr_line,p_abbr,address_line_v2,address_line,col_396,dim_130,LANDMARK_POI,continent,created_at,addressLine,RANK_RATING,geographic_coordinates,lon,location_text,disname,user_region_state_province,attr_635,geographicCoordinates,tz,margin,x_tax,rmta95,cron_schedule,col_brz,region_state_province_v2,KEYWORDS,user_airport,country_30,MAPPING_TRANSFORM,CONTINENT,country_raw,TITLE_PREFIX,user_longitude,col_293,attr_602,longitude_38,src_global_trade_item_number,continent_2,d_ssm,p_trans,tz_2,locationText,bnk_identification_number,landmark,country,license_terms_v2,ward,LOCATION_TEXT,addrline,src_distance,meta_pm,city_town_30,street,continent_3,col_cou,meta_nh,city_town_data,severity_level,dim_687,isocc,flight,val_252,col_lan,ppb,customer_district_borough,GEOGRAPHIC_COORDINATES,template_pattern,coords,x_fips,COUNTRY_2,subdomain,urlPiiContext,lhd6,airport_raw,adr_line_2,customer_time_zone,user_iata_code,threshold_limit_14,airport,age_14,longitude_v2,arw56,loctxt,country_2,iso_alpha_2,employee_rec,PORT_HARBOR,fact_landmark_poi,cityTown,field_cxs,landmark_poi_data,region_state_province,data_lineage,time_zone_30,field_dox,decimal_float_v2,latitude_info,time_zone_val,meta_601,bvbesn62,regionStateProvince,lat,CARD_EXPIRY_DATE,v_wj,customer_iso_country_code,REGION_STATE_PROVINCE,AIRPORT,dim_geographic_coordinates,iso_country_cd,CITY_TOWN,customer_default_value,qfee71,pmkng90,TENANT_IDENTIFIER,city,c_yc,district_borough_22,country_38,passport_num,createdat,port,src_continent,timeZone_2,dtype
FR,B-,Japan,ZP8 2LX,Busan,CO,Statue of Liberty,142.11373,Rotterdam,BR,-64.574824,7 years,4.48,JST,UTC,Mexico,Singapore,Germany,"Berlin, Israel",7693 Park Blvd,WIRZ,8300 Maple Dr,291 Maple Dr,Europe,da1c4f06-d9e9-4f47-82fe-41a7718d3520,Big Ben,Asia,2020-04-04T21:46:15Z,1169 Main St,12,"57.723565, -110.04294",-28.191729,"Boston, Switzerland",COVID-19,CA,Los Angeles,"5.053344, 122.810815",Europe/London,Penetration,77-2543758,GA,"57 5 * * 0,6",Q1 2025,CA,"scalability, automation",NRT,Brazil,field_a -> field_b,Europe,Spain,Ms.,107.260761,3335 Main St,SIN,32.015291,6092776646443,South America,FR,Guten Tag,CET,"Dallas, Norway",55318,Big Ben,Israel,Apache-2.0,Midtown,"Seattle, Germany",5221 Cedar Ln,5788.9,aiden.garcia,Toronto,7006 Maple Dr,Asia,India,Shanghai,Seattle,Medium,ADV-43OZL2NN3F,DE,KY7221,Shanghai,Big Ben,415.1,East Side,"72.636204, -126.226231",Order #{{id}},"87.327527, 75.186487",19678,Sweden,company.net,https://example.com/users/35b95237/profile,3801 Main St,CDG,2004 Park Blvd,PST,ZEW,crit=7926,NRT,16,112.870411,Sydney,"Sydney, Mexico",Brazil,FR,EMP-55957,Port of LA,Central Park,Sydney,Golden Gate Bridge,Central Park,CA,raw.users -> exports,PST,543 Park Blvd,9440.1392,83.532847,PST,ORD,America/New_York,GA,"-4.330952, -168.976218",02/24,completed,JP,FL,NRT,"-36.137191, -179.168796",BR,Denver,0,Singapore,Singapore,tenant-012,Dallas,F6TPHFWZ34L63O3XI3BT,East Side,India,U38409947,2021-07-10T04:25:48Z,Port of LA,Asia,America/New_York,snapshot
US,O-,France,55209,Rotterdam,WA,Eiffel Tower,59.869674,Port of LA,IN,167.653426,1 year,0.09,EST,EST,United States,United States,United States,"Boston, Canada",6206 Main St,MQK,2968 Elm St,7936 Maple Dr,North America,5312bac5-90b9-445f-8825-222232b617a9,Golden Gate Bridge,Europe,2022-05-09 22:30:47,8682 Pine Rd,93,"-2.114993, -9.448344",146.17932,"San Francisco, Switzerland",Tuberculosis,IL,Denver,"-3.555544, -58.864129",JST,Value pricing,85-4060228,PA,"24 15 * * 0,6",Q2 2025,OH,"data, monitoring, reporting, scalability, automation",ORD,Singapore,source_col -> target_col,Asia,Germany,Hon.,-50.178186,1679 Elm St,LAX,70.940062,9253858509583,Oceania,CA,Bonjour,Europe/London,"Phoenix, Italy",476363,Statue of Liberty,South Korea,GPL-3.0,East Side,"Miami, Canada",1041 Elm St,8010.5,mary.moore,Los Angeles,3205 Cedar Ln,Africa,India,Singapore,Paris,Info,ADV-WIXVPSHWVH,JP,ET7195,Port of LA,Big Ben,682.14,South Bay,"-30.435394, -88.630275",Order #{{id}},"2.537553, 107.728158",06518,France,data.io,https://example.com/users/84285cb8/profile,1670 Cedar Ln,SIN,3615 Elm St,CET,EMR,max=9185,ORD,102,-17.301605,New York,"Sydney, Sweden",South Korea,AU,EMP-69340,Singapore,Big Ben,San Francisco,Eiffel Tower,Golden Gate Bridge,WA,raw.orders -> reports,Europe/London,8551 Park Blvd,9144.4308,61.319771,Europe/London,SFO,EST,OH,"12.062109, -27.315135",09/24,pending,BR,CO,JFK,"-39.331855, 0.148785",IN,San Francisco,null,Australia,Sweden,tenant-004,Los Angeles,OI052LZCSSJ4XMBCKTYL,West End,Israel,Y76828989,2019-09-13 16:41:30,Shanghai,Africa,Europe/London,upsert
CA,B-,Sweden,JP2 1EY,Singapore,OH,Golden Gate Bridge,9.015361,Busan,FR,-30.50627,indefinite,0.27,JST,JST,Israel,South Korea,Sweden,"Denver, United States",9660 Park Blvd,GZ,9823 Maple Dr,3200 Elm St,Antarctica,16800b08-46db-4543-a921-19b951a16e73,Eiffel Tower,North America,2019-04-28 21:19:39,5777 Main St,45,"-5.817996, 36.540499",80.334537,"Dallas, Norway",Diabetes Mellitus,OH,Dallas,"12.253538, -1.521625",EST,Value pricing,40-4293459,FL,"43 16 * * 0,6",Q2 2023,NY,"security, integration",JFK,United States,input -> output,Africa,France,Rev.,-45.662556,1418 Oak Ave,NRT,-6.1744,0753038467221,Africa,GB,Namaste,America/New_York,"Boston, Israel",60118621,Eiffel Tower,Italy,MIT,South Bay,"Portland, Spain",8709 Oak Ave,5115.3,robert.johnson,Sydney,7389 Park Blvd,South America,India,Busan,Dallas,Critical,ADV-LYVMA8JNSY,BR,YL2565,Hamburg,Golden Gate Bridge,139.65,North Shore,"23.752478, 40.552445",Dear {{customer}},"-83.022495, 2.851955",52813,Spain,example.com,https://example.com/users/b7a57962/profile,3158 Cedar Ln,ORD,7208 Maple Dr,America/New_York,FIN,max=4886,SIN,32,16.713544,Sydney,"Miami, France",Switzerland,GB,EMP-33713,Singapore,Golden Gate Bridge,Dallas,Big Ben,Central Park,NY,raw.events -> reports,Europe/London,8218 Cedar Ln,9640.293,13.66633,PST,SFO,PST,CA,"-28.712723, 72.46496",02/25,pending,DE,FL,SIN,"-25.03163, -85.235165",GB,Phoenix,'',Mexico,Switzerland,tenant-043,Denver,SDK8HCJWZ7TL9A00YQUN,East Side,Switzerland,W97735700,2018-03-22T23:30:57Z,Singapore,South America,UTC,insert
CA,B-,Australia,ZP7 4ER,Singapore,IL,Central Park,-39.219672,Busan,US,122.593561,indefinite,1.09,America/New_York,JST,Japan,Singapore,Mexico,"New York, France",5081 Maple Dr,DCUI,6926 Elm St,4845 Park Blvd,Europe,86a997f7-ebaa-49ca-8e1a-899f5d186a57,Eiffel Tower,Europe,2020-05-18T02:12:58Z,7110 Oak Ave,40,"46.245695, 88.124308",-92.312572,"Boston, Israel",Influenza,IL,Toronto,"-74.315864, 89.287553",Europe/London,Cost-plus 25%,17-8569212,CA,"42 12 * * 0,6",Q2 2022,CA,"performance, analytics",ORD,Australia,field_a -> target_col,Oceania,United Kingdom,Dr.,-94.991263,1029 Main St,LAX,-51.248378,3081624069973,Antarctica,CA,Hola,CET,"Berlin, Singapore",60113209,Central Park,Germany,CC BY 4.0,East Side,"Seattle, Spain",1702 Maple Dr,452.0,logan.thompson,Austin,3189 Main St,Oceania,Norway,Singapore,Boston,Critical,ADV-TR8Z93E3KB,DE,BT2599,Singapore,Central Park,807.52,East Side,"-23.337127, 176.852935",Hello {{name}},"-11.560717, 61.626696",09158,France,acme.org,https://example.com/users/3bb8014d/profile,9800 Maple Dr,LHR,3738 Oak Ave,JST,EJK,min=7300,LHR,45,-160.757978,Chicago,"Toronto, Australia",Germany,GB,EMP-13591,Hamburg,Eiffel Tower,Los Angeles,Big Ben,Eiffel Tower,MA,curated.users -> exports,PST,9925 Main St,8147.9713,58.661171,JST,LHR,CET,NY,"-42.86932, -109.776863",08/25,inactive,BR,IL,LHR,"-39.889996, 52.644878",CA,Seattle,false,Switzerland,Mexico,tenant-046,Paris,XH72AGY30ZCD4RN182ZR,North Shore,Netherlands,Q51875881,2023-04-24T06:17:57Z,Busan,Africa,JST,upsert
CA,AB-,Israel,MI3 7DB,Shanghai,TX,Golden Gate Bridge,-151.059886,Hamburg,GB,67.990611,7 years,3.87,EST,America/New_York,United States,Spain,Norway,"Houston, Switzerland",1728 Main St,KISZ,4669 Oak Ave,5860 Pine Rd,Asia,d1da59ec-b466-4507-9a83-ce34e5b0c3ed,Central Park,Asia,2025-09-08 16:25:32,4937 Elm St,4,"15.508684, 11.94757",52.27335,"Miami, Netherlands",Tuberculosis,FL,Dallas,"65.051863, -169.040333",Europe/London,Premium,79-4266778,PA,38 19 * * *,Q3 2020,NC,"security, scalability, integration, monitoring, performance",CDG,France,input -> field_b,South America,Canada,Rev.,101.011584,373 Elm St,JFK,-26.127002,1849165831350,Antarctica,GB,Hola,PST,"Berlin, Norway",47497,Central Park,United States,GPL-3.0,West End,"Boston, Canada",9637 Main St,4575.9,logan.king,Paris,4902 Pine Rd,Europe,Canada,Singapore,Houston,Medium,ADV-TF4VNUKPIJ,DE,GR4417,Shanghai,Statue of Liberty,432.69,West End,"20.259766, 173.616171",Hello {{name}},"39.236326, -166.619513",42541,Japan,company.net,https://example.com/users/313e0858/profile,8646 Cedar Ln,SIN,6913 Maple Dr,EST,EOA,crit=1266,LHR,50,178.810546,Boston,"Austin, Mexico",Japan,BR,EMP-93102,Singapore,Big Ben,Sydney,Statue of Liberty,Central Park,MA,raw.events -> reports,JST,104 Park Blvd,224.8973,-21.592022,America/New_York,ORD,PST,NC,"-35.530151, -81.201978",03/28,failed,AU,TX,ORD,"-62.150403, -110.244923",CA,Phoenix,CURRENT_TIMESTAMP,Brazil,Netherlands,tenant-043,Portland,7XRLD8V3U9EYD2U5S2K2,South Bay,United Kingdom,J22142518,2025-05-16 18:59:26,Port of LA,South America,JST,upsert
FR,O-,Mexico,ZU2 4XX,Singapore,NC,Eiffel Tower,62.635022,Rotterdam,US,-174.242195,1 year,5.96,America/New_York,CET,Germany,India,Japan,"Portland, United Kingdom",4628 Main St,BFVXA,3217 Park Blvd,5182 Elm St,Africa,81964de0-59df-48f6-9b98-8a2daed91d48,Eiffel Tower,Africa,2018-09-18 08:49:05,892 Maple Dr,61,"13.710241, -99.157307",-159.413779,"Toronto, India",Tuberculosis,FL,Boston,"24.779652, 111.798215",CET,Market-based,54-7350051,CO,48 22 * * 1-5,Q1 2020,NY,"integration, cloud, reporting, performance",SFO,Canada,input -> field_b,Oceania,India,Dr.,1.043796,8532 Oak Ave,JFK,-32.175263,6607402539301,Antarctica,FR,Guten Tag,Europe/London,"Austin, Japan",3702339,Eiffel Tower,Australia,GPL-3.0,West End,"New York, France",388 Main St,6424.0,michael.jones,Toronto,9956 Cedar Ln,Asia,France,Singapore,Portland,Critical,ADV-13YOGX5EBS,MX,OE4968,Busan,Eiffel Tower,291.97,East Side,"-61.046597, -10.729423",{{date}} - {{event}},"-72.725345, 93.990283",31418,Singapore,service.cloud,https://example.com/users/115d8b07/profile,913 Cedar Ln,JFK,6990 Park Blvd,EST,QSS,warn=4397,NRT,60,-82.762358,Portland,"Denver, Mexico",Sweden,US,EMP-90866,Singapore,Central Park,Dallas,Statue of Liberty,Big Ben,CA,staging.orders -> analytics,JST,2443 Pine Rd,4136.4962,-52.65572,Europe/London,JFK,EST,MA,"-12.176694, 174.311305",07/27,completed,CA,WA,JFK,"-0.262805, -26.860131",DE,Dallas,1,Italy,Switzerland,tenant-045,Dallas,CSUQQRINE0KW2J4ZXICA,South Bay,Switzerland,X38157125,2022-06-23T07:26:58Z,Rotterdam,Antarctica,EST,snapshot
AU,O-,Switzerland,25661,Singapore,WA,Big Ben,-146.283099,Singapore,MX,-19.043114,7 years,8.14,Europe/London,UTC,Italy,United States,India,"Phoenix, Germany",961 Park Blvd,QSVTR,3644 Park Blvd,7818 Park Blvd,Oceania,c7f1d380-a3a0-4b87-8e19-a245913ffc08,Eiffel Tower,Africa,2021-07-23T13:36:30Z,2141 Elm St,3,"2.445285, -68.212259",-124.175935,"Portland, Sweden",Influenza,TX,Los Angeles,"41.68468, -51.869155",EST,Cost-plus 25%,97-8780145,IL,32 4 * * 1-5,Q4 2023,IL,"cloud, reporting, scalability",SFO,Germany,field_a -> target_col,Asia,United Kingdom,Mr.,-24.923842,129 Oak Ave,ORD,-60.327454,4118905606110,North America,CA,Konnichiwa,Europe/London,"Houston, Singapore",404943,Golden Gate Bridge,India,Apache-2.0,East Side,"San Francisco, Canada",5988 Maple Dr,7905.5,logan.young,Houston,2162 Park Blvd,Africa,Netherlands,Shanghai,San Francisco,Critical,ADV-36QZFLPOWZ,FR,WA4703,Rotterdam,Central Park,692.13,East Side,"19.715801, -167.980397",Hello {{name}},"89.256115, 110.84738",22024,Mexico,example.com,https://example.com/users/82c816f5/profile,7934 Park Blvd,LHR,4060 Oak Ave,JST,PUG,crit=9657,NRT,99,-92.215369,Boston,"Chicago, Switzerland",Switzerland,AU,EMP-87573,Busan,Golden Gate Bridge,London,Central Park,Golden Gate Bridge,WA,curated.events -> exports,EST,8837 Elm St,3804.5934,16.395613,UTC,ORD,America/New_York,TX,"-66.073471, -112.496648",05/29,completed,CA,TX,NRT,"69.809215, 122.568974",AU,Atlanta,'',Germany,Australia,tenant-007,Chicago,448GLTJBLA0VLGUBZW33,North Shore,Mexico,S11638031,2025-12-02 18:26:53,Shanghai,Europe,CET,upsert
JP,A-,Israel,92580,Busan,CO,Golden Gate Bridge,-84.898936,Shanghai,MX,158.618343,30 days,7.65,PST,America/New_York,Israel,Switzerland,India,"San Francisco, Japan",6398 Elm St,TAU,2899 Elm St,1285 Park Blvd,Europe,a990a197-9ac8-4717-87c4-28550566fd0a,Statue of Liberty,North America,2020-02-12 07:11:30,4936 Park Blvd,12,"-30.786018, 56.026056",-67.728912,"London, Singapore",Tuberculosis,NC,Tokyo,"18.5513, 176.483603",Europe/London,Market-based,95-8429218,IL,4 15 * * 1-5,Q4 2024,NY,"scalability, integration, performance",NRT,Sweden,field_a -> target_col,Europe,United States,Ms.,-14.040013,114 Pine Rd,LHR,-3.462658,7666026693640,Europe,IN,Konnichiwa,America/New_York,"New York, Netherlands",48427,Eiffel Tower,Switzerland,Apache-2.0,South Bay,"Sydney, Singapore",307 Maple Dr,2917.4,john.jones,Paris,5357 Cedar Ln,Asia,United Kingdom,Busan,Austin,Medium,ADV-17SF3YAIOG,DE,KM1412,Shanghai,Eiffel Tower,547.48,East Side,"16.332649, 37.956507",Dear {{customer}},"-68.06575, 73.978963",03070,Italy,company.net,https://example.com/users/73b2c392/profile,5061 Pine Rd,SFO,2850 Cedar Ln,EST,YTD,crit=2601,LHR,107,10.287181,Houston,"London, Sweden",South Korea,JP,EMP-97184,Shanghai,Big Ben,Houston,Central Park,Central Park,IL,staging.orders -> reports,UTC,3498 Park Blvd,-845.8996,79.105852,America/New_York,LAX,America/New_York,NC,"82.811486, 45.338419",04/27,pending,DE,OH,CDG,"45.050511, 93.390365",MX,Phoenix,CURRENT_TIMESTAMP,Singapore,Norway,tenant-027,Denver,O70CBSZ6O81APKLDBCJ2,North Shore,Germany,G51035621,2018-06-16 12:42:29,Hamburg,Asia,PST,update
MX,O+,Mexico,47510,Singapore,PA,Statue of Liberty,107.190923,Port of LA,AU,-38.4468,7 days,9.93,America/New_York,UTC,United Kingdom,United Kingdom,Norway,"San Francisco, United Kingdom",5283 Maple Dr,ZUI,3575 Maple Dr,1438 Main St,South America,fefb7a9c-6ed7-4a79-ab51-adf68040ba0c,Central Park,Oceania,2024-12-26 21:42:17,3745 Elm St,78,"60.723996, -7.336717",31.828614,"Tokyo, Switzerland",Tuberculosis,WA,San Francisco,"24.24219, 149.349174",UTC,Cost-plus 25%,67-6323878,MA,15 18 * * 1-5,Q4 2021,OH,"cloud, security, performance, compliance, integration",CDG,Mexico,field_a -> field_b,North America,Italy,Hon.,-79.057558,4044 Cedar Ln,LAX,99.762416,8305220728903,Europe,DE,Konnichiwa,UTC,"Houston, France",60116211,Big Ben,Australia,CC BY 4.0,Downtown,"Chicago, Brazil",5106 Elm St,4126.1,james.johnson,Chicago,286 Main St,Africa,Australia,Busan,Chicago,High,ADV-SYBG67N3ZM,DE,YZ2343,Hamburg,Big Ben,779.49,West End,"41.504053, 11.797898",Order #{{id}},"-73.162692, 62.369709",40433,Brazil,company.net,https://example.com/users/d6e8e279/profile,8826 Pine Rd,SFO,4084 Elm St,Europe/London,FSU,min=183,SIN,24,-105.056466,Los Angeles,"Atlanta, Singapore",Australia,CA,EMP-98107,Busan,Big Ben,Atlanta,Golden Gate Bridge,Big Ben,OH,curated.users -> reports,PST,4481 Oak Ave,692.8976,-22.46673,JST,SIN,JST,NC,"26.478942, -118.7561",04/24,rejected,DE,WA,JFK,"-65.116823, -125.885918",DE,Seattle,0,Mexico,Sweden,tenant-006,Boston,8R8G0AZ41OXL7LK6RCMN,North Shore,Norway,M30516538,2025-01-17T21:00:39Z,Port of LA,North America,CET,update
FR,A+,France,IA1 2GX,Shanghai,MA,Eiffel Tower,52.19274,Singapore,IN,80.945274,30 days,6.8,America/New_York,Europe/London,South Korea,Italy,Israel,"Miami, Singapore",30 Cedar Ln,QZTO,6212 Pine Rd,9394 Cedar Ln,Africa,1efb0b6c-427b-4fa2-a80f-938dc628f9fa,Eiffel Tower,Europe,2026-04-18 07:48:21,3007 Elm St,37,"17.604992, -35.698475",88.75096,"Denver, Norway",Tuberculosis,IL,Denver,"79.027324, 27.260653",JST,Value pricing,36-8368681,TX,45 0 * * 1-5,Q4 2021,NC,"security, reporting, data, compliance, cloud",JFK,Canada,field_a -> output,Asia,United States,Mrs.,-159.644951,5085 Pine Rd,CDG,60.371333,3554876447506,Africa,JP,Namaste,JST,"Toronto, United Kingdom",46973,Golden Gate Bridge,South Korea,CC BY 4.0,South Bay,"Atlanta, Australia",6940 Oak Ave,4115.1,james.jones,Toronto,548 Oak Ave,Europe,India,Shanghai,Atlanta,Critical,ADV-1ZJL3M3IHA,CA,GJ557,Busan,Big Ben,961.82,West End,"-25.167643, -68.179737",Hello {{name}},"20.247537, -3.662224",23458,Germany,example.com,https://example.com/users/f035d9e9/profile,2245 Oak Ave,NRT,9502 Oak Ave,CET,VXM,crit=9256,LHR,77,-35.49131,Toronto,"Tokyo, South Korea",Netherlands,CA,EMP-21585,Busan,Big Ben,London,Eiffel Tower,Statue of Liberty,TX,staging.users -> analytics,Europe/London,5285 Oak Ave,708.6251,-85.031637,CET,LHR,UTC,WA,"-66.767118, -117.34402",07/27,rejected,AU,PA,CDG,"-52.833031, -157.563743",DE,Portland,1,France,Israel,tenant-039,Phoenix,FXLTB5V0IPESX86111YV,South Bay,Italy,C16275551,2022-07-12 00:54:34,Busan,North America,JST,delete
JP,AB-,Israel,JV6 6ME,Port of LA,MA,Eiffel Tower,173.540123,Shanghai,AU,155.568095,7 years,2.74,America/New_York,CET,Japan,France,France,"Toronto, Sweden",9195 Cedar Ln,GWXS,9264 Pine Rd,7591 Park Blvd,North America,28a1274f-9a7a-434e-b3b4-06ad957fe8df,Central Park,Africa,2026-08-28 11:14:45,9249 Oak Ave,2,"34.7377, 123.989299",-163.954005,"Dallas, Israel",Tuberculosis,CA,Miami,"33.325713, -56.170734",CET,Penetration,73-6960767,IL,6 3 * * 1-5,Q1 2020,TX,"automation, performance, security, cloud, data",CDG,Sweden,field_a -> output,Oceania,Norway,Prof.,-172.339876,6373 Pine Rd,JFK,54.216936,8908299356296,Antarctica,IN,Guten Tag,UTC,"Berlin, Canada",372497,Central Park,India,Proprietary,East Side,"Los Angeles, South Korea",2721 Pine Rd,3557.7,patricia.martinez,Paris,8713 Oak Ave,Oceania,India,Rotterdam,Los Angeles,Info,ADV-J32G3OMNEW,GB,RK7299,Hamburg,Statue of Liberty,291.46,Downtown,"51.589286, 171.845477",Hello {{name}},"-67.53325, 109.305042",27461,Spain,data.io,https://example.com/users/7e99d3ad/profile,4908 Park Blvd,LHR,4982 Oak Ave,EST,ZHH,crit=7817,LHR,116,169.885456,Portland,"Toronto, United States",South Korea,IN,EMP-73957,Rotterdam,Eiffel Tower,San Francisco,Big Ben,Golden Gate Bridge,WA,staging.orders -> analytics,America/New_York,2889 Park Blvd,952.5129,-28.555423,EST,ORD,EST,NC,"38.337114, 28.409443",08/28,cancelled,BR,NY,CDG,"-44.606483, 102.520879",CA,Denver,0,United States,Brazil,tenant-044,Portland,IGWER6L6SQODRJ2UUFAL,North Shore,Japan,K66077298,2026-03-22T13:58:15Z,Singapore,North America,CET,delete
GB,A-,Brazil,50432,Hamburg,IL,Eiffel Tower,111.351098,Singapore,IN,118.378969,1 year,4.15,America/New_York,Europe/London,Israel,Italy,South Korea,"Dallas, Norway",5772 Maple Dr,XQ,2780 Maple Dr,6280 Park Blvd,Asia,c447a1a8-92d7-4679-8f5c-9a0be09ea849,Golden Gate Bridge,North America,2024-05-19 16:34:08,1680 Maple Dr,83,"10.987925, -179.057516",-80.386606,"Miami, Brazil",Diabetes Mellitus,NC,Toronto,"80.741166, 0.747895",UTC,Market-based,40-6424880,NC,39 23 * * *,Q3 2021,CA,"integration, compliance, security, automation",LAX,Italy,field_a -> field_b,Africa,Sweden,Mr.,-44.53355,6078 Maple Dr,SFO,54.170091,9609511870198,South America,FR,Konnichiwa,JST,"Berlin, India",3749518,Eiffel Tower,Sweden,MIT,South Bay,"Paris, South Korea",1422 Oak Ave,6624.9,oliver.taylor,Chicago,719 Pine Rd,Africa,Norway,Hamburg,Austin,Medium,ADV-I7RQIDQTPU,CA,JZ6872,Shanghai,Golden Gate Bridge,520.2,North Shore,"-63.565646, -119.340437",Order #{{id}},"7.670698, 75.840455",40068,Canada,acme.org,https://example.com/users/0971231b/profile,3140 Elm St,LAX,6505 Pine Rd,Europe/London,MON,warn=7877,LHR,4,14.894938,Austin,"San Francisco, Sweden",United States,IN,EMP-89127,Port of LA,Golden Gate Bridge,San Francisco,Central Park,Golden Gate Bridge,CO,raw.users -> reports,EST,7301 Elm St,2859.8474,-25.542469,Europe/London,SFO,UTC,PA,"-10.460236, 56.861742",03/30,completed,JP,NY,SIN,"-25.671274, 63.513696",DE,Berlin,null,France,Australia,tenant-019,Portland,YQ3LBK4UA2LDT6TGF3Z3,South Bay,Norway,O91851582,2024-03-19T18:32:55Z,Singapore,Asia,UTC,delete
FR,AB+,Canada,37792,Singapore,TX,Eiffel Tower,57.457749,Singapore,BR,51.494257,30 days,5.12,UTC,JST,Australia,Singapore,Brazil,"Sydney, India",7670 Cedar Ln,HHRKK,1862 Maple Dr,2048 Park Blvd,North America,fe8441d2-6834-44ba-93f7-8ec4130be4c3,Golden Gate Bridge,North America,2018-10-01T18:34:46Z,6249 Elm St,19,"1.097559, -149.255612",-140.102206,"Miami, Israel",Malaria,OH,New York,"-59.35683, -52.90576",JST,Market-based,26-1876250,GA,"2 7 * * 0,6",Q1 2026,GA,"cloud, scalability, monitoring",JFK,South Korea,source_col -> output,South America,Canada,Prof.,69.058618,4819 Main St,CDG,101.99261,5729475200704,Africa,FR,Hola,UTC,"Atlanta, Italy",60112367,Central Park,Australia,GPL-3.0,North Shore,"Houston, Germany",2245 Elm St,5207.7,jessica.johnson,New York,1870 Pine Rd,Asia,Singapore,Shanghai,Los Angeles,Medium,ADV-6XRALCSIM8,BR,KA4215,Busan,Central Park,33.19,Midtown,"-75.035515, -49.73809",Hello {{name}},"80.218916, 174.811652",45738,Sweden,company.net,https://example.com/users/a155a51d/profile,4402 Oak Ave,SIN,6429 Pine Rd,JST,DSL,crit=6179,LAX,67,-31.9802,Tokyo,"Seattle, France",Italy,US,EMP-46915,Hamburg,Eiffel Tower,Sydney,Eiffel Tower,Eiffel Tower,GA,raw.orders -> reports,Europe/London,9514 Pine Rd,2347.6958,-68.475248,JST,SIN,JST,MA,"88.545708, -40.714221",04/27,rejected,AU,NC,SFO,"-48.460112, -127.894983",AU,San Francisco,null,Norway,France,tenant-004,Chicago,6FH6OA8EWVM1UAUBPGUT,Downtown,Norway,T89131552,2020-05-09 03:18:52,Shanghai,Antarctica,Europe/London,upsert
GB,B+,Italy,OB1 2JE,Busan,TX,Big Ben,-102.007973,Busan,AU,13.455101,7 days,4.88,EST,Europe/London,Australia,Sweden,South Korea,"Dallas, Israel",7064 Cedar Ln,YZ,4701 Pine Rd,9598 Main St,Africa,27bab1e1-3026-497f-b01c-e7f0946ffae8,Eiffel Tower,North America,2026-08-15 05:50:17,6377 Oak Ave,84,"20.898399, 141.976457",87.539825,"Dallas, India",Malaria,MA,Berlin,"56.977609, -64.335686",UTC,Premium,92-1512411,NY,27 2 * * 1-5,Q1 2024,FL,"performance, cloud, automation",SFO,Switzerland,source_col -> target_col,South America,Japan,Mrs.,-59.2323,7205 Elm St,CDG,-71.040213,8577053036626,Europe,CA,Konnichiwa,EST,"Denver, United Kingdom",41114,Golden Gate Bridge,Brazil,Apache-2.0,South Bay,"Dallas, Australia",9875 Pine Rd,6864.9,jessica.rodriguez,Austin,4486 Oak Ave,Antarctica,Sweden,Busan,London,Info,ADV-NHPBB0XZ1U,BR,NQ3593,Shanghai,Big Ben,445.95,Downtown,"75.45394, -121.47758",Dear {{customer}},"24.598668, 136.409976",22730,Mexico,acme.org,https://example.com/users/862db8cf/profile,8861 Elm St,SFO,2627 Pine Rd,PST,WJE,crit=3717,LAX,37,110.82503,Seattle,"London, Germany",Norway,CA,EMP-35877,Port of LA,Eiffel Tower,Chicago,Central Park,Eiffel Tower,IL,curated.events -> reports,UTC,6784 Maple Dr,7848.7496,33.927114,UTC,CDG,CET,FL,"-11.094989, 128.82206",02/25,inactive,MX,MA,JFK,"24.069201, 61.609835",MX,Los Angeles,0,France,Mexico,tenant-030,Miami,E6AZSO4JTTXNB1XIYONA,East Side,Spain,H11327453,2020-01-09T23:16:53Z,Busan,South America,JST,upsert
