ph_level_6,qthzmf87,bandwidth_data_rate_14,latitude_field,latitude,SPEED_VELOCITY,UPTIME_AVAILABILITY,fact_elevation_altitude,fact_size_dimension_category,budgetAllocation,DISEASE_NAME,dim_wl,area_6,meta_79,ehge58,measprs,area_field,dim_record_identifier,removed,voltage_data,amsm97,measage,source_attribution,col_ph,HOSTNAME,market_val,POWER,memory_usage,routing_number,md5,area,payment_card_number_v2,memoryUsage,p_las,distance,watt_hours,CATEGORY,digital_certificate,legal_hold_document_raw,department_division_info,d_668,catstat,rkolm1,MEMORY_USAGE,vkl14,cpu_usage,source,months_old,density_6,qffsqq50,DISTANCE,customer_age,dim_tenan,digitalCertificate,attr_873,time_to_live_14,DRUG_MEDICATION_NAME,latitude_2,dim_oahw,area_2,LATITUDE,insurance_id_val,d_638,modified_by_14,ezgugc83,categ,comment_note,product_nm,p_iso_l,MIDDLE_NAME,v_bran,source_system_v2,humidity,soc_media_handle,latency_response_time_6,measpct,attr_ang,kmypx47,bandwidth_data_rate_raw,concentration,encoding,pension,attr_527,field_433
8.31,0.2,6165,-80.114501,14.638975,208.4,96.5587,709,M,"$24,084",Influenza,950f1ce42b6c94ef485c12dfc6753f261611da5e61baca79fd3056b49d92d5c9,58591.4,117,28.5,1984.7,34241.2,8125345,false,319.6,16.662,47,Census Bureau,2.4,api-9.staging.acme.com,"$35,843,680",49428.9,50.4,518228688,7bc64c9d24cf13b45c9311eafc0d992961602bf05c625a5c3f2304e4a23d8b7a,17731.9,XXXX-XXXX-XXXX-8382,42.6,Robinson,7599.7,23896.8,Hardware,"-----BEGIN CERTIFICATE-----
/AKtqGPDxQQnLvz0WDmQehxWOiAQvnnkjTRj8cA8cnfsqKFCyYNFnpq88iYXk0fz
-----END CERTIFICATE-----",HOLD-2024-673,Marketing,Apache-2.0,rejected,MRN-408625,89.8,1.48,45.1,Clark et al. (2009),76,11.397,626135,1371.6,89,tenant-005,"-----BEGIN CERTIFICATE-----
6Gq/6noW8YdObgu3MenqH2bAafMYrWKyjMKkKyoth8muDqb+NBl7MOhIDXbYz4DT
-----END CERTIFICATE-----",Info,212 days,Lisinopril,65.898505,4835.84,33703.5,-72.869793,INS-635634,Israel,noah.clark,284.4,Clothing,Updated per client request.,DataSync 3000,ko,J,ProSeries,Snowflake,32.8,@richardlewis567,3985,60.92%,96.92,7456.1,2594,192.98,ASCII,INV-751276,4380,95.9698
7.01,85.6,8102,6.58042,-7.485635,35.5,99.8453,1740,XXL,"$3,180,998",Malaria,57168d2522c5cb6ca7a91b52fd65deb2989e427874e3629a42c959b1df545933,57510.0,25,148.38,1645.7,72177.0,1364151,true,373.9,16.332,48,Bloomberg,3.61,app-5.prod.acme.com,"$309,443,189",46039.9,79.6,179257556,f0aea4b3f5c4dad4e83fe56ffccfaea3ec3ce6e6fc312a318263f3e4fc13b165,98468.3,6011-2161-9391-9325,7.6,Smith,9886.8,73113.9,Hardware,"-----BEGIN CERTIFICATE-----
XgH9UCxwvZZjOFbIQjPwZgkDh3CnFQtAFGXrih3lTmvQVtSkjaP6ScH6z8BLi9Do
-----END CERTIFICATE-----",HOLD-2024-902,Support,Apache-2.0,inactive,MRN-138385,1.4,12.14,48.3,Miller et al. (2000),19,12.46,209668,4898.9,89,tenant-023,"-----BEGIN CERTIFICATE-----
qinroXVfEqME8mowPwMuXAms6dWa6K6CvjHPV8hok3fYQvojLPEPcbYoPTMlUbJj
-----END CERTIFICATE-----",Low,18 days,Lisinopril,36.378582,5210.35,23825.8,55.736017,INS-484108,United Kingdom,oliver.miller,43047.8,Food,Flagged for review.,FlexPay Platform,en,X,EcoLine,Snowflake,63.5,@noahthomas567,2750,42.2%,162.93,9176.1,1460,152.2,UTF-8,INV-332367,1741,95.7938
13.01,0.5,7518,-28.954631,-25.306105,223.9,99.5767,1727,L,"$4,195,872",COVID-19,60ee13790fd9c5c83dd281a7da8af749c5fde6996132bfb93a3ecb63750675b9,82553.9,42,221.96,1299.3,74039.5,TXN-401638,false,190.8,12.943,14,Bloomberg,5.59,cache-7.staging.acme.com,"$468,350,494",40095.0,88.5,696102211,32c14a4b150c09e48fe582c012735bcce94150b3a4854107d9515fb1978c4269,25332.6,6011-4988-9113-7082,30.9,Clark,6553.9,84053.9,Hardware,"-----BEGIN CERTIFICATE-----
VFtn0wYGpdFGgE5Yo2Yze7RfXcVbxVZeiXIjUCrIbedd3XeTH6so1BUT2HVVRacl
-----END CERTIFICATE-----",HOLD-2022-432,Engineering,Apache-2.0,cancelled,MRN-388658,69.9,13.16,89.4,Thompson et al. (2011),61,6.218,877058,9813.0,9,tenant-016,"-----BEGIN CERTIFICATE-----
bHK1obhgme4zfOPO0wWqb27aoyAqH3Ve7xz5zX7qX1rCxlJuRthFtx16ik9oVrX4
-----END CERTIFICATE-----",Low,165 days,Amoxicillin,15.067179,6236.16,8876.3,45.822997,INS-657807,United States,elizabeth.martinez,38503.0,Electronics,Resolved — no further action.,DataSync 3000,fr,H,TechBrand,Snowflake,31.8,@sophiamartinez995,2862,96.05%,212.26,4738.91,8923,759.09,UTF-16,INV-554249,4084,95.2273
9.27,88.3,2408,-44.742981,-17.386293,151.2,99.6626,4801,XXL,"$4,174,544",Malaria,8442b15d629d6b23c44811061adbfe32f0e5759c952d31010d77d4dbd5c37d8a,94049.6,76,353.09,1183.4,18004.4,9964792,false,64.1,19.836,112,Bloomberg,8.15,db-2.staging.example.net,"$446,826,328",12823.0,97.6,175435285,0c8a112420f8912d3a91e169d35777bac9438f4446853ba7159d2b03e918bd95,36177.0,5431-9368-8677-2721,90.8,Moore,5576.9,21466.8,Services,"-----BEGIN CERTIFICATE-----
TPR8/6WIiaUp+b8nwgl7ByaaIJbAB1YJ3Kj7KRssQFCM6pJJt3LZccogadtLRG3z
-----END CERTIFICATE-----",HOLD-2024-159,Support,Apache-2.0,failed,MRN-127632,87.4,6.02,67.0,Johnson et al. (2000),41,10.706,592422,9632.4,115,tenant-019,"-----BEGIN CERTIFICATE-----
7D34lR4XyXXIcPrO8S5jrrjqXHWvs9RW0O/VSa0vTix2G190txoqCE7tlFiKkoA4
-----END CERTIFICATE-----",Low,227 days,Aspirin,-86.097085,7136.76,58840.9,-52.517546,INS-471372,Norway,patricia.young,38094.5,Software,Escalated to management.,VaultKeeper,de,D,SmartChoice,PostgreSQL,71.4,@emilybrown435,345,77.36%,195.89,2828.36,1273,295.3,ASCII,INV-358046,7415,96.782
6.45,28.8,3863,-76.658663,-43.124421,167.5,99.4848,7501,L,"$2,338,429",Tuberculosis,a9fe284fa9209c676704514644a79f1252b182c50dde8bfcecf5f32020b00d3a,85347.2,92,5.24,1682.0,37004.8,TXN-627353,false,407.7,9.224,56,Census Bureau,10.6,api-9.prod.acme.com,"$673,229,517",22519.0,77.2,574234854,a514412d64fa39788e2cde68b2e808dad0ff1809ba444a48a45030c4d7a6c720,1984.0,4316-9022-1841-7523,86.3,Robinson,3707.1,33441.1,Electronics,"-----BEGIN CERTIFICATE-----
rSVYJN4G7XzrRxHrE08ei3ufILH/KV8VKIek+h6zBzDIvs940tCdDREOf5HNYbv0
-----END CERTIFICATE-----",HOLD-2020-218,Operations,MIT,rejected,MRN-772978,73.7,13.83,70.5,Taylor et al. (2005),86,6.009,666483,7422.6,119,tenant-050,"-----BEGIN CERTIFICATE-----
MtDv0IO+UDw1d9LOIFgNEvbJ3jSQMvf+L47a3am8oiH8G2uEGrUI/bayhb8E63Ep
-----END CERTIFICATE-----",Critical,140 days,Amoxicillin,58.493818,3734.01,7217.3,3.018992,INS-336298,France,amy.miller,22505.6,Software,Updated per client request.,CloudGuard,de,N,ProSeries,SAP,48.5,@oliversmith14,4187,51.43%,1.75,3015.06,4319,630.54,UTF-16,INV-192899,5894,98.0795
0.66,51.5,1386,14.666159,48.625205,13.4,99.139,5987,M,"$2,722,028",Influenza,e0690a850573b3b3942df2d6ea132ec618942123fc5228b2c2943ad4ac7cc5e6,29437.4,65,355.01,93.0,97204.8,1568599,false,97.2,0.462,118,WHO,12.61,app-20.staging.acme.com,"$669,721,733",12159.5,13.6,806741265,8791bc7b4d8d20cce8237bc6ca685c9e366cbe40ca8ffff1f27205a8f3fd1275,695.5,6011-5982-1841-5451,86.9,Clark,9065.5,78555.9,Services,"-----BEGIN CERTIFICATE-----
x/Ua4j1JwnS5rBxXO8Vf37UZSZycpHtXIs2y6MYI1ufYIB8CouSO6tlNMX2AFoYC
-----END CERTIFICATE-----",HOLD-2025-417,Support,MIT,active,MRN-710519,85.0,4.62,10.7,King et al. (2018),0,19.362,698509,1501.4,71,tenant-003,"-----BEGIN CERTIFICATE-----
mmXsCvIz7EZxn1WNKLKe6VsuJPHMCdg8TLopq4j6DqfJXRhxM569H/5WhepH4cXv
-----END CERTIFICATE-----",Critical,292 days,Lisinopril,-28.548815,4722.68,65060.4,-5.187898,INS-325737,Mexico,harper.johnson,27059.7,Clothing,Needs follow-up next quarter.,NanoCore SDK,pt,G,TechBrand,PostgreSQL,91.6,@loganclark479,492,67.59%,351.95,5792.29,8696,427.71,Latin-1,INV-332975,3997,96.9065
3.81,9.2,3033,-76.995773,-49.018343,62.1,95.7851,4497,XL,"$866,566",Influenza,020478b20bb17db93070ab0034f2f19ec284a10be4a586d8b39855a5e509d1db,86552.6,42,332.04,397.6,53637.6,6855985,false,418.8,16.554,3,WHO,1.22,app-3.dev.example.net,"$953,473,805",525.6,70.6,762446676,8d94640f1bc8043329d71d0c963e87bea2b3b7a4d7d83f5b3b5b7e4716cc60d1,9542.3,5700-5673-7289-3366,41.7,Taylor,5515.9,68965.2,Software,"-----BEGIN CERTIFICATE-----
BXPCfyhS19Y//AGUZe0sdYh5EEyAl1Db7/i9xIuhUZdEmM+aHrKsPfXZ0xMBPDsF
-----END CERTIFICATE-----",HOLD-2024-166,Engineering,GPL-3.0,pending,MRN-661180,3.0,9.0,54.5,Thomas et al. (2024),36,14.96,515964,6666.8,21,tenant-029,"-----BEGIN CERTIFICATE-----
V0cKxCfjaYBq1gKshAKh+IY65e5NLC3SIWSvoi8ebbvZt80Jc3ii9Rbo/3x1C14F
-----END CERTIFICATE-----",Low,81 days,Metformin,21.395906,491.6,45615.0,85.832881,INS-511468,South Korea,ethan.king,41569.9,Clothing,Reviewed and approved.,SmartHub X1,pt,Z,SmartChoice,Workday,91.8,@elizabethrobinson364,387,43.97%,229.59,3961.34,163,870.61,Latin-1,INV-764521,3659,95.9692
5.4,29.2,9271,70.874653,-53.428378,234.0,98.0919,8093,L,"$3,177,225",Tuberculosis,6590470c6b6cbdb97f46e519d5351a6f4f9cb7ec89d922989b04ec6708cc847e,22904.4,35,352.1,631.8,75605.1,ID-795193,false,78.7,10.085,78,Census Bureau,1.34,web-16.staging.example.net,"$85,707,214",28802.4,53.0,451457215,0d669232d97032091829fe265b57c6027295a5c4652cee3c006a6ca95715b999,83054.0,4824-6252-3396-1177,61.5,White,7741.0,65698.7,Services,"-----BEGIN CERTIFICATE-----
hVQi1o5U7koYLv+Pxbt5tVnoBuguynU3ivgoyiMRhrIJ0THYG8COxXT6MeTyB3QX
-----END CERTIFICATE-----",HOLD-2022-621,Sales,CC BY 4.0,inactive,MRN-548142,1.1,12.04,23.9,Moore et al. (2006),77,2.478,535971,5694.7,40,tenant-048,"-----BEGIN CERTIFICATE-----
BZTMcKJ3EqPPr7fuK1yz0751jtGP0I4NAF2k2Tn5KQcFNndBS9KyJmD05RT4U3st
-----END CERTIFICATE-----",Medium,148 days,Metformin,-76.001615,5312.1,67118.6,-89.108198,INS-405534,Singapore,patricia.jackson,17963.5,Hardware,Updated per client request.,VaultKeeper,ja,M,ValueMax,SAP,33.3,@davidsmith430,2556,65.35%,129.58,6137.1,4393,467.39,UTF-16,INV-860853,4793,98.8648
0.38,82.6,8284,-76.207975,-63.144331,17.3,97.614,4891,L,"$561,856",Influenza,b4e9859639d77dd8eae33a46df4f3335d4f25d1415013cacc4f6cce3d1582ee4,55150.6,87,133.12,1421.2,46634.6,191040,false,10.9,10.691,97,Eurostat,12.5,api-15.staging.example.net,"$26,802,186",4077.0,95.6,873236289,9311dac6b29b4b9fc239f81bce29135a2e2a596c329679c75b585d44d98597e3,76667.5,6011-5050-0375-3636,2.4,King,8707.6,27200.8,Software,"-----BEGIN CERTIFICATE-----
6ybsNuX+n5tIyw0/fihW3z5Za/Lh3VJ5c/6Fr3P0vG4CKeI5HWbNsrK2SPOrnO5t
-----END CERTIFICATE-----",HOLD-2022-277,Engineering,MIT,failed,MRN-424796,94.5,0.06,7.3,Jackson et al. (2009),101,10.16,973239,2213.6,41,tenant-017,"-----BEGIN CERTIFICATE-----
thhM2KuQuscG4VADMTRQ+YITAiH4PxXtvz6ho6ksYfHcQ5ji0c5AVkjMfmAQVLWw
-----END CERTIFICATE-----",Medium,75 days,Metformin,6.637335,3447.17,52928.1,-40.276372,INS-167129,Israel,jessica.martinez,42557.2,Software,Updated per client request.,DataSync 3000,ar,Y,ProSeries,SAP,26.7,@williamyoung495,93,96.11%,146.03,1212.77,9738,573.74,Latin-1,INV-539452,4266,96.1746
12.13,2.2,2204,26.713403,35.829154,223.5,96.3003,6104,M,"$965,705",Malaria,8ee1fec94e1a6d9883f33039e0430f8ccea301d12e47b87c6148d64820b0bfb9,37449.9,31,158.89,1790.7,18676.5,5078251,true,63.7,16.236,10,CDC,7.0,api-10.staging.example.net,"$778,634,961",25872.5,57.5,914440381,9e0882e0a7b3a7b652383b912ee98d44abea6fd1bb38888b22f373346a1bf97a,4474.1,4000-5260-0349-3722,40.0,Wright,4678.9,70272.9,Clothing,"-----BEGIN CERTIFICATE-----
9UkZE6EzhlMxkKVsv24sHLfguWzwQjOGOAOxEG/z6kTQ6oTJowzK/QcSCQDMBUZk
-----END CERTIFICATE-----",HOLD-2021-953,Operations,MIT,active,MRN-720358,39.5,4.97,51.8,Moore et al. (2019),30,8.715,599812,3972.8,100,tenant-015,"-----BEGIN CERTIFICATE-----
v0U9dj5vJCv530EzOCfSvHysCGHd0nObjBzlSxmm9MTH8TXeR+X/UdflU37ikcIJ
-----END CERTIFICATE-----",High,312 days,Ibuprofen,73.794441,4140.77,90247.2,53.362198,INS-725699,Israel,olivia.harris,18693.8,Software,Flagged for review.,Widget Pro,pt,C,ProSeries,Workday,49.8,@williamsmith172,4280,92.36%,267.7,6915.58,842,533.96,Latin-1,INV-257484,7532,97.5201
5.17,26.2,9292,19.305466,74.434606,13.3,95.6477,6785,XL,"$1,627,293",Influenza,23f70409bc3ee40c09c4def0033bfbf2c013c34d639baf39245d4079b71a74c6,57651.2,106,142.78,1707.8,35617.1,2552902,false,40.6,6.906,113,Bloomberg,7.5,api-13.staging.acme.com,"$367,541,247",47040.2,90.3,248362135,dc9d30ff71cd2f6e8df3e873b7fd7d3ea93d2bcb5d8f08cc8cb2a5ac97bbde26,72185.9,XXXX-XXXX-XXXX-8591,51.3,Williams,1845.6,69317.7,Food,"-----BEGIN CERTIFICATE-----
4pjcxF0XVftix7GG8i2n/4ojtTN/p5UQtk/y1m7DqBp65EJHLrn7WdDhLGxedBef
-----END CERTIFICATE-----",HOLD-2020-413,Sales,Apache-2.0,pending,MRN-178475,63.0,9.44,6.2,Miller et al. (2026),83,18.216,901128,7754.8,35,tenant-006,"-----BEGIN CERTIFICATE-----
+lef/+bDL+Stl1QfF5csatNIXpQdBAUE+EQ8+/jQrm/6QPAIMNETuf+EJ9CNmbz7
-----END CERTIFICATE-----",Medium,338 days,Amoxicillin,75.938064,5558.29,77361.5,-43.437852,INS-146024,Italy,john.harris,15890.7,Electronics,Pending verification.,NanoCore SDK,ar,R,ValueMax,Snowflake,86.5,@sarahking799,3168,88.33%,121.31,4160.78,7791,44.31,UTF-8,INV-377540,8584,98.405
4.72,9.6,2682,37.617477,52.700128,154.5,99.2458,635,M,"$689,260",COVID-19,32821427ab6f438d5fea2cf05e3937b9a45c7ef5c8304c0634ce118e933bd68e,82768.0,27,280.5,1716.6,4822.7,74420,false,376.4,12.796,91,Reuters,8.26,cache-4.prod.example.net,"$115,750,538",45087.6,50.1,769781892,5bdb7dbd2d26fd7ecb958555b0f76a73fa03e7079f68b457aa38f874286693b7,17179.2,5448-6724-1942-8391,47.8,Wright,4374.8,92530.0,Food,"-----BEGIN CERTIFICATE-----
Q/vEz9m5/KeqxoJyWDkuNy3OxsAD3g0plCeWWUNVMJS64bZYLpyQ/BkJncqTe1vX
-----END CERTIFICATE-----",HOLD-2022-860,Marketing,GPL-3.0,completed,MRN-993877,61.0,12.42,64.9,Jackson et al. (2009),106,6.745,123783,2945.1,68,tenant-030,"-----BEGIN CERTIFICATE-----
HxrzY3ACNfzlOSmE+RXHThc9rDaxN+Kj5Or75ASrbn6tAGHbKwDNrrTBPodX9M0j
-----END CERTIFICATE-----",Low,362 days,Aspirin,71.988089,489.96,31986.8,-21.418525,INS-284392,Brazil,william.anderson,42410.8,Hardware,Needs follow-up next quarter.,Widget Pro,ar,Y,EcoLine,PostgreSQL,77.5,@robertsmith751,4593,43.17%,14.3,5492.02,6860,840.03,ASCII,INV-573609,4962,98.7402
9.53,43.8,4744,-16.226573,49.081574,155.2,96.6554,8802,L,"$1,826,868",Tuberculosis,0be053889ba9519ce601cf34e883c7d048ca6931da1583e3c4648ef0b7372b65,92363.5,103,112.97,611.7,41299.0,USR-333341,false,230.9,16.822,28,Census Bureau,2.96,app-19.dev.acme.com,"$633,540,645",38793.0,36.5,261367913,1dc447ed38d9163593d83678bbb8bc7c8994340d69dbe83c75f2432a37785828,60161.3,6011-4389-1947-1125,78.0,Davis,4972.4,71501.9,Hardware,"-----BEGIN CERTIFICATE-----
IeVZ4fENxyS5/o2lCd5yoWJjiNY8gRH17KTBDYhkWK6rIo2Br3t/PUjux8i/Y9l8
-----END CERTIFICATE-----",HOLD-2022-547,Marketing,BSD-3-Clause,pending,MRN-858578,59.4,11.67,60.9,Robinson et al. (2011),74,11.442,961975,1324.1,80,tenant-029,"-----BEGIN CERTIFICATE-----
euqhOIqsTwClswO1rzeteCYdBC422lbZwY605LZZVBjTq6CVhRx8gsnPhhjMAUfS
-----END CERTIFICATE-----",High,115 days,Lisinopril,87.332221,5612.24,25029.5,60.525759,INS-717316,Singapore,sarah.walker,25827.5,Electronics,Flagged for review.,SmartHub X1,ja,D,SmartChoice,SAP,51.8,@annayoung278,4342,23.45%,312.25,8307.58,4811,342.37,ISO-8859-1,INV-247401,8214,97.0266
5.12,27.0,2623,-33.351646,-61.329631,242.3,96.7274,574,S,"$685,886",Influenza,0e0c66ca29ff33061fea83f70a8d8a29ef87ec654980fb47d1695b4b8ca71c0c,20053.0,24,180.12,292.4,60814.4,TXN-850037,true,58.5,14.85,55,Bloomberg,3.32,app-17.prod.acme.com,"$105,921,140",26940.5,24.9,791097882,72984bbe5d5bbccc70ab119a668fecfc3ad49f1eb8dc306f1e189237fab8cf4e,58348.2,6011-3193-2513-8127,3.5,Walker,834.8,6208.3,Electronics,"-----BEGIN CERTIFICATE-----
pJd7Li0G0VNkW0qfm3fYmLUOFeRiMXFX220dJ8UnW0Vm521fQipVzU2x+JR2g88x
-----END CERTIFICATE-----",HOLD-2023-906,Sales,Apache-2.0,pending,MRN-583449,84.2,6.04,60.1,Garcia et al. (2019),111,3.499,929012,3972.9,72,tenant-014,"-----BEGIN CERTIFICATE-----
IeLwN682GQI8mAjCES2cjNUlAkg3+yusTcjSmnosFgJQMr139P9dWCO3eEjhJUck
-----END CERTIFICATE-----",Info,91 days,Ibuprofen,9.785279,9323.58,34872.9,-51.783746,INS-328367,Netherlands,patricia.robinson,12371.3,Hardware,Escalated to management.,SmartHub X1,fr,O,TechBrand,PostgreSQL,69.3,@davidmoore52,2135,42.04%,135.08,9093.25,6241,918.08,ISO-8859-1,INV-701358,2554,97.2273
3.34,5.1,2361,27.844199,-15.724186,99.2,99.7779,996,XL,"$777,080",COVID-19,f88136274d252b957771bab915e1623928ec6bc40792ed3510de82bdd5d362aa,17565.1,24,188.16,1210.4,64026.3,USR-344344,false,218.0,4.926,29,CDC,3.86,web-18.staging.example.net,"$624,679,546",9079.6,36.1,342837885,8327e1ab9037fa11229984df278ee62a6c6e78ba06f4dda195ed1efbc1161eef,13212.2,4224-5428-9754-5165,50.8,Davis,5525.9,66565.3,Hardware,"-----BEGIN CERTIFICATE-----
uvMLGBs3jLuRH11bJd6fivD7s2R7OS6i67lS8OYItl5zM29E+/6Kts1w0B2TAOZo
-----END CERTIFICATE-----",HOLD-2020-372,Legal,GPL-3.0,completed,MRN-260887,62.6,0.88,8.0,Thompson et al. (2016),106,19.709,426095,9174.5,13,tenant-006,"-----BEGIN CERTIFICATE-----
BvqDhxRrizaO6K5t8z1B74f2cFWhQ16uTlGDSWZZrZNv7+i85vJDhaUp3yjdqFBd
-----END CERTIFICATE-----",Low,111 days,Aspirin,-57.387541,1652.14,74670.4,61.130224,INS-477505,Norway,james.thomas,24004.8,Electronics,Reviewed and approved.,NanoCore SDK,ja,C,ProSeries,Kafka,56.5,@oliviawalker593,802,62.85%,147.33,4233.36,8122,544.35,UTF-16,INV-977067,4319,99.4085
13.06,5.3,1400,33.212636,47.707741,139.5,95.8492,6247,L,"$1,551,962",Diabetes Mellitus,6fe1b473b7bcbebe4b74fbbec70fc149317db8c2ccc0d7b68ee726fac4595620,91667.7,67,210.23,117.4,54609.8,REC-396447,true,465.3,7.453,87,Bloomberg,8.84,api-7.dev.acme.com,"$796,519,506",18190.3,22.5,396292505,345bc1587190f9ce39c54f3a5909a4757648f20c0a7e1b2f5b354977169e51da,2659.7,3715-2532-9749-4597,5.2,Martinez,4811.9,65959.6,Hardware,"-----BEGIN CERTIFICATE-----
pMdBZBGeDX90G+7L6GE0DxupJXFjyz/dWkWmEqFeAY2DIuWMsLj6Z/N5K98YAYWT
-----END CERTIFICATE-----",HOLD-2021-848,Marketing,BSD-3-Clause,pending,MRN-179093,53.7,9.02,57.2,King et al. (2004),21,17.407,243640,1772.5,100,tenant-035,"-----BEGIN CERTIFICATE-----
YSzBUtsTFYalJ2eX6+WXCZ6AtuU0C1TS5S7q48NkyMVUrAxqjkjsMVYPO8AwBTuH
-----END CERTIFICATE-----",Medium,59 days,Metformin,-38.645247,5537.32,27327.1,20.74614,INS-511964,India,jennifer.martin,7514.4,Software,Automated processing complete.,VaultKeeper,ko,Y,EcoLine,Kafka,50.9,@amywhite976,4883,93.33%,179.82,7849.09,480,710.29,ASCII,INV-382204,1237,99.1339
13.98,48.6,3965,-3.020094,-21.234212,287.9,98.0612,2211,M,"$708,425",Tuberculosis,6984b4c7681b053c3e93c395095b96158cdc17afa4c67f401755a24f2b72c56c,19963.2,27,179.2,1075.3,21975.2,6571297,true,475.0,19.512,17,Eurostat,2.67,cache-18.prod.example.net,"$181,235,728",39561.8,50.3,841351719,b16db8094d1f6fc562c05dcb6041dfb868d2d72a57583fc6cc795467d0c6b7aa,72297.7,6011-9953-1925-2273,86.1,Johnson,6693.4,20165.6,Hardware,"-----BEGIN CERTIFICATE-----
McZoa4k15eo6UmNQSqYeTcs8qc7jbntHq0+w8St1Pg9hbUUv5QZ/+3X0/dkS9dhX
-----END CERTIFICATE-----",HOLD-2021-366,Finance,BSD-3-Clause,failed,MRN-773624,6.0,2.31,85.7,Lee et al. (2013),89,5.288,997275,4849.8,30,tenant-041,"-----BEGIN CERTIFICATE-----
B4Fqw7KIP6FPpha64MdEx5wlX+QwUZyyfx8bZ0NK4cFd74Q5D6KNGjVGvD/t+o37
-----END CERTIFICATE-----",Critical,249 days,Ibuprofen,-48.787731,5058.94,41554.3,4.229447,INS-886390,Germany,susan.walker,47642.3,Hardware,Updated per client request.,AuditTrail Plus,fr,L,ProSeries,Salesforce,53.6,@susanmoore749,4242,70.2%,133.82,9213.04,8813,399.5,ASCII,INV-943893,6191,99.3022
0.65,21.3,6418,28.907223,34.683962,32.5,98.1715,550,L,"$3,963,713",COVID-19,79fc2466c7fb0b501624747b07bfcda1bfb73315140396a7fa24d2e8e33f30b7,26805.9,77,138.97,949.7,36909.5,2612457,false,26.7,11.567,101,Census Bureau,6.27,db-3.dev.acme.com,"$738,144,564",24782.3,11.0,953618156,1bfe44a6820e19c32f4178423e6dd9eba44585871f7a609092f939c1e8c148ac,61213.7,3771-1554-7313-6984,48.7,Taylor,731.8,74409.8,Electronics,"-----BEGIN CERTIFICATE-----
vU5DOSGlDIyCP3fWpLUJ4+G02lEEiH6NGDjqz0VvtQr2xC1tgtEU37LVeC9eJ5Bn
-----END CERTIFICATE-----",HOLD-2023-348,Finance,Apache-2.0,rejected,MRN-896970,95.3,8.46,46.6,Williams et al. (2011),104,6.602,380163,8186.7,71,tenant-010,"-----BEGIN CERTIFICATE-----
jOkrcVAeBz2FlzwqUWS//2cttkw2mOxq4LQhTFAujMRmFoHKEjud51GiECWuMqAg
-----END CERTIFICATE-----",Medium,223 days,Lisinopril,-59.610099,7239.95,83773.4,-30.803641,INS-751285,United States,mary.thompson,39734.7,Clothing,Pending verification.,Widget Pro,fr,Q,EcoLine,SAP,53.8,@sophiawilliams312,3879,66.13%,235.24,507.05,8313,231.84,UTF-16,INV-899614,1201,96.5914
11.99,77.6,8649,-5.972803,13.437407,235.4,99.1528,5768,XXL,"$1,718,551",Malaria,ca74d61c422084f9f87f338fb496d2679b91da2efc292ade07c2e8a6d4d34bb6,15213.3,91,6.78,1552.8,23885.5,6687603,false,137.8,17.88,39,Reuters,0.46,cache-13.dev.example.net,"$233,498,619",43431.2,31.1,767645557,344969e90e6dc7951a349a335995b4cf351f1f3ec3727066e30c050a6068342b,82639.4,3737-2249-9912-5548,6.2,Davis,124.8,38823.4,Food,"-----BEGIN CERTIFICATE-----
x/lMphr9cBEF4amegclgmsCa0OTeOJ7qZaJExduK5QWz7Zir7dduESt5OFN8M1co
-----END CERTIFICATE-----",HOLD-2020-608,HR,BSD-3-Clause,completed,MRN-138014,47.8,9.1,12.9,Johnson et al. (2025),8,5.485,915776,8915.6,64,tenant-047,"-----BEGIN CERTIFICATE-----
YwEUpN+zocgmXMvDDsj9uLdEDM1kuTXYQw4mkR94CsY14sK02mgKnD1DQ0JgKXec
-----END CERTIFICATE-----",High,89 days,Aspirin,-11.835868,3004.07,59561.0,8.359946,INS-207594,Brazil,richard.davis,25616.4,Hardware,Escalated to management.,VaultKeeper,es,C,ValueMax,Kafka,55.4,@richardclark797,541,48.45%,301.72,4461.57,599,160.26,Latin-1,INV-795852,2329,97.2028
11.67,74.6,9633,69.817684,-8.58879,137.1,99.8543,7045,XL,"$873,779",COVID-19,8c820810c9077d379f2644f31308df5ab341a4ccd0c09041b07cceeb9bd6acf8,47377.6,79,48.59,1541.5,14936.1,9395273,false,478.7,18.765,104,Bloomberg,2.19,app-5.prod.acme.com,"$518,459,891",8464.2,10.8,381800991,6271f8c069f1513211adf79b1879610a9967f64bf2551675deaf9b3aa056912d,97659.4,6011-6989-8704-1739,28.8,Robinson,6309.3,92358.5,Hardware,"-----BEGIN CERTIFICATE-----
Eszz+Nok2DvDTzqSM95NExgQkrqxLt0PIGe0qq3HXmxhUpv9zkLQURLfoUQwZrJb
-----END CERTIFICATE-----",HOLD-2024-625,Operations,Proprietary,active,MRN-661567,77.9,6.04,36.1,Jackson et al. (2009),28,18.948,640158,4844.9,61,tenant-012,"-----BEGIN CERTIFICATE-----
dpVzXdVCqd4pu1cefz6jsdtycEQxcewLhzsmku0obrN0+qMVoF6hL93ayLCGsqs6
-----END CERTIFICATE-----",Low,59 days,Amoxicillin,-67.063435,640.02,73791.6,18.241161,INS-764840,Israel,noah.white,18253.6,Software,Automated processing complete.,Sentinel Monitor,hi,X,ValueMax,Workday,10.7,@emilylewis771,2582,4.9%,61.3,7200.79,5447,865.8,ISO-8859-1,INV-165905,6343,95.2496
