duns,elevationAltitude,field_pty,iata_cd,VEHICLE_IDENTIFICATION_NUMBER,p_miaw,iata_code_data,FINANCIAL_FORECAST,iata_code,weight_mass_126,iataCode,v_weig,dim_investment_account,v_516,IATA_CODE,d_iata,open_source,p_vin,var_iata,src_distance,vehicle_id,raw_iata_code,weight_mass,distance_118,dim_vehicle_identification_number,insuranceClaim,continent_info,weightMass,correlation,WEIGHT_MASS,field_909,measwt,vehicle_identification_nbr,vehicle_identification_number_info,vehicle_identification_number,distance_field,distance,val_275,col_941,PRODUCT_NAME,noise,x_mje,date_time,iata_code_data_2,dim_iata,power,VEHICLE_IDENTIFICATION_NUMBER_2,mbbsj54,IATA_CODE_2,f_first,iata,vin,var_empl,v_weigh,dcj30,mkytfh40,attr_key,hashIdentifier,COLOR,bwr92,schema_table_name,CHECKSUM_HASH,iteration,customer_iata_code,vin_2,lybdy77,measmem,ruleConstraint,iata_cd_2,measdist,iata_code_data_3,weight_mass_134,customer_vehicle_identification_number,PARTITION_KEY,iata_code_2,iataCode_2,range,vehicle_identification_no,var_tf,vehicle_identification_number_data,filePath,fact_distance,IATA_CODE_3,hvko52,distance_raw,weight_mass_field,iata_2,bldtype,vehicle_identification_number_2,airport_code,cusip,v_key,c_649,fact_iata_code,iata_cd_3,distance_2,vehicleIdentificationNumber,p_iata,distance_3,FOOD_INGREDIENT_NAME,VEHICLE_IDENTIFICATION_NUMBER_3,medical_procedure_46,weight_mass_2,DISTANCE,f_enc,valrule,iata_code_3,user_social_media_handle,SOFT_DELETE_FLAG,iataCode_3,artwork_creative_work,comment_note_38,weightMass_2,latitude_info,mraru96,IATA_CODE_4
912192030,6306,ADIY8PL8ZAG3RNQD0,ZUJ,K1VSNVJNA340NCWAH,720.23,JJD,Q3 2024: $53M projected,HCD,553.68,REW,853.42,INV-726797,Hon.,PVI,YDX,GPL-3.0,VWAROZ0WV6BW5XX9S,SLO,9321.1,09D5EPB1UEO7UXYV6,QOB,708.15,7504.7,5ZPM1M2FPLV4UYZ48,CLM-359680,South America,545.67,-0.3271,875.54,PTC,111.02,VYOQO2RKVUQHCIFR1,RZ6N0NY0GRXSRDQ33,GWFLECVHV8S5T1XUD,9498.6,1482.0,319.09,W5N4UTW77WBTDFHDK,FlexPay Platform,20.5,2558.4,2022-04-23T00:00:00Z,LWL,GSA,39874.1,GU1W4M1ORJRYZHR8K,HHU,ZUD,David,RQW,F1YYNM4506P13M0MG,EMP-38119,205.72,2721.1,EOY,"automation, monitoring",61845cea8fb4ea09ac3569ef58b76b74398b7bba680568557bea04403f192471,Brown,elizabeth.robinson,hr.employees,50439a4407cbc017bfe9aefc37c4df4ae953e9c66d3c88d3619c58f87c74c725,5.11.89,HFV,XRQW2WADOJUQQK2NU,5.16,90.0,age >= 18,FGN,5639.6,MSI,619.46,OV7DISJSUU9EAEP18,region=2024-01,QCL,VLR,586.8,87VDJ14JS98U382UR,1199.3,JCYJQU3TKZNJMNPCE,/var/exports/batch_920.csv,9003.2,KQF,8512.1,1824.4,603.11,BTA,B+,58GG1SDTJ8CCSM305,AEL,WTJTADQAC,"scalability, integration, data, reporting, automation",2025-10-29,LCK,KFA,2577.5,RU4GIZYO1Q491IS5H,HLR,3895.1,Salad,24XLXVSU5HVIK19EN,X-Ray Chest,76.2,4277.4,UTF-8,NOT NULL,SBS,@jenniferbrown212,false,KVX,The Scream,Updated per client request.,668.95,1.334475,"[26.71, 77.59]",OGD
335021812,3238,41XUSW7B82P4J4H02,YKK,UAKYIUIT9LKX2Y9ZM,374.36,FVD,Q4 2024: $90M projected,EMQ,274.19,TWK,457.26,INV-119551,Rev.,YPG,VJT,MIT,6RK9GUC4J088MAAK4,UVF,6168.6,RV10KNFY8HJEI5SQX,WCY,272.33,7921.7,MP58CEJKGKQ3ZYAJU,CLM-340433,Antarctica,977.01,0.0047,817.89,DAX,818.04,Z6NO7DFT9SRGYQ8KV,X540ZWHU2HCST4VH7,V491PCX75FLKXW46D,5177.5,4758.9,186.21,C0QT3H85PPCB2KJIQ,DataSync 3000,85.7,8780.2,2023-05-05T00:00:00Z,LEW,KLH,35859.5,DWD7VW3NSG9KEAQ6F,QLF,ABU,Patricia,OVG,ECL8UH2G94ZZXXHLN,EMP-62403,877.76,8066.4,VFP,"compliance, data",75cd49cef90c94b6f970a80e8111a18783c6ddbbd5ea9ba01bd3a646755f7832,Orange,jennifer.white,analytics.events,802d05871a369805328a91b319928e9670c4551f90ddf2bc6b3315b5e132f1c7,1.14.77,XJT,NVO5DPL8Q9TXSDJO1,7.84,48.6,age >= 18,TKP,5724.2,JPD,192.95,B1RRSUMD63MHRI7F2,tenant=2024-01,KCF,SWR,6791.3,QGTHJKXLTMJLCS2OC,841.1,PRW66LWPRUD90C0TL,/var/uploads/daily_688.json,3186.5,MUZ,5132.7,6749.2,743.19,XIU,AB-,1OVNWLE7ZKBXQR5JN,UZQ,47AKXMTBZ,"scalability, integration, security",2024-04-13,EPX,IVL,4826.3,0MV3CLY5TVWJWALJI,HNA,8658.4,Steak,786SOB3QI60IVEE55,ECG,684.13,6917.9,UTF-16,NOT NULL,NXV,@richardwright929,false,WVH,The Scream,Escalated to management.,316.01,59.652409,"[31.32, 70.64]",BOJ
558147828,2292,K7TVCI7CGRE7PBMSU,XCD,3SCO9BRK3L6QFHECP,245.79,MJS,Q4 2025: $24M projected,QJA,653.45,VUE,307.82,INV-816674,Hon.,WIP,RKO,Apache-2.0,80PYHM8U8AV176SM6,VUR,2360.0,4757A390I777XS6ND,QPV,354.34,1028.9,XM6HJ7GNY20TAMVJX,CLM-495106,Africa,413.37,0.911,390.05,IPG,448.58,1B2V0OKYTBVRTJW46,DY7X2PED482JFSPF5,QJC0OF128G6FI6SGC,3862.1,1543.2,771.65,1DXJR0GXHBODKFYPO,DataSync 3000,3.9,3190.1,2025-05-28T00:00:00Z,OLR,BTN,31914.5,B0OEFQJA3KE3PUTB1,XIN,HBF,Sophia,BJK,1A6M4B1CHUI2JDCZV,EMP-68403,194.86,3028.3,DIB,"monitoring, performance",9a684ec9a3c6511726426b35a6800583b3af841899793de3802ac309771a066a,Gray,emily.jackson,analytics.events,303eb1a864821a5e8ab236e5fcc94a826c14894e7f4d24a923fe0bfd267ee528,3.2.59,VRT,K0J92ER3721CADCYW,4.16,78.1,age >= 18,JKH,2104.4,WJW,632.16,L25YV8DWDICMD9G7M,tenant=acme,SXU,UTK,5663.6,RMCJ22RDL0QIJX6W4,279.2,YOFK26EKFTKDPCWH7,/var/tmp/batch_5.log,5305.9,OAL,1875.2,653.4,949.24,ZBR,O-,8WDI7I15CZUU1DFN9,PJO,5YRQI0KNR,"scalability, data, cloud, performance, reporting",2026-05-08,BFB,RAR,1433.2,8N44KZE1QEG20NWQQ,HIY,5951.5,Steak,ZOLZVF9X4CVLTEGUL,Blood Draw,652.44,325.7,ISO-8859-1,CHECK (val > 0),GWO,@aidentaylor274,true,BYT,Water Lilies,Needs follow-up next quarter.,476.99,19.491246,"[23.02, 98.76]",TOH
144400501,107,VONX2XP05JTOR07IU,QFY,OLYNMFMYSBAT4KDJQ,229.49,GNS,Q3 2026: $59M projected,AQH,995.02,VCQ,650.86,INV-433701,Mrs.,DKO,AXF,Proprietary,V9DK7V40TYTUK5PZ5,SZT,7413.2,IY0AJ1OSKG8JIQZ9Z,GMG,293.55,121.6,D5NTBSJE3W819ULDE,CLM-303454,Europe,553.51,0.5168,786.06,RLF,484.07,H0L1JGI53XLTNTOKG,NSAZL1CTPBGMXDB9Z,TJW2SDJC0I7A1HIW6,7989.8,3583.3,804.54,JZ8YQPM3ZWNPKPU4N,AuditTrail Plus,119.9,6096.8,2022-03-20T00:00:00Z,QKF,RFA,42859.8,IM7RUS07QKQBZLYQN,UNK,ANO,Elizabeth,BTE,9HILYXTFNMPXAJYR2,EMP-69886,272.84,7575.0,XYT,"integration, performance, monitoring",e1cb36324911bd8dc893abb414e188df0ccf092841f34c9172752ce20a9b5f0a,Yellow,mason.jones,analytics.events,391e1839f7b3125d784687c2d3a8d9e06361754c98c101a62929532440594ff7,2.2.13,SHU,49TA0KUHQEROD3MY5,4.28,29.7,amount <= 10000,KCD,6593.3,RUO,512.21,N5LOTCKNJMZWGOOEB,dt=2024-01,QXL,IIZ,6328.9,61NI60PCE8ZWIN3FK,617.0,QNZLPEO57I3BDOYML,/var/uploads/daily_671.xml,1940.6,OLA,7134.6,8316.1,481.01,VFZ,AB-,O6RKF6TTE9LNQ6K3V,MJO,D2XD10XTF,"performance, cloud, reporting, analytics",2022-11-21,QDY,TRR,275.2,0TL4RS74BBE8DXJX3,CGD,6378.6,Pasta,3LHTT1GUWT75PKD3J,MRI Brain,717.7,3974.5,Latin-1,NOT NULL,AGV,@susanlee686,true,EKC,The Scream,Updated per client request.,164.31,-26.131893,"[31.99, 83.67]",SCR
547812041,1497,QYYS77W7JODQ6WGEH,QZC,21JSG3V1IMJG131IJ,701.47,WBV,Q1 2026: $84M projected,BCK,638.97,HMP,807.68,INV-437845,Prof.,WIM,UCV,GPL-3.0,NLT6T1QYZK5IXXDSK,QDC,950.6,PYO86P25QENEIAONJ,ELT,245.65,5284.4,TTMCV2UXVXW1LDX13,CLM-786240,South America,179.26,-0.9725,833.03,SIA,395.59,3UVX9DU964Z92FR02,Y169O8965KBA1V6VF,LGQZRQADAIC0JM7EQ,4514.7,7791.5,791.4,0XOHSBFLR62UFPK8L,FlexPay Platform,11.5,1652.3,2018-11-04T00:00:00Z,YXB,ODP,5724.1,DYQWPG74LKU5LYPF0,BSI,FQH,Linda,LZQ,RRU9TNEIBZLJ1HTFA,EMP-63172,107.17,4041.7,BCE,"security, cloud",b4dec5125ccef2f2457958740e79683c478a5bce9b674e550f01e98eac2c3f08,Gray,elizabeth.walker,sales.orders,a183937885b7431390a17855adcad2875677cf62c55a7c55c8f5614232d34123,1.10.93,DKP,S3T1F3B6XV6ZZY4GH,8.04,78.5,age >= 18,YPT,3563.5,SAS,949.33,VMM3NZA56W4NZSLMA,tenant=us-east,XDF,WSK,6230.3,MRIPEMQRO4AX29AS1,1346.1,VR7V5G7E02JQI83P8,/var/data/daily_943.json,409.0,TOP,5370.8,3258.0,104.04,IYC,A+,5I00545R9LRVH5X4O,WHU,Q3OE4IQFF,"scalability, monitoring",2024-03-29,ZPO,MYT,453.8,A9JAXCF6FSP2O3JQQ,FNS,9537.3,Salad,GY2BXCECTP4QMR121,ECG,705.11,7126.3,Latin-1,MATCHES '^[A-Z]+',JLN,@noahmoore450,false,HZO,The Persistence of Memory,Needs follow-up next quarter.,468.96,-19.535334,"[14.58, 72.77]",YSV
738175739,7681,45XCSWT1HZL7DBJE9,PPR,PIQ9AEH35ZK5SR3A7,475.32,VKW,Q2 2026: $28M projected,BCC,269.73,QJX,365.51,INV-439127,Prof.,KMX,NMF,BSD-3-Clause,2BHB8UTZOUGB86EB7,UHY,3163.8,PTU3U9FNTEXKW8876,JWK,895.36,8832.1,MT0ZGH00W8UZI0PV6,CLM-204486,Africa,808.26,0.9855,599.26,TAX,357.92,X4DWBMFW9MW0NR3XR,UU1R5OO4NSOAMMFMJ,M348VNS3X5X3QP95Y,5385.4,8952.2,750.97,EN73UJT31HYDOZ4OV,CloudGuard,38.9,1739.7,2018-08-28T00:00:00Z,WNT,FGU,27932.3,9ZT1ZO4UPC1F7S9UV,XDW,RQX,Logan,KAB,VL3994IKZHIUTL8WS,EMP-81045,360.25,5254.1,DLH,"reporting, data, analytics",9b3acc0bb760ba1f1e7fbbbcac847117c30e845eb6e38ddf07dd7c8020871fac,White,elizabeth.jackson,analytics.events,1d922086315c9da10fb60b54a9a1946ffcce42230c8ee97d8de153acf455c853,5.5.92,WJF,TVTHOR6QBE3Z3BPBF,3.61,67.0,"status IN ('active','pending')",RWK,3049.2,IOZ,522.11,1QHI41PYMU0ZO0PQI,region=us-east,KUV,CCU,3083.8,B5CM8YVNI2CLZASCV,1857.9,8FL09WQ4HDIMZLOQ6,/var/config/batch_963.parquet,155.5,NQA,8317.5,2054.2,856.85,JKA,A+,3UZYBXL7TQQ872LRN,JVG,FJGX1C9FW,"performance, data, integration",2026-08-05,NFK,UZP,3748.4,H51HDRKIUD3XLLBCB,DFD,2471.3,Steak,3UT39E34VCE0GMTKC,ECG,752.81,2579.4,UTF-8,BETWEEN 1 AND 100,FYO,@lindataylor744,true,JIK,The Persistence of Memory,Updated per client request.,324.56,-9.234631,"[12.46, 86.45]",LOS
377700958,2964,Y6M90I0PVBLOOJKN2,GKE,LGJGNT09Y9ILMQL7V,993.12,FHC,Q1 2027: $52M projected,ZDE,529.51,KKE,44.76,INV-287973,Mr.,TKM,CLO,CC BY 4.0,EVV201ITUW1RTJG9E,EMH,3984.2,PVB4IMI2JLB3U9MUA,IRT,26.17,1286.7,7KFVPFHSRVA2CJ42F,CLM-775626,North America,284.26,-0.972,713.53,ICJ,792.27,42P6EYYHZN32AH299,VIN8ZUAVB53QIIP6Y,OHSQC5TVMSQESQCU0,6333.1,9230.2,481.73,LQ9J3W8PCAMHA2ISX,FlexPay Platform,33.5,2146.8,2024-02-09T00:00:00Z,UPO,HOB,8048.0,SADMKC1R9N9WPFFTZ,AYG,KHR,Elizabeth,JRW,KJ4WRPVPDO0G0QO4C,EMP-13291,804.3,1221.4,GDB,"monitoring, security, cloud",c49d9d84f9d1176d3a327bf36f9ae6c1756312c54fd2ec223adff16b1679cea5,Green,jennifer.rodriguez,analytics.events,499b31310267503a30dde9e2b0a0cb7eaa304c1bd2633ebb3d6b379b9cf845a2,4.1.22,SSZ,K4MILSFU3PUQTXGYQ,9.0,10.1,"status IN ('active','pending')",QJF,4669.8,ANU,855.8,8EUYQWAHWI2BYM9I7,tenant=acme,BMC,ALY,8109.6,XFQ4PBLSY57AMOJIC,220.8,PE4VPR5E0HDB0LAAK,/var/uploads/daily_199.log,4269.3,WSC,5091.7,4098.3,893.95,JAY,B-,PA7RKS6SHKYZJ1TY3,ISA,YLUKGZ46K,"data, compliance",2024-12-18,PMJ,OWG,3172.5,LFK9INNKT8C4TWRZ7,POE,3065.2,Steak,F6VN1KJPJF57T4IO8,Colonoscopy,27.22,4164.7,UTF-8,CHECK (val > 0),NFD,@johnrobinson270,true,SIK,The Persistence of Memory,Escalated to management.,950.5,21.605327,"[14.14, 73.03]",UXG
049211272,3034,AD0RND1PZ03U81YDB,MAA,YHBBF1VC78OW8XNSU,242.65,VCN,Q3 2025: $55M projected,HBO,673.26,JZO,735.45,INV-303582,Ms.,HYL,XYF,BSD-3-Clause,RTYR2QTC7390080TU,ZEO,9093.6,YE1KA6TA39N6I9VXS,CWG,557.65,2074.9,088HYOYAKJKI998G2,CLM-903200,Europe,159.58,0.9153,612.47,USZ,304.06,G5EL22GXTBS6ESHNR,NAL48131FUU98DR5L,6HZ5ZLV5QNJA0I382,6974.8,6975.1,189.38,IMLRV0UG5N7W4J71A,CloudGuard,40.8,9639.6,2022-06-19T00:00:00Z,ABQ,CIQ,46599.9,T96HC0N7YU4600681,YEF,FWV,Emily,SMX,MLKLQO89N83Y40V6Z,EMP-24375,803.3,7562.8,PVZ,"cloud, security, reporting",6c663a7504fe44d0a35c2723cb85d9d7d6f7c32e7003b8a253c392376bfee914,Green,olivia.white,public.users,86b7882d3f3e27e45125adea4d5ce82ca8245108490fd5b324775d53c137e4cb,3.4.47,BFM,4N5GYKHZMJPX40Z80,3.64,10.0,NOT NULL,PFU,8411.0,QAB,927.32,NVEQAKSNTEWYPCZ4D,dt=acme,MRM,ZXQ,5511.6,BJXM50UH9K4JRAUTJ,576.4,ES0Q82MVUYP8UYAGU,/var/uploads/batch_34.xml,9167.7,YHF,2646.3,3270.8,476.3,BVZ,O+,SSGASCH0I79MRU2V8,BPP,765CUW6GQ,"security, cloud, monitoring, reporting, performance",2021-05-22,YFU,FWG,9185.1,QMIG8KK39JGO6RWTP,OYZ,168.8,Pizza,Q7LLT07BSKKXEGDYN,Blood Draw,704.77,8670.9,ASCII,CHECK (val > 0),LAV,@maryking57,false,KMM,Water Lilies,Needs follow-up next quarter.,146.15,-15.425094,"[7.22, 95.14]",MNS
978821778,3439,TPQ51D8E4UBYEDSCT,ERD,TGJCVCIDAUMRW613I,686.88,EFN,Q3 2024: $57M projected,QAR,93.44,BNW,85.29,INV-597447,Hon.,AXT,ITK,Apache-2.0,BYODU1APLF5XSOLWM,UAR,8801.4,CRE29Y7PABYV4H5H3,XKE,735.53,967.4,VHR1TI14OJC5H4KDS,CLM-713455,Europe,419.06,0.907,755.33,CVF,923.04,787WM9EL5KMF3BU9J,XKW9709PH9IQCVEU8,2KJVPBAEJQFI679AD,9027.4,3336.3,849.59,ESORW35MM5SF49S87,CloudGuard,6.8,9961.5,2022-01-21T00:00:00Z,HDD,TWA,44187.6,1QBAWFBU192A3CV1M,WVS,MDO,Susan,XFF,ZV0P7N4NN077MOTIX,EMP-45258,736.78,6501.2,UHI,"data, cloud",b15ab063e89f9e4319e0512ffe838b541c71c43dd2bed55a06d1d028f6eb7868,Brown,olivia.young,public.users,c433004de8b0f18ce3df1ac1ad457f463f9e8e6f070d68d5fd09fa628c3935e3,4.4.42,FPV,25NSGERW2RQ5VC0DS,7.37,58.7,amount <= 10000,JPT,4461.3,IEF,606.24,M8MTA6YK4EUJ182JK,dt=us-east,CQT,BYO,6156.5,DURLTOM5BQ2XDEXM4,1031.9,7U4I3WTLOJFSFSM5R,/var/config/daily_45.log,1425.5,EAY,4913.0,8085.6,389.76,GKR,AB-,N4VOMXCO45RG2GG7W,ZWG,KEB4A5SQ7,"reporting, integration",2023-02-20,QDP,SWE,4617.2,HW3ER3N0U0NW3D1AB,GBV,5744.2,Sushi,EY5YZ9JXQ4KCN8Q11,Colonoscopy,164.05,5173.6,ISO-8859-1,NOT NULL,CEE,@robertwhite740,false,AXO,Starry Night,Resolved — no further action.,295.97,-59.650839,"[26.61, 79.34]",HAX
980674199,1481,2R6DYL78YZJWFZY6M,SNA,O3AYLR10LU6EG4691,5.48,EVC,Q2 2024: $99M projected,YFS,562.7,SVL,933.03,INV-836449,Prof.,VME,UZO,BSD-3-Clause,UV54KA08G9DCJBHVM,TFL,6193.1,7RKW53NW0CYQ79OSS,PCV,471.43,962.5,WJM6VS4QFORNP6IT3,CLM-367677,Asia,620.26,-0.3469,767.17,PZX,224.23,9XQ4FI28K2TT98US2,SPS5CWG3OSR4GO94L,3A7IM46LCK999YXPE,1618.7,5205.7,112.6,F2GHBM7U3RPXE4TPK,SmartHub X1,61.4,48.6,2019-10-22T00:00:00Z,CNQ,TRU,22207.4,55WB2KJRJ8861732Z,ZZV,ZLI,Mary,GQB,PZFS1KIFV6C65WKTY,EMP-42053,32.61,3503.2,EFC,"analytics, compliance, security, reporting, data",3c11942729d2f2ace6a9980226266f4e98c371926d80efd94e5f94adcc69795d,Yellow,jessica.walker,hr.employees,240298cf6e6fb2f94dd65d4e60cd849fb267b072271313212dc417f2ab58fa97,3.1.34,MXS,QROXNUKVY74RPZLG2,9.75,1.2,NOT NULL,YLK,3449.7,GRZ,467.38,SGKZMT0JC4SPNUV9F,dt=2024-01,TAU,SSH,2076.4,PAEGI0XNWBYYJYOCI,167.0,SV5B9994D81S0TNGQ,/var/tmp/batch_167.json,4878.4,RVU,7118.3,7152.1,719.32,XDW,A+,UMAD53ECPUGMAAM6B,NUD,FVYT15PZY,"performance, data, automation, scalability",2025-05-25,UTC,NGB,8868.3,UBQJRLBEKP9T3VHEN,ZTD,1581.9,Pasta,Z5UDZ7KQD2OKTYWZZ,Blood Draw,467.78,2188.1,ASCII,CHECK (val > 0),ONY,@jenniferlewis583,false,SJM,The Scream,Resolved — no further action.,576.46,46.548069,"[8.71, 87.64]",VNB
344644420,4824,5JUZ0WFU01F5HWYA6,VDN,7CDF0XBW7LX3QJPEC,232.34,CWP,Q3 2026: $1M projected,BJZ,256.63,UYR,122.33,INV-214557,Dr.,QDD,RFD,GPL-3.0,QAB152YPAYR1UEXDB,OLR,6225.2,3S7BQ8YUW2NL2C3IC,NXD,931.51,6671.0,2P76BC5XPYG8ODLVT,CLM-395133,Oceania,582.97,-0.8629,829.56,WOD,161.87,M2QWKRZL9CZKQQL3Q,OPFFZ07EOKNU2W5SZ,EEY1SN1E42PY6W4S1,9398.7,8961.5,859.52,T5O4A2FPJ216RRAM3,DataSync 3000,16.5,4577.9,2021-03-23T00:00:00Z,RXG,MAS,44404.1,GCOCP2TNGU1VWLTIR,YGX,XEW,Liam,PLW,KV24FVHEE9M0M8SXK,EMP-45051,996.44,5753.6,GGV,"scalability, reporting, data",409d60885101dc829218a4bd50d2d08459548b9a20d469b50c4e95414c1d3b78,Orange,harper.miller,hr.employees,528c59cf18d45294ce69340a1d882ccbfec5eeb474f4bb6f88bc0bf113f9973f,2.13.31,SUC,IN8WMBNCCZOMBBK9R,0.35,99.9,"status IN ('active','pending')",VBV,2107.1,HFG,880.7,50WVWXLDSXO9SIYLM,tenant=acme,OJJ,OEM,2507.1,NY3003FFDN5BOS9R4,1765.3,X31JGLMXKTCIJVI8X,/var/config/daily_90.yaml,9260.5,HAG,7703.5,1917.9,328.95,YJB,B+,0N2JD4M28EL12EQHK,IRE,S3H2ZJHUG,"scalability, cloud, monitoring, reporting",2026-11-09,LGX,YHV,2760.7,9ZTESH9ZQEYHUGI2I,VTF,7953.7,Pizza,M1P850DRCHB3QEN3R,ECG,470.69,9011.6,UTF-8,BETWEEN 1 AND 100,ZWX,@harperlee436,false,BNS,Water Lilies,Flagged for review.,396.08,-63.085513,"[0.66, 95.09]",AAO
796774630,6712,FTR2XOHZ0ZHJMF6XP,QHW,Z9WTYENDDM60KOOC1,636.56,KMA,Q1 2024: $18M projected,YLW,541.9,QLI,637.04,INV-583580,Mr.,IHG,EXF,Apache-2.0,TDD5HV2P6N0T02B36,LQI,7215.6,94UQGMK9MM1CBM6OF,ZIG,961.03,73.6,2DADHRBQPQNJWIDFT,CLM-494321,North America,226.48,-0.3183,330.73,WEZ,329.38,SQLIFNKWP6ABZ9A8N,R0EN0HLPB7ZTFFB60,TEVUPGALBX7YEWH31,5275.5,7644.5,88.16,6ID08DAJYZ9MGOT2C,StreamLine ERP,6.1,3960.7,2025-06-16T00:00:00Z,HJR,ISP,25694.9,E3X688RDQXOEKS27N,UXT,LKY,Richard,HOH,VHU4KZJPMWE6XY8C0,EMP-82497,466.59,6777.6,YHP,"scalability, compliance, data",77be001d9a1932f73405b4cb2467a7144ed1c9d4db49c37a3206344227aa7886,Black,oliver.thompson,analytics.events,d0b3282fc5664c02ee66be371c4cc6585cac4611c41b1001b161854d35adf152,1.14.31,UDK,7ZZMT62IWG3109OMX,7.85,63.0,age >= 18,OMZ,1897.6,RDT,154.44,P919Y3S1BV5U2QKO4,region=2024-01,TTS,KJR,3297.1,4NIQ2H1RRSMY80G2C,1079.4,ZSC45Y07SB56WPX7P,/var/uploads/export_540.json,7361.2,DTI,7578.6,4751.5,979.65,JVW,B+,4CL0VN6X7M8AEY835,JZA,UAVJJQ4NJ,"analytics, scalability, integration, reporting",2021-06-18,YYP,WUC,624.6,V871G7FJS3D2IVC2S,KOK,6881.9,Pizza,K76YPB1ER05L9VEUM,Physical Exam,683.68,2765.6,UTF-16,UNIQUE,GUF,@elizabethjackson654,false,KEW,The Persistence of Memory,Updated per client request.,962.91,54.814133,"[33.0, 75.09]",BVV
244397012,7739,HTGVDRFUNTNEX5067,VFA,YXVV55GHR91R2IKSU,379.11,OKJ,Q2 2026: $63M projected,QJI,501.14,NHZ,528.91,INV-141833,Rev.,ZQN,QHR,Apache-2.0,QDEONJ1V13V1A58HV,GUP,3325.3,FR5D0N5YNZDG37A5D,NIY,374.36,8080.0,HF8LL9DV8RZ9X9LZP,CLM-164256,Europe,194.81,-0.8331,821.34,BJC,441.54,XIAQSQH63Z5KRASHN,ID39BGJ0ADCWBH29Z,FRTDWPVUPCRTYRUFZ,4568.1,3524.2,164.36,2N5D15QZ84E9RD913,VaultKeeper,90.4,9210.4,2019-05-12T00:00:00Z,NTX,TUX,8962.4,5C7OHHRBFVPXEQI6Y,XAD,HYU,Robert,CHC,8CQ2PENAQTYDRAPXP,EMP-94952,347.16,6697.6,QSQ,"scalability, automation, analytics",1f3eb5372d95b59578ef74d9e329349f32fd1e03ce519af7e35585af16e91c15,Black,elizabeth.smith,hr.employees,30c7a6ee1930762e755b1d2d0e013d71eb4697885e580737c52d202c215ab463,4.17.54,SWN,6R0N77H3RH2L5E78Q,1.13,88.9,age >= 18,YXJ,5341.8,VYD,508.33,P7YHS5B37WZT9HJP9,dt=2024-01,KIJ,PDY,3827.8,KSILG57EIQVYE3YYE,1502.7,3M7R0YZNBDHK3N6JA,/var/data/batch_546.parquet,6283.8,NUH,1630.8,7189.4,236.61,NVI,O+,TY5R9RRYZ95XYP5LV,YIU,VJISUZC0T,"reporting, analytics, automation, cloud, compliance",2021-09-27,PTE,SUG,1097.3,Q2WNKA6872055NN7D,TNR,4134.2,Sushi,S2BIS9D2VHMQUFW50,MRI Brain,701.02,390.3,Latin-1,CHECK (val > 0),WUT,@amybrown461,false,EVE,Starry Night,Resolved — no further action.,140.77,28.703848,"[25.81, 89.41]",WJI
577933839,7864,LBY2HS212593I38J5,SLF,VYU9GDB4QM8ZMCDJ0,450.66,HWO,Q4 2025: $4M projected,TGB,998.72,VRV,986.18,INV-459435,Mrs.,GYJ,BKX,MIT,F049TKMAWFGW0TW2H,VKP,2155.8,P3T8YP7F4LJBDZ2A2,ZAK,427.66,6617.6,LTJ88OL1QP02N96W5,CLM-610842,Africa,20.74,-0.5958,912.23,ZIM,390.7,AGW9P0V8YSZFNG7O7,GJQP4ASMHASZBS3WC,EO9UN2VK9GQW1C3OT,5083.5,3325.4,666.58,CA24DEUHIZMIB9DAK,FlexPay Platform,53.5,4019.0,2019-05-06T00:00:00Z,PRB,TAA,36253.5,HUG030MLPJTYMYJMO,JHC,UQM,John,YAN,NBMWK5EF9VL7I2B7N,EMP-40486,682.8,4775.4,CAJ,"cloud, integration, scalability, data, analytics",a4e0366bf435e91bb5a873542b2975ed69a34cbe7ff4b9fde9ed8a2820a6ea3e,Black,john.moore,public.users,864488bee87a06ef02b076946604b3644606cc5f9333e04ea296867b8989e74c,3.2.87,JXU,A4O24KAIPJIGEZUUY,3.53,69.7,amount <= 10000,HOB,4674.4,BVF,578.52,F9HFBUE5W4L5HGQDG,tenant=acme,XVF,APM,8821.8,Z15F9IS5PSO5A3G2C,1389.1,1V3AA1EOLF7LQ5U2A,/var/logs/export_473.json,8511.0,LUZ,3539.2,4530.1,623.72,ULS,AB-,OBZ2OWEZBFZ933QPZ,ITA,USY9WR4UX,"security, monitoring, cloud, integration, automation",2018-12-30,UIZ,GGI,4848.3,HZ4O1TESTAO08FFSD,GYQ,3539.5,Tacos,WLLUK9CAXOBCF0B9K,X-Ray Chest,450.52,7183.4,ISO-8859-1,CHECK (val > 0),YKH,@richardking883,false,WED,Starry Night,Resolved — no further action.,859.17,27.180591,"[21.54, 73.03]",RJI
