postalcd,corr,subject_line,ise74,decimal_float_raw,energy,lbpoq47,customer_feature_vector,ALLERGY,sciname,MODIFIED_AT,caption,decimal_float,encoding_6,dim_numeric_range,attr_word_,fact_data_lineage,association,feature_vector_6,nullable_flag_v2,feature_vector_field,raw_correlation,word_embedding_6,val_corre,employeeRecord,image_embedding,CRYPTOCURRENCY_ADDRESS,word_embedding_v2,ordinal_position_v2,SSH_KEY,latitude_data,attr_zi,field_featu,DIGITAL_CERTIFICATE,mean,ohccdp37,SONG_TRACK_TITLE,correlation_raw,f_mbto,dim_integer,gender_pii_data,fact_category,src_length,v_ixgu,attr_issn,raw_iso_currency_code,RISK_LEVEL,nullable_flag,v_su
44494,0.0062,Technical Summary 2023,"[-0.6289, 0.1377, -0.1588, 0.7377, 0.2201, 0.0491, -0.0072, 0.3471]",7552.9971,27912.9,36.2406,"[0.9714, 0.9408, 0.5745, 0.6734, 0.2476, 0.2806, 0.6429, 0.3029]",None,Homo sapiens,2019-10-22 20:08:47,Figure 16: Overview,4214.679,ISO-8859-1,45-72,"[0.7702, -1.0879, -1.1846, -0.6389, 0.3837, -0.6727, -0.7702, -0.1529]",staging.orders -> analytics,-0.2374,"[0.3077, 0.9139, 0.0308, 0.85, 0.6529, 0.8648, 0.1252, 0.6606]",false,"[0.7508, 0.6548, 0.1687, 0.8221, 0.2621, 0.6611, 0.6366, 0.2256]",0.6764,"[-0.2455, -0.2942, -0.7803, -0.1078, -0.6643, -0.1621, -1.7253, -0.8268]",0.9921,EMP-10778,"[0.1056, -0.6201, -0.5767, -0.479, 0.3813, 0.1682, 0.6868, 0.649]",0x436c0b1c32ad30f7e6cf74dbec9e1ee2858789ff,"[-1.0203, -0.1006, 0.8887, 2.068, 1.4565, -0.5363, 0.9093, 0.8961]",907,ssh-rsa DorWQNI8+YoEVK7jzVttDpiEUldHoq65iyjLnA0TCaLF=,87.080323,28.1349,"[0.0988, 0.6719, 0.2133, 0.278, 0.8621, 0.6681, 0.2657, 0.5005]","-----BEGIN CERTIFICATE-----
no9HeY8WA3GXvxsDdvVsdbRU7QGyXO1FdowlRkW0Qdom6sU55nKzJSYuywF7aMAX
-----END CERTIFICATE-----",-7.5394,"[-0.8111, 0.3812, -0.938, -0.5525, 0.4511, -0.6527, 0.1677, -0.7925]",Imagine,-0.2521,979,6003,Female,Software,957.15,43-60,6930-8280,CNY,High,NO,"[-0.0862, 0.5564, 0.6615, 0.2772, 0.1312, -0.1113, -0.1609, -0.5715]"
73804,-0.0429,Quarterly Analysis 2025,"[0.0529, 0.3733, 0.1137, -0.1067, 0.7363, 0.4611, -0.4184, 0.0892]",3357.0591,8597.6,5.7321,"[0.7288, 0.013, 0.8472, 0.6246, 0.0256, 0.5542, 0.0187, 0.6952]",None,Fe2O3,2024-07-11T12:40:17Z,Figure 11: Comparison,5376.0537,UTF-8,43-65,"[-1.722, -0.2973, 1.1806, 0.8902, -0.7305, -0.3202, -0.3849, -0.6106]",curated.events -> exports,-0.3646,"[0.3502, 0.1825, 0.0278, 0.3278, 0.894, 0.0419, 0.8048, 0.5323]",NO,"[0.7736, 0.8495, 0.3973, 0.6879, 0.4772, 0.6591, 0.6557, 0.2104]",-0.7772,"[0.1001, 0.0133, -0.17, -0.3565, -0.0662, 0.3668, -0.6107, -0.3276]",0.3787,EMP-45554,"[-0.3701, -0.59, -0.0934, -0.8058, -0.0732, -0.0819, 0.1438, 0.1237]",0x5d9d47ce756879654caf5db5c79d3c2895e9d9d2,"[1.554, 0.2229, -2.5745, 1.3989, 0.1527, 1.1686, -0.8694, 0.5591]",419,ssh-rsa TESPNJ9PI5MkCrD9BlGe0cQ6r8kGxm3drnNFdoCkM6FK=,65.912257,68.9823,"[0.7024, 0.533, 0.353, 0.2749, 0.7669, 0.5365, 0.4675, 0.0988]","-----BEGIN CERTIFICATE-----
irimaWIQNNTdscOCcCDrdfU72kI4mTJgLBQKprCLm4SYcfmJvNsp1rDRDwttle5y
-----END CERTIFICATE-----",50.0111,"[-0.0961, -0.4171, -0.3829, -0.1997, -0.0686, -0.2066, -0.3962, 0.0496]",Imagine,-0.1691,410,1634,Other,Services,909.49,37-65,3644-5276,BRL,Medium,YES,"[-0.1053, -0.1122, -0.0972, 1.2753, 0.4106, 0.6803, 0.8866, 0.1287]"
93239,-0.8394,Technical Report 2021,"[-0.1545, -0.8015, -1.0546, -0.1291, 0.4171, 0.2082, 1.0358, 0.2785]",8889.6842,6918.1,41.5532,"[0.352, 0.5845, 0.0023, 0.8771, 0.2736, 0.3659, 0.7107, 0.5553]",Peanuts,E. coli,2023-04-28 10:57:58,Figure 3: Overview,941.1695,ASCII,17-76,"[-0.9265, 0.3327, -1.7086, -0.0291, -0.1065, -0.4157, -0.606, 0.6932]",raw.orders -> reports,-0.2546,"[0.1491, 0.9933, 0.8243, 0.8038, 0.6881, 0.7738, 0.5357, 0.8444]",YES,"[0.5063, 0.1181, 0.7821, 0.6522, 0.8231, 0.3415, 0.8043, 0.6575]",-0.6342,"[0.1726, -1.32, 0.307, 0.0767, 1.1618, 0.8394, -0.7364, 0.9046]",0.7824,EMP-99156,"[0.2419, -0.0637, 0.4733, -0.3549, -0.0771, -0.8558, 0.7027, 0.0257]",0x55a7b26e80dd5938993fcab0cdbb73e926b82573,"[1.6593, 0.6876, -0.8204, 1.5352, -0.8761, 0.0585, 0.9328, 0.568]",184,ssh-rsa 4d91Gcey8a5uDNYxCQ9g8yPs/iNiPHOt2Pfd+ktyVjZx=,15.501873,69.4878,"[0.5506, 0.9642, 0.0736, 0.333, 0.5608, 0.1418, 0.7094, 0.849]","-----BEGIN CERTIFICATE-----
YbABx4+jMKqap6Fnso6DrnFYfbVb4ttV2r+psVtH19rNYMIqG2496s2HVi1uIbBd
-----END CERTIFICATE-----",87.696,"[0.3835, -0.7674, -0.1527, 0.3365, 0.7608, -0.0522, 0.1328, -0.2636]",Bohemian Rhapsody,0.7734,941,1686,Non-binary,Clothing,198.04,33-64,9435-7986,CAD,Low,NO,"[0.2017, 1.1809, 0.0601, -0.1143, 0.0061, -0.2913, -0.4061, 0.7316]"
42449,0.4428,Quarterly Analysis 2026,"[-0.6379, 0.7708, -0.4048, -0.371, -0.2892, -1.15, 0.1224, -0.626]",9720.2942,75659.4,44.417,"[0.3989, 0.2066, 0.5094, 0.7173, 0.7131, 0.6164, 0.9943, 0.1964]",Pollen,E. coli,2024-07-19T06:00:28Z,Figure 5: Distribution,-237.1713,ASCII,0-70,"[-1.1236, 0.453, -1.157, 2.0061, -0.6757, -0.1022, 0.1496, -0.9882]",staging.users -> exports,-0.1607,"[0.5512, 0.1855, 0.8165, 0.4471, 0.4286, 0.1446, 0.1692, 0.542]",NO,"[0.2395, 0.1055, 0.4367, 0.2975, 0.3174, 0.395, 0.4882, 0.4271]",-0.7487,"[-1.5891, -2.2807, 0.7921, -0.524, 0.7634, -1.6971, -1.1373, 0.5929]",0.0366,EMP-64839,"[0.0388, -0.3715, 0.3884, -0.0359, 0.0233, 0.1579, 0.7205, 0.026]",0x6dff4ed3ccb2681e14a86846edf545e467d89649,"[-1.3418, 1.0473, -0.9846, 0.6116, 0.1275, 0.2557, -0.6693, 0.3887]",235,ssh-rsa ZCOkl9VnLH+NiMHuSNSllzcH0JNLerIXv3Him8zpQs82=,7.562405,42.7972,"[0.4198, 0.9218, 0.0564, 0.0545, 0.0255, 0.6725, 0.5284, 0.357]","-----BEGIN CERTIFICATE-----
yzri95NWagPF4uXLJveoOjD+1xEqM2s6Is3bi8arAoyvL9dCKkkxDQGgJHfcP2Y0
-----END CERTIFICATE-----",1.269,"[0.4312, -0.0455, 0.2612, 0.6251, -1.0294, -0.0932, -0.3885, -0.3318]",Hotel California,0.9008,31,5916,Male,Food,794.45,5-80,6780-9924,CHF,Medium,false,"[0.4417, -0.9179, -0.6076, -0.7544, 0.1041, 0.9364, -0.2291, 0.0703]"
77122,-0.423,Technical Analysis 2023,"[0.4872, -0.1898, -0.0174, 0.6729, 0.4764, 0.0691, 0.1477, -0.4327]",6740.7811,28876.6,20.5663,"[0.7051, 0.6337, 0.8065, 0.3174, 0.2204, 0.1297, 0.3753, 0.1471]",Penicillin,E. coli,2020-03-21 15:53:42,Figure 2: Overview,1113.6446,UTF-8,46-60,"[0.5505, -1.4251, 0.0035, -0.8041, 2.1791, 0.5168, -0.2082, 0.9461]",curated.orders -> exports,0.284,"[0.2487, 0.9006, 0.551, 0.7405, 0.1176, 0.5636, 0.1506, 0.3425]",YES,"[0.4869, 0.987, 0.6355, 0.0446, 0.1287, 0.6083, 0.2801, 0.2263]",0.3852,"[0.172, -1.5658, -0.1404, 0.6232, 0.1141, 1.526, 0.0331, -0.3809]",-0.4473,EMP-63918,"[0.3138, 0.24, -0.2691, 0.7435, 0.0074, 0.0208, -0.2226, 0.4842]",0xb0a3c17738a663ae089ca21b3e8bf59906ed870f,"[0.2819, -0.6549, -0.4181, 0.692, -0.35, 0.8509, -1.1105, -1.8069]",385,ssh-rsa M77gFLL3Puhc09ATmzNpuvdtsIpqEVm5NeJQYWXcB/QM=,-86.135822,-49.9958,"[0.4174, 0.6424, 0.5777, 0.8748, 0.8344, 0.7655, 0.8885, 0.7233]","-----BEGIN CERTIFICATE-----
Rpy6m1QhZFsblc4RyVffqueOgLwEe08J6LUCYtJVY2tycyR4HaumkjNZSKjfZ16U
-----END CERTIFICATE-----",33.4508,"[0.6201, 1.0222, 0.5072, 0.0765, -0.5942, 0.1497, 0.6126, -0.1176]",Hotel California,-0.1443,363,4778,Male,Services,36.32,25-86,6545-1522,JPY,High,YES,"[-0.6508, -0.1589, -0.376, 0.6022, -0.4243, -0.4057, 0.1803, -0.0676]"
DU5 8BF,-0.3396,Executive Summary 2022,"[-0.1135, -0.4006, 0.3206, 0.3519, 0.4394, 0.0531, -0.2932, -0.1441]",9377.3282,92342.8,49.7306,"[0.5898, 0.4561, 0.8103, 0.1871, 0.5704, 0.509, 0.64, 0.6375]",Shellfish,NaCl,2025-04-05T20:20:31Z,Figure 11: Timeline,201.6567,ASCII,32-86,"[0.1034, 0.0466, -0.0053, -1.2227, 0.9665, -0.2761, 0.3501, 0.1335]",curated.users -> exports,-0.9347,"[0.4461, 0.1721, 0.2371, 0.1961, 0.0078, 0.3268, 0.4965, 0.9074]",true,"[0.5565, 0.5543, 0.5704, 0.9121, 0.341, 0.152, 0.0665, 0.7947]",-0.9649,"[0.2493, -0.8796, -1.7008, 0.8953, -0.6965, -0.9747, -0.2732, 1.8169]",0.8366,EMP-79271,"[-0.2199, 0.61, 0.3822, 0.282, -0.2938, -0.228, -0.6015, -0.035]",0x819a59ce804726aa7479ae36f427b60f34b36c99,"[-0.2558, 0.6795, 0.2002, 1.0017, 0.1037, 0.6461, 0.364, 0.2264]",969,ssh-rsa 564Q6HSESQi1Ng4xNLDkpmAD5ul95vVyyWQcvKpEALJH=,-34.275402,-5.7495,"[0.3635, 0.8526, 0.5623, 0.4317, 0.4359, 0.6574, 0.9516, 0.6409]","-----BEGIN CERTIFICATE-----
y2ygLl1ebD0lanTKT0nIbJGdbpvkzVGXOYlUKe9jFrgrBVaNxIzkLLqIhSqsrpx6
-----END CERTIFICATE-----",41.3703,"[0.3224, -0.3257, -0.3836, -0.2014, 0.6601, 0.4541, 0.1753, -0.1418]",Imagine,-0.1514,188,6542,Female,Services,720.01,49-65,2490-2299,USD,Low,YES,"[0.9714, 0.0884, 0.7906, 0.3424, -1.0894, 0.0758, 0.3537, -0.1399]"
86833,0.6329,Executive Summary 2020,"[0.2499, -0.657, 0.0494, -0.8549, -1.2767, -0.1149, -0.2585, -0.8203]",1695.0182,83260.7,34.8981,"[0.6324, 0.068, 0.4174, 0.2816, 0.98, 0.6883, 0.3339, 0.4025]",Pollen,C6H12O6,2026-08-22 03:42:10,Figure 3: Timeline,5339.0249,Latin-1,19-71,"[1.8921, 2.2329, 0.5271, -0.3322, -0.5199, 1.1876, -0.3962, -0.7848]",raw.events -> analytics,-0.6525,"[0.9833, 0.7954, 0.5113, 0.3413, 0.9179, 0.4729, 0.061, 0.5101]",true,"[0.7885, 0.4477, 0.0182, 0.7864, 0.8073, 0.565, 0.7328, 0.0768]",-0.0569,"[-0.8868, 0.1689, 0.3469, -0.108, 0.5427, -1.7536, 1.5629, 1.2818]",0.5025,EMP-55756,"[0.296, 0.5833, 0.2291, 0.0057, 0.4164, -0.3982, 0.0974, 0.5575]",0xb540a4368446efd8ce5e758fc7ae7753ea12a8b7,"[1.7705, -2.2166, -0.5093, 0.7436, -0.1243, -0.1382, -1.4639, -0.8189]",876,ssh-rsa vonZFhWBv1fb/VUrCmbdmIgDceP2fXtPrZ1/zgi1GX2v=,54.484338,25.8009,"[0.7027, 0.4722, 0.8961, 0.7289, 0.7878, 0.6625, 0.5561, 0.6]","-----BEGIN CERTIFICATE-----
dSEWSQY5zL1bqOqQD6VxdKI2/Xsb1h5sTbVK3NySOml1hAG7ANAmFFTY0+SzXRR+
-----END CERTIFICATE-----",-25.0014,"[-0.1444, -0.0481, 0.513, 1.0517, -0.8546, 0.0955, 0.1328, 0.1857]",Imagine,-0.8435,956,364,Male,Clothing,33.68,37-69,4101-1920,AUD,High,YES,"[-0.1965, 0.2761, 0.391, -0.6697, 0.3668, -0.4472, 0.2369, 0.3847]"
31210,-0.0777,Executive Report 2026,"[1.3358, -1.0466, -0.0475, -0.5734, 0.4439, 0.3576, 0.7491, -0.9478]",885.0131,90845.2,24.1537,"[0.0869, 0.0118, 0.4642, 0.8203, 0.5627, 0.3494, 0.7335, 0.112]",Latex,Homo sapiens,2025-05-19 06:24:15,Figure 18: Timeline,5752.0803,UTF-16,26-92,"[-0.2834, -0.6545, -0.0503, -0.1074, 0.3358, 0.1675, 0.5617, 0.8665]",curated.users -> exports,0.062,"[0.7449, 0.9553, 0.8254, 0.6704, 0.3547, 0.3554, 0.3011, 0.7507]",NO,"[0.9673, 0.1625, 0.8516, 0.676, 0.6908, 0.9439, 0.2036, 0.1813]",0.2092,"[-0.8411, 0.0962, -0.2973, -1.2207, -0.201, 0.9934, -0.4671, -0.3461]",-0.1981,EMP-70344,"[-0.1442, -0.1546, 0.5788, -0.8474, -0.1173, 0.0278, 0.2102, 0.1855]",0x01b8c699dcfb332c52e01f23d762fd4fac3f25bd,"[0.8341, -1.5926, -0.928, 0.7441, -0.0052, -0.166, 0.2307, 0.8748]",300,ssh-rsa 1xNlFvAHzX1iVlBSjDYoWVx2/dWEma3IUmuVg222ap1m=,19.813144,-46.3769,"[0.869, 0.1954, 0.2305, 0.7732, 0.2751, 0.9833, 0.9585, 0.8057]","-----BEGIN CERTIFICATE-----
0/YgeV9C7E4VWVk6PgiSK/0bo/o6Fl3GM///f0/hLZ3F4u9tfRRHMYGGTkPvGgn2
-----END CERTIFICATE-----",-97.92,"[0.4671, 0.7778, -0.0561, -0.7231, 0.1529, 0.6241, 0.2244, 1.2319]",Hotel California,0.3476,659,155,Non-binary,Electronics,973.63,19-92,8714-1606,CAD,Negligible,NO,"[0.3937, -0.4409, -0.7667, -0.3613, -0.2704, 0.4604, 0.9327, -0.4941]"
MC2 2TX,0.7934,Technical Analysis 2022,"[0.6761, -0.1059, -0.7085, -0.4389, -0.5111, -0.5673, -0.9369, 0.6728]",34.2649,88542.4,13.6497,"[0.2036, 0.829, 0.338, 0.4402, 0.6373, 0.5769, 0.8733, 0.6083]",Penicillin,C6H12O6,2020-05-06 15:57:08,Figure 6: Comparison,3731.9398,UTF-16,35-100,"[0.2866, -0.8275, 0.2354, 0.9802, -0.8644, -0.5438, 0.9029, -1.6662]",staging.orders -> reports,0.412,"[0.0191, 0.0411, 0.6185, 0.6344, 0.0552, 0.4385, 0.1893, 0.8874]",false,"[0.1165, 0.0322, 0.8777, 0.7281, 0.2484, 0.5139, 0.5231, 0.3011]",0.5639,"[-0.7781, 0.6186, -0.6765, -0.4544, -0.1256, -1.125, 0.6739, 0.1473]",-0.7998,EMP-41839,"[-0.1904, 0.0899, -0.4248, -0.9014, 0.5019, 0.6149, 1.0595, 0.9498]",0x27f8634951c67f43e8637400052c3b6aa572cded,"[1.6758, 1.3327, -0.6741, -0.4637, 0.731, -1.8732, 1.3601, -0.8072]",190,ssh-rsa kGFo9P8wHhgv7XhDxr9gpnXT2t1ZDVehCEA89ebec2ys=,69.719389,-34.2378,"[0.0496, 0.8367, 0.4912, 0.2316, 0.4135, 0.0088, 0.755, 0.4183]","-----BEGIN CERTIFICATE-----
M4OJTlaPgaE/ClTtVpKXTp/Z/AYFDGslLJ5CNZ7P2Xc0GvRttcUDzor++49Aqk+E
-----END CERTIFICATE-----",-27.1955,"[-0.1274, -0.0588, -0.059, -0.4184, 0.0848, 1.1488, -0.4139, -0.7501]",Bohemian Rhapsody,-0.807,249,2671,Male,Software,813.1,12-58,1202-1782,AUD,Low,false,"[0.209, -0.0365, -0.1629, -0.2261, -0.9824, -0.3235, -0.2591, -0.0512]"
JP1 6AV,-0.5203,Quarterly Summary 2025,"[-0.3571, 0.6515, -0.4599, 1.338, 0.3594, 0.2284, 0.0771, 0.3229]",7407.7201,67005.9,3.0849,"[0.0853, 0.3662, 0.4767, 0.5805, 0.772, 0.2914, 0.5222, 0.2686]",Pollen,H2O,2024-02-20T21:31:41Z,Figure 13: Comparison,4415.6544,Latin-1,33-98,"[-1.0613, 0.8398, 1.2178, 0.9339, 0.1589, -0.2575, -0.2981, -0.3464]",staging.users -> analytics,-0.557,"[0.2241, 0.3695, 0.6447, 0.2218, 0.7072, 0.7383, 0.4865, 0.4565]",NO,"[0.8408, 0.6254, 0.0157, 0.3561, 0.0281, 0.5376, 0.5834, 0.607]",-0.9729,"[-0.3648, -0.4515, 0.6213, 0.1917, 0.0435, -0.9359, -0.5677, -1.6581]",-0.7428,EMP-96145,"[0.2634, 0.4043, 0.847, -0.1397, 0.525, 0.5257, 0.4418, 1.4097]",0x1fad30538e5a8eca68ef21693d5727fc8219ba18,"[-0.3337, -0.1593, -1.5494, 0.737, -0.8614, -0.1786, -0.3929, 0.4623]",408,ssh-rsa ITquf/mACIrGtrCgpOViM5MQzWxaT+e7O9HikmtLADQa=,-19.195147,4.0459,"[0.8504, 0.9529, 0.2401, 0.6527, 0.9493, 0.2038, 0.046, 0.3001]","-----BEGIN CERTIFICATE-----
JLnmLbLAo8ll0iZPzwVGzgN+alRsNAgUdyATF8abB0bBQxsPRE3Hh2N+pmFBcw5I
-----END CERTIFICATE-----",13.5372,"[0.0588, -0.0677, -0.7646, -0.1935, -0.3432, -0.3035, -1.0524, -0.2604]",Hotel California,-0.893,993,173,Male,Food,882.08,30-94,3541-6154,EUR,Critical,true,"[-0.7045, 0.9026, -0.7335, -0.0128, -0.4146, 0.18, 0.3613, 0.0162]"
BM6 7LE,-0.7244,Annual Report 2024,"[-0.4286, 0.6346, 0.4787, -0.0314, -0.0222, 0.2329, 0.1864, 0.6436]",3690.2418,42280.3,35.0599,"[0.0249, 0.4872, 0.006, 0.8247, 0.737, 0.3688, 0.5896, 0.5448]",Peanuts,C6H12O6,2020-07-08T05:09:07Z,Figure 20: Comparison,9786.8737,Latin-1,19-76,"[-0.6385, 0.151, 0.3767, 1.2792, 0.5286, 0.0639, 1.2111, -0.1318]",raw.users -> exports,0.6721,"[0.0709, 0.6771, 0.6846, 0.098, 0.6465, 0.9425, 0.8873, 0.6355]",NO,"[0.6432, 0.1023, 0.0275, 0.0337, 0.7484, 0.0714, 0.3772, 0.0338]",0.8447,"[-0.2244, -1.0812, -1.4199, -0.2082, 0.0112, 2.2139, 0.2371, -1.3391]",0.1145,EMP-45635,"[0.0763, 0.0439, -0.594, -0.7303, -0.194, -0.6243, 0.312, 0.099]",0x4f24c3c607d9e8d32a97b4539ec5323c0202ad55,"[-0.4299, -0.1992, 1.3409, -0.657, -1.3524, 0.5594, 0.521, 0.5395]",850,ssh-rsa TXungdTcLcjGxzpCF0h3HF3O8rvlKNRlOM1//tULyt14=,79.254518,-91.8774,"[0.0111, 0.8885, 0.0858, 0.1433, 0.6832, 0.4745, 0.9038, 0.626]","-----BEGIN CERTIFICATE-----
R9xgQA+2SivqahODSw9mTjQw0vK28z+CUubthpJLvHY9KmOjvRvlc2dYC2fm86/5
-----END CERTIFICATE-----",24.7015,"[-0.6953, -0.8312, -0.1895, 0.9194, -1.5301, 0.4831, 0.0671, -0.0224]",Imagine,-0.6814,780,3273,Male,Clothing,53.56,7-100,5547-8891,INR,Low,NO,"[-1.0771, 0.7655, -1.1052, -0.8888, -0.349, -0.5562, 0.6422, -0.507]"
94756,-0.1826,Executive Review 2025,"[-0.1992, -0.5257, 0.176, 0.4628, 0.6692, -0.8027, -0.7363, 0.3419]",-54.7912,88429.9,32.5032,"[0.8526, 0.0579, 0.3088, 0.3114, 0.2592, 0.009, 0.0225, 0.3093]",Peanuts,NaCl,2019-12-27 22:55:34,Figure 3: Distribution,3699.7005,ASCII,25-81,"[-0.4672, 0.7521, 1.3447, 0.006, 0.0905, -0.1515, 0.4251, -0.511]",staging.events -> analytics,-0.8934,"[0.7566, 0.8326, 0.3435, 0.9409, 0.1986, 0.6991, 0.0372, 0.7861]",false,"[0.0138, 0.6176, 0.7442, 0.1587, 0.4931, 0.4032, 0.2833, 0.278]",0.1671,"[0.2957, -0.1238, -1.837, -0.4007, 0.1003, 0.0936, -1.6842, -0.3957]",0.2773,EMP-78161,"[-0.1709, -0.5318, -0.1364, 0.4951, -0.3838, -0.9664, -0.028, -0.512]",0x8508c1d2a6938ac4fb87bf02f8510c1decfb47bc,"[0.8715, 0.5356, 0.5129, -0.6603, 1.3819, -0.0829, -1.5877, -0.3261]",939,ssh-rsa hlPDUWApB1YuOGDzUn6njwIZNsEeTkU7Rs5mvqrYWXXV=,15.595814,51.7975,"[0.9047, 0.5071, 0.4437, 0.2265, 0.5868, 0.7455, 0.8445, 0.3798]","-----BEGIN CERTIFICATE-----
TzI1WhiagFehG1dnS4iFYukdwerbKLXmJmKpk1DKJMf2WG3OIsZ31GmEZed/wVdv
-----END CERTIFICATE-----",79.0022,"[-0.0587, 0.0201, 0.2915, -0.0757, 0.8564, -0.8747, -0.2278, 0.3618]",Yesterday,-0.6736,948,5401,Non-binary,Food,718.25,26-55,3700-6783,BRL,Critical,NO,"[0.3626, -0.2829, -0.6425, -0.8602, -0.6134, -0.1331, 0.372, 0.6519]"
43593,0.2043,Annual Analysis 2025,"[-0.1521, 0.5195, 0.3418, 0.339, 0.7347, -0.8343, 0.1442, 0.0712]",4079.5645,5654.4,12.7379,"[0.9841, 0.278, 0.1648, 0.7256, 0.8708, 0.2344, 0.8148, 0.8426]",Penicillin,H2O,2025-10-14 03:55:58,Figure 2: Comparison,2584.367,UTF-16,25-95,"[-0.2183, -1.5242, -0.0471, 1.7371, -0.1689, 0.2493, 1.7736, 0.833]",raw.orders -> exports,-0.1011,"[0.1063, 0.3612, 0.9887, 0.8187, 0.2618, 0.0229, 0.9056, 0.912]",true,"[0.3927, 0.9631, 0.1401, 0.3198, 0.0094, 0.9964, 0.0885, 0.4945]",0.7306,"[0.1492, -0.4206, 0.8859, -1.1303, -0.1359, -0.4462, -1.9431, 0.7263]",0.4668,EMP-66137,"[-0.0982, -0.5359, 0.7985, -0.2198, 0.1831, -0.8577, -0.2466, -0.0399]",0x4a18bdf1c064eae77448e1b5cc191a643cf900e7,"[-0.5088, -0.2097, 0.9308, 1.921, 0.847, -1.0473, -0.1808, -0.829]",117,ssh-rsa lqpNM9pXCEZo2c9qb77Ib1LOYAqhqzgFzcLwrWCDWu+c=,38.359358,43.9314,"[0.5743, 0.8032, 0.5366, 0.9107, 0.2468, 0.4452, 0.0079, 0.3786]","-----BEGIN CERTIFICATE-----
fFB4sI/TZNhHCj/SlAvMOhg792CMm/Ktl4oL/zWfY9s5U6QRIIN7kxLItxFRNl3I
-----END CERTIFICATE-----",-69.4059,"[0.5754, -0.0683, -0.1793, -0.5881, 0.8779, 0.4395, 0.1577, -0.0718]",Imagine,-0.5499,595,6317,Female,Clothing,180.65,1-63,5362-7540,GBP,Critical,NO,"[0.5049, 0.524, -0.5508, 0.8699, 0.3252, 0.1982, 0.5267, 0.1453]"
48840,-0.4611,Executive Summary 2020,"[-0.3068, -0.7083, -0.2605, -0.2769, 0.3798, -0.4045, 0.1659, -1.5289]",2886.7239,38005.2,48.8071,"[0.5802, 0.8877, 0.4417, 0.0645, 0.5293, 0.654, 0.9513, 0.6847]",Peanuts,Homo sapiens,2019-02-19T07:34:36Z,Figure 16: Comparison,4565.159,ASCII,25-87,"[1.7783, 0.5696, 0.3128, 1.7381, 0.0531, 1.5727, -1.2668, -0.3495]",staging.orders -> exports,-0.9851,"[0.9545, 0.6237, 0.5257, 0.9962, 0.4901, 0.1796, 0.3914, 0.8835]",true,"[0.697, 0.8742, 0.9384, 0.297, 0.5129, 0.9115, 0.9906, 0.265]",0.252,"[1.1445, -0.2512, 1.0093, -0.4461, -1.2101, 0.4379, 1.6524, -1.171]",-0.1594,EMP-95458,"[0.0043, 0.1829, 0.3998, -0.6118, 0.0559, -0.4508, 0.5467, -0.8816]",0xaf84ada59c4b11091bfd1311ca70ca0a67ef6fe2,"[-0.0101, 0.9923, 0.2112, -0.5421, 0.3684, 1.8132, -1.7974, 0.6206]",819,ssh-rsa llUBknJk1c1XMiFJl9ShOJYhqasqfKqRCDU8vX720nAe=,-67.498982,-26.5857,"[0.1911, 0.5191, 0.6447, 0.4832, 0.699, 0.8741, 0.7359, 0.6536]","-----BEGIN CERTIFICATE-----
9Fk3pw3fY7mSdRaGKrueJMX7XmDzKIdTvnBSamtGn44F5HbJSbilRwrsQcpJAyT8
-----END CERTIFICATE-----",10.0332,"[0.1699, 0.9017, 0.0463, 0.2692, 0.6291, 0.0952, 0.4866, 0.741]",Stairway to Heaven,0.3847,300,718,Non-binary,Software,8.9,24-54,5081-2716,INR,High,YES,"[0.0293, -0.0813, -0.5721, 0.015, -0.6448, 0.2664, -1.5666, 0.5979]"
97126,-0.0295,Technical Report 2022,"[-0.0837, 0.4582, -1.274, -0.263, -0.7988, -0.052, -0.3193, 0.4329]",-803.2953,92091.0,21.1081,"[0.3973, 0.6521, 0.0812, 0.7604, 0.4322, 0.0383, 0.5851, 0.0346]",Peanuts,E. coli,2018-02-05T02:14:06Z,Figure 5: Distribution,2364.9839,ISO-8859-1,12-81,"[-0.0875, -1.7473, -0.4317, 1.7078, -1.0563, -0.1814, -0.5774, -2.4117]",curated.users -> reports,0.354,"[0.6613, 0.2421, 0.5866, 0.3196, 0.655, 0.0973, 0.57, 0.9015]",false,"[0.9691, 0.197, 0.7994, 0.681, 0.0597, 0.3336, 0.7445, 0.8674]",0.6341,"[0.5536, 1.2859, 1.0239, -0.4401, -0.1527, -0.6352, -1.9659, -0.7599]",-0.6854,EMP-56509,"[0.1142, -0.6148, -0.7948, 0.7113, 0.5068, 0.6618, -0.4324, -0.6349]",0x433db2561a300c3d7c5cc3637382858773b5d95d,"[-1.7604, -0.6475, 2.7045, -2.0492, -0.2731, -0.313, -0.4124, 0.3067]",631,ssh-rsa lLOJhYDxExHqwO1yKJyJHMe8xbvTZ+l67Y16ZI7gJaVZ=,-79.621485,28.6769,"[0.4155, 0.4088, 0.8658, 0.2022, 0.7755, 0.6755, 0.2977, 0.9605]","-----BEGIN CERTIFICATE-----
1CUgkct1RIut92U95MX7EXkjfXfRKr/goNMynDXqhTcVEXFOGDnBef1Ixut6wUud
-----END CERTIFICATE-----",-14.0298,"[0.3902, 0.169, 0.7142, 1.2126, -0.4144, -0.8801, 0.3733, 0.5437]",Yesterday,0.5371,695,1658,Non-binary,Hardware,311.2,15-91,5244-4946,CAD,High,NO,"[0.6042, -0.2462, 0.16, 0.2028, -0.1867, -0.3434, 0.1513, 0.4062]"
