raw_percentile,pressure_22,category,power,fact_duns_number,kelvin,gtin,fact_frequency,cnqtcx35,issn_v2,customer_password_hash,attr_655,ANGLE,dim_temperature,humidity,frequency_14,gbps,modifiedAt,f_spe,measlon,fact_humidity,pressure_val,v_ynmq,ormwr76,rate,ratio,data_type,title_prefix_30,humidity_14,dim_73,user_percentage,v_ejxl,c_uv,frequency_data,measmktval,age,d_21,humidity_v2,preference,duns_nbr,field_174,customer_bandwidth_data_rate,src_legal_hold_document,scoreIndex,src_unit_of_measure,fact_longitude,sound_level_field,flowRate,raw_duration,field_dw,pressure,dim_ew,retention_policy,x_mq,risk_level,cpu_usage,pypsrp88,mime_type,dev_type,measlat,speed_velocity_field,fact_weight_mass,flightnum,c_ele,v_zntu,tenantid,iyjcd53,cpuUsage,dim_qd,akr17,population,d_sk,attr_844,translation_14,cusip_number_info,soundLevel,d_creat,attr_508,luminosity_brightness_raw,iso_country_cd,fact_length,speed_velocity,POWER,label_tag,age_2,altitude,percentile_14,price_cost_data,umb99,c_918,luminosity_brightness,humidity_2,gakd76,weight_mass_94,mktintel,timeZone,field_165,postal_code,frequency,filterPredicate,measph,product,AGE
21.09,248.7,Electronics,19995.5,931660455,3.8,1041296178074,530.39,6958,8905-1267,$2b$12$Tc1yq1ICVAtZ0tAQMAslGrXtskFHKDgfog6meaHycWQJBWsRLCByu,468.4,227.05,29.9,23.9,3866.85,579,2019-05-22T02:41:56Z,23.8,-177.544308,94.6,1679.2,9321980,ValueMax,77.06%,5.1714,CSV,Prof.,30.8,156.174101,14.18%,14.0,118.5,5298.4,"$932,089,633",54,54100.5,73.9,max_retries=105,024794876,id,6741,HOLD-2020-220,4.84,°F,38.841393,90.6,250.82,10370,39886,1791.1,false,1 year,99.3,Critical,95.3,856.02,text/html,Smart TV,-34.668537,5.9,966.45,II7478,416,32652,tenant-020,39.75,55.3,jennifer.davis,HOLD-2021-213,2758999,2018-02-16T15:11:12Z,50.81%,Guten Tag,PTM4EC3T2,88.5,robert.white,EMP80909,89472.2,AU,519.1,30.6,16729.0,approved,58,2398,2.37,210.65,"$416,203,473",73.94,23414.9,43.9,97.9635,571.02,Competitor Pioneer Software launched StreamLine ERP,JST,26755,71269,680.58,status != 'active',9.5,VaultKeeper,115
17.5,976.3,Software,47404.1,514190328,-19.5,4600615298623,7523.87,2995,4645-8428,$2b$12$YwLVaXVRiKPTZ8LGS3ztPeuhBVsh9A2Epfkb89IspqrRA3KjeTYxz,80.2,225.75,22.8,24.8,4914.94,1243,2022-11-15 16:59:26,264.6,33.163027,75.0,91.9,4627912,ValueMax,54.74%,7.3202,XML,Hon.,27.6,117.474195,0.81%,1.36,350.1,6919.53,"$711,849,565",112,43792.6,84.0,batch_size=327,471541047,amount,2595,HOLD-2025-818,1.34,m,29.049528,30.8,804.2,12756,55807,184.3,false,indefinite,63.6,High,66.1,511.76,application/pdf,IoT,-10.460763,65.6,584.84,GG3061,3438,35022,tenant-030,85.02,6.9,mary.wright,HOLD-2020-617,5939778,2025-02-02T17:44:57Z,21.56%,Konnichiwa,DGWGS2L6W,111.2,patricia.lewis,EMP16090,74038.2,MX,249.6,255.3,816.1,approved,2,1777,76.37,8188.91,"$936,271,901",78.48,6929.2,7.3,97.6808,317.27,Competitor Meridian Health launched FlexPay Platform,JST,76450,97261,5356.65,date = 'prod',12.76,NanoCore SDK,3
48.05,619.4,Clothing,44864.1,242000693,-39.9,8819394076035,8864.18,2472,5043-8719,$2b$12$EGqyASRZoVWkBl0fPb4vHdmx58HbKW3wcEG2LL2Bj6b9lgY7WEEkg,110.4,129.03,-15.5,52.9,1475.7,7524,2023-12-15 00:47:48,291.3,78.206739,21.9,1412.3,1920920,SmartChoice,78.43%,3.8696,CSV,Prof.,94.6,44.994473,4.03%,8.65,169.9,699.34,"$786,150,162",77,80176.9,92.1,timeout_ms=682,104280926,status,5934,HOLD-2024-910,3.73,ft,84.333958,87.1,961.38,74055,43698,932.5,false,indefinite,120.8,Low,91.4,464.74,application/xml,Desktop,-1.925561,112.5,885.69,ZR4970,1071,78232,tenant-025,82.93,77.9,harper.smith,HOLD-2026-722,8693979,2021-04-21T12:36:17Z,25.64%,Hola,GVBSOTGYC,38.3,patricia.jackson,EMP91096,71125.8,AU,47.42,96.7,26361.9,needs-review,44,915,23.24,5289.3,"$709,280,677",62.34,88713.9,88.1,95.0904,172.64,Competitor Quantum Dynamics launched VaultKeeper,Europe/London,55264,40288,8231.63,type IN 'active',2.33,AuditTrail Plus,43
63.7,306.6,Hardware,6945.9,323601572,11.7,6830460306728,1363.59,5637,8473-2850,$2b$12$5OfkfWmn0gniRugjXxcBCc7NsruVlLVjTxJJhe58owO2QUq3usgen,327.8,47.9,30.1,89.8,9968.22,7250,2020-05-21 06:19:51,146.5,-47.296118,81.6,1882.8,5211931,TechBrand,57.15%,7.6021,Parquet,Prof.,77.4,-123.220651,7.33%,1.8,377.1,1323.44,"$676,433,090",72,36083.2,89.4,pool_size=272,747942537,created_at,6265,HOLD-2021-608,6.59,L,74.931215,0.4,266.24,6418,66648,958.0,false,indefinite,109.8,High,78.5,225.7,application/xml,Wearable,-9.708131,280.2,357.14,MT4829,2237,64508,tenant-022,35.12,86.7,david.taylor,HOLD-2025-380,3055864,2021-10-08 09:55:13,23.05%,Konnichiwa,P49VVRD9Z,93.2,richard.harris,EMP20744,64069.6,DE,649.67,21.4,22030.0,high-priority,105,5322,8.03,9681.83,"$273,067,443",39.15,42895.7,98.6,98.6644,271.33,Competitor Catalyst Ventures launched AuditTrail Plus,Europe/London,86408,31244,286.15,date > '2024',7.96,VaultKeeper,14
92.24,1534.9,Electronics,38055.9,720956352,-14.0,3828253557316,9067.95,6998,1046-5953,$2b$12$lXalOE5VKMAZNGzJ0AoLcq53gWq6rykMSqqA7yjVOLylAeuyZGrdz,44.6,176.97,2.7,89.6,7862.59,5855,2018-06-21 20:09:56,110.1,-26.068505,15.0,1208.1,2648804,EcoLine,3.55%,0.518,Avro,Rev.,27.2,-19.827779,76.09%,3.65,141.0,7731.39,"$933,155,119",48,61659.6,25.8,batch_size=854,706025117,status,2300,HOLD-2024-448,9.77,m,-110.121197,127.4,427.74,28014,1225,1636.4,true,indefinite,5.9,Negligible,38.1,562.32,application/xml,Wearable,-75.392227,98.5,299.38,HB6678,1596,79615,tenant-019,56.92,97.7,ethan.martin,HOLD-2023-771,5996029,2018-10-27T13:33:00Z,36.11%,Guten Tag,57KQ7FVX1,99.4,susan.wright,EMP96296,96206.7,GB,703.96,140.6,48690.4,experimental,106,2996,79.94,4687.41,"$779,417,651",87.5,41088.3,93.4,98.4765,870.88,Competitor Beacon Analytics launched NanoCore SDK,CET,84674,23916,2445.02,type IN 'active',10.17,DataSync 3000,61
66.83,171.5,Software,27379.4,691218155,18.1,2222918691428,451.81,8601,3254-2664,$2b$12$2LegHDsIEbWRoqmTCElpkozPnYHuOOPVxvu311uACtJljaOeNNBMO,103.4,28.47,10.1,78.9,6791.27,3219,2023-07-15T13:38:41Z,202.5,-165.525877,0.3,168.5,2300275,TechBrand,97.72%,8.0211,Avro,Mr.,24.2,133.523699,44.4%,6.01,21.5,8110.83,"$275,495,243",61,29504.0,39.7,pool_size=381,206847015,id,9939,HOLD-2022-858,6.87,L,-88.456005,21.0,642.8,70993,73099,662.9,false,7 years,98.1,Medium,84.6,145.33,application/xml,IoT,-29.247582,65.3,476.48,JH9381,114,75415,tenant-034,1.94,77.0,aiden.jackson,HOLD-2021-829,492156,2021-11-12 01:28:47,65.53%,Hola,YMF3U9TQC,63.9,olivia.miller,EMP79043,54707.1,MX,633.47,174.7,34945.3,approved,106,5361,41.97,5468.21,"$464,542,397",60.04,43996.8,2.7,95.2189,852.64,Competitor Alpine Systems launched VaultKeeper,America/New_York,74508,DP4 9RW,4556.24,status < 'prod',5.41,FlexPay Platform,66
97.73,296.0,Clothing,1955.7,447062095,40.1,3313685411509,7036.28,4116,3449-3140,$2b$12$YqQzotUTAxCbfAful6U1e8NJ2kBPbMVRb9aw3EVvwdYZJHM6upstq,369.6,196.24,-19.2,12.4,7891.52,4904,2018-08-11T16:36:41Z,204.9,117.394262,81.4,1237.5,8161463,ProSeries,17.54%,9.2639,Parquet,Rev.,72.5,-177.163959,60.95%,9.98,6.1,8411.19,"$858,389,517",0,1611.6,70.0,max_retries=75,263649414,status,7298,HOLD-2021-395,9.5,m,-179.518845,108.2,416.65,78582,30270,855.8,false,7 days,111.6,High,22.5,266.4,application/json,Desktop,43.812005,41.3,454.91,JZ4606,2795,30582,tenant-026,77.34,36.9,michael.martinez,HOLD-2025-706,2116643,2023-11-20T06:59:24Z,91.3%,Hola,C37QBFLSN,22.7,sophia.martin,EMP94451,77097.8,CA,890.45,286.3,5145.1,deprecated,107,7672,62.76,1509.54,"$317,453,202",62.36,87883.9,83.4,97.945,962.77,Competitor DataCraft Inc launched DataSync 3000,America/New_York,70711,57118,7081.64,type > 'prod',5.19,StreamLine ERP,66
61.91,1286.5,Clothing,2723.0,388597588,-22.9,1809628468487,4047.11,3595,8866-3059,$2b$12$8LUzVbEpPRfNdXUkXsh4PnVVWRQQGJVi6DcvEodbtgWDMPRg9fhGZ,66.2,1.08,30.3,74.9,2716.56,4344,2023-01-16 06:37:41,64.4,156.118524,49.1,861.5,8179915,TechBrand,18.98%,6.5899,Parquet,Prof.,49.0,-61.87445,57.14%,6.77,235.6,398.93,"$734,139,808",11,546.4,89.8,pool_size=438,144997311,amount,8265,HOLD-2021-361,5.93,L,-22.557062,35.0,764.51,79685,99211,535.5,false,7 years,126.0,Medium,75.5,324.39,image/png,Mobile,75.227596,205.1,138.03,AQ7482,5448,5100,tenant-031,68.62,58.6,jennifer.anderson,HOLD-2025-967,7918908,2021-08-05 15:57:33,1.73%,Hola,86MEI3JO4,7.1,anna.taylor,EMP20105,73073.0,IN,600.66,106.6,35271.9,needs-review,18,7764,99.34,1437.8,"$533,480,776",3.59,71389.4,97.8,99.3589,159.53,Competitor Catalyst Ventures launched Widget Pro,UTC,76879,96641,9175.78,type < 'active',11.6,StreamLine ERP,110
41.26,1860.4,Food,29450.4,631389897,10.7,8799952499923,9328.75,7173,6887-9006,$2b$12$6bN3WE1mxwbK1UZ3LO3av2Q7stzWA8xru9pzXRqmMNXAbPYBAKZVO,457.0,38.48,-15.0,25.3,3120.08,4942,2022-05-22 22:45:12,14.4,-95.948509,48.8,854.6,5799751,ProSeries,97.73%,2.0514,JSON,Mr.,83.3,173.587622,22.74%,3.78,418.6,3386.37,"$483,964,492",73,8059.0,67.5,max_retries=62,895671037,type,5163,HOLD-2025-772,6.63,m,-17.55339,98.1,619.25,55407,84969,1991.0,false,indefinite,15.9,Negligible,19.6,934.44,text/html,Desktop,-9.450424,184.9,513.2,GA1028,7980,68870,tenant-001,1.87,93.3,robert.white,HOLD-2021-731,9353645,2023-10-12T19:34:41Z,72.01%,Namaste,KBTUZDNSD,7.9,robert.white,EMP70017,81615.7,DE,700.08,188.2,13771.1,stable,97,5884,4.14,1620.43,"$321,882,948",48.53,38938.3,67.0,99.6299,681.12,Competitor Catalyst Ventures launched StreamLine ERP,Europe/London,75750,90028,9039.84,date < 'prod',6.11,AuditTrail Plus,9
50.93,1394.5,Food,34799.0,937209253,36.1,6801620063281,5266.81,6267,9371-9479,$2b$12$Db2mZJKWwy992fmcMggI6dmLIzKd4SdzPnxnkLRr4BnScrUBHqUvk,418.9,156.87,-33.4,16.5,2673.65,5450,2025-11-09T10:20:21Z,123.1,-13.595649,22.4,1842.4,8549796,ValueMax,18.26%,3.3487,CSV,Rev.,1.8,-118.484634,70.14%,10.21,377.3,9155.99,"$755,250,411",110,70439.9,1.5,max_retries=387,204593057,name,7565,HOLD-2025-899,4.59,kg,165.671428,14.2,970.64,53973,79475,912.3,false,30 days,74.3,Critical,93.2,984.3,text/csv,Mobile,84.473614,17.4,845.4,MJ5672,3981,34295,tenant-001,89.67,45.4,olivia.anderson,HOLD-2021-929,1435833,2024-12-13T05:27:40Z,60.54%,Hola,9QEKWLJVQ,0.1,mary.moore,EMP82116,93824.6,BR,606.74,122.9,5988.8,experimental,64,7993,54.79,8492.6,"$163,886,603",14.18,13661.9,42.4,96.5765,158.87,Competitor Quantum Dynamics launched AuditTrail Plus,CET,20180,JK4 6PN,1216.79,date != 'prod',12.03,SmartHub X1,36
89.6,381.1,Services,39618.3,464669912,-39.5,0281124886423,4941.22,3769,3280-5804,$2b$12$4B4W2VCgBG0uhAHO4ivFRycasgYEqKoLYGoePNrYLYJiftNnonXci,17.8,176.5,36.6,51.4,2343.41,5051,2020-02-22T17:39:49Z,74.8,111.735892,60.4,226.3,2989389,SmartChoice,46.32%,2.3722,YAML,Prof.,64.8,114.328275,41.42%,10.12,329.4,8371.65,"$734,192,451",78,32458.0,65.3,max_retries=251,228988101,amount,5179,HOLD-2023-912,6.81,°C,-65.428411,112.1,587.07,36903,83562,1039.4,false,indefinite,83.9,Critical,32.8,317.39,text/csv,IoT,-66.523802,106.9,104.36,PG6861,3747,1976,tenant-010,21.97,7.5,oliver.jackson,HOLD-2023-357,4176949,2025-09-12T03:45:58Z,27.15%,Bonjour,QAU5XTPL1,37.6,jessica.davis,EMP26965,2669.1,IN,168.41,106.6,8706.8,needs-review,38,4299,43.77,5844.11,"$167,431,444",19.4,43147.8,70.0,98.9823,638.66,Competitor Global Solutions launched SmartHub X1,America/New_York,36909,76338,7800.37,date < 'active',13.44,CloudGuard,50
20.24,1021.7,Hardware,42376.4,431315777,49.3,6331525027750,4544.52,7995,9455-1904,$2b$12$enSUtn6t0XqpwxE9wikrdFgcPlLL3qEiE7pubKR8ZcpuuhZb1I3i0,16.6,320.66,9.3,90.6,7555.86,1248,2020-08-14 09:13:19,160.3,3.523075,23.7,1022.2,4735792,TechBrand,61.22%,6.9756,CSV,Dr.,64.8,-37.613326,61.64%,5.43,331.6,8399.1,"$133,216,952",64,65364.4,26.0,batch_size=149,115644032,amount,9965,HOLD-2022-476,6.71,kg,-164.77806,41.6,929.78,62184,93971,102.9,false,7 years,16.8,Critical,89.5,843.05,application/xml,Wearable,82.975944,234.7,499.02,AZ9683,6632,28548,tenant-046,31.62,51.5,susan.garcia,HOLD-2021-302,2709472,2025-10-21T04:00:37Z,66.92%,Guten Tag,D171F0BMR,11.3,jennifer.williams,EMP86740,99806.4,US,538.54,105.2,125.0,deprecated,33,1207,1.67,9843.43,"$711,723,312",86.33,30338.4,98.7,98.2348,722.65,Competitor Acme Corp launched StreamLine ERP,JST,66782,PS3 9AE,6360.12,type < '2024',12.35,Widget Pro,4
37.07,973.4,Services,45905.6,382832815,41.9,7721037073571,7117.88,4784,7690-9468,$2b$12$Mgf8CxGLWwLgZgn9WJETAShKLv8CDHGcnqPtCUsN19wflaBR82r0D,29.8,36.83,-10.0,7.1,1803.73,7761,2020-11-02T23:11:00Z,197.9,78.150009,53.5,1177.6,8431904,TechBrand,60.64%,3.6316,YAML,Mr.,89.2,97.607378,23.19%,13.9,210.4,5698.47,"$836,187,369",42,68010.1,42.3,max_retries=904,246388364,created_at,5225,HOLD-2024-889,1.53,lb,-17.943487,8.1,874.68,54185,31193,228.0,true,7 days,104.2,Negligible,48.0,612.2,image/png,Smart TV,-4.933302,90.8,259.06,GS4268,422,68096,tenant-041,82.19,80.5,sophia.thomas,HOLD-2025-188,8035525,2021-09-25T17:49:20Z,35.75%,Konnichiwa,EJD1EJY41,42.5,sarah.king,EMP65361,46985.8,AU,973.77,74.6,49398.5,approved,28,1980,47.3,2035.62,"$832,071,932",58.1,95035.1,94.1,99.1554,665.46,Competitor Global Solutions launched Widget Pro,CET,74071,47972,3438.23,date = 'prod',13.27,DataSync 3000,103
50.6,1620.7,Electronics,9826.9,539890585,38.7,3542969748218,6174.96,3816,3040-5093,$2b$12$kzgPpYUaNItjRl3IBPpodq3K5AW4fR8S3LpSsGmB8sldRNW8SbojI,281.3,104.17,33.7,75.0,6346.1,7504,2022-09-18T02:07:05Z,165.7,-95.221535,39.0,1869.8,5540738,SmartChoice,16.25%,7.9067,YAML,Ms.,98.6,150.817608,50.37%,5.35,60.1,4297.44,"$738,977,056",54,23277.6,10.5,pool_size=200,809913739,amount,6502,HOLD-2021-989,1.43,°F,-101.410603,121.2,428.65,37084,80002,1439.5,false,indefinite,49.6,Negligible,25.6,709.5,text/html,Smart TV,-73.510115,196.6,442.26,GU1036,6971,79562,tenant-047,72.65,27.9,michael.thomas,HOLD-2023-507,7358113,2024-03-18T22:23:30Z,45.82%,Bonjour,OWPL1ZQDU,88.6,mason.martinez,EMP38688,61145.8,IN,238.97,270.6,19625.7,needs-review,90,2091,60.14,8225.75,"$723,524,355",44.84,30187.7,49.5,95.7314,632.03,Competitor Vertex Technologies launched DataSync 3000,CET,95906,MF5 5DW,1100.2,date IN '2024',5.14,AuditTrail Plus,77
76.69,1909.4,Food,7089.8,562608983,-0.2,6588289868459,813.7,7027,2789-9145,$2b$12$ZnGAdpoA15Wu3JUTgjXgnwgFE8FLSxWPhQjlKgqCUmK2CzJqiVfn8,161.2,292.22,29.9,60.2,78.85,4808,2024-05-28T08:50:35Z,173.4,-14.93105,76.3,760.4,6143543,TechBrand,67.75%,4.8309,XML,Ms.,51.8,-108.370545,70.0%,4.99,458.7,1960.83,"$486,581,272",119,45217.0,59.4,pool_size=375,672471719,amount,1538,HOLD-2026-706,9.13,lb,169.865533,80.4,763.32,9105,54643,1243.1,false,7 days,11.4,Critical,54.8,655.25,application/xml,Tablet,45.212028,146.1,919.37,KZ8745,58,22612,tenant-008,79.93,73.4,ethan.walker,HOLD-2020-996,5773985,2020-05-20T20:36:51Z,76.43%,Konnichiwa,8PHHZL3PU,52.6,harper.brown,EMP32683,17030.0,CA,807.47,155.4,48106.6,high-priority,86,7421,80.93,4828.75,"$950,802,369",32.54,6710.7,52.9,98.2293,141.62,Competitor Vertex Technologies launched Widget Pro,EST,5273,FQ2 5DO,6424.49,date = '2024',6.66,Sentinel Monitor,116
74.04,1539.5,Food,31614.4,430818486,6.6,9852125024175,5053.32,4509,3565-4246,$2b$12$E6sQIDUb7IEpELsdUdye54PhjNOaNAqd6utsOmZhgFar8XW0etMiL,478.2,99.75,0.1,78.0,317.86,192,2019-02-22 18:07:37,138.5,-169.862697,60.7,1901.1,1387194,SmartChoice,14.06%,8.0799,JSON,Mr.,26.3,-13.159251,37.19%,7.74,87.8,5565.56,"$474,149,778",83,39680.0,46.4,timeout_ms=114,657530372,type,1606,HOLD-2025-747,7.39,lb,77.758664,20.1,275.74,16648,13776,846.7,false,1 year,33.0,Medium,82.9,745.77,application/xml,Wearable,25.533974,136.2,35.6,EI3585,3406,53692,tenant-028,44.12,19.6,michael.young,HOLD-2026-318,7600796,2022-02-15T12:50:02Z,7.72%,Namaste,BCEHNSLT5,26.9,amy.anderson,EMP53430,23909.7,BR,719.43,100.8,4470.2,approved,110,6863,54.01,5416.27,"$168,577,606",9.34,59238.0,30.5,97.6638,251.71,Competitor Meridian Health launched DataSync 3000,UTC,97937,69006,7278.83,date < '2024',0.97,VaultKeeper,62
97.88,657.7,Hardware,48422.1,567037043,32.3,7325277598008,6563.05,4064,3088-5642,$2b$12$s3O4MLmNDy26krkRtOhY4qBCk4Aw7bCHTYCSHNWc3jigfJdsxvgAS,302.0,17.48,-10.1,62.2,3971.16,6657,2020-04-14T11:46:57Z,213.3,-61.5989,33.1,1139.7,152444,EcoLine,56.13%,1.9835,Parquet,Mrs.,92.2,16.708935,74.12%,10.0,252.1,4238.34,"$443,623,156",84,85740.5,19.9,max_retries=670,997800880,created_at,6071,HOLD-2024-790,3.57,L,-9.209532,58.2,908.17,20628,17481,285.2,true,30 days,50.8,Low,78.3,67.76,text/html,Wearable,37.268387,265.5,435.9,GC1147,3161,41054,tenant-031,52.97,37.4,harper.walker,HOLD-2025-627,2556944,2024-02-05T16:36:30Z,23.44%,Hola,O1M9FKAZQ,125.1,william.lewis,EMP63390,86024.2,DE,720.02,210.2,7147.9,approved,60,232,15.18,7512.43,"$227,851,871",11.97,64168.2,11.8,96.5376,312.63,Competitor Quantum Dynamics launched CloudGuard,America/New_York,472,16272,6243.19,type < '2024',4.64,CloudGuard,99
21.75,1882.7,Services,44739.6,176317418,47.5,7241514119748,3827.74,1229,6455-1213,$2b$12$3p50rxWGf0blV0VTTA31JO9HMuleGNH7uRxQmKji3RG9LWsCg0GMP,358.1,351.64,21.5,70.5,5038.92,7581,2026-12-23T20:33:13Z,201.5,-12.268813,3.1,1505.1,203353,TechBrand,60.16%,9.2738,YAML,Dr.,18.5,158.635164,50.3%,10.37,396.6,3782.38,"$660,893,200",42,36215.1,49.8,max_retries=759,919459710,name,8507,HOLD-2021-241,1.6,°C,-97.272823,68.4,10.1,33659,38169,709.6,false,indefinite,13.5,Medium,30.5,215.66,text/csv,Wearable,64.841705,197.6,668.34,BI7404,6141,32,tenant-018,62.99,40.6,patricia.davis,HOLD-2021-933,108137,2021-08-10T17:37:22Z,57.53%,Hola,84TEXZYHY,77.1,liam.williams,EMP99785,10592.0,FR,953.61,215.1,45671.1,experimental,65,1486,66.08,9005.18,"$570,826,023",11.09,76129.6,89.2,95.0509,269.84,Competitor Meridian Health launched NanoCore SDK,JST,35039,87583,4293.74,date IN '2024',4.17,Sentinel Monitor,117
10.48,1696.6,Clothing,23471.4,310385183,-1.4,0406697679178,7011.9,3240,7859-5778,$2b$12$ySSxpBa4pjETD5fK3DzsgWM4kmF2OpMwXhLWzFL9u2uzRORdjvcoM,227.2,245.03,-31.0,88.2,7144.69,7316,2020-05-10T21:09:30Z,119.6,-164.687995,85.9,480.9,9523703,ValueMax,50.46%,1.381,XML,Mr.,26.0,-116.215588,71.42%,7.78,232.7,4373.49,"$792,326,035",89,85278.7,20.9,batch_size=796,648045964,amount,6879,HOLD-2020-989,6.87,m,115.265495,82.9,458.11,69239,8052,779.7,true,7 days,71.3,Critical,42.7,709.51,application/json,Tablet,65.500032,190.7,305.7,JN2748,2409,72510,tenant-018,46.77,72.0,lucas.anderson,HOLD-2026-770,4569705,2025-05-14T04:02:02Z,7.52%,Guten Tag,U15ECXIOP,46.0,anna.young,EMP56381,35991.5,MX,79.23,125.2,31261.0,approved,95,1052,89.18,5793.75,"$606,031,797",24.87,38950.3,19.7,95.4621,508.25,Competitor Pioneer Software launched NanoCore SDK,PST,81237,59226,2878.71,status != '2024',0.74,FlexPay Platform,52
34.9,589.1,Food,2345.6,840256502,-11.6,0473625790684,6404.54,5592,3743-5855,$2b$12$bbnn1AJWn9kxDNYBMvbX0C36h5rRmsb0VNODnEyDueyuNhop40mKc,34.7,321.11,-11.4,6.8,1067.66,7429,2024-07-02 22:53:39,120.2,174.485923,14.2,1940.0,3766072,ValueMax,50.36%,7.7363,Avro,Mrs.,20.7,-113.285091,68.21%,3.23,300.4,557.73,"$196,273,719",1,90260.5,82.2,max_retries=48,305486425,created_at,2338,HOLD-2024-733,9.36,kg,-88.540342,21.9,434.11,66653,84106,1658.5,false,7 years,112.1,Critical,27.3,210.5,application/pdf,IoT,-6.422847,296.8,402.61,HO8513,4531,2987,tenant-029,65.8,12.4,jennifer.anderson,HOLD-2023-899,1931356,2019-04-07 10:29:02,42.57%,Hola,RG3WH3KEE,52.3,ethan.jackson,EMP84124,97188.7,IN,195.76,207.1,47197.3,approved,66,7830,2.23,9721.45,"$82,175,286",46.94,61956.8,21.0,97.3698,282.03,Competitor DataCraft Inc launched StreamLine ERP,UTC,12221,AK3 8SS,4009.79,date < 'active',9.16,Widget Pro,52
74.03,1241.9,Clothing,40235.4,214069209,33.2,4016257266127,47.99,4021,3862-1728,$2b$12$MgvetVvI1ZhzHZyEir6zh53GOnmbGoISrTTtyScoh9htQx2HUQUSg,143.6,123.96,2.0,97.5,2817.97,8011,2018-04-04 17:28:44,5.3,159.489509,0.1,957.6,7360632,ProSeries,80.92%,2.7444,YAML,Rev.,56.3,45.344063,2.35%,8.41,55.4,3961.54,"$450,755,814",48,99797.9,3.6,timeout_ms=138,819439494,type,8018,HOLD-2026-442,2.4,°C,40.103247,37.0,920.21,69228,22945,1345.4,false,7 years,72.9,High,28.3,264.02,application/json,Desktop,-78.620316,225.1,253.18,UA8215,5374,15307,tenant-046,59.06,51.0,oliver.jones,HOLD-2025-195,5758735,2020-08-03T06:09:03Z,82.6%,Guten Tag,D139ZIKAA,33.2,susan.walker,EMP94284,43797.7,AU,275.67,34.1,37470.1,experimental,17,2860,3.45,626.73,"$862,703,185",38.74,7794.5,15.3,97.4123,858.16,Competitor Pacific Research Group launched CloudGuard,EST,62746,73799,2051.95,type < 'active',13.05,Widget Pro,98
67.14,1593.2,Food,3505.3,320164540,0.9,3090299214506,3560.66,6452,3874-2345,$2b$12$1rCP9hiDrpUKvJklVofRxwNhsU29aAUM8Lk1N5zn7519bMzFmr4Xl,407.0,204.17,3.9,39.6,6815.64,7294,2024-03-04 14:20:28,42.8,-50.160053,78.4,14.3,4101766,SmartChoice,92.12%,1.5526,XML,Hon.,91.8,162.451644,83.25%,6.17,368.4,4402.34,"$501,135,680",85,97983.6,44.2,pool_size=765,244492291,created_at,6913,HOLD-2021-268,9.85,ft,107.018622,14.1,170.72,71881,90269,486.1,true,30 days,44.3,High,61.1,275.52,application/json,Smart TV,66.159102,266.3,334.01,KT6514,5030,80226,tenant-033,88.54,79.2,robert.williams,HOLD-2025-864,5739466,2024-09-19 06:17:29,77.58%,Namaste,BME4WRHRZ,79.0,william.young,EMP40109,81225.9,GB,782.16,77.7,4070.4,stable,109,1692,23.92,9984.56,"$112,827,628",61.34,77122.6,4.5,95.9767,948.19,Competitor Catalyst Ventures launched Widget Pro,JST,73310,RG1 4MK,6716.92,type != '2024',3.67,VaultKeeper,40
28.5,247.1,Software,42332.0,072004674,7.0,6515092976468,3417.76,947,5521-2245,$2b$12$5xK2UaGXbggzUr2LPpDAYk9YnGnf91hBWmfcnx8IdmSZ7QarLL6RY,357.9,59.26,-2.2,25.1,7057.72,2672,2026-07-21T02:18:52Z,260.7,-58.839441,7.7,731.4,1077147,ProSeries,68.85%,6.7505,Parquet,Mrs.,93.6,-149.382781,41.52%,7.1,26.8,2847.98,"$954,800,570",6,16687.5,32.6,pool_size=811,240502466,type,9573,HOLD-2025-578,8.88,°C,132.973901,81.6,600.4,33394,94841,817.1,false,30 days,103.4,Low,12.6,828.84,application/xml,Mobile,83.195653,209.3,598.35,DE1517,8210,39001,tenant-020,14.36,12.0,logan.garcia,HOLD-2026-557,9598577,2024-06-02T01:39:01Z,14.06%,Bonjour,6JEREJAX3,115.6,emily.martinez,EMP38110,86500.5,BR,190.77,101.3,45977.3,stable,12,1444,22.23,9775.67,"$24,295,500",97.43,39343.8,50.3,99.7281,644.75,Competitor Beacon Analytics launched Sentinel Monitor,CET,7220,WU9 5GK,2724.82,status < '2024',9.02,FlexPay Platform,116
