insurance_id_6,x_bil,p_294,val_520,rutrst65,equity,BANK_IDENTIFICATION_NUMBER,user_bank_account_number,kfgkgn18,ordinalPosition,cd_verification_value,yfhbk81,card_expiry_date_data,investment_account,investmentAccount,val_title,routing_number,lbkx12,v_209,confidenceInterval,yqtph69,paypal_acct,mapping,financial_forecast,etl_batch_id_6,col_inves,fraud_score_6,tenantIdentifier,channel,cryptoaddr,hcr34,magstripe,shipmethod,routingNumber,x_214,val_973,bank_account_number_v2,insurance_id,axpsk17,priceCost,field_388,ts,decimalFloat,col_700,salary,bin,NULLABLE_FLAG,apprvstat,raw_stock_rsu_grant,fraud_score_v2,cred_score,invest,column_field_nm,d_881,card_verification_value,credit_score_field,standard_deviation,p_insur,stock_rsu_grant_14,ahgfh10,dataFormat,stock_rsu_grant_raw,income,INSURANCE_ID,dim_budget_allocation,curname,PRICE_COST,REVENUE_SALES,col_wc,meta_804,credit_score,billingAccount,field_billi,measprice,issuer,fact_distance,rzrk29,c_767,cardVerificationValue,TRANSACTION_AMOUNT,meta_670,col_154,sbkh9,src_bank_identification_number,bonus_variable_pay_field,digital_object_identifier,bank_account_number,user_investment_account,role_job_title_raw,raw_api_key_token,longitude,attr_hhjw,investment_acct,bonus_variable_pay,creditScore,CARD_VERIFICATION_VALUE,PAYMENT_CARD_NUMBER,pctile,cardExpiryDate,v_739,ijr6,datatype,ROUTING_NUMBER,tnz42,rate,uzkumu60,FRAUD_SCORE,insid,src_salary_compensation
INS-156852,BILL-858396,INS-391630,4373,3840x2160,1399 shares @ $55.51,50176,247234425761,8497,884,884,341,02/25,INV-501116,INV-783192,Annual Review 2022,379455981,4419-3133-0442-5787,Anxiety,"[33.47, 68.37]",3701-6536-0124-7908,mary.martinez@gmail.com,field_a -> field_b,Q1 2025: $83M projected,batch-20231127-65,INV-189397,2.4,tenant-048,In-Store,0xc0bdce98334963f18f0899c6851735f19bf7a2d2,4169608982,%B8416183181623275^CLARK/MARY^3009,Same Day,190901279,08/30,9454.87,91735179,INS-305172,Black,8750.37,2447.87,2025-09-25 12:43:10,5402.3134,209,"$181,198",53360,YES,Pending,3076 shares @ $242.36,42.2,641,INV-348583,amount,Figure 16: Timeline,257,540,43.1663,INS-573596,1551 shares @ $97.2,1920x1080,CSV,4043 shares @ $204.43,"$138,631",INS-371379,"$4,622,402",Japanese Yen,7101.24,"$297,438",83925.40,INV-549927,368,BILL-610295,BILL-388011,2716.15,60115882,1088.4,"$2,259,041",5194-7519-0755-6876,291,66996.25,3.7,Parent,Pending,527612,"$13,287",10.6024/x185.16,16111334,INV-745614,Data Analyst,sk_SulRtSJLTecCsIWDgstPxNNrPmKlOp9P,-150.881562,96.1,INV-971333,"$30,798",726,005,4444-4618-4232-8786,91.16,05/24,36.0,%B3800316142101619^ANDERSON/LIAM^2902,FLOAT,313840005,11.3547,315.98,Euro,61.2,INS-521047,"$103,608"
INS-229312,BILL-830309,INS-830794,4393,1280x720,4244 shares @ $204.59,3712956,700695332537,8080,93,9568,417,06/29,INV-813870,INV-466711,Executive Review 2025,437241149,4894-0218-5781-9505,Depression,"[15.62, 78.87]",XXXX-XXXX-XXXX-9273,anna.martin@yahoo.com,field_a -> output,Q2 2026: $36M projected,batch-20230322-27,INV-317062,63.2,tenant-032,Social Media,0xda3c23c6865a57844c1bddc710f78f17cd72f859,2701011576,%B9441809665460236^MARTIN/MASON^2608,Express,761949044,02/24,5327.78,5595216195,INS-490173,White,6764.63,"$5,757.39",2020-10-17 14:09:21,1810.0324,8573,"$47,764",374077,YES,Rejected,4158 shares @ $372.31,39.1,447,INV-894280,status,Figure 5: Timeline,058,596,0.8771,INS-242534,325 shares @ $285.3,2560x1440,XML,1107 shares @ $126.0,"$110,375",INS-616565,"$789,587",British Pound,5740.6,"$2,584,915",64110.88,INV-688371,650,BILL-807039,BILL-144486,5297.35,48516,419.4,"$1,415,475",3757-9843-4273-9753,282,"$71,663.67",3.2,Peer,Approved,373574,"$10,451",10.3701/j558.34,47120268,INV-480109,Sales Rep,sk_aF6Ny2zypWNZ3OWVdW1lAAJAlP8rLF44,-73.67071,70.9,INV-130912,"$25,693",416,543,6011-6739-6526-8038,45.39,11/25,86.1,%B3218780476611331^WALKER/MARY^2501,VARCHAR,569534618,115.442,8387.72,British Pound,45.8,INS-115917,"$47,869"
INS-323458,BILL-622757,INS-311990,2248,1280x720,4486 shares @ $48.81,3798320,425763876859,8126,781,745,632,11/29,INV-647405,INV-863592,Executive Summary 2025,532113403,4197-6315-5770-8109,Hypertension,"[16.67, 63.68]",4300-3133-4440-4666,mary.walker@gmail.com,field_a -> field_b,Q4 2025: $64M projected,batch-20200615-71,INV-566034,97.8,tenant-021,In-Store,0xffda976a62cf8736fc21f6cf5d463075eb4e72dd,7822599517,%B4467788225484439^THOMPSON/JAMES^2403,Express,070788940,11/28,7082.07,61408737,INS-444622,White,9906.94,"$36,780.88",2022-05-17T10:52:36Z,5518.3335,9108,"$158,784",3744746,NO,Approved,2652 shares @ $164.38,46.4,369,INV-919860,type,Figure 16: Overview,527,652,34.7179,INS-108721,3825 shares @ $369.05,3840x2160,Parquet,3237 shares @ $54.31,"$126,945",INS-375434,"$4,033,744",Japanese Yen,9542.52,"$2,289,527","$18,983.34",INV-350085,795,BILL-190184,BILL-486636,7865.94,535472,3255.7,"$1,175,177",4665-5006-3779-2419,7927,76186.17,66.9,Parent,Pending,543468,"$3,375",10.9784/y866.3,180802291891,INV-795143,Designer,sk_Eyj2lGnpGdXhSwwwVIYn6Xa3TOxubNLW,-6.546187,43.6,INV-494342,"$38,774",600,436,3784-6428-8427-0024,70.28,01/27,86.5,%B8369213959425893^SMITH/JAMES^2412,TIMESTAMP,144173988,148.9789,2177.43,British Pound,48.8,INS-737901,"$123,855"
INS-301487,BILL-941061,INS-490042,9029,3840x2160,3022 shares @ $483.27,3715012,3347308442,9230,762,513,417,04/30,INV-807355,INV-877523,Executive Summary 2023,527012598,5345-8941-1013-7753,Asthma,"[28.77, 60.3]",XXXX-XXXX-XXXX-2477,noah.jones@yahoo.com,source_col -> field_b,Q3 2026: $15M projected,batch-20201022-15,INV-894227,33.1,tenant-012,Chat,0x9ddfb5c4acc0d22c5a10459dc646796db89e645d,990692784801,%B7316987017017476^SMITH/RICHARD^2701,Overnight,655070624,09/26,4017.1,9668438018,INS-797459,Asian,9111.03,"$69,817.14",2023-06-03 08:12:19,544.6503,823,"$172,652",601174037,NO,In Review,2137 shares @ $363.31,50.6,628,INV-236257,name,Figure 6: Timeline,158,741,16.0112,INS-741950,1419 shares @ $255.39,2560x1440,Avro,4196 shares @ $68.2,"$144,504",INS-370025,"$625,909",Euro,384.23,"$6,289,937","$40,150.86",INV-796060,412,BILL-554507,BILL-340283,1292.93,60110580,6033.9,"$7,742,045",3720-8478-7398-7674,472,29357.35,15.3,Parent,Pending,54732,"$43,956",10.9656/k634.27,10083758,INV-719300,Software Engineer,sk_rNaoEq1X8YmN3VdStzdxDgrAyJSatjq0,136.182022,35.0,INV-436968,"$43,222",786,1927,XXXX-XXXX-XXXX-7593,49.66,10/28,81.5,%B9729976951274213^TAYLOR/ETHAN^2505,JSON,687581420,27.0665,6551.07,Euro,55.7,INS-338678,"$123,605"
INS-490419,BILL-340791,INS-254359,4778,3840x2160,3722 shares @ $404.57,372165,1025813665,4664,88,6365,824,01/30,INV-892197,INV-743634,Annual Review 2021,067147650,4669-2103-8746-3688,Type 2 Diabetes,"[34.4, 99.25]",5914-5663-8612-1682,patricia.williams@yahoo.com,source_col -> target_col,Q2 2026: $8M projected,batch-20180510-62,INV-682071,87.7,tenant-019,Phone,0x2935edb2d007d66cec9507628e66ee4cbb1a132c,3546889013,%B3442219408826916^JACKSON/PATRICIA^2602,Standard,453724843,02/27,4046.67,966346531226,INS-934050,Hispanic,38.93,74207.77,2025-01-23T15:33:47Z,-611.5581,559,"$99,950",370980,YES,Approved,1071 shares @ $283.66,8.2,783,INV-487372,amount,Figure 4: Timeline,139,441,33.4586,INS-870981,4749 shares @ $26.0,2560x1440,YAML,789 shares @ $218.31,"$223,603",INS-433018,"$1,621,000",Euro,952.95,"$8,886,771","$95,286.11",INV-249270,562,BILL-659009,BILL-637661,3280.32,601103187,8394.3,"$3,251,293",XXXX-XXXX-XXXX-3187,243,53264.17,30.6,Peer,Rejected,49362,"$21,428",10.9333/a990.46,9357525605,INV-264722,Sales Rep,sk_kZ5VeiDMHH2iglxIbim1ZMj1DnQzdBZ1,70.195543,14.2,INV-680548,"$6,911",436,7776,6011-9283-7570-5261,75.36,09/24,69.7,%B5743514659813717^KING/EMILY^2605,JSON,369613263,107.3248,3618.24,US Dollar,58.4,INS-355378,"$110,455"
INS-260749,BILL-261204,INS-299071,117,1920x1080,4774 shares @ $407.14,40351,742503238549,4825,745,203,606,06/28,INV-980371,INV-725242,Annual Review 2024,774278619,4008-1816-5325-1154,Migraine,"[31.43, 79.43]",6011-7993-5288-7897,michael.anderson@outlook.com,field_a -> field_b,Q3 2024: $92M projected,batch-20181015-31,INV-724714,2.0,tenant-050,Social Media,0x2532aa803a056fa754d77ac0d4b1cc5ed50b2e79,67398602,%B7851276590182640^DAVIS/MICHAEL^2804,Express,185995772,01/25,1717.61,7408657881,INS-788047,Other,3130.4,16798.40,2018-11-14 05:54:23,4797.3119,897,"$236,116",60110101,NO,In Review,4453 shares @ $327.21,47.1,465,INV-644577,amount,Figure 11: Distribution,533,353,12.27,INS-645195,3500 shares @ $268.67,3840x2160,JSON,2435 shares @ $135.98,"$147,708",INS-540259,"$1,107,780",Euro,7009.17,"$6,702,877","$22,699.45",INV-723450,586,BILL-222838,BILL-659441,2768.23,374936,6447.3,"$9,582,202",5037-5313-7088-6536,581,"$87,540.58",41.5,Parent,Approved,52179,"$31,124",10.6377/p869.19,97541093,INV-120137,Sales Rep,sk_OL13eTldJxpOD9E7uJOULyrPzWlZFLBd,51.192392,16.9,INV-582756,"$40,200",652,2097,5710-3494-2709-7625,42.65,01/25,70.3,%B9919324799073517^RODRIGUEZ/LOGAN^2502,TEXT,284961376,15.08,6948.96,US Dollar,96.8,INS-917040,"$81,436"
INS-988327,BILL-315069,INS-876350,5640,1920x1080,3222 shares @ $144.42,562979,2222869985,8884,64,1588,421,10/25,INV-472662,INV-874504,Technical Review 2023,991484341,5391-3973-7745-7488,Anxiety,"[36.58, 62.12]",XXXX-XXXX-XXXX-4719,robert.moore@yahoo.com,source_col -> target_col,Q4 2027: $8M projected,batch-20250404-05,INV-137392,92.0,tenant-035,Mobile,0xdaf6338f282c8a8f080b6330d7867ce1476f8f4b,5146508055,%B0420119033578230^RODRIGUEZ/JESSICA^2611,Economy,535203605,06/28,2104.52,2129279280,INS-608825,Asian,2821.26,"$48,934.78",2026-07-05T05:47:45Z,6368.1917,628,"$213,396",601179514,YES,In Review,1010 shares @ $269.96,91.9,753,INV-854262,type,Figure 14: Timeline,178,841,33.0045,INS-667939,1667 shares @ $84.59,1920x1080,YAML,2717 shares @ $322.12,"$180,499",INS-741813,"$4,235,922",US Dollar,173.8,"$8,293,640",75712.00,INV-245765,582,BILL-108280,BILL-903986,5997.87,60116455,8683.0,"$5,896,419",4249-7124-3116-5505,5051,65515.27,11.8,Manager,Approved,377883,"$44,133",10.8838/o632.29,5764995270,INV-291062,Product Manager,sk_CoVl77AzSDPSAyL1bZlH3kjqnTmA8H1u,-15.026331,86.2,INV-313772,"$18,325",589,287,4290-2301-2053-4961,77.35,03/25,99.6,%B7714530863233574^LEE/ELIZABETH^2605,VARCHAR,947498764,94.2444,9140.54,Japanese Yen,72.0,INS-513101,"$163,355"
INS-756943,BILL-250722,INS-701535,7350,2560x1440,1637 shares @ $235.02,601176017,4548413293,2167,397,155,760,04/29,INV-625405,INV-665175,Executive Review 2023,215718162,XXXX-XXXX-XXXX-1920,Asthma,"[2.3, 67.35]",XXXX-XXXX-XXXX-3252,jennifer.thompson@gmail.com,input -> field_b,Q2 2025: $15M projected,batch-20200302-92,INV-413688,23.3,tenant-012,Chat,0x67a800b7d14da680c5dcfaff6617edd65662700a,5031730513,%B0649593926776653^WHITE/HARPER^2712,Standard,961917457,02/25,8225.99,842699451732,INS-184424,Hispanic,4425.92,"$78,230.16",2021-04-21 04:33:39,7144.7972,5711,"$148,311",47516,false,Pending,4196 shares @ $325.37,56.3,562,INV-149607,email,Figure 20: Distribution,374,708,18.2018,INS-589297,1171 shares @ $125.32,1280x720,YAML,2304 shares @ $116.7,"$56,927",INS-433966,"$4,863,662",Japanese Yen,1772.52,"$2,753,329","$82,602.61",INV-224970,650,BILL-625456,BILL-205023,7468.56,60117004,9476.0,"$7,109,982",6011-6708-2984-1676,907,"$85,304.59",28.1,Spouse,Rejected,47480,"$7,884",10.6417/x699.13,0368221776,INV-348272,Designer,sk_jrEQdkBtR1eFKaLCJOImwTM4ZTS2d8Bv,7.966179,62.8,INV-265503,"$15,020",344,406,XXXX-XXXX-XXXX-1335,53.24,10/26,25.8,%B6773493441265590^ROBINSON/HARPER^2710,INTEGER,892117349,42.2346,7460.73,Swiss Franc,90.4,INS-849510,"$72,968"
INS-902195,BILL-548480,INS-142215,609,1920x1080,153 shares @ $485.52,543895,69018787,4018,935,9224,511,05/25,INV-242745,INV-209579,Technical Analysis 2020,890443445,XXXX-XXXX-XXXX-1100,Migraine,"[3.19, 93.22]",3715-8785-0126-3480,jessica.johnson@yahoo.com,source_col -> field_b,Q1 2024: $44M projected,batch-20190321-93,INV-861029,34.3,tenant-004,Chat,0x73a6bf4581a2ed37cc1d23db420e75f160f3fb1a,36479801,%B5067201591882242^TAYLOR/OLIVIA^2511,Express,751834234,05/28,4407.73,737173297517,INS-522900,Other,2975.33,"$3,800.44",2025-01-01T01:05:27Z,-983.005,786,"$49,828",41412,false,Pending,3368 shares @ $115.68,31.4,498,INV-696852,amount,Figure 6: Comparison,991,762,18.7648,INS-518135,972 shares @ $33.31,2560x1440,YAML,1571 shares @ $453.52,"$175,203",INS-456621,"$4,476,143",Euro,2356.02,"$2,446,682","$15,301.34",INV-907222,480,BILL-455242,BILL-174621,6727.55,3738273,4764.6,"$2,515,297",6011-3400-5855-3556,8801,"$21,149.14",43.6,Parent,In Review,601129505,"$37,778",10.3525/u925.30,16434108,INV-976692,Data Analyst,sk_P3uI9UcXHCOMrdFpXYMu6C7dzDIm7vIm,-152.297344,52.8,INV-933381,"$42,785",363,6585,6011-3370-7534-9523,17.41,06/27,45.1,%B8384970140202323^HARRIS/LUCAS^2602,INTEGER,247760699,112.6526,305.56,US Dollar,31.1,INS-149431,"$45,854"
INS-733706,BILL-710540,INS-443047,4786,1280x720,715 shares @ $211.88,372887,7107041778,348,486,1907,496,12/24,INV-756290,INV-332300,Technical Analysis 2024,298547966,4208-7355-5807-6103,Arthritis,"[26.26, 74.82]",6011-3645-8901-0265,sarah.martin@gmail.com,field_a -> output,Q2 2025: $20M projected,batch-20240529-23,INV-634250,84.4,tenant-026,Social Media,0x2cfe47f67bfae70ec4869e8d39a5cc4632e75356,62432731,%B1848097620169373^KING/AIDEN^2710,Freight,615089948,08/27,9412.49,2998831376,INS-593525,Asian,4389.71,"$87,740.56",2026-02-11T07:35:51Z,7281.5902,052,"$77,947",3778125,false,Rejected,2211 shares @ $133.32,54.3,753,INV-740015,email,Figure 16: Distribution,8583,445,42.1095,INS-728311,1129 shares @ $293.55,1280x720,Parquet,2679 shares @ $251.55,"$233,229",INS-464816,"$1,849,782",British Pound,8051.06,"$6,246,410","$15,878.81",INV-406613,597,BILL-384734,BILL-569277,2731.86,45609,9205.0,"$6,081,984",5870-9952-2655-4912,9329,"$80,703.87",90.1,Peer,Approved,53369,"$9,945",10.7584/k606.31,22600451,INV-729579,VP Engineering,sk_zVia6hJR8ptDWqj24W6VlRtpD6yRSCf6,-177.87314,92.3,INV-688985,"$30,635",584,2892,4252-5474-2463-9532,44.6,06/28,77.6,%B0696185432111407^DAVIS/PATRICIA^2702,JSON,506831896,56.2765,5695.06,Swiss Franc,1.2,INS-439491,"$84,413"
INS-843101,BILL-418568,INS-393946,406,1280x720,2215 shares @ $448.1,370533,4571868846,271,212,877,808,12/30,INV-640216,INV-404287,Quarterly Summary 2024,570817887,3763-5684-5525-9917,Asthma,"[34.18, 62.84]",5832-5345-3173-0731,jennifer.moore@yahoo.com,source_col -> output,Q1 2027: $26M projected,batch-20231110-84,INV-703355,82.2,tenant-010,Email,0xca40aa10637589e2bb7f1f6a7d7f80f7082b977c,49363117,%B3816983307473132^LEE/AMY^2410,Economy,773495304,11/27,7021.49,26612315,INS-619544,Asian,623.51,83264.09,2018-11-03T11:12:44Z,1866.1272,2381,"$199,552",372257,true,In Review,3835 shares @ $419.44,59.1,820,INV-393245,created_at,Figure 8: Timeline,3325,668,9.521,INS-927809,4087 shares @ $409.29,2560x1440,JSON,4755 shares @ $128.07,"$43,278",INS-262958,"$2,101,217",British Pound,5996.28,"$8,541,006","$25,692.74",INV-105469,341,BILL-630104,BILL-388803,6509.67,49724,3563.8,"$8,263,107",3749-1392-3600-2781,715,21559.77,45.5,Sibling,Rejected,57720,"$17,003",10.4891/y583.48,2686213272,INV-795765,Data Analyst,sk_EOxvoOypGuXZWrCqO5KGZQSodpa5Hfw9,-97.46012,71.1,INV-997020,"$45,574",407,7965,XXXX-XXXX-XXXX-5453,83.1,09/28,1.3,%B4022117587483462^ROBINSON/EMMA^3002,FLOAT,806214048,10.4301,4786.56,Japanese Yen,62.1,INS-231628,"$215,324"
INS-318111,BILL-660830,INS-434059,8565,2560x1440,1080 shares @ $145.38,601126919,886292160309,995,113,4905,442,02/28,INV-770212,INV-924040,Annual Report 2026,790278025,6011-8316-8354-0264,Asthma,"[26.3, 70.78]",5464-6026-4261-8438,sophia.thompson@yahoo.com,source_col -> target_col,Q2 2025: $57M projected,batch-20210922-61,INV-958038,36.2,tenant-021,Social Media,0x8958c6f14731f7586fa4fc4bfde11cc77db845aa,51548320,%B3786791795019385^MILLER/SUSAN^2508,Same Day,277310311,08/24,6953.33,8547784031,INS-811294,Black,969.42,"$42,969.05",2020-07-01T07:45:59Z,1157.2653,825,"$201,361",523479,false,Pending,4709 shares @ $281.45,18.7,408,INV-323732,name,Figure 1: Distribution,190,610,9.593,INS-824370,4340 shares @ $274.64,2560x1440,Parquet,3000 shares @ $89.17,"$41,225",INS-329164,"$3,461,679",British Pound,9378.05,"$8,359,083","$21,920.09",INV-906035,512,BILL-912067,BILL-181498,661.51,3702128,9426.0,"$1,571,243",XXXX-XXXX-XXXX-7924,5876,57519.14,6.8,Child,In Review,3710266,"$6,994",10.7648/n907.40,052805502586,INV-574913,Data Analyst,sk_3EdpsgzyJUNvs6sRApoAj3FEmv2W57OY,-96.196113,46.6,INV-568850,"$17,211",501,169,6011-6818-4483-8150,6.39,09/26,95.5,%B0183445467890448^GARCIA/JESSICA^2706,TEXT,474895512,66.8327,6980.42,British Pound,44.1,INS-856402,"$155,178"
INS-645201,BILL-303403,INS-882466,0594,2560x1440,1629 shares @ $136.86,601126128,8904800788,9932,29,307,319,11/29,INV-100039,INV-319565,Technical Analysis 2026,469020991,XXXX-XXXX-XXXX-0760,Hypertension,"[13.55, 90.37]",XXXX-XXXX-XXXX-0556,ethan.harris@yahoo.com,field_a -> target_col,Q4 2025: $28M projected,batch-20210315-65,INV-930378,94.9,tenant-041,Email,0x53c078611303aaaac9a5affba697e98382c427eb,280559023930,%B4893886005577345^YOUNG/HARPER^2410,Same Day,730983853,07/30,6339.73,14755336,INS-398444,White,2268.4,"$20,531.96",2022-11-25 14:08:22,1987.7574,794,"$184,312",3707494,YES,Approved,3841 shares @ $454.64,62.3,594,INV-800654,amount,Figure 13: Distribution,618,559,14.498,INS-407797,3686 shares @ $244.68,1920x1080,Avro,783 shares @ $254.73,"$166,505",INS-841270,"$1,005,236",Euro,6658.95,"$8,593,233",62864.29,INV-917000,399,BILL-655324,BILL-730579,6200.74,371141,7964.3,"$5,994,363",XXXX-XXXX-XXXX-0822,1691,"$63,223.74",94.5,Parent,Pending,3707699,"$33,034",10.4333/s476.5,52810581,INV-491266,Designer,sk_RSpRx6AuO4gRT1B5MmO79ap11YhTcgLR,54.131203,99.6,INV-628465,"$27,834",520,892,4253-3718-4558-8112,4.78,06/28,32.6,%B6875192061241032^ROBINSON/HARPER^3007,VARCHAR,433120821,60.2928,3142.84,British Pound,27.4,INS-603305,"$95,202"
INS-164782,BILL-329428,INS-555268,311,3840x2160,3794 shares @ $489.94,378615,10290736,323,983,6409,703,02/29,INV-517228,INV-726949,Technical Summary 2024,656685175,XXXX-XXXX-XXXX-8416,Type 2 Diabetes,"[7.39, 66.52]",4265-6009-7340-8432,jennifer.lewis@gmail.com,input -> field_b,Q2 2026: $43M projected,batch-20180323-72,INV-552897,54.0,tenant-020,Social Media,0xb3fdce607ec7ec649eeb4da86f11355f0f376c47,850921012703,%B3532759819426129^CLARK/OLIVER^2808,Same Day,113976093,10/27,48.36,63461307,INS-307783,Mixed,578.22,91509.57,2021-09-12 03:16:41,7101.0226,878,"$59,249",55884,true,Approved,2927 shares @ $163.68,98.3,511,INV-934312,amount,Figure 7: Timeline,365,814,44.2898,INS-369601,2701 shares @ $32.41,1280x720,XML,3878 shares @ $368.31,"$214,933",INS-715915,"$3,422,737",British Pound,4076.15,"$8,253,090","$98,939.59",INV-502108,743,BILL-903079,BILL-842599,8850.45,56536,3035.0,"$4,275,909",6011-3953-1584-3176,492,31084.36,81.4,Spouse,Approved,60114677,"$24,012",10.6034/p206.32,15321528,INV-556910,CTO,sk_T3JEG5j2lW3n0j8BxLU4fLnHL1RkQ2aq,87.749235,30.0,INV-860656,"$48,588",385,736,XXXX-XXXX-XXXX-0034,79.42,07/24,20.9,%B0608886362683908^SMITH/NOAH^2403,TIMESTAMP,779279165,123.6556,3875.46,Swiss Franc,42.0,INS-112892,"$232,244"
INS-194416,BILL-661504,INS-183232,7276,3840x2160,3379 shares @ $413.71,48388,44252489,8646,746,138,672,09/25,INV-420226,INV-554414,Executive Analysis 2024,942454009,3745-9756-7799-5569,Arthritis,"[33.01, 91.18]",3792-0498-6806-1287,john.jackson@gmail.com,field_a -> output,Q3 2024: $32M projected,batch-20260315-23,INV-317894,40.2,tenant-036,Email,0x8ae904f27991828160feb10fb2dd6cd6ae93103a,109629189781,%B5957633047000769^SMITH/EMILY^2609,Overnight,545016493,02/27,9265.11,732858088663,INS-177018,Hispanic,5682.84,46912.19,2018-06-10T23:56:30Z,-121.4224,427,"$57,540",479559,YES,Rejected,1807 shares @ $190.2,3.6,798,INV-365942,id,Figure 20: Overview,7230,440,10.1716,INS-150256,2494 shares @ $428.94,1280x720,JSON,369 shares @ $413.01,"$137,688",INS-377756,"$2,026,476",Euro,971.05,"$3,716,633",54250.29,INV-717632,692,BILL-535483,BILL-475360,6778.18,3791208,1961.2,"$722,017",6011-4371-7967-3808,1378,"$35,129.82",37.6,Parent,Rejected,569553,"$35,580",10.8037/x499.25,9742715301,INV-995778,Designer,sk_CGg6ztrfVaDCfcmh0PzacE2piMANEkUq,-12.908108,18.2,INV-727150,"$19,635",356,7901,6011-4905-4913-7769,15.94,06/27,51.4,%B4445576522038187^THOMPSON/SUSAN^3006,FLOAT,237500749,137.1312,1344.41,Japanese Yen,46.2,INS-556689,"$224,419"
INS-465478,BILL-506959,INS-645387,877,3840x2160,4832 shares @ $343.91,601114339,22689036,5645,909,3176,319,05/26,INV-550240,INV-406187,Technical Report 2024,134023260,3777-1170-5796-5495,Type 2 Diabetes,"[27.56, 90.68]",6011-8849-4167-0698,john.clark@yahoo.com,field_a -> field_b,Q3 2024: $85M projected,batch-20260110-47,INV-195602,60.5,tenant-050,Email,0x5fff8fb86c9acaa3bd9e684d97047af65a297ba1,142574982017,%B2804487140826333^MARTINEZ/JAMES^2904,Express,029755789,02/30,3853.98,10278293,INS-770326,Mixed,6070.34,"$60,187.84",2019-02-12T18:18:03Z,2831.316,861,"$237,917",43133,NO,Pending,1908 shares @ $364.28,27.2,747,INV-116884,created_at,Figure 15: Timeline,607,642,18.8584,INS-653199,4543 shares @ $438.69,1920x1080,XML,257 shares @ $212.06,"$185,808",INS-461349,"$39,656",US Dollar,2301.84,"$4,857,686","$19,891.66",INV-876993,483,BILL-466530,BILL-492149,589.52,60110999,9467.9,"$6,026,873",3723-7379-9319-7723,034,28290.35,19.5,Spouse,Approved,601107760,"$18,793",10.7212/c107.28,4553352666,INV-669453,Data Analyst,sk_8scpp8GRYFgMywrOtsdj6AaN3te0415j,-26.084086,35.2,INV-648756,"$33,290",387,7890,4242-2067-7727-2826,47.06,05/24,4.9,%B0104118168609657^MARTINEZ/HARPER^2502,VARCHAR,380125297,21.563,8316.84,US Dollar,18.9,INS-703339,"$165,585"
INS-174650,BILL-721311,INS-354332,7564,1280x720,1145 shares @ $218.23,601193438,63274787,6177,964,533,329,02/25,INV-696265,INV-674577,Annual Report 2023,048733752,4409-7994-8739-3160,Hypertension,"[26.93, 99.55]",XXXX-XXXX-XXXX-7553,emma.williams@outlook.com,field_a -> field_b,Q4 2025: $72M projected,batch-20250527-30,INV-309385,39.7,tenant-025,Chat,0x885be234635a657ab005d527ee544ce2008e9b33,69098673,%B7108035433164923^TAYLOR/MASON^2712,Freight,199868170,09/25,4037.67,9066008324,INS-824258,Hispanic,603.85,73171.73,2026-07-14T13:09:18Z,1898.1869,882,"$86,079",60115672,true,In Review,442 shares @ $375.19,40.6,329,INV-684592,amount,Figure 1: Comparison,759,538,39.3045,INS-361927,2866 shares @ $132.29,3840x2160,Parquet,2596 shares @ $29.13,"$207,145",INS-805404,"$353,539",US Dollar,9555.37,"$6,941,005","$36,653.58",INV-647811,791,BILL-855034,BILL-914477,4197.44,601126805,6171.3,"$2,011,669",5395-5746-9121-8368,8496,7044.75,0.0,Peer,Rejected,601113631,"$35,170",10.2629/z386.3,51707175,INV-176228,Data Analyst,sk_x1uBm4zsa4jAvLQTBHN494gKsErW6ZAu,-105.411603,65.7,INV-995106,"$4,384",542,423,5965-0282-5014-0459,81.54,07/24,13.7,%B7228166863414949^LEWIS/ELIZABETH^2803,TIMESTAMP,126259728,36.0844,7074.34,Swiss Franc,53.7,INS-876797,"$88,299"
INS-468754,BILL-853134,INS-190248,649,2560x1440,299 shares @ $495.79,59316,635195075072,6078,28,357,449,10/24,INV-556888,INV-962973,Quarterly Review 2022,817989447,5278-2001-2159-2087,Arthritis,"[39.1, 71.72]",6011-4585-5234-3172,michael.lee@yahoo.com,source_col -> output,Q2 2025: $20M projected,batch-20210617-69,INV-694646,63.6,tenant-009,Mobile,0x2d3f5bf1e87854413b47071774d3175a2de8490e,75346391,%B2238272961955772^JACKSON/ANNA^2812,Express,978085217,03/26,306.82,7113851815,INS-201741,White,7059.44,42080.31,2025-01-25 14:44:29,6390.1113,9011,"$44,097",601156035,true,In Review,312 shares @ $375.41,8.3,796,INV-679561,name,Figure 4: Timeline,2677,678,21.4195,INS-467039,369 shares @ $170.33,3840x2160,CSV,2966 shares @ $186.58,"$234,831",INS-813013,"$3,494,080",Euro,9891.75,"$4,865,445","$97,687.96",INV-375098,792,BILL-888776,BILL-428320,7014.0,430561,1917.8,"$9,619,145",4500-7833-8593-9472,707,"$95,928.72",73.9,Parent,Pending,57184,"$35,866",10.7605/g990.7,62255021,INV-611730,Designer,sk_Lidj20E2pzuIO56ZPiM9NkeRsOo1U3Gi,129.311109,32.2,INV-192921,"$41,208",743,0940,5575-1008-4809-0984,31.99,06/25,69.9,%B3553029978051067^BROWN/ANNA^2808,JSON,150141337,2.8196,5469.8,US Dollar,7.0,INS-222834,"$117,029"
