YEAR,meta_glo,customer_date,fact_start_date,BINARY_VALUE,browser_user_agent_6,rank,enddt,start_dte,wpavx87,val_cron,correlation,dowval,v_433,createdAt,score_index_14,day_of_week,c_cur,ejz70,yearval,comment_note_data,CRON_SCHEDULE,f_848,start_date_v2,p_scor,rowcnt,score_index,record_count,RESOLUTION,srcsys,area,col_tbuw,dte,employeeId,x_hk,hostname,fjaiw54,RELATIONSHIP_TYPE,month_name,bodytext,filterPredicate,raw_period_interval,f_rblb,wab15,birthPlace,dim_month,scientificName,device_type,boolean_enumeration,customer_end_date,browser_user_agent_data,dt_time,airport,schedule_plan,field_542,end_dte,review,digitalCertificate,field_kel,c_28,start_date,deviceType,tjdm50,meta_uu,scoreIndex,d_start,CAPTION,roleJobTitle,raw_channel,end_date_data,PARTITION_KEY,field_gn,quarter,schemaTableName,raw_day_of_week,date,passportNumber,fax_number,channel_6,vintage,browser_user_agent,pvdh92,date_2,date_time_val,award_name,etlbatch,sentiment,RECORD_IDENTIFIER,dvbs28,fact_year,day_of_week_6,ingestion_time,field_cron,d_month,end_date,quarter_2,date_time,clock_time,qvo90,DATE,wyda41,x_982,v_time,month,col_oats,apiKeyToken,ipAddress
1999,1.47,2022-06-01,2021-10-06,0,Edge,2.96,2020-04-13,2024-03-28,8.96,"52 23 * * 0,6",-0.9269,Tuesday,active,2026-11-13T23:03:14Z,4.64,Saturday,90.64,NY1570032,2002,Escalated to management.,"46 5 * * 0,6",Average experience.,2020-11-14,3.68,91565,9.37,17568,1280x720,PostgreSQL,92193.5,904,2026-12-16,EMP51093,Major finding: data retention,db-9.prod.acme.com,Japanese Yen,Spouse,May,The product monitors customer interactions.  The service manages compliance records.  The system represents transaction histories.  The system represents operational metrics.,type = 'active',FY 2025,2026-12-25,acme.org,Houston,July,E. coli,Smart TV,Disabled,2018-08-03,Edge,2019-03-27T00:00:00Z,SFO,Every 15 minutes,Viewer,2025-01-13,Needs improvement.,"-----BEGIN CERTIFICATE-----
K7fHGFC4TDJqWX4XueF4fN8jV6EpLCeeP0LXQjjSNdYKQENZR5ALARevEC29OMEg
-----END CERTIFICATE-----",2019-11-17,Email,2026-09-11,Tablet,8458,Rev.,0.62,2026-11-05,Figure 5: Timeline,Designer,Chat,2019-10-07,region=us-east,aiden_white,Q4 2020,sales.orders,Monday,2026-07-02,K87047560,+1-922-310-3971,Phone,1996,Chrome,2019-06-04,2018-02-28,2025-10-09T00:00:00Z,Excellence Award,batch-20230803-74,Positive,1385526,December,2000,Wednesday,2026-04-10T14:05:06Z,"42 17 * * 0,6",August,2026-09-09,Q4 2025,2020-04-05T00:00:00Z,23:18:04,Metformin,2022-02-03,2025-09-10T00:00:00Z,In-Store,21:35:06,June,03:04:31,sk_4jhJeh5GLDXcDNvYDjTrgCk3SsXLj5C1,237.75.44.96
1990,9.64,2023-08-31,2019-09-11,1,Chrome,9.6,2026-04-23,2019-11-10,7.68,42 8 * * *,0.2265,Friday,completed,2025-09-07 10:33:07,9.52,Wednesday,23.25,WA5563321,2009,Needs follow-up next quarter.,"10 15 * * 0,6",Average experience.,2026-09-01,4.41,13161,5.23,73865,3840x2160,Kafka,47351.6,767,2026-06-25,EMP40180,Observation: backup schedule,app-6.staging.example.net,Euro,Spouse,March,This record includes transaction histories.  The product tracks compliance records.,status > '2024',2020-2025,2020-11-19,service.cloud,Boston,January,E. coli,Desktop,Active,2018-07-25,Safari,2022-11-08T00:00:00Z,LHR,Weekly on Monday,Editor,2021-01-22,Great product!,"-----BEGIN CERTIFICATE-----
AycrVMLmyaKDD81O6mVHBQOlTBJoh7U9/ELASxEApPpf7DHs6XoqpFdPlzeESHd+
-----END CERTIFICATE-----",2019-11-19,Email,2018-01-20,IoT,501,Mrs.,8.53,2021-10-20,Figure 3: Distribution,VP Engineering,Social Media,2026-12-10,tenant=acme,robert_martinez,Q3 2022,analytics.events,Sunday,2023-03-16,U17527649,+1-697-918-5349,Mobile,2003,Brave,2023-12-05,2018-12-30,2026-02-19T00:00:00Z,Innovation Award,batch-20220805-41,Negative,TXN-306410,December,2013,Sunday,2019-08-16 15:01:56,31 2 * * *,May,2019-11-22,Q2 2023,2018-03-11T00:00:00Z,14:21:12,Ibuprofen,2024-05-10,2025-11-14T00:00:00Z,Mobile,19:59:01,January,16:46:49,sk_dzKzhCA7bBMvS8oDvy3BGPvRb4n8q03u,114.60.206.81
2000,6.55,2021-02-10,2020-10-10,0,Brave,2.47,2026-07-02,2020-10-19,5.21,"4 5 * * 0,6",0.629,Wednesday,active,2019-06-16T21:22:12Z,6.37,Monday,6.8,TX5902920,2008,Updated per client request.,38 23 * * 1-5,Average experience.,2018-09-16,0.22,78109,0.87,97028,3840x2160,Salesforce,49900.2,9556,2019-04-20,EMP85087,Non-conformance: access control,api-12.dev.example.net,US Dollar,Sibling,May,The system manages data processing activities.  The service represents data processing activities.  The product manages data processing activities.  The service represents data processing activities.,type != '2024',Q1 2024,2023-06-07,service.cloud,Boston,July,C6H12O6,Smart TV,Enabled,2023-05-26,Edge,2021-10-04T00:00:00Z,LAX,Monthly on 1st,Viewer,2018-07-17,Excellent service.,"-----BEGIN CERTIFICATE-----
9+2bWSZCNbkRjSprPgd5IBmLe++sgBTANIsih7YaKTN5uFjd3moOKKrjGbipF3qr
-----END CERTIFICATE-----",2026-07-05,Chat,2018-12-10,Smart TV,949,Hon.,4.64,2026-08-23,Figure 19: Comparison,Data Analyst,Email,2019-04-04,tenant=acme,mary_lewis,Q2 2022,public.users,Wednesday,2024-10-18,A39591237,+1-905-210-2699,Email,2002,Chrome,2020-02-18,2022-04-29,2023-02-19T00:00:00Z,Employee of the Month,batch-20210915-64,Neutral,REC-212195,July,2005,Monday,2023-01-18T10:43:27Z,"16 17 * * 0,6",July,2018-01-28,Q3 2024,2022-04-07T00:00:00Z,20:09:47,Aspirin,2022-12-22,2018-04-01T00:00:00Z,Mobile,22:14:00,February,23:17:29,sk_QtKmoCqj17W07wnEy2sxgIm1r7LXvoe0,209.153.234.84
2007,1.93,2018-05-10,2026-02-01,1,Opera,1.31,2021-05-27,2018-09-18,7.98,"15 9 * * 0,6",0.4959,Monday,approved,2024-10-02T17:24:50Z,1.28,Sunday,94.79,NC5837017,2025,Automated processing complete.,19 3 * * *,Excellent service.,2018-05-18,2.74,93145,7.53,32695,2560x1440,Snowflake,5492.1,8163,2024-06-14,EMP22997,Observation: backup schedule,db-16.staging.example.net,Euro,Parent,May,The system represents transaction histories.  This record monitors operational metrics.  The system tracks compliance records.,status != '2024',H2 2023,2026-08-18,company.net,Sydney,June,Fe2O3,Wearable,Enabled,2021-06-23,Safari,2023-06-09T00:00:00Z,LAX,Every 15 minutes,Viewer,2018-01-01,Needs improvement.,"-----BEGIN CERTIFICATE-----
DOk4q3oDVOFnuHka32nGkFClc7MwWKzOM164rCKOYkcy/uAyMmn61dtBL5cx2yGB
-----END CERTIFICATE-----",2018-06-16,Social Media,2021-06-15,IoT,7706,Ms.,0.6,2025-01-03,Figure 19: Distribution,Software Engineer,Web,2023-07-29,region=acme,amy_lewis,Q4 2026,public.users,Sunday,2020-12-29,D87769240,+1-543-504-7364,Web,2004,Chrome,2022-03-24,2024-03-18,2025-06-29T00:00:00Z,Excellence Award,batch-20260619-74,Mixed,3157595,June,2009,Thursday,2023-08-07T22:05:58Z,"52 5 * * 0,6",May,2025-01-04,Q4 2026,2026-04-14T00:00:00Z,04:21:58,Ibuprofen,2020-09-26,2026-06-06T00:00:00Z,Social Media,18:51:14,April,02:09:16,sk_1OpxqDHKI1BFbx0oGmgqHHnjMbNYZE3D,93.10.166.150
2011,4.97,2022-09-05,2021-01-08,1,Safari,8.04,2025-01-13,2018-01-19,3.44,"12 14 * * 0,6",0.8483,Tuesday,rejected,2021-09-23T05:57:27Z,1.65,Tuesday,88.98,TX2405144,2015,Reviewed and approved.,11 17 * * *,Average experience.,2025-06-18,5.21,71098,2.19,61567,1280x720,PostgreSQL,37839.0,1166,2022-02-23,EMP58174,Major finding: data retention,app-9.staging.acme.com,Swiss Franc,Peer,November,The product manages operational metrics.  The system includes transaction histories.,type < 'active',Jan-Mar,2024-05-18,service.cloud,London,December,E. coli,IoT,Active,2019-11-06,Edge,2022-08-03T00:00:00Z,LHR,Every 15 minutes,Admin,2021-04-23,Needs improvement.,"-----BEGIN CERTIFICATE-----
5tb2jN2oFspS6d/Jofcu0FDP8pGduVc0hiTR6jlGB4igr2gDfylPyrUPXVLNOTrh
-----END CERTIFICATE-----",2018-09-08,Web,2025-03-14,Desktop,6459,Ms.,6.33,2025-11-01,Figure 16: Comparison,Sales Rep,Social Media,2021-07-02,dt=us-east,elizabeth_williams,Q1 2023,hr.employees,Saturday,2018-09-04,P15392278,+1-437-524-5724,In-Store,2021,Safari,2025-12-09,2024-06-11,2025-05-28T00:00:00Z,Best Paper,batch-20230505-90,Neutral,USR-530448,February,1993,Saturday,2025-04-07 18:55:42,14 23 * * 1-5,January,2022-05-10,Q4 2023,2018-04-30T00:00:00Z,10:09:26,Aspirin,2025-09-05,2018-04-12T00:00:00Z,Chat,17:29:01,September,19:54:34,sk_d7Synavfg3NOfUylaT9V3BYVXnVZzq2X,137.213.71.33
2015,8.81,2025-08-19,2021-01-29,1,Chrome,7.6,2022-11-18,2018-11-13,2.13,"33 2 * * 0,6",0.876,Wednesday,cancelled,2019-06-10T00:36:27Z,4.95,Wednesday,10.99,OH7699595,1994,Escalated to management.,22 15 * * 1-5,Great product!,2024-07-12,7.63,25675,0.13,30318,3840x2160,Snowflake,92205.7,5054,2021-12-05,EMP22346,Major finding: data retention,db-9.prod.acme.com,Euro,Spouse,August,The system manages operational metrics.  The system monitors operational metrics.  The service manages operational metrics.  The product represents operational metrics.,status = 'active',FY 2025,2021-05-23,company.net,Boston,February,Homo sapiens,Wearable,Inactive,2020-01-20,Firefox,2019-07-06T00:00:00Z,JFK,Daily at 2am,Owner,2020-09-28,Not recommended.,"-----BEGIN CERTIFICATE-----
/F/B6tzNeUH9Cv82/StabLy3QEthbaDgz8fFTaNmevbs6AIoj1GGlIHGWjkqwc5i
-----END CERTIFICATE-----",2018-03-27,Phone,2019-04-01,Tablet,376,Rev.,2.21,2025-07-13,Figure 6: Distribution,Product Manager,Social Media,2022-09-24,dt=2024-01,patricia_anderson,Q1 2020,public.users,Thursday,2021-04-30,Y20660304,+1-204-743-5664,Email,2015,Chrome,2024-12-19,2019-10-09,2019-11-04T00:00:00Z,Gold Medal,batch-20180711-38,Mixed,3747804,January,2026,Wednesday,2022-12-21 06:27:53,17 1 * * *,June,2021-07-17,Q4 2023,2020-09-29T00:00:00Z,09:53:32,Metformin,2024-05-25,2026-07-25T00:00:00Z,In-Store,11:21:49,February,07:29:54,sk_z6wQCta9b0RMuuizj6bMKTsTdrU52buE,120.120.144.115
2026,5.71,2025-12-19,2025-04-28,1,Chrome,5.87,2025-03-02,2021-05-12,1.91,22 8 * * 1-5,-0.9868,Friday,inactive,2025-08-01T16:50:56Z,3.14,Friday,19.59,TX4254481,2020,Updated per client request.,45 5 * * *,Needs improvement.,2026-02-14,4.47,84790,9.03,70735,3840x2160,PostgreSQL,33989.7,2707,2021-12-27,EMP23547,Observation: backup schedule,api-4.staging.example.net,Japanese Yen,Peer,October,This record manages data processing activities.  The customer account monitors transaction histories.  The system manages data processing activities.  The system monitors transaction histories.,type = 'active',Q1 2024,2024-07-22,company.net,Austin,July,Fe2O3,Tablet,Enabled,2023-04-09,Chrome,2020-09-21T00:00:00Z,ORD,Daily at 2am,Owner,2024-09-30,Needs improvement.,"-----BEGIN CERTIFICATE-----
zCMAtjIhy/Whpi462TKcjOCicnchB/FJE7KVXwF8WDaUASEM4wafzG9vDwhgpE6A
-----END CERTIFICATE-----",2024-07-24,Phone,2023-12-12,IoT,0134,Hon.,4.73,2026-08-24,Figure 12: Comparison,VP Engineering,In-Store,2020-06-29,tenant=us-east,ethan_clark,Q1 2026,analytics.events,Friday,2026-10-22,E51837375,+1-495-379-6497,Chat,2005,Edge,2026-07-14,2021-06-17,2022-09-25T00:00:00Z,Employee of the Month,batch-20181121-57,Mixed,6434364,February,2021,Friday,2022-05-04 22:25:06,43 21 * * *,March,2022-06-02,Q1 2023,2024-09-29T00:00:00Z,11:14:00,Amoxicillin,2020-12-28,2022-08-18T00:00:00Z,Chat,08:24:13,April,21:17:59,sk_OtyWMYs4i9H5oXbsxYuvcpl3LiEawMIF,121.61.19.239
1998,0.45,2021-07-30,2022-09-07,0,Firefox,7.85,2023-07-14,2018-01-28,9.33,19 20 * * *,-0.4,Wednesday,inactive,2021-02-12 08:00:33,5.24,Tuesday,45.83,TX9559937,2025,Reviewed and approved.,40 6 * * 1-5,Excellent service.,2025-10-18,7.79,46177,0.86,90331,2560x1440,Workday,81240.8,7370,2019-05-30,EMP85364,Observation: backup schedule,cache-13.staging.example.net,Swiss Franc,Peer,May,The product tracks operational metrics.  The system tracks data processing activities.  The system monitors transaction histories.,date IN '2024',Q1 2024,2022-08-30,example.com,Houston,May,C6H12O6,Wearable,Active,2019-06-19,Chrome,2021-10-06T00:00:00Z,NRT,Weekly on Monday,Editor,2021-08-07,Needs improvement.,"-----BEGIN CERTIFICATE-----
zVQSZ2OccfswWF3ivgh5vLTmVxm7iBVtUwM509JqwAPs/2OdzzbeFv7Wrr5S1JlV
-----END CERTIFICATE-----",2019-04-16,Chat,2025-08-03,Tablet,9401,Dr.,9.88,2022-08-12,Figure 7: Comparison,Sales Rep,In-Store,2026-01-06,dt=us-east,linda_williams,Q2 2020,hr.employees,Thursday,2019-06-16,L21872521,+1-452-531-4944,Social Media,2023,Safari,2025-06-21,2023-07-21,2026-01-03T00:00:00Z,Employee of the Month,batch-20240102-12,Positive,ID-955223,June,2016,Saturday,2024-12-01 18:44:11,"4 11 * * 0,6",July,2025-08-03,Q3 2025,2025-11-20T00:00:00Z,18:28:11,Amoxicillin,2018-10-04,2019-01-04T00:00:00Z,Chat,06:42:24,November,17:53:40,sk_nm0KtFS4bScxRRbnftAnQ66MLGXMxHZw,211.196.189.28
2006,9.32,2024-03-21,2022-01-28,1,Chrome,5.57,2018-04-16,2023-02-05,2.49,"40 22 * * 0,6",0.1244,Tuesday,rejected,2021-07-04T10:17:46Z,6.96,Friday,35.51,WA7771342,2019,Automated processing complete.,41 8 * * *,Average experience.,2019-03-04,7.15,70177,5.19,86596,1920x1080,SAP,30839.0,7480,2026-06-27,EMP55808,Non-conformance: access control,api-20.prod.acme.com,Swiss Franc,Peer,June,The customer account includes operational metrics.  The system represents data processing activities.,date IN 'prod',Jan-Mar,2021-04-27,acme.org,Miami,August,Fe2O3,Desktop,Enabled,2021-07-25,Chrome,2024-05-10T00:00:00Z,JFK,Daily at 2am,Guest,2024-06-08,Needs improvement.,"-----BEGIN CERTIFICATE-----
hZxYdh9ljThIRjXqcWu7QPOcppSrAJaCKaD8ou1mtwt6QPP/oZ1TrQR0+lWoafPn
-----END CERTIFICATE-----",2024-08-02,Social Media,2025-09-17,Desktop,036,Hon.,5.1,2025-12-29,Figure 2: Timeline,CTO,Phone,2026-12-28,dt=2024-01,susan_clark,Q4 2021,sales.orders,Friday,2023-05-27,R84649932,+1-752-673-2175,In-Store,1997,Safari,2024-02-02,2022-12-06,2026-06-09T00:00:00Z,Employee of the Month,batch-20210423-22,Neutral,ORD-696365,August,1993,Wednesday,2025-12-13 00:20:16,"25 22 * * 0,6",August,2026-11-23,Q3 2020,2019-11-22T00:00:00Z,08:49:09,Metformin,2020-10-23,2025-03-15T00:00:00Z,Chat,06:05:58,January,12:02:48,sk_DODcBIB3tgtFW8CHh2vMZAGC3HSj8WGn,138.235.58.149
2019,7.97,2023-09-04,2018-03-19,0,Opera,2.62,2020-10-31,2019-06-26,5.92,41 11 * * *,0.6737,Tuesday,pending,2024-08-22T11:34:37Z,6.14,Saturday,26.74,OH8233769,2006,Needs follow-up next quarter.,"44 1 * * 0,6",Needs improvement.,2022-02-16,5.28,95774,1.91,86117,3840x2160,Workday,52182.9,1242,2021-05-18,EMP94274,Non-conformance: access control,db-14.prod.example.net,Japanese Yen,Parent,October,This record represents data processing activities.  The product monitors customer interactions.  The product includes transaction histories.  The customer account manages operational metrics.,date != 'active',2020-2025,2019-07-07,data.io,Miami,November,E. coli,Smart TV,Enabled,2020-04-12,Brave,2023-03-03T00:00:00Z,SFO,Weekly on Monday,Viewer,2019-09-30,Great product!,"-----BEGIN CERTIFICATE-----
ak9XRBFmoifBFXSIFkPO23KQ5YkJ1qkr9o/3cKXfvcfff8iV5GN+XTOCE/xGZ3HD
-----END CERTIFICATE-----",2025-02-20,Social Media,2022-08-13,Wearable,187,Mr.,8.86,2019-05-22,Figure 19: Timeline,Product Manager,Phone,2024-01-15,region=2024-01,amy_davis,Q1 2023,public.users,Monday,2025-04-15,E29411141,+1-584-404-5459,Social Media,2004,Opera,2018-09-28,2024-08-05,2023-02-07T00:00:00Z,Excellence Award,batch-20230712-14,Negative,4454426,April,2013,Thursday,2021-12-21T08:06:01Z,"3 10 * * 0,6",June,2025-05-14,Q2 2021,2025-03-15T00:00:00Z,13:17:35,Metformin,2024-07-16,2024-12-29T00:00:00Z,Email,08:11:01,December,15:37:55,sk_6nB4fKZP2DafNkf8YYr3AR2StTkPhzIW,85.200.216.200
2010,5.11,2026-12-24,2019-01-23,0,Safari,0.7,2019-06-25,2019-07-13,2.99,31 2 * * 1-5,0.8234,Friday,rejected,2026-12-06T14:20:33Z,7.05,Sunday,56.45,OH4470894,1993,Pending verification.,56 9 * * *,Needs improvement.,2021-08-19,2.63,3582,1.2,32732,1280x720,Workday,65032.9,8892,2018-01-13,EMP77921,Major finding: data retention,cache-4.staging.example.net,Euro,Spouse,August,The system represents data processing activities.  This record manages transaction histories.  The product tracks operational metrics.  The customer account manages operational metrics.,status != 'active',H2 2023,2025-09-02,data.io,Chicago,September,Fe2O3,Mobile,Inactive,2019-03-16,Firefox,2018-10-16T00:00:00Z,JFK,Daily at 2am,Owner,2022-10-14,Excellent service.,"-----BEGIN CERTIFICATE-----
a/Jo6R4o0vu2cJJObObv6Ec/XN4vlZQVdSwBqhFdSBWudYS2RLg4rHWcWjVcKGAa
-----END CERTIFICATE-----",2021-01-16,Chat,2024-11-14,Smart TV,8040,Prof.,3.63,2023-06-03,Figure 13: Overview,Sales Rep,Web,2024-05-01,dt=acme,elizabeth_martinez,Q1 2025,analytics.events,Sunday,2019-11-15,X86700360,+1-202-609-4216,In-Store,2003,Opera,2026-01-26,2022-07-28,2021-07-08T00:00:00Z,Employee of the Month,batch-20221104-64,Neutral,3028352,October,1992,Saturday,2021-10-24 13:04:56,19 1 * * *,November,2019-08-30,Q2 2022,2019-07-09T00:00:00Z,04:48:05,Ibuprofen,2026-08-23,2020-05-18T00:00:00Z,Social Media,10:33:19,December,16:09:25,sk_mRKFHuE2X9U6jdiwkcKYqwjc3NDMymIF,215.18.148.109
2025,9.86,2022-02-23,2026-07-11,0,Firefox,2.84,2022-03-05,2018-12-08,9.27,49 0 * * 1-5,0.2967,Sunday,failed,2021-10-17T11:53:37Z,6.02,Sunday,76.75,GA7730759,1990,Reviewed and approved.,6 23 * * 1-5,Needs improvement.,2022-02-10,3.22,50703,5.35,45758,3840x2160,Salesforce,11982.5,8350,2022-06-13,EMP22017,Observation: backup schedule,api-17.staging.acme.com,US Dollar,Spouse,April,The product includes transaction histories.  This record includes customer interactions.,date IN 'prod',H2 2023,2026-03-21,example.com,Paris,July,Fe2O3,IoT,Active,2025-01-30,Brave,2025-01-24T00:00:00Z,LAX,Weekly on Monday,Guest,2025-12-04,Needs improvement.,"-----BEGIN CERTIFICATE-----
KXVZwSUatO7Nn3L8TPLc10JuVXHw1PdEvF6kI/pNTnguGge6n66gWXEj7Dl9CsCb
-----END CERTIFICATE-----",2025-09-02,Phone,2025-10-09,Desktop,0738,Dr.,5.88,2020-10-07,Figure 9: Comparison,Designer,Social Media,2024-09-08,tenant=acme,richard_wright,Q4 2022,public.users,Tuesday,2018-10-26,S10880588,+1-730-704-9595,Chat,1997,Safari,2022-02-02,2021-10-08,2018-12-25T00:00:00Z,Gold Medal,batch-20210618-56,Neutral,6558461,May,1996,Tuesday,2022-04-26T15:53:19Z,"49 8 * * 0,6",November,2022-07-16,Q2 2021,2021-12-10T00:00:00Z,04:15:26,Lisinopril,2021-02-08,2020-01-04T00:00:00Z,Mobile,19:10:04,May,11:20:55,sk_FSfvYGA1AETfVc1TMoMMc74jdWquZ65f,43.138.53.150
1994,6.88,2026-09-08,2018-06-24,0,Opera,4.44,2022-04-03,2023-10-04,6.08,23 20 * * 1-5,0.1293,Wednesday,active,2024-01-17T06:01:22Z,0.95,Tuesday,0.06,WA3423836,2012,Reviewed and approved.,12 5 * * *,Not recommended.,2021-12-19,6.06,234,9.68,54729,2560x1440,PostgreSQL,79650.1,3348,2025-09-04,EMP99178,Major finding: data retention,cache-18.staging.acme.com,US Dollar,Peer,March,The product represents operational metrics.  The system manages operational metrics.,date > 'active',Jan-Mar,2023-09-13,company.net,Houston,October,H2O,Tablet,Inactive,2018-04-11,Brave,2019-10-10T00:00:00Z,LHR,Daily at 2am,Editor,2018-06-06,Great product!,"-----BEGIN CERTIFICATE-----
0khBMzFgulx2YRlcTv49l2kNGnBmTRFpNGALu/bNiHE0gxBElNKUkfs/nl+ze4KO
-----END CERTIFICATE-----",2021-07-19,In-Store,2019-03-21,Desktop,5762,Prof.,6.69,2025-08-07,Figure 8: Distribution,Designer,Mobile,2025-03-06,tenant=2024-01,logan_clark,Q1 2024,sales.orders,Wednesday,2023-01-14,S67895742,+1-728-926-1326,Phone,2019,Opera,2018-02-05,2025-09-01,2020-07-28T00:00:00Z,Excellence Award,batch-20221019-12,Negative,2773385,June,2001,Thursday,2026-12-27 15:24:08,0 12 * * 1-5,November,2024-08-18,Q2 2025,2018-06-18T00:00:00Z,09:55:32,Ibuprofen,2018-12-27,2022-01-26T00:00:00Z,Social Media,09:41:42,February,11:02:31,sk_V89CdwgoNh90mlfOFyYKOEIkNsdk1aty,137.226.194.154
1994,2.0,2020-10-20,2026-10-24,1,Firefox,7.8,2025-05-14,2018-07-02,9.66,"44 3 * * 0,6",0.338,Friday,inactive,2019-09-19T01:49:11Z,3.98,Wednesday,25.93,CA7269168,2016,Flagged for review.,"36 3 * * 0,6",Great product!,2018-05-21,9.48,53084,7.72,59463,3840x2160,Workday,29530.4,7832,2019-12-10,EMP14050,Non-conformance: access control,app-15.dev.acme.com,British Pound,Peer,August,The customer account includes customer interactions.  The service includes compliance records.  This record includes compliance records.,date < 'prod',Q1 2024,2018-02-04,company.net,Sydney,March,NaCl,Tablet,Enabled,2026-01-10,Safari,2021-03-11T00:00:00Z,CDG,Every 15 minutes,Owner,2024-12-20,Excellent service.,"-----BEGIN CERTIFICATE-----
CzOOrfjt+8RUnBpRqY67jE+hmRbbHl9R9uUS3oqp3eqjXONKer78vk89pyz7IDlx
-----END CERTIFICATE-----",2026-07-04,Phone,2024-07-04,Smart TV,6594,Ms.,8.22,2021-06-02,Figure 7: Timeline,Designer,Social Media,2024-11-17,tenant=acme,jessica_jones,Q2 2020,sales.orders,Monday,2019-02-03,H93811257,+1-248-209-7980,Web,1994,Opera,2022-06-26,2025-09-07,2022-04-25T00:00:00Z,Best Paper,batch-20200804-19,Neutral,USR-276290,September,1994,Wednesday,2021-03-02 18:26:20,"5 0 * * 0,6",November,2019-01-30,Q4 2020,2026-12-26T00:00:00Z,08:51:05,Metformin,2025-12-22,2020-04-08T00:00:00Z,Social Media,19:29:04,October,17:18:44,sk_2xNpMssKxKAw6hn6JH2oWqffkqKONqyG,210.96.195.25
2018,9.36,2018-05-15,2023-01-03,1,Opera,0.83,2018-01-03,2025-10-23,0.14,28 22 * * 1-5,-0.7042,Saturday,failed,2020-03-06T14:30:57Z,7.64,Thursday,0.95,CA7162381,1995,Updated per client request.,"16 23 * * 0,6",Not recommended.,2020-12-05,8.22,96178,3.79,46407,1280x720,Snowflake,57305.5,4738,2026-10-31,EMP25699,Observation: backup schedule,api-9.prod.example.net,Japanese Yen,Spouse,February,This record tracks transaction histories.  The service tracks customer interactions.  The system monitors customer interactions.,status < '2024',Q1 2024,2026-08-28,service.cloud,Atlanta,April,E. coli,Wearable,Inactive,2024-12-29,Firefox,2022-10-13T00:00:00Z,SFO,Daily at 2am,Owner,2021-04-10,Great product!,"-----BEGIN CERTIFICATE-----
iYfKVqjzkjEYwerkodYA/P2pX3ZsCcFKNmiyskweyoYUT3Me7EzHf8h2PCuN3zN/
-----END CERTIFICATE-----",2023-06-29,In-Store,2025-07-29,Desktop,5404,Rev.,1.95,2025-08-22,Figure 13: Overview,VP Engineering,Phone,2025-02-12,region=us-east,jennifer_lewis,Q4 2025,hr.employees,Wednesday,2024-09-28,T24596467,+1-213-286-6098,Chat,1997,Opera,2019-09-10,2024-09-07,2026-02-16T00:00:00Z,Best Paper,batch-20201221-93,Mixed,9395471,May,1991,Thursday,2024-07-17T01:36:06Z,7 16 * * 1-5,March,2024-04-24,Q4 2026,2026-01-29T00:00:00Z,16:10:04,Aspirin,2023-04-12,2026-09-12T00:00:00Z,Email,01:24:21,July,00:24:50,sk_BM98bUk3n6nGWyC4g0kcFoasrNIqVU5i,221.197.26.119
2023,4.94,2023-07-03,2026-10-20,1,Chrome,2.54,2022-05-17,2022-01-04,6.8,48 22 * * *,-0.6278,Thursday,failed,2023-10-08T23:13:02Z,4.03,Monday,67.0,MA5274681,1993,Flagged for review.,"14 6 * * 0,6",Excellent service.,2019-03-09,7.18,66711,3.06,1781,2560x1440,Snowflake,87315.4,3076,2024-10-17,EMP20916,Observation: backup schedule,web-14.staging.example.net,British Pound,Manager,June,The service tracks data processing activities.  The service monitors operational metrics.  The product includes customer interactions.,type IN 'prod',FY 2025,2018-05-10,company.net,Denver,November,Fe2O3,Smart TV,Enabled,2021-07-17,Safari,2020-12-10T00:00:00Z,JFK,Every 15 minutes,Owner,2018-09-01,Not recommended.,"-----BEGIN CERTIFICATE-----
chZTUQKb03UlGPp2Z/KaJFlnQTdXpyTpvWku4qfiXhWB3p+EifPkLafutQ6jvr8Z
-----END CERTIFICATE-----",2020-12-24,In-Store,2019-02-27,Wearable,1296,Mrs.,4.15,2019-03-05,Figure 12: Overview,Software Engineer,Phone,2022-09-01,region=acme,robert_lewis,Q4 2024,analytics.events,Tuesday,2021-01-08,U63311739,+1-757-573-5031,Web,1990,Opera,2020-10-10,2024-05-20,2022-10-25T00:00:00Z,Best Paper,batch-20200828-55,Mixed,3247667,October,2012,Wednesday,2025-11-08T22:42:21Z,47 12 * * 1-5,August,2022-03-04,Q4 2023,2018-06-04T00:00:00Z,04:33:53,Ibuprofen,2025-04-20,2023-03-06T00:00:00Z,Mobile,03:56:22,March,22:34:30,sk_J76BUumfzfD0EC8h7eFe5nEWDoq0zOWY,210.70.13.178
