customer_bandwidth_data_rate,dim_electric_current,timeOfDay,dayOfWeek,recid,arithmetic_mean,ssn,customer_global_trade_item_number,rate,longitude,user_energy,energy_6,pressure_6,vnz86,cvv,src_concentration,customer_cpu_usage,VEHICLE_IDENTIFICATION_NUMBER,expiry,SEVERITY_LEVEL,x_qmlh,cubic,efgqh24,type,p_coyc,budget_allocation_6,customer_duration,d_337,col_nq,legal_name,concentration_6,twx12,f_400,dim_press,acreage,var_fea,gender,fact_brand_name,f_689,fact_sound_level,brand_nm,raw_price_cost,measpop,pressure,category_6,customer_humidity,meta_pow,nawuw26,histogram_bin_field,v_901,application,revenue,c_ang,measlon,price_cost_22,filePath,measscore,rating,field_204,market_value,fact_start_date,FLOW_RATE,meascnt,record_type_discriminator_raw,record_type_discriminator,v_578,f_ps,c_723,issn,platformOs,TENANT_IDENTIFIER,energy_raw,URL_REFERENCE,latitude,bzyjt10,resolution_info,field_okjv,raw_revenue_sales,cert,v_851,customerList,PLATFORM_OS,CUSIP_NUMBER,src_default_value,raw_volume,dyelwe1,length_6,f_576,var_durat,f_addr,measlat_t,resolution,resolution_2,jjmbwp98,energy,var_usrx,count,f_873
1255,92.48,01:19:48,Friday,3950737,44.5239,XXX-XX-1441,1178425559331,358.05,43.603397,30347.3,77597.4,317.7,jessica.rodriguez509,197,99.1,89.5,76YNO53PMK86XHX8C,344 days,Info,83,7608.98,14.5,TEXT,EMP65297,"$1,057,130",1794,2018-10-22T03:53:29Z,519,Aiden Jones,415.03,ProSeries,713.27,877.8,40201.4,"[0.6126, 0.3302, 0.6032, 0.0995, 0.3507, 0.0399, 0.3805, 0.8579]",Unisex,ValueMax,142.2438,23.6,EcoLine,7195.4,749919,816.0,Clothing,13.8,29710.7,97.03,70.77,158.926536,NanoCore SDK,"$2,815,850",203.66,103.269102,192.4,/var/uploads/daily_876.csv,8.67,2.99,Food,"$930,396,970",2025-03-20,564.71,59502,update,update,BILL-782838,2126.2,1920x1080,1283-1936,macOS,tenant-034,22412.9,https://api.service.com/status/data,-55.564711,86185.8,2560x1440,19.7,"$3,053,036","-----BEGIN CERTIFICATE-----
N9o2lXNvSlGPqovsNOchjLJ8pcLuOT+cDOO9mnSYqmrBOwfzLAaUsBtyHj5xwQ++
-----END CERTIFICATE-----",Podcast,"Meridian Health, Catalyst Ventures, Alpine Systems, Pacific Research Group, Skyline Partners",Linux,RVJM0QY5E,false,4262.51,The product monitors transaction histories.,389.93,93.2,5471,1887 Elm St,3288,1920x1080,3840x2160,53.2599,81571.4,986.09,4030,fe9ff3ac08479de8a7c87aaa324c53c61c7cbc09ddfa5d9340b3a7abd3d37155
2263,71.48,04:49:04,Thursday,1117046,64.6051,321-13-8129,0166009794162,2585.81,100.34038,62366.5,6215.8,1259.8,amy.anderson65,8891,969.34,79.1,17F5ABJUHQKMQFIDK,8 days,Medium,30,6984.76,416.1,VARCHAR,EMP96505,"$4,517,837",13286,,3619,Jennifer T. Brown,113.33,ProSeries,222.19,1544.6,24909.8,"[0.3823, 0.1291, 0.9924, 0.885, 0.4416, 0.5487, 0.1921, 0.0591]",Female,ValueMax,70.9865,84.0,SmartChoice,9417.87,2204167,1051.3,Software,4.7,41563.8,76.04,7.87,-131.744622,StreamLine ERP,"$9,643,458",113.06,-111.457217,5233.79,/var/data/daily_218.parquet,0.32,0.92,Services,"$523,325,574",2021-08-28,641.14,50339,snapshot,snapshot,BILL-484391,4136.4,2560x1440,9791-1168,Android,tenant-049,8534.1,https://api.service.com/users,48.424465,39944.0,2560x1440,118.1,"$9,484,631","-----BEGIN CERTIFICATE-----
FXiQWpswDlDPqWNS+CtmZaCL95ZaCqKatUwSq6XvKbRq1CzLIy65j9M3nU+tJOzK
-----END CERTIFICATE-----",Podcast,"Beacon Analytics, TechCo Industries, Catalyst Ventures, Acme Corp, Pacific Research Group",Android,XGPJ160VG,0,7305.81,The service includes compliance records.,75.93,50.1,26525,1221 Maple Dr,4677,1280x720,1920x1080,61.2964,59267.6,591.76,71140,f38a4fdea3c4312beea43d5331d3057b257ed5dd16f8c58efae081b191f888fb
3724,89.04,13:10:43,Thursday,7054768,23.0425,599-96-9557,7957821535894,639.72,144.114244,96508.6,52014.3,1519.7,logandavis521,262,437.67,28.8,ERPCH2XKWJW6SECUY,296 days,Info,62,7462.61,85.1,TEXT,EMP69170,"$3,208,421",33339,,1005,Ethan Anderson,307.35,EcoLine,826.68,1670.8,67193.5,"[0.1491, 0.4561, 0.0756, 0.0561, 0.1396, 0.1949, 0.6709, 0.2294]",Unisex,TechBrand,25.865,13.4,ValueMax,1274.5,1913261,455.3,Clothing,31.4,46784.1,91.01,98.73,-98.685719,DataSync 3000,"$3,051,265",253.79,-144.380156,765.96,/var/data/export_574.log,0.64,1.3,Clothing,"$891,639,560",2021-12-11,473.64,30922,delete,update,BILL-335949,7658.6,1280x720,5156-8991,Android,tenant-028,51269.5,https://acme.org/v2/api,39.92594,74864.7,1920x1080,68.4,"$2,652,273","-----BEGIN CERTIFICATE-----
y9J1w/wjvJO2DBipoGR0bFffVlzWLQY/fHCwsn2YviJjqT7LagvOHapUBIcHBcI2
-----END CERTIFICATE-----",Podcast,"DataCraft Inc, Skyline Partners, Vertex Technologies, TechCo Industries",iOS,NX1UE75LK,1,4776.25,This record monitors data processing activities.,748.7,50.5,37224,9184 Cedar Ln,548,1920x1080,3840x2160,28.391,33866.5,869.37,88812,8ef13574b4c83adac869a5fe106c9cf72bdd375b08f1e198e60f137cba8e784e
4218,63.62,20:02:30,Thursday,3477125,23.9619,130-86-1002,4202566380350,5363.56,-169.029613,43403.1,7341.5,1530.2,jennifer_thomas727,318,975.48,90.2,34U5JL2B5LVARX8GO,65 days,High,31,7913.37,284.6,BOOLEAN,EMP60597,"$3,754,737",57559,2021-01-25 13:23:42,2306,Linda P. Lee,911.31,ValueMax,243.03,1475.7,3783.9,"[0.3808, 0.3701, 0.4219, 0.872, 0.6003, 0.906, 0.6132, 0.4371]",Unisex,ValueMax,82.9805,126.5,ProSeries,5527.83,939502,658.0,Hardware,22.8,18221.5,83.66,14.64,-53.226105,VaultKeeper,"$7,183,324",239.66,35.924591,1736.4,/var/data/batch_471.xml,2.66,2.19,Software,"$68,621,800",2020-03-13,725.28,45712,update,snapshot,BILL-269484,1136.3,3840x2160,9384-5904,Android,tenant-003,90436.0,https://api.service.com/v2/docs,-18.622172,18990.9,1280x720,60.8,"$8,640,748","-----BEGIN CERTIFICATE-----
EpAc4x60PvrkyprKVVL2Fq2F8frSZXVAmMCt6e+FIcxbCAH+udjZb6Lt+v4pJxwV
-----END CERTIFICATE-----",Infographic,"Vertex Technologies, Acme Corp",Windows,GN6JY2IN4,1,7580.98,The customer account monitors transaction histories.,56.16,127.6,10436,5044 Park Blvd,2430,1920x1080,2560x1440,110.8915,93736.7,407.83,59168,767f73b1e38f498114e77900e315ffa7e50db4d7b05e5b48b43df829d4f8aeee
9234,93.86,20:49:22,Sunday,9813995,-57.4275,195-72-1714,8515152973015,5104.46,-142.616861,78282.2,97890.4,1029.3,elizabethmartin408,3724,258.25,34.4,F5RZWC5JWPDNCH0Z5,7 days,High,100,3645.05,97.3,TEXT,EMP79896,"$85,731",24514,,91,Noah O. Garcia,658.71,ProSeries,962.02,82.8,69436.7,"[0.7765, 0.4574, 0.8763, 0.0175, 0.7122, 0.0729, 0.6033, 0.7739]",Male,ProSeries,77.9251,96.7,TechBrand,5827.9,538863,876.0,Services,35.1,37916.6,83.82,11.69,-177.731447,DataSync 3000,"$2,814,170",27.39,-53.809279,1152.35,/var/config/export_719.parquet,9.62,8.87,Software,"$773,858,223",2018-08-18,469.9,95615,upsert,upsert,BILL-416856,864.3,1920x1080,8262-7603,macOS,tenant-049,87859.4,https://example.com/status,-70.9059,9818.7,1280x720,92.6,"$2,569,114","-----BEGIN CERTIFICATE-----
3+z8TMz7uPesK/elenGewGf1j6tjpp8ln6DMstJ28Pod1nJC7smB7F5ev0xQQ+lV
-----END CERTIFICATE-----",Video,"Meridian Health, TechCo Industries",Android,3SKLL8NON,1,9177.1,The product monitors operational metrics.,604.48,19.5,22523,6072 Elm St,2028,1280x720,1280x720,98.9912,18452.3,906.04,16523,0fbc7819912e841c3a1aac62b45dcb65dcf52ee10b4b4fcb885ed291cc75d78e
1614,1.67,23:29:07,Wednesday,3209581,-62.7069,184-21-8843,3312065640207,9516.57,-91.687454,7870.1,92497.8,411.3,logan.walker469,562,57.65,45.1,W5JCXFJ68KP8WESJI,106 days,High,96,1827.33,140.5,VARCHAR,EMP78876,"$123,211",76674,,4983,Mason Martinez,102.06,ValueMax,208.96,560.6,3714.4,"[0.8977, 0.2636, 0.2833, 0.727, 0.5197, 0.8841, 0.2775, 0.445]",Unisex,TechBrand,92.6674,48.4,ValueMax,9118.14,2967318,902.3,Food,87.8,48979.3,69.49,85.18,-88.903779,DataSync 3000,"$8,042,755",69.27,145.114574,5359.21,/var/tmp/batch_778.yaml,5.09,4.24,Services,"$97,838,272",2024-08-15,124.58,43028,upsert,delete,BILL-620960,6627.4,2560x1440,3337-8267,macOS,tenant-032,21494.2,https://api.service.com/data/status/v2,80.283771,74054.5,1920x1080,124.0,"$5,779,059","-----BEGIN CERTIFICATE-----
6G7UEGs8SMNSa0Csc6JuK1PLOn1fTu6RtufPYvE+wLJrM7J2TGgSxIqsSh+awAVn
-----END CERTIFICATE-----",Video,"Global Solutions, TechCo Industries, Pioneer Software, Alpine Systems, DataCraft Inc",Android,L2Y3CKMOU,1,1131.66,The service manages transaction histories.,68.46,33.6,33809,8506 Elm St,2366,3840x2160,1280x720,124.273,62137.8,403.84,57075,9f3b0baa19986f78105395cc8e0c9d4add88e234ad1b265574760aa3a162b552
4383,5.11,07:53:56,Friday,8904988,-27.4964,573-10-6769,9742665327306,5441.07,134.208568,45610.5,2532.5,769.3,harperking312,6062,123.18,93.9,1YDXSPKN29L8C0CRD,344 days,Info,67,875.42,73.3,JSON,EMP22545,"$4,261,131",66897,,350,Richard B. Thompson,20.2,EcoLine,34.62,43.1,30767.4,"[0.6689, 0.2503, 0.9415, 0.7997, 0.5613, 0.6585, 0.6816, 0.518]",Male,ValueMax,41.5083,16.3,SmartChoice,1091.11,7922899,1863.0,Software,40.7,19457.4,37.04,80.7,121.404512,VaultKeeper,"$3,446,904",256.45,-115.684566,3939.02,/var/uploads/batch_644.log,8.77,4.13,Services,"$798,105,187",2020-06-27,35.06,21946,insert,upsert,BILL-709066,100.3,2560x1440,8634-8958,macOS,tenant-020,57963.8,https://api.service.com/docs/docs/status,-77.378402,90081.0,2560x1440,93.3,"$3,226,479","-----BEGIN CERTIFICATE-----
Um1L46NeLWiFb8SSFNHO/ks63sdtin4Lco6G4elogrgpuhSRa7J/KvkfdXS4yu2b
-----END CERTIFICATE-----",Podcast,"Global Solutions, Pacific Research Group, Acme Corp",Chrome OS,9QS9BL6UH,1,679.67,The system manages customer interactions.,777.32,22.4,64573,255 Maple Dr,2121,2560x1440,2560x1440,143.2113,80522.1,779.57,74963,d211cc40ada1f822ae304747badb5a9a21541ea600115a7ff48d4659d8a11e6b
8114,70.15,12:51:22,Wednesday,5265472,46.5912,XXX-XX-6838,9584435694665,31.92,138.532502,44289.3,64535.9,1640.7,noah.young403,4859,290.08,30.1,LIW0A5G2YNBVOVNZ1,90 days,Medium,81,3002.99,264.2,JSON,EMP23690,"$716,408",21286,,3600,Emma Jones,253.06,SmartChoice,371.33,1670.9,96294.2,"[0.2732, 0.0511, 0.3017, 0.8626, 0.085, 0.3115, 0.3701, 0.3375]",Male,SmartChoice,78.7524,71.9,TechBrand,190.69,5711732,954.6,Food,41.7,5594.8,85.07,67.97,-69.871643,CloudGuard,"$9,314,625",16.28,149.50405,8983.92,/var/tmp/export_498.parquet,2.14,4.3,Food,"$595,885,727",2020-10-16,406.02,99397,upsert,insert,BILL-361304,8379.9,3840x2160,6020-4177,Windows,tenant-034,94457.1,https://api.service.com/data/docs,-45.726727,70736.3,3840x2160,55.6,"$2,886,726","-----BEGIN CERTIFICATE-----
PfuhprIYIxWcQWG2as792Z3UtsFZjnkQhbY25VyMuHq0jKp/h++JpDmCQIOthAZY
-----END CERTIFICATE-----",Podcast,"Pacific Research Group, Pioneer Software",macOS,JL4HVHET7,null,6724.42,The customer account includes data processing activities.,872.01,67.2,27460,5630 Main St,1424,1920x1080,1280x720,35.9995,71656.0,5.38,16242,77e6bd1552f6d4f1570260a0855b5003eba385e335d7a6ab7bdaaf7b1effae46
2988,40.31,02:36:28,Saturday,6348588,-89.6382,767-43-7861,7244448535156,9607.96,-126.603868,34623.5,22409.0,1644.4,logan_wright721,5534,749.07,58.1,J5QXJXY5XTJAVZRLF,175 days,Low,1,7835.11,200.8,TEXT,EMP51107,"$4,868,208",33469,2020-11-03T13:01:34Z,4078,Susan Martin,828.03,TechBrand,542.55,1370.6,29006.5,"[0.3542, 0.2327, 0.1534, 0.933, 0.5727, 0.6224, 0.8028, 0.989]",Female,ValueMax,23.9809,15.0,ValueMax,3741.63,3905441,899.6,Services,49.7,7016.9,8.4,48.53,-40.491126,SmartHub X1,"$2,255,569",167.32,63.12928,8177.97,/var/uploads/batch_961.log,4.77,1.74,Software,"$549,308,450",2025-06-06,790.64,26157,snapshot,delete,BILL-270650,8974.7,1280x720,6206-3907,macOS,tenant-018,56221.7,https://api.service.com/status/status/docs,20.560174,5410.7,1280x720,92.0,"$5,469,077","-----BEGIN CERTIFICATE-----
wDV6rme3akmrFxE18xZrpAgF4J3W03/AqUFl1zhyNWPWWvekHPZoAewR3uoeF03A
-----END CERTIFICATE-----",Infographic,"Meridian Health, Skyline Partners, Quantum Dynamics",Linux,87VGA90W0,CURRENT_TIMESTAMP,8916.59,The product monitors customer interactions.,23.8,57.8,33400,9085 Main St,957,2560x1440,1920x1080,125.3265,56570.8,119.1,28210,4f24c464bb98033a2da5cf5d6ac6f5a92106bcf37cda1525d5b7deffd11c3686
6115,93.05,12:03:38,Sunday,8037125,-20.5032,596-16-8481,7727838797622,3583.3,105.313922,83733.3,3524.1,1353.7,olivia_martinez309,447,911.13,65.8,80IOCKZ0QPF3I32IU,168 days,Info,25,755.51,451.5,TEXT,EMP24342,"$2,115,695",49079,,2342,Jessica Williams,176.88,EcoLine,757.62,1354.6,87921.5,"[0.3894, 0.4766, 0.906, 0.5513, 0.6326, 0.2011, 0.6698, 0.2314]",Female,ValueMax,36.8564,26.0,EcoLine,4957.26,5514212,417.4,Software,37.6,36376.6,93.44,88.69,-159.422837,FlexPay Platform,"$3,381,102",252.25,143.821129,5342.79,/var/uploads/daily_678.json,4.65,1.02,Food,"$356,883,369",2021-05-12,599.55,58470,snapshot,insert,BILL-922918,9701.9,2560x1440,2191-7055,Windows,tenant-043,13362.7,https://api.service.com/api/api/api,49.397091,83557.3,2560x1440,113.8,"$3,562,176","-----BEGIN CERTIFICATE-----
vAZI+JXpTOkWosZjCu4oHOexp7Ij65WBxSjP8VAgKAoiSTQQvmpLAiSGaLXsviLG
-----END CERTIFICATE-----",Video,"Vertex Technologies, Global Solutions",iOS,KGXFG62ZY,0,1516.85,The service represents data processing activities.,546.56,31.1,85724,4200 Maple Dr,2843,1920x1080,1920x1080,109.1769,80985.2,593.98,90818,741ac5738f8f52566f37544fcf007ec65c2fadcb2544d1025061c48c5849f90a
8754,78.75,14:59:32,Friday,1193071,52.1176,282-21-4343,2635190438957,6689.87,99.833967,54609.2,94947.1,1593.4,anna.king114,0288,233.0,32.3,N9VCAU3YCYV11G05Q,44 days,Low,11,7009.06,110.5,JSON,EMP58063,"$749,713",35892,,3732,David Q. Lee,948.92,SmartChoice,437.03,1476.3,8313.7,"[0.4574, 0.5077, 0.7322, 0.1961, 0.9293, 0.1551, 0.5334, 0.8281]",Female,TechBrand,66.6231,124.2,ValueMax,780.65,4774613,1454.4,Clothing,1.6,17502.8,21.45,50.72,-63.71005,DataSync 3000,"$5,445,697",168.89,-133.893906,7485.01,/var/tmp/daily_130.json,9.86,4.37,Services,"$833,044,730",2020-07-31,617.41,64171,update,upsert,BILL-663179,2213.0,2560x1440,8523-9424,Chrome OS,tenant-008,68977.6,https://data.io/api/docs,-18.476015,35951.2,2560x1440,74.0,"$3,202,584","-----BEGIN CERTIFICATE-----
BJ2eLjRqIOy1TlzTYYGMr9/R5WjqIskJvD8QPHKncoGfs9UvJZPoVPAzY6ycTh25
-----END CERTIFICATE-----",Podcast,"Vertex Technologies, Meridian Health, Pacific Research Group, Quantum Dynamics, Beacon Analytics",Linux,0PAB77BN2,null,7277.08,This record includes transaction histories.,456.59,45.9,79439,3902 Elm St,3384,1280x720,2560x1440,82.4865,24435.7,200.99,99906,d377ee4e3b69c6476242de83fb6f5e8cff675b8d861a26c1bbcf5871675f677b
7932,31.65,07:44:27,Monday,3677485,-78.9095,493-18-9139,4557117595476,5812.79,-29.479479,32404.1,7757.1,557.6,sophia_brown807,998,489.2,75.0,3YRQJA4Y7HCYKKEGX,346 days,High,4,4267.23,264.1,BOOLEAN,EMP92838,"$4,115,754",2978,,1876,Jessica B. Brown,439.39,EcoLine,893.12,1464.4,36522.2,"[0.0903, 0.3281, 0.1512, 0.5119, 0.0199, 0.6431, 0.0117, 0.1096]",Unisex,SmartChoice,147.0518,32.0,EcoLine,3926.01,2710122,796.0,Services,9.1,18226.2,23.95,18.72,-63.490119,AuditTrail Plus,"$5,431,427",0.18,115.657211,1285.03,/var/uploads/export_7.yaml,2.76,8.05,Services,"$53,861,249",2022-03-31,481.13,12770,upsert,snapshot,BILL-569215,6179.1,2560x1440,4081-6598,Linux,tenant-011,15402.3,https://example.com/users,-53.032078,58161.8,3840x2160,36.6,"$9,910,835","-----BEGIN CERTIFICATE-----
g/+IlcMVdg8V1T60CCMSV+XvjzQew8BEGocPjMUlSCyQii3M6v0XE/WvITXFAv0Z
-----END CERTIFICATE-----",Podcast,"TechCo Industries, Global Solutions, Beacon Analytics",Linux,VTLE8YMYL,false,387.84,The system monitors operational metrics.,152.26,59.9,69670,2636 Elm St,2035,3840x2160,2560x1440,23.11,12589.7,293.48,14737,08f3e592c59af6fb45c06aea8db9b195b24040e455a3384398da9d185cb345e5
244,73.23,07:50:34,Friday,ID-739627,-12.335,872-55-8769,8651391538018,1228.08,-143.088804,11663.0,31463.5,1427.8,lindathomas760,4289,857.76,19.8,U4I9Z48P8PO7VZT8O,330 days,High,44,370.13,127.5,TIMESTAMP,EMP26502,"$2,506,886",50122,,836,Jessica Harris,14.6,ValueMax,289.75,1768.5,18555.6,"[0.4668, 0.3395, 0.5942, 0.6462, 0.6655, 0.8296, 0.017, 0.1456]",Female,SmartChoice,142.3883,96.9,ValueMax,3580.39,2347326,1536.9,Hardware,74.0,21523.3,20.86,24.96,-146.582353,NanoCore SDK,"$9,040,734",61.64,-165.548635,7481.24,/var/exports/daily_155.json,4.79,3.27,Food,"$354,077,337",2023-10-29,319.4,489,update,upsert,BILL-167978,1431.4,2560x1440,1731-5629,Android,tenant-010,90714.3,https://acme.org/v2,-9.196081,97648.9,1280x720,47.1,"$4,636,613","-----BEGIN CERTIFICATE-----
5Qf+8nvUdSAorH3L4hMvRxfHVvS1Fqj0wUajJ9tHIgw0+/Yw8V88URzZ2/7oQNVX
-----END CERTIFICATE-----",Video,"Beacon Analytics, Alpine Systems",Chrome OS,8J55LJ2PA,CURRENT_TIMESTAMP,3514.74,The service tracks operational metrics.,133.24,93.5,59371,3465 Park Blvd,2013,1920x1080,3840x2160,92.2743,58226.0,522.58,61245,8282b259a4cbd553ca5bc4483bced0846ab8177b7bb513e9cc90883a4f670062
763,26.32,03:55:35,Friday,ID-195793,-70.6484,604-58-5620,1642338204873,6840.34,-112.367364,99242.9,289.0,1348.4,ethanwhite132,488,0.82,97.3,XF4SP4DTVG08ML8MQ,276 days,Medium,55,4423.6,241.2,TEXT,EMP29368,"$329,765",34848,2026-12-27 16:34:59,2420,Aiden Young,263.51,ProSeries,699.99,1864.2,32418.1,"[0.589, 0.9527, 0.9793, 0.0624, 0.1112, 0.006, 0.9685, 0.5692]",Male,TechBrand,79.5566,47.5,SmartChoice,7894.46,1375077,1814.5,Electronics,80.4,20693.3,71.77,17.14,-19.730446,VaultKeeper,"$1,029,697",352.84,16.455733,4242.9,/var/logs/export_533.csv,9.71,0.71,Hardware,"$458,359,793",2025-11-06,194.5,69258,upsert,insert,BILL-667982,983.6,2560x1440,1995-3446,macOS,tenant-028,2342.8,https://acme.org/users/api,-26.589771,24712.8,3840x2160,41.7,"$8,893,759","-----BEGIN CERTIFICATE-----
58cw2pRHpvRNLqSegLbyTnh1OfK2HgUCjQ3kTbgWh8zL1ZqbrqtWRqEV3YY6RFSb
-----END CERTIFICATE-----",Podcast,"Quantum Dynamics, Global Solutions",Chrome OS,VUF9X4D7M,1,2204.42,This record manages compliance records.,430.75,29.7,35259,932 Pine Rd,1534,1920x1080,2560x1440,27.7469,977.7,716.49,85579,fdf6a2c79043302a9a30edadeef97d6535e9022303b0dbe041a66fd873fad228
9932,65.1,05:23:49,Friday,5315298,-67.2934,137-72-4227,7459349289430,1075.75,43.841053,17156.4,30682.1,647.0,aiden_garcia519,845,682.65,64.6,P1HSFMI6UQINV2N8X,42 days,Critical,44,7263.42,171.9,BOOLEAN,EMP34206,"$2,239,574",20311,,1068,Robert Thomas,309.28,ProSeries,213.61,880.2,49516.0,"[0.1613, 0.2924, 0.2412, 0.3703, 0.2219, 0.4243, 0.9008, 0.5632]",Unisex,EcoLine,133.6203,62.2,SmartChoice,1805.16,7614514,294.1,Services,94.0,11606.2,52.24,98.57,-18.939785,Sentinel Monitor,"$6,976,256",139.44,-17.466538,4150.19,/var/logs/export_795.xml,9.83,2.87,Electronics,"$123,317,364",2018-11-29,80.06,83903,snapshot,insert,BILL-789548,7021.3,1920x1080,2998-7364,Android,tenant-034,58588.0,https://acme.org/docs,25.806293,95747.8,3840x2160,40.5,"$7,487,270","-----BEGIN CERTIFICATE-----
fX/7hNEfnN4e2UVqxtcGDoB5F7hYuWiHGw94+gqn993lkyLkvG7XjUCpBh8cngAK
-----END CERTIFICATE-----",Article,"Global Solutions, Vertex Technologies, Alpine Systems",Chrome OS,BHVABAS3F,false,8668.33,The product monitors transaction histories.,148.13,114.1,43948,9852 Elm St,3154,1920x1080,1280x720,129.3165,21474.4,72.19,71732,aa7ddb9acfeeed95d7068f48728cc6f71d61cfd09f7ae2102a83f5f91d5a6571
727,96.19,16:11:17,Monday,TXN-434461,98.0554,XXX-XX-9857,8213992845896,9042.31,127.366569,19022.6,2883.6,1841.5,michael_thomas229,204,952.56,27.5,F3HQ501E1OX0WGKXV,207 days,High,67,7752.42,353.3,INTEGER,EMP15973,"$3,084,935",48649,,3297,Anna Garcia,145.29,ValueMax,240.17,1527.6,76552.3,"[0.1721, 0.4193, 0.9604, 0.0087, 0.6918, 0.4754, 0.7109, 0.5202]",Unisex,EcoLine,127.1107,0.2,EcoLine,4258.54,8598879,235.7,Clothing,71.9,3498.9,96.53,93.41,118.845217,AuditTrail Plus,"$2,557,148",114.48,-160.540307,6334.83,/var/logs/export_356.xml,1.09,9.12,Services,"$547,768,420",2022-01-09,956.62,83231,snapshot,delete,BILL-688553,8838.6,3840x2160,5191-5010,macOS,tenant-008,13148.3,https://data.io/data/status,-84.026982,84280.1,1280x720,70.9,"$6,985,565","-----BEGIN CERTIFICATE-----
Gs8OBteoFd1PUJb3iO7/SWalqRQ9DfYYKnJH8QMCXPLU+JUv7R6idKMFpiObT3qw
-----END CERTIFICATE-----",Podcast,"Beacon Analytics, TechCo Industries, Skyline Partners, Acme Corp, Alpine Systems",Linux,2X21JMHHY,false,2945.77,This record tracks customer interactions.,278.19,103.1,82542,2888 Pine Rd,4933,1280x720,1280x720,113.6717,74488.1,85.96,54344,11727720b97791bcd78abf62fa30a40f2e636d5f7c8254d84e14ba5805cf4795
1377,2.6,16:28:13,Friday,294982,11.3443,435-96-6137,4734762474468,7444.45,-170.8601,70489.8,40758.6,1821.4,james_harris793,8816,938.09,96.4,K7TSUZJJIZM934FLI,36 days,Low,69,2588.55,144.5,TEXT,EMP27889,"$2,409,173",35377,,2135,Ethan Clark,938.07,ProSeries,795.44,737.4,44942.5,"[0.3774, 0.02, 0.8942, 0.1784, 0.2084, 0.5069, 0.8686, 0.0041]",Female,TechBrand,96.8099,65.5,EcoLine,8383.7,7120864,629.9,Clothing,10.4,37764.4,53.19,26.1,-169.686573,NanoCore SDK,"$6,705,568",216.38,-90.044616,9422.53,/var/config/export_611.csv,2.49,6.99,Clothing,"$215,368,089",2021-01-01,187.96,32238,delete,update,BILL-196762,6221.9,3840x2160,9403-6357,macOS,tenant-039,68361.2,https://acme.org/status/users,-12.521656,51764.6,1920x1080,92.3,"$4,025,743","-----BEGIN CERTIFICATE-----
ZtBPYYyvPCJqIaPBoeVGnx8gegwuf+sAJSzvHmshL+2AS1gFkSsfzWZHEPRjABke
-----END CERTIFICATE-----",Infographic,"Global Solutions, Quantum Dynamics, Beacon Analytics, Catalyst Ventures, Pacific Research Group",Chrome OS,WZBXQYPTH,null,9625.43,The customer account tracks transaction histories.,532.26,7.2,48443,1076 Elm St,2168,3840x2160,1920x1080,73.2576,48961.8,147.33,38566,764fb184e41efbf8e90bc60d7dc3f7689d80801f8be7e550eb6da9a38351f3e9
6382,62.42,06:11:07,Thursday,TXN-167131,52.7228,571-38-6477,2078928112343,4236.75,-161.542581,62674.9,42584.7,272.6,harper_clark419,8265,38.21,33.6,U5HNFT6CP7OFRR8O4,283 days,High,100,9796.2,320.4,INTEGER,EMP74641,"$4,661,656",11374,,3880,William Rodriguez,556.87,ProSeries,815.83,1271.5,72211.8,"[0.7935, 0.4929, 0.7633, 0.7932, 0.1071, 0.326, 0.4932, 0.1974]",Male,ProSeries,24.8352,60.8,ValueMax,9427.08,2286355,134.9,Software,91.2,47020.6,87.42,95.0,-8.008488,StreamLine ERP,"$319,485",275.44,134.584598,1351.61,/var/exports/export_606.xml,0.47,1.08,Services,"$658,233,087",2022-05-24,280.44,24271,insert,delete,BILL-792203,2317.4,1920x1080,9328-3219,Android,tenant-035,28708.9,https://data.io/status/v2,86.296342,1247.1,1280x720,97.2,"$2,516,906","-----BEGIN CERTIFICATE-----
jE66M7ik1aI2PlYfT7d6nvzBxUoEhVLlAgJ6dFIJrRFdc+Bqzb2kAT63OKVmdsdb
-----END CERTIFICATE-----",Article,"Catalyst Ventures, Meridian Health, DataCraft Inc, Global Solutions",iOS,O0Y4JUCB1,false,2001.59,The service tracks operational metrics.,172.03,87.7,31368,5132 Maple Dr,3633,3840x2160,3840x2160,37.8653,81369.6,597.12,64670,7f2585f6b66b382fbcda445e2ad7692444500123a182a14d7d0cb1cddd917f25
