txnamt,p_504,meta_cvv,bank_identification_number_field,f_961,col_836,paypal_acc,src_username,customer_card_verification_value,billing_acc,HASH_IDENTIFIER,strategic_plan,crd_verification_value,billing_account_field,dim_routing_number,CRYPTOCURRENCY_ADDRESS,field_802,iso_4217,d_shyz,card_verification_value_val,billing_account,salary_compensation,raw_ph_level,binary_value_val,billingAccount,rflgsb34,cryptoaddr,decimalFloat,fraud_score_v2,timestamp_v2,expiration,x_921,var_frau,meta_pmlg,salaryCompensation,bonus_variable_pay_field,trend_growth_rate,col_addre,priceCost,checksumHash,bank_identification_number,v_jmdr,default_value_field,bankIdentificationNumber,marital,partition_key,fglbx30,bankAccountNumber,content_type_6,continent_data,insurance_id_22,field_uwtx,BANK_IDENTIFICATION_NUMBER,card_verification_value,routing_no,credit_score,payment_card_number,customer_flow_rate,bin,caption,paymentCardNumber,routing_number_v2,global_trade_item_num,BANK_ACCOUNT_NUMBER,payment,issuer
58232.00,"$25,533",4315,499804,CAD,7779,susan.clark@outlook.com,patricia_garcia284,673,BILL-156303,cf2bf3e9a4cb8ff20f9c3989e6a035ea52a85acc94627e3034901b7f4261f1be,Expand APAC market,040,BILL-232482,129927430,0xe2f32bf48aa0c995dfdfc4b97450b33bc8cd0afa,VXG,CAD,'',5612,BILL-153147,"$212,958",3.42,1,BILL-735468,92.3,0xd45a2f9116cbb30fcf5992cbbb1e1b45ba2de8bb,2473.0415,71.1,2021-03-05 15:33:24,05/24,"[-0.1969, 0.2531, 1.8845, 1.1386, -0.8379, -0.1114, 1.1002, -0.9946]",7.7,0xba3ffec9fa739470e4f5b4fe9f2f7d73f9da1fac,"$77,716","$49,745",22.64%,"7378 Pine Rd, Houston, GA 46706",6354.15,4381c2421f95eccf6591b886316047b6fdcee63fd76617ac8739405e49baba9f,46283,0600,false,3733689,Divorced,tenant=us-east,Thomas et al. (2002),83831842,Image,Antarctica,INS-311404,2401,3757578,312,783495521,536,6011-9772-6507-9349,341.28,601139552,Figure 13: Distribution,4408-9208-7271-4945,192439201,8721117559591,0413729583,"$54,485.75",56387
2908.95,"$2,618",564,3771937,AUD,9252,sarah.thompson@yahoo.com,liam.white75,374,BILL-281706,eecd38819df8a1b1768deb1b42bc1a2573240c9816c5491f43bdbab37686f0a7,Launch SaaS tier,8565,BILL-443612,253976375,0xe8e3d1cd9133b3863ce38acdbeba1c30fae76683,HMI,BRL,0,147,BILL-881385,"$174,907",8.24,1,BILL-747570,46.7,0x71d0bebfba7e1bbd365479df58e704fc50449432,1915.6489,71.5,2020-01-14 21:44:21,02/27,"[-0.3251, -0.2115, 0.261, -0.771, 0.7022, -2.0668, 0.1752, -1.9385]",4.6,0x3a8589a66aab82867924527bc7009e9ae7ecaf6c,"$64,067","$10,287",18.67%,"1764 Park Blvd, Sydney, FL 23828",4865.39,9c5a5d960e4e046338620b13489f01d441d3d4a834cb858ad96fc026773faace,3797477,3993,0,375051,Divorced,region=us-east,Moore et al. (2024),1756889642,Article,Europe,INS-634051,3013,57157,9104,288343521,815,4055-2482-1666-1055,580.95,60115681,Figure 10: Comparison,3779-4702-0450-3323,388671678,2030520296715,730232175574,"$94,454.07",45734
91659.69,"$31,356",119,44397,INR,1451,amy.walker@yahoo.com,john.lewis987,3237,BILL-940541,616b550323e6eca33af7ae35a497e6781838c27f7a48db6740f4b73db890a880,Acquire competitor,2183,BILL-269621,306308624,0x1fcb3a9e5e08177e0ff18c969d8be7847a4709d4,RLY,USD,0,8049,BILL-997186,"$163,775",11.57,1,BILL-857085,98.3,0xb34d02233f8d368463166e892606d022cf173a05,9445.2391,15.2,2025-05-03T02:32:14Z,02/28,"[-1.3298, 0.381, -0.5069, -0.8372, 0.0392, -0.9543, 2.0516, 0.6127]",85.4,0x6ad2021b71e8f56c7003fd5667d97d631332846e,"$192,024","$10,407",4.01%,"9817 Maple Dr, Paris, OH 17875",7724.73,022d04c04183da910d9555ee9c60379ebe187d8e059b9388d28dae62ef4f25db,55416,4625,1,598125,Divorced,tenant=2024-01,Thompson et al. (2002),079369303066,Infographic,Asia,INS-217339,2151,57939,368,094848751,437,5126-3226-1695-9721,180.36,42551,Figure 7: Timeline,4793-9518-6322-5170,324852539,6709693416100,759175635090,83994.79,40622
"$10,967.99","$48,142",247,60113444,JPY,5525,harper.taylor@gmail.com,ethan.young184,949,BILL-798877,6bb2c5bab56e2764d364f5ac26cad10d67328176a4a344df85aaf57915c58708,Acquire competitor,9836,BILL-437505,050205268,0x76397ceb5da16885ce3e22cb2f99c536f1158b22,JMR,CNY,false,6552,BILL-867154,"$242,855",12.14,0,BILL-853977,54.0,0x7bf6f84a01e34a16640683e1b3028c9dfb7829d3,-914.0071,76.7,2023-11-11 22:00:58,12/27,"[0.1269, 1.06, -0.3924, -0.5797, 0.6358, 0.2674, -0.6934, -0.5711]",82.1,0x7534e40abd5b9dcf3e92d73d32055577d92220fe,"$178,036","$9,283",-23.37%,"1112 Park Blvd, Denver, TX 92363",6273.26,eaae16b13c2aec062fb9292d425b4fccf1692fd28b81159635ae0b0d4bbed47b,3796718,1072,0,3725763,Single,dt=us-east,Miller et al. (2020),2247258425,Video,Asia,INS-502280,3589,601176269,718,650683311,618,5993-9337-1937-3472,457.74,56870,Figure 11: Timeline,6011-3522-6132-4741,300201511,5922343459790,98131113,40693.79,371173
56008.06,"$44,286",451,60113169,BRL,0990,sophia.johnson@gmail.com,richard.lewis29,324,BILL-127168,a22c45a651122d604dd90446cd7f6d048ea91bc6ac90ab720f86e6a8e05433f3,Acquire competitor,4198,BILL-589064,960370642,0x51095b8e35cc912d76ece4eb38a77730a5b4723f,EKZ,BRL,CURRENT_TIMESTAMP,897,BILL-348398,"$38,996",4.23,0,BILL-820648,46.6,0x578871719f932cc6ef914792b975b66f818cfa89,5244.2108,91.0,2024-11-15T02:50:20Z,08/30,"[-1.0747, -0.5223, -0.4498, -0.1432, 0.829, 2.082, -0.6737, 1.0934]",28.5,0x992a90430a6c0bd152efe2acaeaf91900d8adee1,"$179,513","$6,189",1.11%,"9044 Maple Dr, Toronto, FL 12204",9445.36,c475b24f9b9f83287dbd70303a7f68dc2560c244917bfc409d5141f0fef43612,376284,5324,0,55301,Widowed,dt=acme,Garcia et al. (2012),8770141756,Infographic,Antarctica,INS-835741,719,43284,052,865028624,358,6011-9479-7522-1831,232.19,60110202,Figure 4: Timeline,3742-7727-4653-0520,200729363,3595228379196,02627112,7367.09,404036
"$10,210.98","$26,353",559,601191577,BRL,3429,mason.white@gmail.com,michael_robinson62,2064,BILL-548204,c44b7d7bbfcbbc20bbbf234d024c8b63faac6ec3b89c4f80dfc4436b7d61180d,Launch SaaS tier,8726,BILL-940236,729759523,0xb444c78ef982dd9471b8d89a7151c87e309c4263,BEG,CNY,0,3832,BILL-706395,"$55,744",12.06,1,BILL-910085,45.0,0x60578228b979e955c6f3cfedd12c6158b96f211d,6860.7929,98.0,2022-03-05 01:55:38,07/25,"[0.5644, 0.106, 0.2434, -0.5659, -0.7571, 1.5175, -0.6309, 2.0318]",58.5,0xc8067b4dbc52ad25a4dc0d7062c4771d61da8029,"$224,914","$31,606",-3.27%,"328 Main St, Toronto, WA 11770",8611.81,08323ff08d14dee9dfca297c7921a1cf17e512644efc04f6bce83b5599b26822,60117458,2886,1,48635,Widowed,tenant=us-east,Lee et al. (2016),3752163675,Image,Oceania,INS-333917,4337,487418,838,649059992,333,5358-8545-7690-8426,747.15,3785806,Figure 18: Distribution,4245-6361-0489-6405,157617322,0421754984289,60742195,"$92,138.65",54336
35325.04,"$33,107",1437,52669,CNY,9625,noah.anderson@yahoo.com,mason_martinez114,8623,BILL-885955,a3c6133d918ffee2e04e806ce83b8d5f71c23a08a3aa0d7386bb3181edc32f96,Acquire competitor,408,BILL-886455,593722561,0xef2640539f6d399ff2e609a6ce83e361a2a40bfc,NJZ,INR,null,1075,BILL-356501,"$91,773",10.05,0,BILL-568404,9.3,0x99800987a81c30e9e56859a64f191ef232d40f7e,5096.3718,85.3,2020-12-12T09:20:47Z,12/30,"[0.9288, -0.0568, -0.5923, -0.1368, -0.4587, 0.3434, -1.626, -1.139]",90.1,0x38362da100ec66add920ab47ae54f12d1a1d0898,"$239,861","$12,326",-2.92%,"4622 Main St, Los Angeles, CA 41875",9818.61,e991176ae8cf6b72c88606a50dcd356662405a538991707923e246df81bb0d7b,601113693,5430,CURRENT_TIMESTAMP,423411,Married,region=2024-01,Jackson et al. (2022),191491523714,Image,Europe,INS-872650,5976,507253,194,935964898,641,5753-9702-8389-3049,386.52,57133,Figure 1: Timeline,3735-6830-6273-5657,386538396,8171568962290,17841549,19973.76,50589
"$60,691.25","$14,420",9235,601178872,CHF,8289,james.jackson@gmail.com,noah_anderson549,378,BILL-175919,665b130d4f239ab005e1e2fbc87fd07e41b1a94b68889d4298949b6eed4f5cb0,Expand APAC market,626,BILL-958555,894105722,0xafd2208d5c1a8edce6051a6a49c4c73898b9a168,FPX,EUR,CURRENT_TIMESTAMP,372,BILL-488644,"$67,629",10.38,1,BILL-366876,99.1,0x5f80728c0b40f2ef18d9ae075c4f6ddc4becefa5,3482.8897,9.7,2024-11-14T20:45:16Z,06/27,"[-0.2105, -1.4935, -0.8759, 1.4167, 0.9358, 0.6063, -0.5151, -1.7816]",15.4,0x3e9e26eb7df19379f9772207274fca2d11948777,"$206,567","$6,096",-8.96%,"9651 Elm St, Dallas, GA 36962",8994.24,21696b45d81408ad3682324757a41fe6dd199353445c289fbc78879fd48b2756,44486,6552,null,60119759,Single,region=acme,Harris et al. (2020),238291382086,Article,North America,INS-951383,6024,377669,365,987734902,587,4700-3258-5950-6451,65.42,44977,Figure 19: Overview,5247-6238-1787-7759,095158555,4118903690543,3827598072,26687.31,60117623
60862.40,"$11,413",766,437932,CAD,0796,liam.miller@gmail.com,michael.robinson893,781,BILL-265369,affcde9d59f03a312a510f3a84cf45e23b97f2083633da7dd861876bedc2c056,Launch SaaS tier,416,BILL-591684,822541205,0x2eedd4030771aece619b233d587d3137bf5afe16,JXI,GBP,0,5119,BILL-887588,"$80,089",2.21,1,BILL-675563,47.6,0xfeba6323128396706df97c94f37e96957f607c85,-435.0706,56.9,2021-07-28 13:11:30,11/29,"[0.6922, 0.7398, 0.7762, -0.9225, -0.6587, -1.1152, -0.9088, 0.4097]",5.0,0xca21de92f3f60006d7a47ed7540bd2a69ee575e7,"$143,941","$31,160",-35.23%,"9079 Main St, Paris, IL 11787",9741.17,a40f6e9ede60a3c98913731e4dc94364dfaa3fdca41d5929873a04d6275009dc,3769860,1530,1,601187828,Married,tenant=us-east,Moore et al. (2016),6112912091,Image,Africa,INS-524306,9789,60114231,4357,379744272,600,3785-9462-9034-5797,425.59,46319,Figure 12: Timeline,4590-3506-9285-6753,139877693,5594933150397,974844229607,93717.56,376823
85377.19,"$17,490",8699,57536,BRL,0332,emma.johnson@outlook.com,elizabethwilliams244,0391,BILL-827408,b2bfe1844d43a67ef61d844309ed3f42fb186dd5862d1bd490394927f63e09c0,Launch SaaS tier,7172,BILL-721231,031424239,0x513a4305e70a27b34ff4ed3a1a229a0b016a490c,IGY,CNY,null,3714,BILL-274242,"$188,812",6.25,0,BILL-755225,63.8,0x49eb2cc4cde17cc954b8ff507460a43b24eccb96,3190.7798,48.0,2025-05-12T08:58:46Z,01/27,"[-0.6306, 0.5204, 0.8551, 1.0459, 1.2621, -0.8282, -0.2208, 0.0361]",78.9,0x323785118864810ddac567be0f7eaca90aca73de,"$237,086","$42,083",26.48%,"4457 Main St, Paris, FL 79157",2722.08,69bdabab791c3614c481f668120e8f18ef329c08ccf1ea5584d29a00a95c642f,3719023,1612,CURRENT_TIMESTAMP,371145,Married,region=us-east,Miller et al. (2024),71615681,Infographic,Oceania,INS-268124,2369,545444,9487,160625663,504,4096-8120-0987-1725,43.28,546577,Figure 15: Comparison,6011-6042-8631-0113,761726077,5065695299281,3834175250,"$97,967.43",44401
53339.23,"$1,031",0005,478334,BRL,2562,mason.miller@yahoo.com,jennifer_williams899,1582,BILL-127681,5547332033d1a13be0080078075a3b29589e2f09883c7dc26a85e910053095a7,Launch SaaS tier,9764,BILL-722722,826416704,0x54defa52b2c11fceb342c86de5a90efb996eb8e1,FAE,CHF,CURRENT_TIMESTAMP,042,BILL-480863,"$120,669",0.58,0,BILL-562852,83.3,0x89318e14b59ff2d6c300bbc512617e07c3257f1f,9260.4615,49.1,2018-04-24T10:20:39Z,06/25,"[-0.2214, 0.285, 0.8706, -1.04, -0.3168, -0.1697, 1.5627, -1.3844]",48.5,0xf94ecd788983059b509deacc232db21143a0e6cf,"$171,786","$36,607",-47.28%,"373 Oak Ave, Austin, NY 22786",9541.65,0cfba0516bee391f78e4884c0da0a8a9b3502ffaf6b91b425167810dacb09016,601135535,8443,CURRENT_TIMESTAMP,601125802,Widowed,region=2024-01,Miller et al. (2010),6490259052,Video,Oceania,INS-825859,2908,3778903,856,141038701,658,3707-4016-9322-6310,721.11,601101037,Figure 19: Overview,3792-5740-6009-1272,385995961,9334725145521,71901143,"$98,772.22",507899
36869.77,"$34,555",8923,3740497,AUD,8087,robert.garcia@yahoo.com,aiden_king481,091,BILL-591471,d3c344478c429681ffea81f281df6cf43d708c82a8d9eb661130d430f33408de,Launch SaaS tier,1879,BILL-358904,104745377,0xac640612d3b2e47f531ecbf48cbf399aa49f0c72,GML,GBP,false,009,BILL-812350,"$228,442",10.65,1,BILL-589586,74.1,0x5c3d03b88663033f9cbe3b1f4af9d55fd9b2eb47,4269.5696,23.5,2021-04-23T03:51:27Z,12/29,"[-0.3656, -0.3798, 0.7422, -0.1892, 1.3692, 1.0805, 0.0837, 1.0647]",8.0,0x14939d9d5902c7162a49c911e7d3e686f5e615b4,"$59,948","$4,571",-23.51%,"7010 Main St, San Francisco, IL 40456",6502.66,00269c221a6e69e84f90405a6ae26f7ca54779e5f8f3366f4cf8a6ee1eed7d3a,60111386,8720,false,507106,Widowed,dt=us-east,Anderson et al. (2013),1894231894,Video,Antarctica,INS-433237,9794,371619,768,336960227,510,XXXX-XXXX-XXXX-9532,174.06,512990,Figure 7: Distribution,6011-1826-0646-5601,818086917,8576597072483,7477944149,"$77,317.92",580851
"$75,581.12","$37,897",4792,3720783,USD,1001,sarah.robinson@gmail.com,linda.brown217,342,BILL-670244,8f80916f334184c7488432b763934c5523b48e733d6c68bf98bdbe053fe5929f,Expand APAC market,437,BILL-438372,885470005,0xb146063ef5f218f5f955c1014a3f9349cdf825c0,KPV,GBP,false,4699,BILL-516380,"$211,304",1.3,1,BILL-745309,59.5,0x4e84bce205685cce4820b8e0d664a9d157bd9ceb,5703.9869,1.9,2022-02-05 17:38:00,12/28,"[1.8643, 1.4053, 0.493, 0.5202, -1.4882, 0.4233, 0.9943, 0.1093]",89.7,0xfcacfb54256c25a72532e468270ca817a8e5eed0,"$227,361","$40,509",26.71%,"3851 Oak Ave, Paris, WA 99435",476.38,ccc8a9d783b34dbf52114c97003f93c355dff527a0dcce90d96257903f0f014a,507186,7699,'',3709428,Single,dt=2024-01,Garcia et al. (2007),174428888282,Video,Africa,INS-269539,7657,56309,3019,535884741,518,4459-6329-1571-0770,287.89,374597,Figure 16: Timeline,XXXX-XXXX-XXXX-5064,098196763,5149324934155,056748558615,51100.07,461760
"$29,268.55","$13,518",439,48282,JPY,6736,elizabeth.brown@outlook.com,lucas_walker229,963,BILL-218897,5f625ec0b4bfb65a47990b9e0ce033259befc269dd1492e4d74ede7d060dedc3,Expand APAC market,902,BILL-369493,546833885,0x792c350f69c18a3cbc52bbd47dd0730515070628,CFU,USD,1,204,BILL-100444,"$242,535",0.57,1,BILL-864398,55.6,0x3300765b37845e370d2f4cfae2974c576f6c6f68,1564.4862,14.5,2026-06-03T09:50:23Z,09/24,"[-0.9373, -0.1917, -0.2074, -1.6394, -1.3137, -1.2238, -0.9434, -0.7525]",96.1,0x15a457c08fe4e4711dfb66a0637ad597f72b127a,"$161,274","$24,760",-17.89%,"1087 Main St, Phoenix, PA 21228",1103.27,1d89ef799b1784ed3815fbe312efb12c4ba8cf64acd8b022dad89898cac6e31c,371723,8436,false,44140,Divorced,region=us-east,Thomas et al. (2015),5732871985,Infographic,Europe,INS-536257,5329,481258,5502,517783219,545,5826-9797-3344-4204,794.09,378704,Figure 11: Timeline,6011-2078-2318-3866,836384509,3048892075001,996023310062,"$76,598.07",3779105
99394.61,"$3,394",6047,60118957,JPY,6347,olivia.smith@gmail.com,loganwhite331,7646,BILL-364668,1fd09bd7f40a42c269b2cd41ecf1f44791fd7230bfea5a456ad17dde3f423517,Acquire competitor,621,BILL-164755,981604488,0x127ecb205f220f4f3e21f3a1744f94cfe69d0a7d,FBI,CNY,0,121,BILL-120603,"$169,351",0.16,0,BILL-347940,41.4,0x495da8aa30eaad4e87874001ba75e9b77ae35172,5965.423,9.9,2018-05-03T11:33:41Z,02/26,"[-0.8409, 0.0562, 1.4211, 1.0362, 0.6657, 0.0543, -1.894, -1.4181]",97.6,0x601f41063cbfb50d7098a6713c38c532c02f0190,"$131,708","$13,058",-17.57%,"4614 Cedar Ln, Paris, IL 91333",182.42,3c553b251ec022b83cb1a939fa78e833c06490544c3a5691136c29a6b8fef9b4,60115576,5409,0,431058,Widowed,tenant=us-east,Taylor et al. (2014),126147963342,Infographic,Africa,INS-291170,7263,3773866,853,891267777,764,XXXX-XXXX-XXXX-6068,156.79,487866,Figure 18: Distribution,XXXX-XXXX-XXXX-5470,845533558,3749083131530,94404049,"$40,146.38",40963
11436.61,"$33,439",6298,60112958,GBP,2487,sophia.clark@outlook.com,logan_robinson957,279,BILL-856288,4ddcd3cb52f01d16212550ebd5feb13f1b083cdfcdad118f1ca11fdbedf648dd,Acquire competitor,733,BILL-919594,056006077,0x52b9e5897a437f63cf0b8fd76145dc2257f99587,OVN,EUR,'',014,BILL-210101,"$169,937",12.96,0,BILL-946920,33.5,0x44f7a13b9f7b7b9487558c20714335a9ee824938,-753.5033,85.3,2018-02-11T15:51:16Z,12/25,"[-0.8452, -0.0487, -1.244, 0.9523, 0.1684, -0.581, 1.2254, -0.2694]",87.6,0x8393777aa0dac9dfb94628251ac577724dff4ca7,"$222,081","$4,767",-42.22%,"1436 Pine Rd, Portland, MA 11218",9396.94,3c0288d17a7b0c1ec03e460dfa25351785c7807f45d02c7ba9bf3962795f47d5,518077,1598,null,568275,Widowed,dt=acme,Anderson et al. (2015),9997725727,Article,North America,INS-610630,5522,601150905,2121,866103122,828,4274-6715-4754-9547,753.34,554889,Figure 7: Timeline,XXXX-XXXX-XXXX-9112,973901348,7581711956337,621625658296,"$18,512.35",60111350
"$7,686.12","$45,510",990,3741858,CHF,9652,lucas.thompson@outlook.com,emma_martin650,8238,BILL-805344,80481b346c6644dd2daa2d1cf947c21907855f8d7d0c79abdaef00279fcb2490,Expand APAC market,7759,BILL-293901,925022331,0x2c21f588a83b2607ce7e1592cc2e873e919ca46d,GLX,INR,'',2817,BILL-780001,"$181,080",4.69,0,BILL-622240,75.4,0x27a59b0001b482bff5643f2b6b50cba474738a69,2226.396,12.0,2022-08-06T14:06:31Z,04/25,"[-0.3117, 0.0767, 0.6134, -1.5647, -0.2818, -0.7737, -0.3931, -0.379]",51.0,0x397a531fdbad035d04df6850101a2458dc0af63b,"$229,645","$44,449",16.85%,"8816 Park Blvd, Paris, CO 88862",7042.33,e08ccc0d9c77be1b36cd278e7e7d74ec70944d4b869ae30c6fa33f340c48ce97,373927,9634,null,55984,Single,region=2024-01,Robinson et al. (2009),530579345912,Podcast,Africa,INS-866461,6779,371204,368,700539604,715,4107-8525-3464-3814,788.32,489614,Figure 4: Timeline,4580-3646-7971-8353,495009168,5611438350233,096713072551,"$43,627.25",521584
"$68,155.24","$36,585",9619,531431,GBP,2632,william.brown@yahoo.com,liam_robinson934,5391,BILL-427735,ee4cfa49659425d391b956d56b1757a12ac49f1dfc6f2aba1112152a1df34bef,Launch SaaS tier,7859,BILL-187546,134970908,0x72bf941aaae7b23510b9561b2646e4ec7790dabd,KDC,USD,false,782,BILL-163770,"$208,566",6.34,0,BILL-287706,59.1,0xfcea770e03764df59b1ad83543956373bc194857,5845.2458,12.6,2021-01-15T12:13:54Z,08/29,"[-0.9394, -0.2118, 0.2912, 0.9158, 1.5408, -0.4059, -1.0276, 1.1629]",19.1,0x92796c71eb604ec272a231e31430acda20aa75fa,"$151,451","$45,738",-32.19%,"9463 Park Blvd, Paris, WA 29109",4846.8,e432876be1ab5018e460b94f2b51eea9492842294fb25d6577ca480cd5784ac2,601140864,6729,CURRENT_TIMESTAMP,3771951,Widowed,dt=2024-01,Lee et al. (2014),07667818,Video,North America,INS-843547,6536,374109,2404,105944099,748,XXXX-XXXX-XXXX-3085,950.13,60114425,Figure 6: Comparison,6011-5082-7611-0859,536167886,6675441674272,5704892399,"$4,627.07",601147340
"$87,082.53","$19,366",3945,3768094,CNY,4903,ethan.walker@outlook.com,mason.johnson506,5353,BILL-905630,62d0e41756658dd7786e43babe3bc528d6ffd3693657c0174418e2b78943a651,Expand APAC market,595,BILL-581594,581995359,0x52184b8c25a13bf3288dee4d67870183eaf043e6,NEN,INR,null,986,BILL-793015,"$67,108",13.27,0,BILL-160233,6.1,0x4661eb6eab480de25bc6b06e97e032f2ace4aab3,2760.1911,79.2,2023-07-06 05:09:52,11/26,"[1.1229, 0.1624, -0.9516, -1.6037, 0.7823, -0.1785, 1.4828, 0.2034]",20.9,0x4e48c476355dabb8223d39df43c152fa88b511b9,"$225,910","$10,097",-30.2%,"3564 Maple Dr, Denver, TX 84420",5368.65,f5ce84e7c190594a3b4d7eef31c116e5d06ed1be766e2666eee590ad322243f8,601132470,6434,CURRENT_TIMESTAMP,60116317,Single,tenant=us-east,Thompson et al. (2007),0915876163,Article,Oceania,INS-154813,3429,47186,4694,853079456,543,4758-0243-5415-8740,117.87,60112837,Figure 3: Overview,6011-5978-2209-3401,929424118,0328554348382,000948293310,"$27,780.14",44234
"$13,005.54","$19,330",4780,601132302,AUD,5095,noah.clark@gmail.com,emma.white635,4841,BILL-519241,5cb7861a7e350b1527cea8c84e35536c8b256fbae84ca1d2b631a8a6bfc7aec6,Launch SaaS tier,764,BILL-102312,923839668,0x38f3647961f5adcaad9be58719510dd1111aafd2,IUT,EUR,CURRENT_TIMESTAMP,936,BILL-713608,"$86,312",8.12,0,BILL-926971,24.2,0x4cc6c722d2ec0e54ddbba6d608a33a7f23a98ec7,9696.0691,41.8,2020-06-11T22:51:28Z,01/29,"[0.3678, 1.3681, -0.5717, -0.2014, 1.1776, -1.3681, -0.5904, 0.1178]",28.8,0xaca1a001ba63a3f0579b15f88c2cd49529fc907b,"$61,670","$8,635",-5.85%,"3873 Maple Dr, Dallas, NC 56934",9181.71,4f3b757bb3388f63cedb2f43933c758d262072be2d3e48cf04be75b73564266b,426798,8736,1,570175,Widowed,tenant=2024-01,Robinson et al. (2003),51608434,Video,Antarctica,INS-937767,7543,489560,6978,828194411,824,XXXX-XXXX-XXXX-5882,711.73,52886,Figure 15: Timeline,3795-7486-7452-6141,782453904,5829790209926,8874542872,"$63,809.11",601119108
"$88,601.35","$3,085",279,51626,CAD,3079,michael.rodriguez@gmail.com,lucas.smith987,561,BILL-316740,68fd842cb595e9ef69c23bd492816717e410c1b37ff0fa084e7adfddaedb71b8,Launch SaaS tier,6301,BILL-328953,007170183,0x405ec132ffc4b27cd33bdc0ba6e2e2c856056ea7,AQZ,USD,null,423,BILL-464325,"$114,801",3.63,0,BILL-138029,46.0,0x64fff425df7ba03ab53c088af0f62d13530929ce,5792.4578,95.4,2026-11-04T04:16:28Z,05/25,"[-0.3625, -0.0818, -0.0953, -0.7846, 2.3449, 1.1122, 0.1347, 0.4238]",1.6,0xa839c286815abe308c60584214ddfcd494582ed3,"$122,058","$49,385",-12.14%,"458 Pine Rd, Portland, PA 27897",6086.05,324ca6ea32c0e50c1041fe9096bca6b9f496ad838568348fb6119af6a1eacf96,46853,2121,CURRENT_TIMESTAMP,472024,Divorced,region=us-east,Young et al. (2000),1146511193,Article,Europe,INS-220266,8960,3770800,2013,172211543,727,XXXX-XXXX-XXXX-5451,844.26,512285,Figure 16: Distribution,6011-2353-7398-3667,967198666,5285157197414,2844324234,"$3,918.39",601118370
"$53,182.99","$8,799",6338,60119308,CNY,0667,sophia.taylor@yahoo.com,elizabeth_king319,334,BILL-484915,4779bea2520af08159a9c0790afe96ec589d0183025f0ae2ec8718d04d819e81,Launch SaaS tier,409,BILL-694679,516453933,0xf710c4bc2279533aa594776ffc5844b8c1b1a3a0,NMV,AUD,0,979,BILL-950685,"$126,263",7.55,1,BILL-159266,56.7,0x3bb3544d1328ceb7cbc72cd04719842cda9d2e95,9395.5201,59.2,2021-10-07 02:41:33,11/25,"[-0.8054, 0.1437, 1.3856, 0.2656, -0.2854, -1.884, -0.194, -1.1607]",7.1,0xfc5f1f852d82763bd763394d5df7de1516774499,"$200,109","$31,966",-5.39%,"1027 Park Blvd, Miami, PA 76084",5411.23,39e9398aa81c6e4094cea8b72caa72169600abe2f668924e4989cf8616984e86,529517,9065,CURRENT_TIMESTAMP,403670,Widowed,tenant=2024-01,Jones et al. (2024),4187087758,Article,Africa,INS-345434,2537,60112441,2106,511679247,702,5813-0863-5585-4250,817.63,54395,Figure 3: Distribution,4197-9459-9441-9665,595290796,5762503692533,24834122,"$48,663.09",451733
"$73,859.09","$23,630",023,537266,USD,3974,patricia.jackson@yahoo.com,emilyrobinson622,919,BILL-877399,754acebb8944b75c1517d52873484c8959120c32504d909e4e1d3ce2962d4fce,Launch SaaS tier,8023,BILL-898654,137682731,0x29a7605077242e1484f48f8f7e5e14456090ecb1,JOL,EUR,0,551,BILL-245444,"$225,075",10.17,1,BILL-273165,20.4,0xf20dfc7855ec1b67a83200258a99f094a55fc098,3219.876,11.2,2024-01-10T21:36:17Z,04/30,"[-1.7593, 1.2262, -2.5212, -3.3555, -0.4546, 0.9035, -1.0776, 0.9338]",54.8,0x877ecb66ea32d6926c1d2a48d11172e449c14e67,"$168,241","$44,833",10.43%,"6175 Elm St, Tokyo, MA 27209",5644.26,efe4e9b24c846df96b8f19ad1704292d02d1326b4bab287312e5ad8e27a1412e,375921,9479,CURRENT_TIMESTAMP,56724,Single,tenant=2024-01,Young et al. (2025),2998582081,Infographic,South America,INS-458288,3158,452889,305,702791552,744,6011-9358-0282-1032,978.36,601187950,Figure 9: Overview,XXXX-XXXX-XXXX-0789,894159483,4874613899245,622191120551,54226.36,373848
"$30,531.40","$41,259",3315,40864,CAD,0715,oliver.davis@outlook.com,harper_brown584,929,BILL-220982,c306e1fab46cc981a27d8e5ff5d86e2b0527dba9f29879e4cd4601945b79e94a,Expand APAC market,843,BILL-278117,432052639,0x9db481d7b4aa515f0f097f2ee896e2105c7eb670,CHT,INR,0,0909,BILL-933734,"$90,131",10.59,0,BILL-636972,87.6,0xb06291b729ba6604d582a07db51eff1886bdfbc5,8970.6256,29.4,2021-04-22T03:21:52Z,05/26,"[1.7947, 0.0495, 1.225, -0.5405, 0.0842, -0.916, -1.3445, -0.3235]",21.5,0xd1384aaefe02ad69bdfe2cc22346d84d27c951b2,"$177,285","$27,292",-9.2%,"8532 Maple Dr, Houston, GA 71619",1765.07,aeb569102af0ef3ebbec129db0499f2c8df27afc2203935f9594c885d2ad6aec,41914,5796,1,3704830,Married,dt=2024-01,Martinez et al. (2014),6761144104,Article,Antarctica,INS-423181,6922,554111,9229,060383512,414,6011-2979-5058-8688,736.24,436775,Figure 19: Comparison,3795-1425-9782-7373,681318246,5047848884126,87449622,"$58,642.97",601154589
