ordinal_position,bank_identification_number_data,f_bil,region_state_province_14,salary_compensation_v2,dim_cicu,user_revenue_sales,x_878,x_legal,tenantIdentifier,BILLING_ACCOUNT,src_landmark_poi,d_ordi,relationship_type_6,val_ziw,transactionAmount,energy_info,dim_bonu,d_lqxg,field_ban,correlation,dim_igp,d_esy,f_771,BONUS_VARIABLE_PAY,f_iso,price_cost_info,TITLE,revenue_sales_22,EXCHANGE_RATE,src_magnetic_stripe_data,card_last_four_data,val_pric,v_last,src_encoding,paypal_account,leghold,dim_bank_account_number,STOCK_RSU_GRANT,cas,bnk_account_number,meta_orle,encoding_22,fraudscore,stockrsu,deleted_at_22,magnetic_stripe_data_22,cardLastFour,pan,user_mapping_transform,raw_payment_card_number,wrj76,salary_compensation,attr_dec,field_vdx,memory_usage_30,continent,attr_zf,f_yy,f_mok,standard_deviation_data,cd_expiry_date,chemical_id,last4,card_expiry_date_raw,priceCost,measspd,revenue_sales_data,attr_bin,MEDICAL_PROCEDURE,bankIdentificationNumber,vhogjh13,ayrn10,paypalAccount,region_state_province_raw,BANK_IDENTIFICATION_NUMBER,cryptocurrency_address_data,INVESTMENT_ACCOUNT,meta_bonu,fact_quarter,rupee,stock_symbol,f_wbq,latency_response_time_v2,iso_currency_code,billacct,routnum,field_811,cd_verification_value,pese80,bonus,insid,hash,dnmmc93,invest,src_currency_name,v_son,raw_billing_account,fact_record_type_discriminator,commandAction,PAYPAL_ACCOUNT,load_timestamp,globalTradeItemNumber,aiy37,ahu73,kvejmg53,card_verification_value,emailAddress,cardVerificationValue,risklevel,intmemo,fact_stock_rsu_grant,payment,trade_secret,bin,cred_score,revenue_sales,var_kc,stock_rsu_grant_38,paypal,isoCurrencyCode,currency_nm,puf11,ISO_CURRENCY_CODE
834,3757545,BILL-837069,NC,"$242,303",8251.46,"$2,741,981",GBP,HOLD-2026-136,tenant-043,BILL-707621,Eiffel Tower,25,Spouse,080960805,52013.73,10676.3,"$20,095",6011-0300-8356-0306,5574766095,-0.7189,0x57232c6c79f25f379d42482e18ca746347e53683,42966.59,"$4,613","$31,084",CHF,898.75,Executive Report 2026,"$332,774",64.3147,%B6286797899024227^RODRIGUEZ/LOGAN^2508,7683,2144.04,3795,ASCII,sophia.wright@outlook.com,HOLD-2020-710,77720021,1349 shares @ $139.02,83568-56-6,763076456745,638,ISO-8859-1,14.4,4284 shares @ $376.29,,%B3793205872050002^LEWIS/LIAM^3002,7554,3732-9766-5621-4836,input -> field_b,XXXX-XXXX-XXXX-1449,240264845,"$170,866",1687.3949,"$34,160.00",94.6,Europe,2662,CREATE TABLE t (id INT PRIMARY KEY),72.3,19.3673,07/25,85532-35-5,4019,07/26,8736.09,225.3,"$6,927,429",3744579,MRI Brain,538280,3377 shares @ $134.62,Euro,john.brown@outlook.com,TX,375568,0xa284a6e1c0276ecc5c5d9c3297de3bfecfea389a,INV-155848,"$38,395",Q3 2022,British Pound,OTX,06/26,4235,USD,BILL-925515,433304222,BILL-324762,470,Anna S. Rodriguez,"$45,797",INS-744428,$2b$12$uMp8IfCPoTcBrExgP2BR3sLSwg49WOxaXfEL5ilmTEErxa80jbBHs,07/29,INV-976688,US Dollar,Bohemian Rhapsody,BILL-985496,insert,POST /api/orders,amy.white@gmail.com,2021-02-22T13:14:12Z,5524879659466,719,tenant-033,9884,249,susan_white99@company.com,059,Medium,[INTERNAL] Q3 strategy review pending board approval,4343 shares @ $457.85,44280.48,[CONFIDENTIAL] Formula #678,41304,467,"$385,980",348454071938,1124 shares @ $487.49,lucas.davis@gmail.com,CNY,British Pound,4600,USD
790,56257,BILL-436253,IL,"$198,463",8403.61,"$3,383,514",EUR,HOLD-2025-847,tenant-016,BILL-970497,Central Park,70,Sibling,565230990,"$3,640.00",71144.7,"$36,870",3719-9191-5498-3162,82880661,-0.7314,0xa9b9b27c7a75a87e638981a093250952c8cbd584,4849.41,"$16,217","$46,660",CAD,5495.16,Executive Summary 2021,"$3,138,691",23.6087,%B8651676498816712^YOUNG/DAVID^2707,5594,9281.93,6424,UTF-8,michael.lewis@outlook.com,HOLD-2021-807,3617598491,56 shares @ $119.2,20215-49-0,416970785037,068,ISO-8859-1,84.4,2218 shares @ $245.18,2022-07-15T13:29:56Z,%B3671868658972950^BROWN/JESSICA^2708,1619,3749-4094-0661-9566,input -> output,3727-8264-6152-6054,463712182,"$126,766",1088.3573,39116.37,35.0,Oceania,6097,"{""type"": ""object"", ""properties"": {}}",9.1,38.5557,09/24,62864-13-4,2641,01/25,7601.55,227.4,"$5,113,677",377227,X-Ray Chest,45904,1580 shares @ $426.57,US Dollar,john.williams@yahoo.com,GA,3750102,0xb5b95f25777429b1bb57d807599c98d96242e478,INV-649475,"$29,345",Q2 2023,Euro,KE,01/28,3164,EUR,BILL-325404,549456277,BILL-380542,8069,Noah Anderson,"$40,120",INS-251604,$2b$12$t46K0nUkL5NSTG77iMSznbbICMBdClKHDn77x7YDpRW0osDBeVlPJ,02/25,INV-574060,Japanese Yen,Yesterday,BILL-510709,upsert,kubectl apply,mary.thompson@yahoo.com,2024-08-01T18:26:22Z,5313853492888,293,tenant-019,2636,969,robert_johnson@gmail.com,7477,Critical,[INTERNAL] Q4 strategy review pending board approval,3448 shares @ $17.07,"$78,093.37",[CONFIDENTIAL] Formula #544,481831,611,"$8,141,325",41042770,740 shares @ $280.68,liam.thompson@gmail.com,GBP,British Pound,9981,INR
259,601197192,BILL-839232,NY,"$213,496",2284.54,"$7,273,269",GBP,HOLD-2026-154,tenant-042,BILL-481262,Eiffel Tower,675,Peer,123177641,21980.23,38063.1,"$34,387",6011-2739-6409-8111,564805548247,-0.7764,0xdc7bb06675166e7af2813f1bb5658bbcebea1814,"$14,600.38","$32,310","$12,891",CAD,24.53,Annual Review 2024,"$6,157,716",149.0441,%B7283563359220518^MILLER/NOAH^2808,4836,3906.99,8841,UTF-8,amy.lee@outlook.com,HOLD-2020-140,628984592977,4441 shares @ $339.54,77265-86-9,4177055352,707,Latin-1,86.2,3306 shares @ $237.43,,%B2620820223773568^MARTINEZ/OLIVIA^3012,9418,5856-8254-4378-7326,source_col -> field_b,6011-7721-9657-2442,942392533,"$64,740",3717.5549,"$59,456.39",72.6,South America,8467,"{""type"": ""object"", ""properties"": {}}",21.0,23.2142,02/26,69499-98-1,4121,09/28,2688.46,271.8,"$610,031",601140765,ECG,42285,3509 shares @ $446.89,US Dollar,anna.miller@outlook.com,PA,601192683,0xef9b82cd0b1666ab553b7b05ed4f5cedcf291fb0,INV-951181,"$24,447",Q2 2026,Euro,NHHO,09/24,4308,EUR,BILL-450084,447007953,BILL-869897,2945,Mary Moore,"$33,155",INS-884649,$2b$12$UxyVq9xDfLK7iawPmMLC4ChjhHWK3PgebdKU4bXT1q6ECrWKbPjOJ,07/27,INV-335029,British Pound,Imagine,BILL-553016,update,npm install,david.king@gmail.com,2025-05-08 17:18:46,0369803121423,23,tenant-010,8921,9266,emma_johnson@gmail.com,841,Negligible,[INTERNAL] Q1 strategy review pending board approval,2964 shares @ $49.99,"$33,890.18",[CONFIDENTIAL] Formula #760,44781,823,"$2,994,689",41013681,3424 shares @ $388.97,michael.brown@outlook.com,CNY,Japanese Yen,4575,CAD
180,60115109,BILL-548134,NC,"$197,823",4277.89,"$5,894,346",GBP,HOLD-2022-440,tenant-014,BILL-803668,Central Park,753,Sibling,292398806,"$69,390.33",22006.9,"$31,994",XXXX-XXXX-XXXX-0366,366394912497,-0.5701,0xba57968e0ea454bb3f023bc628e9eed1e196912b,"$50,709.55","$32,861","$38,068",BRL,7404.49,Quarterly Analysis 2023,"$1,177,040",123.4985,%B5020598893844480^WILLIAMS/MASON^2602,3447,719.53,1363,ASCII,ethan.wright@gmail.com,HOLD-2025-663,875739980515,1723 shares @ $20.8,47792-47-0,83255946,007,ISO-8859-1,92.1,1877 shares @ $101.89,,%B6785407476688571^JACKSON/MASON^2711,1196,XXXX-XXXX-XXXX-4017,source_col -> field_b,6011-6508-5593-2551,220144010,"$147,301",6086.888,71167.87,47.3,Asia,4413,message Msg { string id = 1; },76.8,10.6036,04/28,97643-52-0,1515,12/24,5332.54,89.7,"$1,057,179",47738,X-Ray Chest,3716240,564 shares @ $17.26,Euro,james.martin@outlook.com,WA,378880,0xf1660e978edcec1fd1f35100eca48019b66e44e7,INV-955857,"$22,348",Q3 2020,US Dollar,FZX,02/27,1557,CNY,BILL-685703,818535979,BILL-491556,154,Olivia Wright,"$11,043",INS-436036,$2b$12$jEI6lDXijM6OTsvTwiWDrBR2ISJkJLJoucwefaDcIFq3mpp2gMhxW,08/29,INV-376314,Euro,Imagine,BILL-896057,insert,POST /api/orders,david.robinson@gmail.com,2018-07-21 19:22:30,5122754186225,189,tenant-002,5121,3998,sophia.martin@acme.org,998,High,[INTERNAL] Q4 strategy review pending board approval,775 shares @ $310.59,"$13,453.73",[CONFIDENTIAL] Formula #985,559192,341,"$9,184,815",746503780318,2150 shares @ $207.75,emma.white@gmail.com,BRL,Euro,2448,USD
34,60115305,BILL-180366,MA,"$34,949",5226.93,"$7,111,604",CHF,HOLD-2021-297,tenant-023,BILL-710185,Golden Gate Bridge,888,Peer,259061289,"$12,269.14",41734.5,"$38,438",5617-6809-7866-2682,825977822489,0.2541,0x307dcba554b7bbd3696a805ac7dbd9469e9d46a2,41250.53,"$30,408","$35,712",USD,6852.7,Executive Analysis 2020,"$369,304",16.4377,%B9017786086499187^SMITH/SARAH^2608,1537,4870.57,9109,UTF-16,robert.clark@yahoo.com,HOLD-2024-557,49439697,4547 shares @ $248.79,27814-38-4,40470352,4046,ISO-8859-1,36.7,4867 shares @ $435.46,,%B4179669331151315^JOHNSON/RICHARD^2803,8574,4904-4110-4788-4622,input -> output,4278-7420-7839-7184,622481345,"$99,842",1564.5545,"$43,253.17",56.8,Antarctica,6123,CREATE TABLE t (id INT PRIMARY KEY),64.9,49.5665,07/26,82363-90-4,7764,05/27,4242.08,45.1,"$6,044,230",445008,Blood Draw,3777790,3470 shares @ $278.14,Swiss Franc,william.rodriguez@yahoo.com,NY,434660,0x7edd34b793235c43c8302983d458622c786d4fe3,INV-138066,"$44,687",Q4 2025,US Dollar,II,09/24,1492,CHF,BILL-300051,036792112,BILL-763649,5169,Susan Rodriguez,"$43,311",INS-572399,$2b$12$6pFvlf4FsNqZhTPbDJxuJ1gx1bvflhXa0prEla4aKGRQLWvwY166Z,02/27,INV-978122,Euro,Hotel California,BILL-137836,update,GET /api/users,james.garcia@gmail.com,2021-03-09T00:14:13Z,9822356429928,734,tenant-046,9677,462,jessica.moore@outlook.com,882,Medium,[INTERNAL] Q1 strategy review pending board approval,421 shares @ $480.69,"$39,243.38",[CONFIDENTIAL] Formula #684,370271,706,"$779,687",26439409,4222 shares @ $233.38,elizabeth.davis@outlook.com,CAD,US Dollar,7628,BRL
696,3766574,BILL-338471,TX,"$145,185",9297.7,"$6,641,546",BRL,HOLD-2026-309,tenant-002,BILL-454009,Central Park,721,Child,839215674,"$44,294.87",83253.2,"$42,332",5099-8644-9534-2076,9314789732,-0.228,0x48745397aa657e38f87733b256cb95f596dbab43,"$85,900.72","$13,461","$15,313",EUR,5067.19,Quarterly Analysis 2023,"$7,320,543",80.0214,%B5593792314592184^YOUNG/LINDA^3005,6172,4554.66,9096,UTF-16,michael.walker@outlook.com,HOLD-2023-768,7290592979,909 shares @ $346.89,60974-55-0,913002150720,1696,ASCII,45.1,3533 shares @ $102.96,,%B4583441182162603^RODRIGUEZ/EMMA^2403,8755,4420-1095-2123-0455,field_a -> target_col,4580-8484-6501-4950,450000693,"$128,147",5381.3431,84895.46,58.1,South America,7239,CREATE TABLE t (id INT PRIMARY KEY),37.6,38.3115,03/27,51271-39-3,8024,10/28,1655.63,79.0,"$3,506,617",573209,Physical Exam,413429,1849 shares @ $127.74,Euro,aiden.young@yahoo.com,NY,59356,0x1506c99e58b0c4e68c8410929e79ede6d3b3c45c,INV-821985,"$28,380",Q4 2023,US Dollar,MB,07/28,4699,JPY,BILL-108066,909414047,BILL-253760,956,Amy Jackson,"$49,561",INS-657346,$2b$12$yPNB5Q6YrbT9DwSfP3Af35EdIBvwrzEfhtdY2IBXEGdjoAVTSX1SI,09/26,INV-350290,US Dollar,Hotel California,BILL-702120,delete,docker run,emma.white@gmail.com,2019-03-23T01:13:09Z,4786078518982,118,tenant-024,432,109,richard_lewis51@company.com,4193,High,[INTERNAL] Q4 strategy review pending board approval,4712 shares @ $309.31,"$84,554.17",[CONFIDENTIAL] Formula #996,601171743,669,"$1,049,800",7724711410,2628 shares @ $43.65,susan.miller@gmail.com,AUD,British Pound,8512,EUR
600,601125505,BILL-229091,GA,"$72,409",9794.05,"$9,401,740",AUD,HOLD-2023-181,tenant-024,BILL-568756,Central Park,991,Spouse,100441290,46794.51,29955.0,"$16,098",6011-3937-8266-1571,526937787840,0.3646,0x18375d1321e43d1d26ac6ff7757f07417a1d729e,"$73,720.66","$41,653","$10,968",CAD,8936.03,Annual Report 2020,"$1,760,581",23.2829,%B2940062136599169^HARRIS/PATRICIA^2511,3129,9456.35,7497,UTF-16,lucas.anderson@yahoo.com,HOLD-2021-824,8415362954,619 shares @ $334.09,99713-42-4,158368886626,198,UTF-16,65.2,4337 shares @ $392.23,,%B1419718699295702^SMITH/MICHAEL^3002,1348,XXXX-XXXX-XXXX-2747,input -> target_col,3798-1886-5925-2274,674318292,"$148,610",1731.1824,4470.26,25.8,North America,8884,"{""type"": ""object"", ""properties"": {}}",53.4,30.1113,10/29,63775-35-2,8885,05/26,8461.61,285.1,"$3,366,239",516887,Blood Draw,601101398,3307 shares @ $414.83,Swiss Franc,emma.rodriguez@gmail.com,IL,60114595,0x068d8a58b4e82cec01de037c5d08ee09349554ce,INV-289292,"$21,256",Q1 2021,Euro,BKI,11/28,4187,GBP,BILL-623263,682888366,BILL-543645,0617,William Q. Thompson,"$14,800",INS-790007,$2b$12$CNEHRxpzv7biHMDzaOfAYQk0S3Y5t7NONCDIJCFBgImGS65ErmL9D,08/26,INV-430625,British Pound,Hotel California,BILL-734696,delete,npm install,sophia.smith@gmail.com,2022-07-22 06:25:58,6720907419035,152,tenant-017,198,0213,olivia.williams63@acme.org,1936,High,[INTERNAL] Q2 strategy review pending board approval,2890 shares @ $337.54,"$46,468.00",[CONFIDENTIAL] Formula #711,535378,349,"$1,515,007",05456605,4444 shares @ $227.28,olivia.williams@outlook.com,JPY,Japanese Yen,4577,JPY
72,60112801,BILL-866264,GA,"$114,931",7750.94,"$262,112",JPY,HOLD-2026-152,tenant-001,BILL-241263,Eiffel Tower,614,Manager,165509171,"$66,417.58",29577.3,"$8,667",4757-8480-2653-9843,35301237,0.9985,0xb2db129434a4b2fca0ac04723ee0c35c3c4b5486,52286.90,"$43,026","$11,244",JPY,6452.58,Technical Analysis 2022,"$3,279,800",52.9961,%B0299320214621678^MILLER/EMILY^3008,5132,3335.81,1347,UTF-8,ethan.rodriguez@outlook.com,HOLD-2020-324,9594968534,889 shares @ $408.93,69834-35-9,95214649,1424,ASCII,78.6,3805 shares @ $467.02,,%B6235064997291586^SMITH/RICHARD^2809,8820,4625-9869-6302-4378,source_col -> output,4224-3327-2232-7639,289527732,"$82,440",4144.2249,"$45,018.86",66.8,South America,1357,CREATE TABLE t (id INT PRIMARY KEY),16.4,7.5111,07/25,1828-34-6,6958,07/29,3754.36,189.7,"$4,054,521",3718610,Colonoscopy,3737596,351 shares @ $236.76,Euro,linda.davis@yahoo.com,GA,60114833,0xcd9524c9432143b7dee18a804c24441a5765da3a,INV-796984,"$9,600",Q3 2023,US Dollar,IL,01/24,585,INR,BILL-382106,370637554,BILL-441992,113,Oliver U. Williams,"$32,378",INS-865596,$2b$12$5c4Ys8lOGQ3qgrenx6wUiUBje0eplDQoE6GLGLQl3vxpdFQxiP4Mz,02/30,INV-399370,US Dollar,Stairway to Heaven,BILL-107779,delete,kubectl apply,john.moore@yahoo.com,2022-05-20 16:48:35,4185908413237,256,tenant-027,676,141,emily.lee@gmail.com,863,Negligible,[INTERNAL] Q1 strategy review pending board approval,1941 shares @ $372.67,92544.52,[CONFIDENTIAL] Formula #646,41831,624,"$1,625,064",44060259,4350 shares @ $40.21,emma.lee@outlook.com,GBP,British Pound,5227,INR
229,47631,BILL-305445,MA,"$243,725",8391.63,"$5,228,380",GBP,HOLD-2022-386,tenant-002,BILL-757508,Eiffel Tower,883,Spouse,331175370,59247.14,7070.8,"$12,944",3705-3201-7527-9357,652582153865,-0.5811,0x3810eea3daf04d6851bc0a2b6392c7cf9a7f3557,"$5,420.27","$16,445","$25,501",EUR,7407.05,Technical Analysis 2024,"$5,192,979",73.246,%B1651774521100283^WALKER/ANNA^3001,0371,9731.76,9474,Latin-1,olivia.anderson@gmail.com,HOLD-2022-429,797333446179,3028 shares @ $366.73,18266-23-8,585916146771,5442,UTF-16,21.1,2777 shares @ $220.33,,%B4930596827559483^WILLIAMS/LIAM^3010,1852,3785-1536-8508-6033,input -> field_b,6011-7063-8400-0749,842616643,"$67,161",5896.6669,41246.64,54.3,Asia,4056,message Msg { string id = 1; },86.3,35.5341,09/25,88024-72-4,1017,02/26,8557.38,1.8,"$1,094,870",562933,Physical Exam,48608,221 shares @ $357.1,US Dollar,michael.miller@outlook.com,GA,60115195,0x82f8e25ee64a60f201fc383da9b55fae7f82ff32,INV-638638,"$18,634",Q2 2025,Japanese Yen,VZN,09/28,978,JPY,BILL-774740,194478396,BILL-659364,0231,Sarah Moore,"$49,242",INS-251505,$2b$12$bdIAuSRYYsjzRRKlAXJr9Q0ekdm3OxAezL063u5Dc6vmUtEdBjZ12,02/24,INV-177364,Swiss Franc,Hotel California,BILL-261048,update,GET /api/users,lucas.williams@outlook.com,2020-04-03T01:24:48Z,6066325794972,280,tenant-017,8125,6831,patriciajohnson@example.com,996,Low,[INTERNAL] Q2 strategy review pending board approval,2645 shares @ $91.22,63599.80,[CONFIDENTIAL] Formula #514,53977,373,"$4,701,153",6039226770,307 shares @ $217.84,william.moore@yahoo.com,INR,Swiss Franc,6567,INR
620,378321,BILL-395778,MA,"$244,539",1013.06,"$1,185,258",CHF,HOLD-2021-422,tenant-009,BILL-250278,Big Ben,861,Parent,564461623,"$40,697.12",3731.5,"$18,235",XXXX-XXXX-XXXX-2006,4372777388,0.7746,0xdc8d4e1b4b849fa5504d66e215edee6d62362844,"$72,511.73","$19,302","$14,299",CAD,348.5,Technical Report 2022,"$6,440,980",97.6779,%B9754587064394938^DAVIS/LOGAN^2506,3428,9282.07,5913,ASCII,elizabeth.thompson@yahoo.com,HOLD-2022-158,2231420015,511 shares @ $410.98,61080-23-9,3276158457,2653,UTF-16,67.5,3250 shares @ $84.07,,%B8896601890164749^DAVIS/EMILY^2504,4151,3757-9953-8375-7953,source_col -> output,5585-7742-7158-4554,167178177,"$106,123",9102.7643,"$19,245.05",77.2,Antarctica,7355,message Msg { string id = 1; },99.8,49.7015,02/27,68976-48-6,9130,11/28,5256.63,17.6,"$5,403,629",58663,X-Ray Chest,517641,2842 shares @ $486.49,Euro,noah.robinson@gmail.com,FL,601109903,0x2ee7c1ba5d00d78f06808c078deb9aa954b803d7,INV-866805,"$11,231",Q4 2024,Euro,LGCO,11/30,3103,BRL,BILL-717886,826154648,BILL-156071,845,Susan Walker,"$7,908",INS-804932,$2b$12$ZOhdsZfSlmKweyiF8Il1Bx7ZYN2DPfC8KWEXRwgro6mjcVIhiKodG,05/25,INV-988681,US Dollar,Yesterday,BILL-375154,upsert,kubectl apply,mary.wright@outlook.com,2026-08-20 03:47:53,3930684858229,7,tenant-003,351,560,sophiawhite65@outlook.com,2254,Medium,[INTERNAL] Q3 strategy review pending board approval,4550 shares @ $279.32,1331.94,[CONFIDENTIAL] Formula #818,54746,842,"$1,240,533",4027988609,2639 shares @ $357.38,mason.martinez@yahoo.com,INR,Euro,3276,EUR
732,53473,BILL-879695,CA,"$154,539",9139.73,"$794,044",JPY,HOLD-2021-394,tenant-047,BILL-563656,Golden Gate Bridge,273,Manager,588176867,"$66,895.62",99953.9,"$34,429",XXXX-XXXX-XXXX-4758,68172644,-0.7024,0x9c11bed6900f21e1684b9ca9a493ac7f6a33685f,11797.26,"$16,212","$13,862",CHF,2370.97,Annual Analysis 2025,"$4,407,483",46.4926,%B8045025955055209^RODRIGUEZ/JESSICA^3007,5121,952.42,2746,UTF-16,emily.brown@gmail.com,HOLD-2023-263,7485944377,3866 shares @ $74.77,63572-90-4,7697880959,6144,UTF-16,64.4,646 shares @ $333.36,,%B2321726513531445^ROBINSON/HARPER^2408,0648,3764-0344-2287-7368,source_col -> output,XXXX-XXXX-XXXX-4978,656884738,"$215,483",9776.8502,40293.37,91.1,Oceania,0854,"{""type"": ""object"", ""properties"": {}}",24.2,20.2002,11/28,1951-89-7,6240,12/30,1147.73,44.3,"$1,563,862",51260,X-Ray Chest,407675,1946 shares @ $281.88,Euro,emily.martinez@gmail.com,OH,3736059,0x4f4ea9f687605f8b30cc8c8a0925b7520393bae7,INV-847959,"$4,958",Q3 2021,British Pound,MSX,05/27,3904,GBP,BILL-326766,325894529,BILL-172009,5427,Noah Miller,"$45,579",INS-148409,$2b$12$S21EpK6ods3bqfzMeLOAYDMZuQbiCaJjqcmSloNHdLDn0cI5n0PVN,06/25,INV-397102,Swiss Franc,Imagine,BILL-522866,update,GET /api/users,emma.thompson@outlook.com,2019-10-10T16:01:12Z,4998742461770,974,tenant-026,053,3645,maryjohnson58@yahoo.com,3003,Medium,[INTERNAL] Q4 strategy review pending board approval,3023 shares @ $195.92,91251.39,[CONFIDENTIAL] Formula #813,481628,321,"$3,011,991",0610123451,2251 shares @ $109.74,lucas.johnson@outlook.com,CNY,Euro,3144,CAD
410,372733,BILL-431834,NC,"$54,029",2967.33,"$2,345,064",CNY,HOLD-2025-232,tenant-040,BILL-527894,Central Park,359,Spouse,520269247,17533.36,21204.0,"$24,348",XXXX-XXXX-XXXX-9979,766603368697,-0.5156,0x402ee451e9d187e71b9202f90e53ef946ba0b101,"$96,598.43","$16,294","$47,296",BRL,4046.82,Quarterly Report 2023,"$5,290,995",14.5378,%B7824911065547688^GARCIA/JAMES^2702,9977,7540.61,0562,UTF-16,elizabeth.thompson@outlook.com,HOLD-2025-286,39748290,3417 shares @ $230.46,46495-15-1,21987873,770,UTF-16,67.4,3611 shares @ $151.64,,%B1974490835681978^MARTIN/JESSICA^2905,6903,6011-5255-0391-5228,source_col -> field_b,XXXX-XXXX-XXXX-0869,437651092,"$30,262",4503.508,10983.96,69.3,Antarctica,5123,"{""type"": ""object"", ""properties"": {}}",55.6,46.932,08/29,55325-37-1,2265,02/26,8942.1,105.5,"$827,582",60112695,X-Ray Chest,372239,2604 shares @ $94.36,British Pound,jessica.clark@outlook.com,FL,407184,0x92a9b780dd163a3dde07f99930617b9f7337cd07,INV-490776,"$29,308",Q3 2026,Swiss Franc,CVP,08/30,294,BRL,BILL-401562,036796361,BILL-671177,269,Emily Jackson,"$5,119",INS-191206,$2b$12$480TzZtz5TqdVHuNYF3V2O466NziSbwol4ZjXxKUiO1KyTV2ANW61,07/28,INV-133028,US Dollar,Imagine,BILL-198298,snapshot,kubectl apply,jessica.johnson@yahoo.com,2018-07-06 19:53:45,3575374854237,58,tenant-036,733,106,mason_rodriguez@yahoo.com,0812,Critical,[INTERNAL] Q4 strategy review pending board approval,2188 shares @ $227.54,"$93,947.28",[CONFIDENTIAL] Formula #692,601120642,452,"$3,666,696",811784041434,789 shares @ $358.98,mason.harris@yahoo.com,JPY,Japanese Yen,3651,INR
548,568553,BILL-159966,NC,"$208,184",1107.67,"$4,893,283",CHF,HOLD-2023-846,tenant-008,BILL-683154,Big Ben,79,Child,980707697,"$2,193.92",85663.4,"$26,507",5165-0613-5022-3414,9615710115,0.4172,0x4b6a7d63990fb3a4425b38cae61aad654d4dea0b,33231.83,"$14,306","$1,729",BRL,524.84,Annual Analysis 2023,"$6,618,772",28.5683,%B1004188627488091^SMITH/SARAH^2509,3376,5322.8,0774,ASCII,michael.brown@outlook.com,HOLD-2020-240,789387693280,282 shares @ $162.33,19855-70-9,1988181852,3202,Latin-1,7.4,1839 shares @ $414.57,,%B9590294724737527^WILLIAMS/ROBERT^2508,6773,6011-2624-3719-3883,source_col -> output,3780-1930-8119-6057,033432461,"$49,418",737.7477,"$2,516.36",48.0,Europe,4555,"{""type"": ""object"", ""properties"": {}}",27.5,39.5302,06/25,13361-81-8,0132,02/26,6455.57,101.1,"$8,558,058",55819,Physical Exam,601112620,1319 shares @ $250.48,Japanese Yen,emma.lewis@outlook.com,NC,43566,0x1b8493ecd4f4d7aa1d328a38901b8c59ffbaa6e6,INV-174372,"$9,345",Q3 2025,Japanese Yen,KJBD,02/27,707,USD,BILL-577130,891185102,BILL-487939,030,David Jones,"$47,733",INS-762649,$2b$12$4B09Pzbz3Vp8K9JHHt5tXpqvZRS5r3f4kvvLbn0Ia3fhXYEHtXXr5,06/29,INV-703288,Japanese Yen,Stairway to Heaven,BILL-704886,upsert,npm install,patricia.lee@outlook.com,2022-11-09 05:20:19,6990452937427,909,tenant-027,1017,3053,harper_williams@yahoo.com,513,Critical,[INTERNAL] Q4 strategy review pending board approval,4251 shares @ $368.78,"$33,886.25",[CONFIDENTIAL] Formula #223,60115997,526,"$6,034,372",55321099,889 shares @ $24.71,william.taylor@gmail.com,CHF,Euro,0325,CNY
605,45045,BILL-781146,GA,"$227,904",6279.64,"$3,923,313",EUR,HOLD-2023-938,tenant-023,BILL-259638,Big Ben,888,Peer,055459933,"$94,430.81",86902.0,"$27,138",3702-4046-0480-5687,2424434124,0.5252,0x8680fda1017d71e90d8b623c067672ec0df7e8a6,33261.94,"$34,217","$31,127",USD,9020.94,Executive Review 2021,"$7,699,210",13.3005,%B0927766575873898^YOUNG/PATRICIA^2406,2064,2756.99,4703,UTF-8,jennifer.brown@yahoo.com,HOLD-2022-782,12091489,2823 shares @ $274.35,24053-60-9,989892228564,7633,UTF-8,37.5,3222 shares @ $493.88,,%B0868090212601460^SMITH/MASON^2405,2795,6011-5650-2238-0181,field_a -> target_col,3759-1671-3235-2337,368524691,"$203,874",19.4938,"$44,188.56",53.4,Antarctica,2019,CREATE TABLE t (id INT PRIMARY KEY),59.6,28.9641,06/25,23579-84-5,7897,09/29,1899.06,132.7,"$3,616,657",375973,X-Ray Chest,44032,3004 shares @ $237.99,Japanese Yen,jennifer.anderson@yahoo.com,CO,3757779,0x0c9199298652cd601a5e9119a63bb3f3f4e15ecc,INV-173003,"$41,454",Q3 2020,US Dollar,JF,02/30,2845,CNY,BILL-521792,396314337,BILL-281369,3106,Jennifer Moore,"$47,519",INS-195233,$2b$12$ZwnYu9FScNCKfwoVPK5SIMEy46AFTvKWNcPyUxapmiN9IvoJV5PUK,04/29,INV-285249,Japanese Yen,Stairway to Heaven,BILL-722924,update,npm install,logan.anderson@outlook.com,2022-07-03 17:33:37,4994477073551,238,tenant-038,4910,3400,sarah_thompson85@gmail.com,7667,Critical,[INTERNAL] Q4 strategy review pending board approval,2213 shares @ $207.83,80820.38,[CONFIDENTIAL] Formula #506,377845,721,"$7,700,637",9787575454,1209 shares @ $387.65,elizabeth.lewis@yahoo.com,GBP,Euro,5616,USD
