endDate,social_media_handle_field,date_time,BROWSER_USER_AGENT,month_name,meta_pif,QUARTER,dim_date_time,source,artwork_creative_work_info,dim_date,qiqrcm91,f_374,yearval,TIME_OF_DAY,routing_num,timeval,periodval,numericRange,issn,dt_time,calendar_year,medicalProcedure,CRON_SCHEDULE,customer_year,work_permit_14,var_cjh,INSURANCE_ID,STORAGE_SIZE,gnlw47,qtrval,field_day_,cronval,customer_month,field_465,var_268,raw_device_type,dev_type,chrome,year_30,span,fact_period_interval,axuhmd96,typecls,src_channel,investment_account,device_type_field,anzbw57,phonefmt,year_data,year,raw_browser_user_agent,book_title_6,grade,var_lyf,weight_mass,p_hash,startdt,encoding,period_interval_30,date_time_2,channel_46,var_476,month,fact_score_index,hh_mm,cron,dateTime,q2,c_month,channel_val,MONTH,geographic_nm,effective_date,URL_PII_CONTEXT,raw_quarter,d_day,internal_communication_22,device_type,lon,channel,decimal_float_data,histogramBin,ztw73,browser_user_agent_38,score_index_54,customer_start_date,p_cont,dim_cron_schedule,period_interval_val,quarter_46,monthval,fact_retention_policy,flight_number_val,val_uht,mfmso86,until,middle_nm,modified_by_30,channel_2,f_we,month_number,kqvvdu6,quarter_info,DATE_TIME,c_sm,measstor,CHANNEL,dow,DEVICE_TYPE,c_567,field_92,start_dte,quarter,speed_velocity_14
2025-01-31,@davidharris898,2022-03-08T00:00:00Z,Firefox,July,Tuesday,Q2 2020,2025-09-06T00:00:00Z,Social Media,The Persistence of Memory,2026-06-03,2018-03-29,Desktop,1998,15:54:26,697560788,14:46:18,Q1 2024,42-88,2067-4268,2022-07-17T00:00:00Z,2008,Blood Draw,4 18 * * *,2012,WP-FR-262750,3.13,INS-981550,79659,2020-11-19T00:00:00Z,Q3 2022,Wednesday,29 14 * * *,February,XML,Opera,Tablet,Desktop,Opera,2004,FY 2025,2020-2025,2023-09-15,Basic,Mobile,INV-286255,Mobile,February,+1-XXX-XXX-XXXX,2001,1995,Edge,Brave New World,6.79,February,937.04,6ca5efce16066a50809565c70573bbb7b9afef1252d6de06f7b434391435beeb,2025-06-19,UTF-8,FY 2025,2025-05-17T00:00:00Z,Social Media,2024-03-23,March,6.66,02:18:41,34 22 * * *,2022-11-07T00:00:00Z,Q4 2025,December,Mobile,August,Israel,2018-10-22,https://example.com/users/79fc5bce/profile,Q1 2022,Monday,[INTERNAL] Q3 strategy review pending board approval,Smart TV,-104.538082,In-Store,2311.5335,31.24,IoT,Chrome,2.05,2026-09-30,Infographic,"28 5 * * 0,6",2020-2025,Q1 2025,August,7 years,EW1791,false,Firefox,2021-01-14,F,elizabeth.anderson,In-Store,Salesforce,December,8.59,Q3 2025,2023-08-22T00:00:00Z,approved,660698,Phone,Tuesday,Mobile,2019-03-21,4.2.14,2024-01-03,Q3 2023,45.4
2026-04-09,@elizabethwalker458,2024-09-01T00:00:00Z,Brave,July,Monday,Q2 2024,2023-04-21T00:00:00Z,Mobile,The Persistence of Memory,2021-07-04,2018-04-05,Tablet,2023,02:00:09,105997258,03:30:23,Q1 2024,45-63,2262-9383,2024-02-19T00:00:00Z,2007,X-Ray Chest,"9 8 * * 0,6",2012,WP-IN-584186,7.99,INS-909857,371653,2020-11-28T00:00:00Z,Q3 2024,Monday,23 16 * * 1-5,July,XML,Brave,Wearable,Desktop,Brave,2005,2020-2025,Jan-Mar,2024-03-23,Basic,Web,INV-830997,Mobile,March,+44-XXXX-XXXXXX,2013,2006,Edge,Dune,6.07,February,992.88,c63573d90fe5e12d8a99a34c3bdaa62c312a8158c2b0ff4eb227b5e8f92e6735,2018-03-27,UTF-8,Jan-Mar,2024-04-25T00:00:00Z,Social Media,2025-09-24,January,2.25,15:53:49,37 21 * * *,2024-10-21T00:00:00Z,Q4 2026,March,Email,November,France,2026-10-06,https://example.com/users/84f4b09a/profile,Q2 2020,Friday,[INTERNAL] Q3 strategy review pending board approval,Desktop,82.550065,Chat,-953.9793,99.2,Wearable,Chrome,4.75,2022-12-17,Podcast,"0 12 * * 0,6",Jan-Mar,Q2 2026,September,7 years,CC7217,true,Chrome,2026-07-04,B,patricia.davis,Phone,PostgreSQL,March,9.91,Q4 2026,2020-07-04T00:00:00Z,cancelled,213489,Phone,Monday,Tablet,2026-03-29,5.4.28,2025-12-25,Q4 2022,201.8
2020-01-06,@johnking901,2025-07-12T00:00:00Z,Edge,April,Thursday,Q2 2020,2025-10-23T00:00:00Z,Email,Starry Night,2025-07-04,2026-04-14,Desktop,2008,16:11:56,647361534,03:54:53,Jan-Mar,15-58,7949-9829,2023-12-30T00:00:00Z,2019,X-Ray Chest,14 12 * * 1-5,1990,WP-FR-889021,3.56,INS-423829,434047,2021-05-24T00:00:00Z,Q1 2022,Monday,17 16 * * *,February,YAML,Safari,Mobile,Wearable,Edge,2023,Jan-Mar,2020-2025,2020-11-22,Standard,Chat,INV-530145,Wearable,October,+44-XXXX-XXXXXX,2022,1999,Firefox,1984,7.1,January,441.3,d46635ea46dfd655807ce525715e4e0914807f543933264f5cd6ebb5fa99ab1a,2018-06-05,ISO-8859-1,H2 2023,2019-02-18T00:00:00Z,Social Media,2022-04-24,December,2.18,18:08:15,15 15 * * *,2020-08-05T00:00:00Z,Q3 2022,June,Phone,August,Italy,2022-03-16,https://example.com/users/cfd2a41c/profile,Q3 2022,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Smart TV,155.507812,Phone,-807.0915,8.1,Tablet,Chrome,7.2,2025-03-20,Video,"57 18 * * 0,6",Q1 2024,Q4 2022,September,1 year,FJ6570,true,Firefox,2019-08-29,C,susan.thompson,Email,SAP,April,1.72,Q3 2026,2024-03-03T00:00:00Z,failed,900274,In-Store,Thursday,Tablet,2018-07-26,2.13.23,2026-05-22,Q1 2020,297.4
2025-08-16,@lindajackson81,2019-05-18T00:00:00Z,Safari,September,Friday,Q3 2021,2025-11-06T00:00:00Z,Social Media,The Scream,2021-06-29,2019-05-12,Smart TV,2018,17:30:31,516987543,22:41:06,FY 2025,46-88,9352-9967,2024-03-17T00:00:00Z,2004,MRI Brain,4 14 * * 1-5,1993,WP-BR-493793,6.97,INS-544597,921563,2022-07-22T00:00:00Z,Q1 2020,Thursday,"43 14 * * 0,6",January,Parquet,Opera,Smart TV,Mobile,Edge,2026,Q1 2024,Q1 2024,2021-06-29,Standard,Mobile,INV-832942,IoT,June,+1-XXX-XXX-XXXX,2024,2000,Safari,Brave New World,8.63,January,462.78,2043f35e5b7a1327d8de8104c2f088fe65e3a46ed8f50bd5a7cf3ad206d4d160,2018-05-16,ASCII,2020-2025,2026-10-11T00:00:00Z,Web,2025-06-07,July,6.97,15:18:34,17 1 * * 1-5,2022-03-31T00:00:00Z,Q3 2026,November,Social Media,December,Singapore,2021-02-15,https://example.com/users/f580d204/profile,Q4 2025,Friday,[INTERNAL] Q2 strategy review pending board approval,Wearable,-31.256469,In-Store,9875.4116,1.32,Mobile,Firefox,7.55,2024-02-19,Article,20 22 * * *,Jan-Mar,Q1 2026,May,1 year,JA5986,false,Opera,2026-02-05,G,mason.taylor,Web,SAP,March,7.86,Q3 2020,2019-12-26T00:00:00Z,failed,663472,Chat,Tuesday,Desktop,2025-09-12,1.13.85,2025-04-01,Q1 2026,135.7
2021-09-02,@johnjackson715,2026-03-11T00:00:00Z,Chrome,March,Wednesday,Q3 2020,2023-09-30T00:00:00Z,Social Media,Starry Night,2025-05-13,2023-04-10,Smart TV,2002,16:40:01,882597077,03:03:45,H2 2023,7-53,6219-3670,2025-01-14T00:00:00Z,2000,ECG,"2 11 * * 0,6",1998,WP-MX-984750,4.09,INS-269167,644872,2026-09-06T00:00:00Z,Q1 2026,Sunday,"21 16 * * 0,6",November,Parquet,Safari,Desktop,IoT,Chrome,2005,H2 2023,2020-2025,2025-08-26,Trial,Mobile,INV-273756,Mobile,October,+1-XXX-XXX-XXXX,2022,1997,Firefox,1984,4.88,October,91.96,aae36424d0f24c1230e3d9d3e221bb6a2cbbe206a2f4acac970f4c04be903c1b,2022-09-21,Latin-1,Q1 2024,2020-06-08T00:00:00Z,Web,2020-03-24,November,9.8,06:07:38,"33 12 * * 0,6",2025-08-30T00:00:00Z,Q1 2020,March,Social Media,November,France,2026-03-25,https://example.com/users/212ec357/profile,Q1 2026,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Smart TV,1.409799,Social Media,2100.0862,38.93,Smart TV,Firefox,0.63,2025-11-26,Podcast,"3 3 * * 0,6",Q1 2024,Q4 2024,March,indefinite,KA410,NO,Opera,2022-12-20,P,olivia.smith,Email,Kafka,April,0.62,Q3 2022,2018-02-08T00:00:00Z,inactive,690935,Social Media,Monday,Tablet,2022-07-06,0.6.46,2026-03-09,Q4 2021,111.7
2023-09-09,@liamwhite41,2019-08-31T00:00:00Z,Brave,September,Wednesday,Q1 2023,2026-05-11T00:00:00Z,Social Media,The Persistence of Memory,2018-04-24,2021-09-21,Mobile,2003,18:38:34,544007052,16:46:11,2020-2025,46-88,3401-6128,2026-01-26T00:00:00Z,2010,Colonoscopy,42 12 * * 1-5,2022,WP-CA-257569,5.37,INS-220304,457689,2019-04-04T00:00:00Z,Q2 2023,Wednesday,48 10 * * *,April,Avro,Brave,Smart TV,Tablet,Edge,2010,Q1 2024,2020-2025,2019-05-19,Premium,Social Media,INV-843048,Smart TV,January,+81-XX-XXXX-XXXX,2001,2006,Safari,Brave New World,7.83,May,663.03,4195305093d9ded3fac53ea6884ac9dd3ca7d67c74b99e016b53699debd1417a,2018-11-19,Latin-1,Jan-Mar,2024-07-10T00:00:00Z,Phone,2021-08-17,May,3.16,05:13:48,41 4 * * 1-5,2020-11-18T00:00:00Z,Q1 2021,April,Email,June,Germany,2019-04-26,https://example.com/users/0d38d514/profile,Q2 2021,Thursday,[INTERNAL] Q4 strategy review pending board approval,Smart TV,-176.201718,Mobile,1293.3602,9.14,Smart TV,Opera,5.03,2026-10-27,Image,"44 7 * * 0,6",Jan-Mar,Q1 2023,September,indefinite,PE8435,YES,Edge,2020-02-26,Q,james.harris,Web,Kafka,July,0.82,Q1 2021,2022-02-20T00:00:00Z,completed,364659,Mobile,Saturday,IoT,2023-01-10,3.10.36,2026-01-29,Q3 2025,48.9
2026-01-26,@oliviawhite261,2022-01-03T00:00:00Z,Edge,January,Monday,Q2 2025,2025-12-29T00:00:00Z,Mobile,Water Lilies,2022-11-07,2019-05-10,Tablet,2011,08:46:13,106461751,16:25:01,H2 2023,40-89,4454-3290,2025-08-22T00:00:00Z,2022,Physical Exam,"15 7 * * 0,6",2024,WP-BR-314485,1.51,INS-954760,524635,2025-07-06T00:00:00Z,Q1 2026,Wednesday,46 8 * * 1-5,May,Avro,Chrome,Mobile,Smart TV,Brave,1991,H2 2023,Jan-Mar,2026-10-08,Premium,Web,INV-956012,IoT,January,+44-XXXX-XXXXXX,1992,1998,Edge,The Great Gatsby,3.42,February,883.28,529739604d77aca844d0092823b91b93a0cf006f8e2331ba39bcccfe0ea8c382,2019-03-05,Latin-1,2020-2025,2019-03-25T00:00:00Z,In-Store,2024-07-14,July,6.21,17:02:57,19 5 * * *,2018-06-19T00:00:00Z,Q1 2024,March,Chat,November,Japan,2025-07-27,https://example.com/users/2d0dea83/profile,Q2 2023,Friday,[INTERNAL] Q4 strategy review pending board approval,Mobile,162.261188,Mobile,3933.2472,54.24,Mobile,Brave,4.85,2018-12-18,Podcast,14 22 * * *,Jan-Mar,Q3 2023,April,30 days,BB5160,YES,Firefox,2025-12-26,K,susan.brown,Web,Salesforce,September,6.98,Q3 2021,2023-11-11T00:00:00Z,pending,864818,Web,Thursday,IoT,2025-03-21,0.8.48,2022-02-14,Q1 2023,266.8
2021-06-18,@liamtaylor23,2021-07-16T00:00:00Z,Safari,July,Thursday,Q2 2020,2026-08-03T00:00:00Z,In-Store,The Persistence of Memory,2026-07-04,2022-02-16,Tablet,2021,14:59:57,360150978,17:05:38,H2 2023,15-76,4143-3743,2025-07-21T00:00:00Z,2010,Physical Exam,"11 23 * * 0,6",2000,WP-MX-830246,8.15,INS-456353,798680,2024-11-27T00:00:00Z,Q3 2026,Monday,3 16 * * 1-5,August,JSON,Opera,Mobile,Desktop,Opera,2008,Q1 2024,H2 2023,2021-04-29,Premium,Web,INV-299029,Desktop,March,+1-XXX-XXX-XXXX,2011,2006,Chrome,Brave New World,6.96,December,932.97,7f9b33c9daa8643a93260994f03cec92df65d3fe6103acfb3869b2d14663142f,2023-06-11,ASCII,Q1 2024,2024-10-30T00:00:00Z,Chat,2026-05-02,September,0.63,19:22:50,47 12 * * 1-5,2026-08-24T00:00:00Z,Q3 2021,August,Chat,June,Japan,2024-08-24,https://example.com/users/7ba7a77d/profile,Q2 2023,Wednesday,[INTERNAL] Q1 strategy review pending board approval,Wearable,58.919016,In-Store,6443.4499,10.25,Mobile,Opera,1.3,2024-03-13,Image,12 10 * * 1-5,2020-2025,Q3 2022,July,7 days,ZX1567,NO,Edge,2023-05-22,E,susan.martinez,Web,Snowflake,August,4.5,Q2 2024,2023-12-15T00:00:00Z,completed,53985,Social Media,Monday,Mobile,2023-06-28,4.5.22,2018-10-15,Q3 2026,1.0
2019-03-15,@ethanharris610,2022-02-04T00:00:00Z,Opera,June,Wednesday,Q2 2023,2024-05-27T00:00:00Z,In-Store,The Persistence of Memory,2025-07-08,2021-05-30,Wearable,2024,18:10:52,888628632,05:21:29,2020-2025,12-91,2910-9649,2019-01-21T00:00:00Z,2002,MRI Brain,28 1 * * 1-5,2011,WP-JP-856612,6.47,INS-131497,793571,2022-01-05T00:00:00Z,Q3 2025,Saturday,"18 22 * * 0,6",August,Parquet,Brave,Smart TV,Mobile,Firefox,1991,Jan-Mar,FY 2025,2018-01-24,Enterprise,Chat,INV-170301,Desktop,June,+44-XXXX-XXXXXX,2012,1997,Firefox,To Kill a Mockingbird,0.21,June,398.92,e11e2d4c40a4ed62f950321c5dadff286cbc54e614821bedb63fbf24aca53608,2019-04-25,ISO-8859-1,2020-2025,2023-11-15T00:00:00Z,Email,2025-08-16,January,5.85,15:40:41,39 23 * * 1-5,2025-02-03T00:00:00Z,Q3 2024,November,Social Media,February,Italy,2023-06-11,https://example.com/users/08503f02/profile,Q3 2021,Thursday,[INTERNAL] Q1 strategy review pending board approval,Tablet,-32.864637,Chat,7536.1638,5.72,Tablet,Safari,4.03,2025-01-01,Video,2 8 * * 1-5,2020-2025,Q4 2026,June,7 days,QA8674,false,Opera,2022-09-03,U,olivia.king,In-Store,PostgreSQL,September,8.93,Q2 2022,2023-06-20T00:00:00Z,approved,87787,Chat,Thursday,Mobile,2020-10-12,3.1.89,2026-10-10,Q4 2024,177.5
2020-02-26,@oliviayoung984,2022-10-09T00:00:00Z,Chrome,November,Sunday,Q3 2023,2026-04-16T00:00:00Z,Phone,Water Lilies,2019-02-17,2020-05-25,Smart TV,2016,11:57:35,007434210,15:15:17,Jan-Mar,5-59,8795-8523,2023-03-18T00:00:00Z,1997,Blood Draw,45 14 * * *,2011,WP-MX-798994,9.81,INS-931727,210212,2019-01-25T00:00:00Z,Q1 2023,Sunday,28 17 * * 1-5,September,CSV,Edge,Desktop,Tablet,Firefox,2009,Jan-Mar,FY 2025,2020-05-23,Free,Social Media,INV-720456,Desktop,November,+81-XX-XXXX-XXXX,2021,2002,Firefox,Dune,7.7,July,93.19,cac9a3ceb2c48e90dc8e72546878b8dc4e005e8ba0977443a984c91ece69a01c,2022-11-29,ISO-8859-1,2020-2025,2025-03-30T00:00:00Z,Email,2025-01-02,June,9.13,05:11:04,39 5 * * *,2021-02-15T00:00:00Z,Q2 2023,March,Chat,December,Japan,2018-11-13,https://example.com/users/dd6b21f7/profile,Q4 2026,Friday,[INTERNAL] Q2 strategy review pending board approval,Mobile,-166.550467,Mobile,442.9681,47.87,IoT,Edge,6.59,2022-01-15,Podcast,51 1 * * 1-5,2020-2025,Q2 2022,May,30 days,JL5124,false,Opera,2022-08-06,D,aiden.williams,Social Media,Snowflake,January,3.73,Q2 2026,2023-09-26T00:00:00Z,approved,983085,Web,Sunday,Wearable,2018-11-15,2.9.82,2021-11-06,Q3 2026,22.9
2020-02-13,@noahharris689,2021-10-01T00:00:00Z,Opera,March,Wednesday,Q4 2026,2023-11-11T00:00:00Z,In-Store,Water Lilies,2024-04-10,2019-03-07,Desktop,2012,20:33:28,809590402,18:29:42,Jan-Mar,41-58,2850-3877,2025-01-23T00:00:00Z,2025,X-Ray Chest,"13 19 * * 0,6",1996,WP-JP-745792,6.69,INS-742256,532968,2024-10-18T00:00:00Z,Q2 2025,Thursday,"36 2 * * 0,6",March,JSON,Chrome,Desktop,Desktop,Firefox,1993,Q1 2024,Q1 2024,2024-10-28,Enterprise,Web,INV-785930,Desktop,December,+81-XX-XXXX-XXXX,1992,2024,Opera,1984,5.12,April,736.82,3fcc6d2e61c61bbbfe8f6798aeaa8d419aa1d3c4493c7d2674605f1678c537b8,2025-02-06,UTF-16,2020-2025,2022-05-09T00:00:00Z,Phone,2026-09-17,March,2.24,03:50:50,32 3 * * *,2019-02-14T00:00:00Z,Q4 2025,December,Mobile,September,Spain,2023-01-26,https://example.com/users/82751e2b/profile,Q3 2024,Sunday,[INTERNAL] Q1 strategy review pending board approval,Mobile,20.373383,Social Media,-582.7899,27.03,Wearable,Opera,6.02,2023-04-05,Infographic,48 15 * * *,Jan-Mar,Q3 2025,October,30 days,JB9000,YES,Edge,2026-03-19,F,william.anderson,In-Store,Snowflake,April,2.0,Q2 2026,2026-04-13T00:00:00Z,inactive,713032,Chat,Tuesday,Tablet,2021-06-07,2.1.85,2021-05-09,Q3 2026,120.6
2024-11-16,@williammoore406,2021-09-15T00:00:00Z,Opera,February,Monday,Q3 2021,2018-10-31T00:00:00Z,Web,Starry Night,2022-03-05,2026-10-27,IoT,1995,15:12:00,877704763,17:23:23,Q1 2024,49-77,6921-5200,2022-10-06T00:00:00Z,2006,Physical Exam,46 15 * * *,1990,WP-GB-797486,8.51,INS-528188,306426,2022-04-24T00:00:00Z,Q3 2026,Tuesday,"6 2 * * 0,6",July,JSON,Brave,Desktop,IoT,Brave,2007,H2 2023,Jan-Mar,2018-10-02,Trial,In-Store,INV-130835,Desktop,February,+44-XXXX-XXXXXX,2019,2023,Opera,To Kill a Mockingbird,9.97,November,360.26,9d60e52f70f4e4882b8824dcadc2d81b06c9a4e12a0d202c6ef5d9efb6d7a8e9,2018-12-02,UTF-8,Jan-Mar,2019-12-08T00:00:00Z,Email,2018-06-25,February,9.63,11:59:22,49 7 * * 1-5,2025-11-18T00:00:00Z,Q4 2020,February,Phone,February,Sweden,2024-02-04,https://example.com/users/6e2c40fe/profile,Q2 2021,Sunday,[INTERNAL] Q2 strategy review pending board approval,Desktop,94.468992,In-Store,6391.6781,1.02,Tablet,Brave,3.66,2024-02-09,Image,"1 1 * * 0,6",2020-2025,Q4 2020,April,7 years,UA7141,true,Edge,2020-07-30,C,john.miller,Mobile,SAP,August,1.05,Q1 2022,2022-01-27T00:00:00Z,cancelled,495326,Email,Tuesday,IoT,2023-05-07,5.9.70,2025-02-19,Q4 2020,284.7
2026-01-01,@noahmartinez431,2021-10-15T00:00:00Z,Safari,January,Friday,Q2 2025,2026-07-05T00:00:00Z,Email,Water Lilies,2022-02-17,2026-08-31,IoT,2017,13:58:05,398315903,10:46:20,2020-2025,39-99,6784-1746,2020-10-24T00:00:00Z,2008,MRI Brain,"14 15 * * 0,6",1991,WP-GB-704084,9.65,INS-125466,671657,2023-01-19T00:00:00Z,Q3 2021,Wednesday,"16 9 * * 0,6",August,XML,Brave,Tablet,Wearable,Edge,2001,Q1 2024,Q1 2024,2024-04-23,Trial,Web,INV-254215,Tablet,October,+81-XX-XXXX-XXXX,2012,2023,Brave,Dune,0.66,December,290.38,9c8b5cf3e8a2e71af2e26c0d35192728064c41a1f1614e686aa93b906dc528a9,2024-04-30,ASCII,Q1 2024,2025-12-14T00:00:00Z,In-Store,2018-08-10,January,4.41,05:57:29,"15 11 * * 0,6",2023-11-11T00:00:00Z,Q2 2021,June,Chat,June,Spain,2023-01-24,https://example.com/users/6f2360ee/profile,Q3 2025,Monday,[INTERNAL] Q3 strategy review pending board approval,Desktop,86.45501,In-Store,6559.6595,32.53,Mobile,Safari,2.59,2026-05-05,Podcast,16 0 * * 1-5,Jan-Mar,Q3 2020,November,1 year,TO3910,YES,Firefox,2021-10-18,Y,jennifer.lewis,Mobile,Snowflake,November,3.77,Q2 2023,2021-04-02T00:00:00Z,inactive,159013,Email,Sunday,Smart TV,2024-04-07,4.20.39,2021-01-21,Q1 2026,152.4
2024-10-23,@noahjackson896,2022-04-07T00:00:00Z,Safari,November,Thursday,Q3 2022,2019-04-24T00:00:00Z,Phone,The Persistence of Memory,2019-08-30,2022-06-22,Desktop,2004,00:02:46,021622137,20:44:04,FY 2025,26-53,9262-1711,2026-06-16T00:00:00Z,2026,Blood Draw,"23 15 * * 0,6",1992,WP-US-317230,4.01,INS-727394,308833,2022-12-24T00:00:00Z,Q3 2020,Sunday,57 22 * * 1-5,June,Parquet,Safari,Desktop,Mobile,Brave,2026,H2 2023,Jan-Mar,2018-08-14,Free,Mobile,INV-599716,Smart TV,January,+44-XXXX-XXXXXX,2013,2003,Brave,To Kill a Mockingbird,2.84,August,221.96,5619cf35278d4820028109ef4aea2829179fa09a767ad752524421dbafc21f20,2018-01-30,UTF-16,H2 2023,2021-11-24T00:00:00Z,Web,2021-07-17,May,6.27,06:24:38,58 22 * * 1-5,2023-08-23T00:00:00Z,Q4 2026,January,Phone,February,United States,2024-07-30,https://example.com/users/c92df39e/profile,Q3 2020,Wednesday,[INTERNAL] Q3 strategy review pending board approval,Mobile,-160.128106,Social Media,-413.1852,97.41,Tablet,Chrome,6.1,2020-09-17,Infographic,20 11 * * *,Jan-Mar,Q1 2022,February,7 days,GH9914,NO,Firefox,2022-03-04,J,liam.williams,In-Store,Snowflake,March,6.32,Q4 2024,2026-09-23T00:00:00Z,rejected,805823,Mobile,Saturday,Desktop,2019-10-30,3.19.28,2018-03-14,Q2 2020,287.6
2018-10-29,@michaelwright585,2025-04-03T00:00:00Z,Edge,January,Sunday,Q1 2022,2025-09-02T00:00:00Z,In-Store,The Scream,2025-07-24,2022-01-08,IoT,2026,17:29:48,590811658,02:53:32,H2 2023,21-84,6891-6850,2019-06-12T00:00:00Z,2005,ECG,43 3 * * 1-5,2013,WP-US-232701,4.04,INS-305087,241155,2026-06-25T00:00:00Z,Q4 2022,Saturday,4 0 * * *,December,XML,Safari,Wearable,Desktop,Edge,1993,FY 2025,2020-2025,2020-04-29,Standard,Mobile,INV-149336,Tablet,July,+81-XX-XXXX-XXXX,2004,1996,Chrome,The Great Gatsby,7.51,October,372.58,7c73e3e88d38ef75afacc9df7cca05facdc4944d4c1c848696b40a1a32c3bcfc,2023-09-14,ASCII,H2 2023,2019-05-01T00:00:00Z,Chat,2022-12-22,February,1.3,20:28:15,41 14 * * *,2026-08-02T00:00:00Z,Q4 2026,July,In-Store,February,Australia,2018-05-02,https://example.com/users/7bc6eee2/profile,Q4 2023,Monday,[INTERNAL] Q3 strategy review pending board approval,Wearable,-84.18876,Email,1870.8242,74.09,Tablet,Opera,4.87,2022-03-06,Article,"32 10 * * 0,6",FY 2025,Q4 2020,September,7 days,ZO7012,true,Chrome,2025-03-28,R,jennifer.harris,Mobile,Snowflake,September,1.68,Q1 2026,2024-08-11T00:00:00Z,approved,842005,Social Media,Thursday,Mobile,2018-08-28,4.5.60,2020-10-29,Q1 2026,166.7
2026-07-07,@marylee261,2019-10-19T00:00:00Z,Edge,May,Thursday,Q4 2020,2026-10-03T00:00:00Z,Phone,Starry Night,2023-10-16,2022-11-09,Mobile,2005,10:58:46,288959825,15:29:41,FY 2025,10-85,5065-4401,2025-01-10T00:00:00Z,2026,Colonoscopy,15 21 * * *,2013,WP-DE-626183,8.86,INS-463712,13674,2021-01-28T00:00:00Z,Q1 2024,Tuesday,6 2 * * *,September,JSON,Edge,Wearable,Desktop,Firefox,1991,FY 2025,FY 2025,2021-03-23,Premium,Web,INV-229269,Smart TV,May,+81-XX-XXXX-XXXX,1999,1996,Firefox,1984,8.06,March,835.25,3eac5cc4d9b5e1c3da29a53c6bc7c2852b6dacc82ee398425d1b2e4ac1953578,2026-12-12,ASCII,Q1 2024,2018-07-05T00:00:00Z,Chat,2022-05-16,October,6.87,12:27:23,"25 12 * * 0,6",2021-03-03T00:00:00Z,Q3 2025,May,Phone,October,Brazil,2022-01-16,https://example.com/users/6e171ec6/profile,Q2 2020,Monday,[INTERNAL] Q3 strategy review pending board approval,Desktop,-125.044436,Phone,7035.4556,33.33,Mobile,Chrome,4.29,2026-03-28,Article,24 5 * * *,2020-2025,Q2 2023,May,1 year,WN4711,YES,Chrome,2025-11-23,K,liam.thompson,Web,SAP,September,6.82,Q2 2024,2025-09-22T00:00:00Z,failed,409864,Email,Tuesday,Smart TV,2021-12-31,5.9.41,2024-04-21,Q4 2022,105.6
2025-12-30,@patriciajohnson921,2019-03-25T00:00:00Z,Edge,August,Tuesday,Q3 2023,2019-03-29T00:00:00Z,Chat,The Persistence of Memory,2024-05-21,2026-07-25,Wearable,2019,01:33:33,248458932,07:01:53,Jan-Mar,38-54,1500-6922,2020-06-22T00:00:00Z,2013,ECG,50 6 * * *,2000,WP-IN-301387,6.75,INS-859799,576339,2023-07-31T00:00:00Z,Q2 2021,Wednesday,52 1 * * *,May,CSV,Edge,Desktop,Mobile,Chrome,2011,Jan-Mar,Jan-Mar,2022-05-27,Trial,Social Media,INV-502893,Desktop,March,+81-XX-XXXX-XXXX,2005,2003,Chrome,Dune,7.72,July,363.68,868fe9ad8f31b9d9271c1248e54f7c8c4a297187b1df4dc9fa8c8126e57db3d1,2024-07-27,UTF-16,FY 2025,2022-11-29T00:00:00Z,Phone,2026-02-07,July,7.62,21:35:55,39 9 * * 1-5,2023-04-16T00:00:00Z,Q3 2024,October,Mobile,December,United Kingdom,2019-01-10,https://example.com/users/6c7dba5a/profile,Q1 2021,Thursday,[INTERNAL] Q2 strategy review pending board approval,Mobile,50.60612,In-Store,1328.3083,56.86,Mobile,Brave,9.01,2025-07-25,Infographic,58 13 * * 1-5,2020-2025,Q2 2022,June,1 year,ZW6822,NO,Opera,2026-01-30,O,emily.wright,Web,Salesforce,April,5.3,Q2 2025,2026-04-03T00:00:00Z,completed,801216,Phone,Friday,IoT,2022-12-21,2.12.27,2025-08-30,Q3 2023,125.4
