fact_boolean_flag,x_role,xjxj50,DEVICE_IDENTIFIER,src_tenant_identifier,department,dateOfBirth,LATENCY_RESPONSE_TIME,load_ts,middle_name_raw,ezxnk25,user_salary_compensation,performance_review,distance_raw,f_183,RATIO,col_176,src_duration,xcq75,meta_594,middle_name,country_info,attr_stock,soft_delete_flag,vehicleIdentificationNumber,charset,day_of_week_raw,x_iut,dug46,maiden,time_zone,salary_compensation_data,mailing_address,FIRST_NAME,sourceSystem,dgff93,department_division_raw,name,mqq13,handle,department_division,tier,attr_627,EMPLOYEE_RECORD,v_330,dim_inves,val_xf,user_bonus_variable_pay,rbzbjb12,c_378,middleName,MIDDLE_NAME,nee,var_vuw,meta_562,val_pops,DEPARTMENT_DIVISION,caption,v_maide,maiden_nm,given_name,v_224,measpwr,user_performance_review,stock_rsu_grant,c_547,f_hvma,x_confi,stockRsuGrant,maiden_name,dob,dept,src_uptime_availability,user_first_name,maidenName,mname,DATA_FORMAT
1,Designer,Critical,f50305be-7b0e-47d2-ac5c-e1b2c3939d73,tenant-029,Support,03/24/2010,1968,2018-11-04T18:48:30Z,M,36 19 * * 1-5,"$30,778",Outstanding,8691.1,sig_84efe1a6e3772803,7.7041,Sales,1999,Marketing,Jackson,R,India,4488 shares @ $303.39,false,IUYPLYTN973PG847C,ISO-8859-1,Sunday,Moore,"$45,924",Brown,PST,"$153,424","7987 Oak Ave, Los Angeles, PA 54744",Aiden,Salesforce,0009-05-1951,Support,Emma Walker,2019-06-05 05:05:15,patricia.miller804,Marketing,Software,"$23,149",EMP-62392,tenant=acme,INV-803254,3842 shares @ $498.86,"$46,430",-50.940344,Support,O,M,Lewis,PKP-1737,James,approved,Engineering,Figure 18: Overview,King,Thomas,Linda,2020-07-24 03:39:36,16371.8,Outstanding,1372 shares @ $15.86,Needs improvement,Williams,"[5.84, 85.62]",991 shares @ $343.82,Thompson,07/21/1983,Operations,95.3264,Mason,Miller,Q,Parquet
0,CTO,Medium,1fdd6255-821d-40ba-ba8c-15f5b21db68b,tenant-047,Sales,04-23-1956,2272,2020-09-18 10:44:16,Y,17 6 * * *,"$228,870",Meets expectations,163.7,sig_e3624c3952bbe8b0,1.574,Finance,66598,Finance,Robinson,R,Italy,4021 shares @ $430.34,false,IP42JUPI3LCRDL6GX,Latin-1,Thursday,King,"$45,023",Brown,EST,"$139,330","4222 Cedar Ln, London, FL 81585",John,Salesforce,0002-07-1953,HR,Anna White,2026-07-26T20:52:48Z,harper.anderson661,Finance,Electronics,"$29,533",EMP-12494,dt=acme,INV-228748,4606 shares @ $283.28,"$17,398",52.4881,Engineering,P,M,Lewis,NBN-3178,Lucas,pending,Support,Figure 13: Comparison,Davis,Moore,Emily,2018-06-17T22:53:28Z,25763.6,Meets expectations,2648 shares @ $45.84,Needs improvement,Wright,"[9.18, 97.7]",2679 shares @ $416.75,Williams,0012-08-1945,Operations,96.7425,Susan,Lee,G,Parquet
yes,Sales Rep,Critical,ee87fd2e-3ccc-4477-83fe-b7cfa8418335,tenant-032,Engineering,08-15-1986,2309,2018-03-01 19:01:03,P,28 0 * * *,"$126,869",Exceeds expectations,765.3,sig_6e76f027529827c9,6.5788,Support,16562,HR,Moore,P,Norway,3223 shares @ $489.36,false,NW2IFG8M1A7MAA27J,UTF-16,Tuesday,Anderson,"$84,835",Jackson,PST,"$32,768","8471 Cedar Ln, Sydney, TX 16787",Anna,Kafka,0010-13-1956,Legal,Aiden B. Johnson,2020-09-27 08:05:11,sophiajones500,Legal,Food,"$24,383",EMP-44899,tenant=us-east,INV-507892,4359 shares @ $394.45,"$43,253",-165.25789,Finance,H,S,Davis,QSO-6376,Mason,pending,Sales,Figure 8: Timeline,Garcia,Thomas,Harper,2019-07-21 17:07:17,44201.5,Outstanding,3942 shares @ $31.72,Outstanding,Wright,"[36.05, 74.08]",4389 shares @ $378.8,King,04/07/1940,HR,95.8964,Michael,Garcia,E,YAML
1,Sales Rep,Critical,ccec29a8-1a79-4090-a08f-cd8e43fdeeb1,tenant-001,Sales,09-17-1972,252,2025-09-15T18:11:07Z,R,24 0 * * *,"$174,171",Meets expectations,7594.5,sig_76580d24c598d161,1.001,Sales,76101,Operations,Lee,H,Sweden,3706 shares @ $407.44,true,CJT0KDZCWY3Y5ZV5D,UTF-16,Saturday,Wright,"$79,812",Davis,Europe/London,"$59,142","5842 Park Blvd, Tokyo, CA 93475",Jessica,Kafka,0006-10-1962,Legal,Mary Wright,2019-07-07 17:58:00,noahyoung422,HR,Clothing,"$9,008",EMP-90640,region=us-east,INV-802874,4459 shares @ $86.93,"$49,282",-156.005776,HR,C,E,Davis,SZC-7896,Elizabeth,pending,Finance,Figure 11: Timeline,Rodriguez,Taylor,John,2018-05-21T15:20:46Z,6965.0,Needs improvement,855 shares @ $350.95,Exceeds expectations,Lewis,"[11.28, 77.33]",2283 shares @ $377.5,Johnson,0001-11-1988,Marketing,96.1276,Olivia,Brown,Z,JSON
0,Product Manager,Negligible,524a884d-4038-44ef-905d-8f0f0d50cd06,tenant-033,Finance,07/22/1992,966,2018-06-20 18:24:45,X,48 18 * * *,"$164,371",Needs improvement,1982.9,sig_2750b3d123f0df6e,9.2492,Marketing,81258,Operations,Smith,L,Netherlands,379 shares @ $297.73,false,GDNTSH7893JHA5M0Q,ASCII,Wednesday,Thomas,"$235,197",Young,Europe/London,"$85,351","1004 Pine Rd, Paris, CO 40387",Logan,PostgreSQL,0001-15-2000,Marketing,Oliver White,2026-06-18 18:50:23,lucasbrown388,Marketing,Services,"$19,779",EMP-32154,tenant=2024-01,INV-639343,1173 shares @ $437.36,"$32,023",53.353086,Sales,L,G,Lewis,BWR-8642,Elizabeth,approved,Engineering,Figure 12: Timeline,Thompson,Brown,Emma,2020-02-13T11:33:41Z,32670.1,Meets expectations,4179 shares @ $203.55,Exceeds expectations,Williams,"[23.93, 99.41]",759 shares @ $268.71,Moore,04/19/1947,Engineering,98.608,Patricia,Clark,X,Avro
false,VP Engineering,Negligible,e140f023-685e-4ca0-856e-a503ee4fe6d6,tenant-028,Support,10-23-1993,1518,2023-09-20T06:05:36Z,Z,21 7 * * 1-5,"$129,032",Outstanding,4492.2,sig_cfffade7c98acff2,3.9101,Legal,4354,HR,Thomas,O,France,4683 shares @ $411.49,false,1IK8JAHLLOCQTX0JB,Latin-1,Saturday,Miller,"$48,793",Davis,CET,"$159,502","4810 Maple Dr, Berlin, FL 97033",Elizabeth,Kafka,02-16-1957,Sales,Patricia Davis,2026-09-06T17:30:35Z,johnjackson159,Operations,Clothing,"$20,510",EMP-17060,region=us-east,INV-239839,1593 shares @ $54.47,"$20,953",-98.911994,Sales,W,J,Harris,WXP-2626,Michael,rejected,Legal,Figure 17: Overview,Jackson,Davis,Sarah,2021-10-05 20:34:55,35356.8,Exceeds expectations,977 shares @ $152.17,Exceeds expectations,Jones,"[20.42, 64.53]",4130 shares @ $410.19,Smith,05-01-1943,Sales,99.599,Noah,Brown,E,JSON
false,CTO,Low,67368f4f-d76b-4d58-96db-3454f53d6601,tenant-015,Finance,0002-06-2003,4991,2025-09-14 06:43:10,L,21 3 * * 1-5,"$209,338",Needs improvement,9810.9,sig_92f68b258a94bebe,2.1686,Engineering,29965,Engineering,Martinez,I,Brazil,135 shares @ $444.7,false,LTO6IIC0WZ1HSNW37,ISO-8859-1,Tuesday,King,"$208,695",Martinez,Europe/London,"$206,902","5367 Maple Dr, Phoenix, IL 26518",Aiden,Workday,0011-21-1956,Sales,Ethan X. Martinez,2022-04-21 12:09:22,ethan.thompson964,Finance,Software,"$7,903",EMP-43715,tenant=2024-01,INV-411674,3235 shares @ $401.99,"$17,531",14.722358,Operations,X,U,Williams,SCL-4742,Ethan,completed,Legal,Figure 12: Comparison,Martin,Young,David,2022-08-05 08:16:59,37405.5,Outstanding,3095 shares @ $404.05,Outstanding,Thompson,"[26.41, 98.04]",2383 shares @ $198.39,Williams,0010-22-1941,Finance,99.2663,Anna,Lee,X,CSV
yes,Software Engineer,Low,268fcd9f-6336-46b4-8b26-ace6a7fce0ee,tenant-024,Engineering,08-08-1950,461,2018-03-28T05:31:37Z,Z,30 6 * * 1-5,"$141,800",Exceeds expectations,4376.5,sig_76213e87436bc976,0.1309,HR,20613,Operations,Thompson,D,South Korea,4467 shares @ $73.27,false,2CRSHSBUMII7IZP5U,UTF-8,Thursday,Smith,"$187,779",Clark,Europe/London,"$100,631","9638 Oak Ave, Berlin, IL 42691",Michael,SAP,09/22/1990,Operations,Mary Rodriguez,2018-04-28T17:37:24Z,robert_anderson930,HR,Services,"$20,553",EMP-46495,tenant=us-east,INV-313456,2903 shares @ $182.08,"$45,042",-53.945923,Finance,C,O,Moore,KUD-1110,Patricia,approved,Engineering,Figure 2: Distribution,Martinez,Johnson,Sophia,2025-04-23T14:29:47Z,20515.4,Outstanding,4932 shares @ $284.33,Outstanding,Lewis,"[26.65, 78.13]",2135 shares @ $61.28,Thomas,0004-02-1967,Support,96.2124,Emily,Johnson,V,YAML
yes,Designer,Negligible,872ffba7-35a6-4a91-ae50-046351aaf957,tenant-015,HR,0011-16-1959,1239,2018-12-22 12:55:45,H,24 3 * * *,"$180,394",Exceeds expectations,8893.7,sig_04fdf46f6220007d,0.0075,Support,68100,Engineering,Martinez,U,Spain,159 shares @ $112.32,true,DJM8BCB8837BPSE0C,UTF-8,Sunday,White,"$207,811",Garcia,Europe/London,"$59,067","7368 Maple Dr, Toronto, CO 25292",Jessica,Salesforce,05-12-1942,Operations,Olivia Robinson,2026-09-27T03:31:47Z,oliver_williams721,Operations,Electronics,"$45,237",EMP-25525,tenant=2024-01,INV-726234,1487 shares @ $358.28,"$15,634",59.865641,Marketing,Z,C,Wright,PGC-4741,Jessica,active,Marketing,Figure 19: Distribution,Jones,Miller,James,2022-07-17T05:25:36Z,35566.9,Needs improvement,1997 shares @ $282.48,Needs improvement,Smith,"[22.01, 94.03]",2250 shares @ $305.5,White,04-15-1955,Sales,99.881,David,Miller,V,Parquet
1,VP Engineering,Negligible,38badcc7-ae18-47a3-9f27-a3fe93256322,tenant-015,Finance,12-04-1984,2990,2020-06-14T05:54:51Z,S,51 20 * * *,"$117,780",Exceeds expectations,3809.4,sig_35178f734d67f344,6.7831,HR,78733,HR,Robinson,I,Australia,1661 shares @ $70.3,false,SYDFOCPF0S2J10OAE,ASCII,Sunday,Jackson,"$107,067",Smith,UTC,"$125,392","8138 Pine Rd, Miami, FL 60126",Amy,Kafka,0005-28-1952,Legal,Jennifer Robinson,2024-05-07 21:25:30,sophia.garcia507,Engineering,Electronics,"$19,055",EMP-87344,tenant=2024-01,INV-948707,3421 shares @ $78.08,"$42,518",114.77633,Sales,C,G,Martin,PKY-3954,James,active,Operations,Figure 17: Comparison,Rodriguez,Robinson,Anna,2023-09-16T16:50:26Z,7369.7,Meets expectations,923 shares @ $329.89,Exceeds expectations,Walker,"[18.32, 72.04]",772 shares @ $70.04,Rodriguez,07/04/1945,Legal,95.0821,Robert,Garcia,V,Avro
1,Data Analyst,Low,5a4308dd-d1fb-4cb3-bc94-dd3c081b8b3b,tenant-034,Engineering,04-28-1977,411,2019-06-07 20:33:43,K,27 0 * * *,"$163,912",Needs improvement,1316.2,sig_0f8472dca6419e87,3.149,Engineering,7137,Finance,Rodriguez,M,South Korea,911 shares @ $386.94,false,VDB0DTQ70QZ8K27XF,UTF-16,Thursday,Rodriguez,"$213,883",Moore,PST,"$79,374","4083 Maple Dr, Paris, TX 89268",Harper,Workday,10-02-2005,HR,Anna H. Davis,2018-04-10T13:26:21Z,james_thomas723,Support,Services,"$41,140",EMP-50868,dt=us-east,INV-747138,836 shares @ $85.18,"$33,173",-135.58026,Finance,O,U,Lee,KIS-1645,Logan,active,Sales,Figure 18: Overview,Martin,White,Anna,2021-07-13T05:39:05Z,20618.2,Outstanding,3876 shares @ $106.4,Meets expectations,Martinez,"[10.53, 74.63]",69 shares @ $452.58,Johnson,01-27-2001,Marketing,97.5793,Emma,Brown,K,XML
true,Sales Rep,Low,db4d23b3-e5e6-4391-b7cd-f641d9b4359a,tenant-034,HR,06/06/2004,755,2024-07-28T20:38:12Z,U,34 12 * * *,"$123,507",Exceeds expectations,3924.9,sig_e3a2d609f827cbb7,4.8145,Marketing,70982,Operations,Miller,I,India,1563 shares @ $450.23,false,IQDO9YGJ7FFLFDLPJ,ASCII,Friday,Harris,"$116,579",Harris,America/New_York,"$198,926","3957 Main St, New York, NC 50405",Logan,PostgreSQL,0002-17-1967,Sales,Patricia Miller,2020-07-03T11:44:42Z,richardmiller192,Sales,Clothing,"$32,103",EMP-84473,region=us-east,INV-457677,2905 shares @ $271.41,"$1,710",-164.781955,HR,O,C,Martinez,NQX-8717,Aiden,pending,Support,Figure 6: Timeline,Martin,Lewis,Noah,2021-03-10 04:12:56,17933.2,Exceeds expectations,3428 shares @ $217.28,Outstanding,Williams,"[25.15, 60.15]",4915 shares @ $440.84,Wright,0001-26-1981,Sales,97.082,Ethan,Rodriguez,V,Avro
0,Designer,Medium,73177562-7213-4e99-847f-8094245a636f,tenant-037,Finance,0002-21-1989,4931,2021-04-04 09:47:45,U,"50 14 * * 0,6","$207,404",Meets expectations,1691.9,sig_674cc73a5db07549,4.588,Sales,41308,Legal,Wright,N,United Kingdom,4854 shares @ $200.01,false,MORVBVAVDUXDQFZU3,UTF-8,Sunday,Miller,"$169,191",Garcia,PST,"$239,489","3237 Maple Dr, Austin, FL 49796",Logan,PostgreSQL,0010-07-1951,Legal,Ethan Johnson,2024-06-12 00:11:08,jessica_harris442,Marketing,Food,"$49,212",EMP-46645,dt=us-east,INV-149432,2812 shares @ $192.34,"$31,316",-54.69536,Finance,U,Z,Lee,HUX-4353,Mason,pending,Legal,Figure 1: Distribution,Miller,King,Sophia,2020-08-08T23:10:08Z,31467.7,Exceeds expectations,1992 shares @ $261.85,Exceeds expectations,Miller,"[32.87, 68.36]",354 shares @ $267.71,Williams,0009-12-1985,Finance,96.7828,Anna,Jackson,U,XML
false,Data Analyst,Critical,fc2b1601-8593-48f6-87af-9277ad4f2d8f,tenant-042,Sales,07/22/1988,4066,2022-11-25 06:36:37,Q,57 13 * * 1-5,"$214,689",Outstanding,4075.6,sig_ab96209b7184fa97,0.2129,Finance,19419,HR,Brown,Q,Canada,1405 shares @ $98.21,false,17CT4HVTEHSG73VG9,UTF-16,Tuesday,Wright,"$192,766",Davis,America/New_York,"$69,760","4119 Elm St, Denver, NY 60576",Amy,Kafka,10/18/1990,Operations,Susan Walker,2018-06-17T23:13:48Z,amy_robinson32,Support,Services,"$39,833",EMP-74839,tenant=us-east,INV-496521,221 shares @ $246.49,"$33,873",45.736518,Support,M,V,Walker,RZP-9241,Sophia,cancelled,Support,Figure 16: Distribution,Miller,Lee,Patricia,2021-07-22 10:46:27,5875.5,Outstanding,1138 shares @ $496.27,Exceeds expectations,King,"[11.44, 62.81]",1959 shares @ $98.38,White,0001-28-2006,Sales,98.868,Mary,Lee,S,Parquet
true,Data Analyst,High,2f74f646-32bc-4910-81f8-f74a168af600,tenant-020,Legal,06/11/2001,2535,2021-01-27 17:12:38,X,56 9 * * 1-5,"$68,068",Exceeds expectations,1268.5,sig_529d35314a093b35,2.3378,Engineering,72910,Marketing,Thomas,O,India,146 shares @ $55.25,false,7QRMWTLFB2I05E42Z,UTF-8,Thursday,Jackson,"$101,946",Thomas,UTC,"$44,211","1056 Elm St, Dallas, OH 16736",Richard,Workday,0003-12-2005,HR,Logan Moore,2022-12-25T04:32:28Z,susan.thompson885,Support,Services,"$24,941",EMP-74065,tenant=2024-01,INV-708493,1916 shares @ $90.64,"$16,733",24.813857,Sales,B,K,Miller,LAH-3021,Sophia,cancelled,Operations,Figure 11: Distribution,Clark,Thomas,Sarah,2024-11-21T08:25:09Z,39566.9,Exceeds expectations,4345 shares @ $39.51,Exceeds expectations,Wright,"[33.18, 89.43]",2986 shares @ $145.77,Brown,12/17/1996,Legal,95.1876,John,Taylor,B,YAML
false,CTO,Negligible,faf9f4dc-4b50-4c7e-a8f9-b285b2a953ca,tenant-038,Legal,0005-13-1978,2299,2024-10-02T22:56:42Z,S,51 13 * * 1-5,"$137,547",Needs improvement,1452.7,sig_b9f13d650f416b42,0.7382,Legal,40713,HR,Robinson,T,United Kingdom,4773 shares @ $94.83,false,59PKZU6H85V33L5DH,UTF-8,Saturday,Lee,"$79,513",Johnson,JST,"$175,581","1487 Oak Ave, Los Angeles, TX 38956",Lucas,Salesforce,11/14/1991,Operations,Harper Brown,2019-06-10 00:08:33,robert.lewis895,Engineering,Hardware,"$26,969",EMP-80893,dt=us-east,INV-319127,1077 shares @ $406.75,"$48,651",67.73538,Marketing,V,N,Martinez,LYF-2307,David,failed,Operations,Figure 2: Timeline,Miller,Garcia,Mason,2023-12-18T02:11:59Z,48977.5,Needs improvement,1761 shares @ $134.09,Meets expectations,White,"[4.02, 99.78]",1066 shares @ $58.53,Johnson,05/16/1992,Support,98.3493,Susan,Lewis,S,Avro
no,Designer,Critical,49c7d53f-471b-441f-b90d-dc7f11b9abbe,tenant-023,Operations,03-18-1984,3946,2026-12-18 04:42:22,T,30 5 * * 1-5,"$233,221",Needs improvement,3342.9,sig_a7ff800ee2222154,1.7476,Marketing,66353,HR,Young,D,Netherlands,78 shares @ $134.65,true,D2BU2UYDLV7UKNMUX,ASCII,Saturday,Martin,"$142,832",Smith,JST,"$64,423","7267 Maple Dr, Tokyo, CA 99978",John,Salesforce,0011-06-1944,HR,David Thompson,2026-05-10T08:26:47Z,sarah_anderson335,Sales,Food,"$36,309",EMP-91509,tenant=2024-01,INV-633726,4234 shares @ $461.35,"$42,080",177.840714,Support,U,O,Davis,WVY-6843,Michael,cancelled,Operations,Figure 11: Comparison,Lee,Jones,Richard,2019-12-11 09:07:00,32465.5,Exceeds expectations,1159 shares @ $174.24,Outstanding,Anderson,"[32.46, 62.88]",4642 shares @ $256.38,White,08-08-1989,Sales,99.8925,Aiden,Garcia,N,XML
1,Product Manager,High,96db4c2c-a43a-4621-9854-860a2f405a20,tenant-042,Finance,0009-27-2006,117,2024-05-15T06:26:41Z,A,15 9 * * *,"$96,914",Exceeds expectations,7038.7,sig_59405e95912aab12,2.7662,Engineering,5428,Operations,Lewis,X,Norway,2493 shares @ $304.81,true,DTR40KB5TA3EH44YZ,UTF-16,Sunday,Garcia,"$42,309",Garcia,UTC,"$247,278","496 Elm St, Atlanta, GA 77661",Jessica,Snowflake,0005-27-1978,Marketing,Logan Harris,2020-01-11 19:22:16,amy.robinson570,Engineering,Services,"$20,755",EMP-48192,dt=2024-01,INV-875072,4505 shares @ $123.41,"$20,551",5.215302,Operations,J,R,Moore,KKF-4590,Patricia,active,Support,Figure 1: Comparison,Williams,Brown,Elizabeth,2019-04-08T12:59:35Z,15632.4,Meets expectations,3807 shares @ $209.85,Exceeds expectations,Wright,"[34.19, 77.97]",116 shares @ $469.04,Martin,04/18/1953,Marketing,99.2472,Jennifer,Moore,P,Avro
true,VP Engineering,Critical,c41c2680-7689-4cce-b3f0-ff28d856d9f8,tenant-035,Support,06/25/1997,3287,2025-02-19T12:37:33Z,U,44 0 * * *,"$56,705",Meets expectations,4706.2,sig_61889ea3caa9b3d0,6.2397,Engineering,18326,Marketing,Davis,Z,Italy,1231 shares @ $218.49,false,7NZSJ54KANBQ9IW43,ASCII,Sunday,Wright,"$151,757",Martin,EST,"$107,901","5298 Pine Rd, Paris, TX 32439",Ethan,Snowflake,09/03/1947,Marketing,Lucas Williams,2019-03-18T07:35:38Z,richardmartin788,Operations,Services,"$36,537",EMP-72889,region=2024-01,INV-137081,2222 shares @ $163.41,"$45,035",-57.376843,Legal,G,C,Garcia,DMG-3218,Ethan,approved,Engineering,Figure 4: Distribution,Lee,Lewis,Noah,2019-03-12T01:15:43Z,25485.4,Needs improvement,4065 shares @ $483.12,Needs improvement,Martinez,"[16.23, 78.17]",4650 shares @ $376.95,Walker,0012-20-1992,Marketing,97.4276,Patricia,Lee,D,JSON
yes,CTO,Medium,a8616b03-6c63-4df1-a279-311bdf9afc36,tenant-005,Support,12/03/1999,4938,2023-10-26 08:25:28,J,56 15 * * *,"$81,773",Meets expectations,4864.7,sig_9aeb74f5ca085e2a,7.3424,HR,58825,Sales,Martinez,T,Canada,70 shares @ $247.03,true,18NYPACK2V4SB17XN,UTF-16,Monday,Lewis,"$54,357",Lewis,America/New_York,"$112,750","6563 Oak Ave, Atlanta, IL 92476",Susan,Kafka,12/20/1953,Finance,Noah S. Garcia,2020-04-14T22:40:30Z,aidenwhite102,Engineering,Hardware,"$25,628",EMP-83381,tenant=acme,INV-775832,4561 shares @ $258.71,"$34,359",-84.472853,Operations,M,C,Martinez,FWW-9293,Susan,active,Finance,Figure 1: Overview,Clark,Thompson,Anna,2023-11-18T22:23:33Z,13097.3,Exceeds expectations,3707 shares @ $337.14,Needs improvement,Johnson,"[10.35, 79.48]",4929 shares @ $155.79,Williams,0003-07-1951,Engineering,99.2622,Elizabeth,Taylor,D,YAML
yes,Sales Rep,Medium,b191e22b-c9f5-4691-be21-74fb82a9966e,tenant-018,Support,0010-07-1966,4498,2021-12-07T12:16:40Z,K,45 21 * * 1-5,"$110,939",Exceeds expectations,8584.5,sig_3146f72c19fd33f2,9.9397,Support,24254,Support,Rodriguez,B,Mexico,1087 shares @ $414.13,false,VMKXSBOAQD65NFYLQ,UTF-16,Saturday,King,"$234,142",Clark,EST,"$135,795","2840 Maple Dr, Houston, CO 74814",Olivia,SAP,0002-12-2005,Sales,Emma Jackson,2018-12-04T16:56:25Z,aidenwalker723,Operations,Clothing,"$19,484",EMP-78904,tenant=us-east,INV-940836,2892 shares @ $261.45,"$11,210",14.011459,HR,G,C,Moore,DEE-1336,Emma,failed,Legal,Figure 20: Timeline,King,Rodriguez,Mary,2020-03-18 19:22:15,29725.1,Needs improvement,3753 shares @ $385.64,Needs improvement,Clark,"[18.7, 99.73]",1594 shares @ $456.21,Smith,0009-26-1961,Finance,96.612,Noah,Brown,N,YAML
1,VP Engineering,Negligible,ca41c1ae-a31a-4a21-a0c6-67af088e0c57,tenant-037,Marketing,06-02-2003,2703,2022-08-13T17:58:27Z,H,"20 6 * * 0,6","$36,853",Meets expectations,2458.5,sig_3a306cda13c8b798,3.6516,Engineering,59818,Operations,Jones,C,Netherlands,643 shares @ $86.19,false,1EWPF6S7R6NU92KWI,ISO-8859-1,Monday,Johnson,"$93,058",Moore,America/New_York,"$109,855","4807 Elm St, Seattle, GA 99641",Michael,Salesforce,0010-18-2010,Operations,Amy Clark,2023-02-26 03:22:55,emily_moore741,Sales,Services,"$35,879",EMP-53637,dt=2024-01,INV-811228,4081 shares @ $46.18,"$38,342",140.228968,Support,R,Q,Clark,HXD-1213,Jennifer,rejected,Support,Figure 5: Distribution,Wright,Moore,David,2026-12-12 10:27:39,12839.6,Needs improvement,2972 shares @ $222.17,Needs improvement,Jackson,"[32.2, 98.05]",3882 shares @ $359.18,Garcia,05/27/2002,Finance,97.2506,John,Clark,L,Parquet
0,Product Manager,Low,9cbb14d8-77e2-45d9-810e-5e279de9b07e,tenant-018,Sales,11/12/1997,2266,2021-12-22T04:44:19Z,B,50 12 * * *,"$178,178",Outstanding,1171.4,sig_964858dbd4f3dc20,4.3053,Marketing,6510,Engineering,Thompson,D,Australia,340 shares @ $425.08,false,6OIX3L4ZFS4T8LE0N,Latin-1,Saturday,Jackson,"$245,533",Smith,UTC,"$224,408","5369 Pine Rd, Atlanta, FL 87071",Elizabeth,SAP,12/27/1968,Finance,Michael Lewis,2020-12-27T11:44:20Z,patriciathomas592,Engineering,Electronics,"$46,087",EMP-87685,region=us-east,INV-898972,399 shares @ $120.57,"$22,227",26.594802,Engineering,R,W,Walker,BKA-7828,Emma,approved,Marketing,Figure 3: Comparison,Walker,Williams,Harper,2018-05-17 03:12:51,47950.5,Outstanding,2758 shares @ $305.93,Outstanding,Thompson,"[16.61, 93.38]",1149 shares @ $492.98,Harris,05-10-1996,Legal,95.8562,Harper,Lewis,E,Parquet
yes,Designer,Negligible,be96d59f-f3a9-41b9-856b-e1993ea16ae5,tenant-033,Engineering,0007-15-1989,3808,2020-02-27 22:05:41,K,"30 19 * * 0,6","$182,220",Exceeds expectations,1274.0,sig_7e23e379260e3d89,2.1376,HR,4845,Operations,Davis,N,Singapore,687 shares @ $160.01,false,44GX8HPFUYHNN5RI9,ISO-8859-1,Friday,Miller,"$215,683",Miller,PST,"$104,696","2148 Elm St, Paris, CA 14696",William,Kafka,06/27/1959,Legal,John J. Smith,2026-08-02 19:57:20,mason_lewis107,Legal,Food,"$41,884",EMP-78723,dt=us-east,INV-289240,4490 shares @ $47.9,"$36,007",40.676598,HR,X,T,Wright,WXM-9447,Emma,cancelled,Engineering,Figure 2: Distribution,Rodriguez,Jackson,Jennifer,2026-08-04 02:40:38,24408.5,Outstanding,3759 shares @ $180.93,Meets expectations,Walker,"[0.42, 61.87]",479 shares @ $86.34,Williams,11/19/1995,Support,99.2356,Richard,Thompson,V,XML
no,Product Manager,Low,78320c95-fd80-4aec-bb97-0c46dbc69551,tenant-035,Engineering,11-10-1967,223,2019-04-24T11:55:02Z,P,28 23 * * 1-5,"$187,763",Exceeds expectations,1927.3,sig_52606e5a5931744f,5.1207,Support,64628,Support,Jones,K,Japan,1164 shares @ $86.09,false,2W63AX9LJYRO2IZ72,ISO-8859-1,Wednesday,Young,"$184,632",Miller,America/New_York,"$163,147","4399 Cedar Ln, Boston, NC 58592",Lucas,PostgreSQL,02-24-1993,Engineering,Anna Davis,2023-12-07 07:15:00,jessicaharris316,Finance,Hardware,"$49,571",EMP-12026,tenant=acme,INV-915089,1078 shares @ $329.61,"$49,021",-102.839616,Legal,K,X,Williams,GVU-4703,Amy,failed,Finance,Figure 6: Distribution,Smith,Johnson,Linda,2019-11-18 23:30:26,13894.6,Outstanding,1468 shares @ $56.51,Outstanding,Johnson,"[5.52, 85.73]",2923 shares @ $337.49,Lewis,12-18-1946,Support,97.1955,John,Young,Q,Parquet
false,Designer,Critical,a5be2596-e719-433e-b8f8-65130454fadc,tenant-006,Marketing,02-28-1942,4017,2026-07-22T09:06:01Z,T,0 0 * * 1-5,"$79,182",Outstanding,2791.1,sig_5eaa821328cd3662,0.9957,Support,77031,Support,Johnson,M,Sweden,968 shares @ $252.27,true,DIZTMA66AVBVLEY22,ASCII,Sunday,Robinson,"$148,053",Robinson,EST,"$218,773","4522 Main St, Portland, TX 97437",Harper,Snowflake,03-23-1961,Support,Aiden Smith,2022-04-16T13:11:12Z,jessicarodriguez459,Engineering,Clothing,"$2,441",EMP-60894,tenant=acme,INV-588498,101 shares @ $112.46,"$17,053",29.482379,Operations,G,O,Brown,MSR-5827,Patricia,pending,Sales,Figure 1: Timeline,Thompson,Moore,John,2022-07-26T22:23:46Z,6435.8,Meets expectations,3829 shares @ $279.46,Meets expectations,Johnson,"[15.89, 83.59]",2075 shares @ $362.65,Williams,11/18/2010,Operations,99.2791,Michael,Williams,B,XML
