x_ban,stock_rsu_grant_field,cvv,v_joni,measdist,insuranceId,d_726,bnk_identification_number,investment_acc,photograph,attr_credi,salary_compensation_30,medicalRecordNumber,wjqaz75,MAGNETIC_STRIPE_DATA,feed,oqsigr33,investment_account_data,credit_rating,TIMESTAMP,magstripe,var_iz,stock_rsu_grant,paypal_acct,fact_credit_score,meta_881,BANK_ACCOUNT_NUMBER,attr_eu,locationText,investment_account,swipe_data,CARD_EXPIRY_DATE,image_embedding_22,investmentAccount,paypal_account_raw,zsvx56,modifiedBy,VERSION_NUMBER,stockRsuGrant,dim_iso_currency_code,CONFIGURATION,iata,exp_date,attr_per,voltage,PAYMENT_CARD_NUMBER,jzn7,dim_price_cost,perfrev,permission_level_raw,meta_830,wkeqg68,income,ban,cvv_2,date_time
9279544713,4902 shares @ $215.98,8854,Chicago,6595.0,INS-904430,INS-520091,601113578,INV-612193,photo_796c52e1.jpg,804,"$237,613",MRN-197700,david.moore@yahoo.com,%B8181920143645904^MILLER/OLIVER^2612,Snowflake,upsert,INV-364709,698,2021-08-04T16:11:12Z,%B5953598731395640^WRIGHT/DAVID^2602,"$2,111,017",4679 shares @ $440.87,james.walker@gmail.com,464,8.1,385174772407,945.67,"Houston, Spain",INV-194114,%B1813615672658255^JONES/LUCAS^2410,12/25,"[0.0325, -0.3014, -0.1819, -0.0662, -0.3321, -0.0571, 0.6299, 0.3207]",INV-361517,mason.clark@outlook.com,02/29,mason.robinson,1.2.91,1845 shares @ $191.87,AUD,timeout_ms=570,YPR,11/29,James Smith,337.9,XXXX-XXXX-XXXX-2911,90.8042,9845.31,Needs improvement,Viewer,0J4R2YX8LOQ0K8SPOF36,10/30,"$2,669,816",175959332335,0651,2025-01-28T00:00:00Z
0851671840,3502 shares @ $69.19,0283,Toronto,2405.8,INS-751777,INS-685502,53430,INV-151027,photo_7a46cf21.jpg,364,"$234,443",MRN-397434,emily.anderson@yahoo.com,%B0070821713587808^DAVIS/MARY^2811,Workday,update,INV-683412,566,2022-08-01T09:27:31Z,%B7544373099442208^SMITH/LOGAN^2706,"$4,391,328",2032 shares @ $380.2,sarah.young@yahoo.com,735,77.6,051723022367,8718.49,"Los Angeles, France",INV-391545,%B5622188798696186^DAVIS/JOHN^2910,07/25,"[0.3121, 0.206, 0.1027, 0.1352, 0.0095, -0.3037, 0.2603, 0.1577]",INV-133515,william.young@yahoo.com,02/30,logan.rodriguez,1.2.38,4085 shares @ $21.67,BRL,max_retries=542,QCU,09/30,Ethan Taylor,318.3,4054-7800-0916-8480,-46.1611,6344.56,Needs improvement,Owner,VR4C1IYIEKYO1R61QA02,03/28,"$3,908,149",08612566,6923,2018-12-24T00:00:00Z
11141795,3250 shares @ $360.46,6338,Berlin,3438.0,INS-492264,INS-589483,60115255,INV-524928,photo_ea8419b3.jpg,424,"$124,474",MRN-772744,ethan.jackson@yahoo.com,%B4856825959727689^JOHNSON/JAMES^2902,PostgreSQL,delete,INV-823526,321,2019-12-05T20:44:03Z,%B3840387937352543^KING/ETHAN^2803,"$2,285,094",4196 shares @ $170.18,linda.rodriguez@gmail.com,635,71.4,9252639637,2567.37,"Toronto, Singapore",INV-951718,%B7975052846834094^MOORE/JOHN^2909,09/27,"[0.8893, -0.5026, -0.2861, 0.3704, 0.1105, 0.1536, -0.6995, -0.2966]",INV-616580,elizabeth.miller@outlook.com,07/27,sophia.taylor,2.13.0,192 shares @ $89.24,CAD,max_retries=221,EFH,05/27,Oliver Wright,398.8,4019-6888-5472-5271,10.8898,8427.29,Exceeds expectations,Admin,QG6TFIPPTW2NS775G6WP,06/27,"$5,130,900",536651681492,722,2019-10-22T00:00:00Z
37649771,304 shares @ $221.14,5730,Houston,4899.4,INS-130748,INS-234077,601184939,INV-159732,photo_d3008e1c.jpg,391,"$158,334",MRN-657133,amy.king@yahoo.com,%B7388373943478251^ROBINSON/MICHAEL^2907,Snowflake,update,INV-496327,773,2023-04-10 16:13:23,%B5361950440203181^WRIGHT/EMILY^3009,"$1,814,779",1621 shares @ $243.69,amy.young@yahoo.com,576,52.5,5262444108,7284.63,"Paris, Singapore",INV-347744,%B5357305259504106^GARCIA/PATRICIA^2609,12/24,"[-0.3447, 0.295, -0.0005, 0.2139, 0.871, 0.3038, 0.3263, -0.5882]",INV-661642,ethan.robinson@gmail.com,01/27,david.robinson,0.5.25,1275 shares @ $464.8,GBP,timeout_ms=334,PAX,07/27,Michael Thompson,96.0,6011-6508-5456-0224,81.1078,1401.32,Meets expectations,Owner,44J895024K5KD3OXTLX2,07/27,"$5,697,995",78641633,663,2024-01-29T00:00:00Z
5293947983,1376 shares @ $154.31,4825,Houston,4197.8,INS-947768,INS-641716,375329,INV-312158,photo_085f8ced.jpg,794,"$163,819",MRN-403118,aiden.davis@outlook.com,%B6710027071179668^KING/JENNIFER^3006,Salesforce,update,INV-288854,783,2018-09-24 19:56:50,%B2639414013948171^GARCIA/SUSAN^2407,"$3,282,121",4007 shares @ $133.89,elizabeth.thompson@yahoo.com,656,44.9,105202136438,7614.67,"Miami, Sweden",INV-490928,%B8490547385221638^ANDERSON/MICHAEL^3005,01/26,"[-0.3264, -0.3105, 0.0423, 0.051, 0.2479, -0.5906, 0.4111, -0.2699]",INV-354288,emma.martin@outlook.com,02/28,elizabeth.miller,0.17.74,233 shares @ $127.89,JPY,pool_size=765,XHH,12/24,Lucas Davis,336.8,5445-7506-1288-4782,55.4975,3368.51,Outstanding,Owner,X74R7UP1W66UC84IUW0J,02/30,"$708,225",19971513,752,2023-07-23T00:00:00Z
9462099584,75 shares @ $111.96,118,Toronto,1662.3,INS-270118,INS-529819,42651,INV-999248,photo_ba45f64f.jpg,680,"$148,820",MRN-156888,anna.moore@yahoo.com,%B5228740589973803^WRIGHT/AMY^2903,Workday,snapshot,INV-323961,474,2026-09-14T04:48:18Z,%B0661673897511574^THOMPSON/HARPER^2609,"$402,807",1403 shares @ $24.73,susan.brown@gmail.com,432,81.5,0752219854,2627.51,"New York, Switzerland",INV-389214,%B9627059296313299^GARCIA/MARY^2605,02/29,"[-0.3487, 0.0341, 0.4827, -0.8168, -0.0574, -0.0049, -0.4386, -0.5153]",INV-514576,lucas.garcia@yahoo.com,09/28,olivia.wright,5.6.79,1751 shares @ $178.31,INR,batch_size=877,FXL,03/29,Emily F. Miller,27.8,5154-7465-9388-6922,84.894,4221.65,Needs improvement,Admin,CTV6EHADX24U3FYWM3LS,08/30,"$7,029,609",37817481,8025,2023-04-16T00:00:00Z
09416102,4491 shares @ $75.34,842,Houston,6698.8,INS-164531,INS-336010,3713483,INV-413491,photo_7e7c19a4.jpg,341,"$115,716",MRN-336102,olivia.white@outlook.com,%B6540207407635669^RODRIGUEZ/RICHARD^2909,Snowflake,upsert,INV-705852,843,2026-10-01 03:54:12,%B7582279432842905^LEE/SUSAN^2806,"$5,921,573",983 shares @ $47.35,william.king@yahoo.com,559,45.8,4683934707,8817.44,"Berlin, United States",INV-190325,%B7814298268188233^WRIGHT/MARY^3010,10/30,"[-0.3717, 0.2206, 0.2588, 0.7035, 0.5889, -0.4362, -0.1977, 0.55]",INV-933583,patricia.jackson@outlook.com,10/26,elizabeth.anderson,1.18.16,3296 shares @ $74.48,BRL,max_retries=993,ZAO,04/27,William Garcia,262.4,3784-3797-8631-5522,73.1579,3460.62,Outstanding,Guest,G27NWS0WW8GTCGRUPF05,07/29,"$9,263,793",72479992,9536,2019-05-11T00:00:00Z
2254229576,67 shares @ $149.25,234,Austin,7961.6,INS-144059,INS-389112,57299,INV-141795,photo_38022ed6.jpg,808,"$183,293",MRN-909086,olivia.clark@yahoo.com,%B2082484709346394^ROBINSON/MASON^2604,Salesforce,delete,INV-208994,309,2025-06-07T20:22:10Z,%B8646882599778937^YOUNG/HARPER^2806,"$1,714,688",2745 shares @ $60.01,patricia.johnson@gmail.com,776,72.0,8582583704,8356.27,"Seattle, United Kingdom",INV-682277,%B0611395930321299^WHITE/OLIVER^2609,10/26,"[-0.6405, 0.3852, -0.4695, 0.3689, 0.42, 0.7111, 0.9487, -0.1034]",INV-639494,sarah.brown@outlook.com,02/27,aiden.harris,5.16.96,3250 shares @ $107.13,AUD,batch_size=822,LLD,02/28,Oliver Garcia,210.1,3711-8131-2076-1664,64.9649,1638.77,Needs improvement,Admin,RG90MY498E5B6O4IF3ZD,12/27,"$6,360,224",4794309167,916,2024-10-31T00:00:00Z
58350961,2539 shares @ $116.61,5798,Miami,1015.5,INS-670729,INS-414618,377137,INV-964590,photo_519f93e5.jpg,318,"$125,462",MRN-693185,olivia.lewis@gmail.com,%B7702188549353217^LEWIS/SUSAN^2708,Salesforce,delete,INV-205289,592,2020-09-25 06:47:38,%B8019780070192515^LEE/MICHAEL^3008,"$7,912,300",4414 shares @ $415.0,mary.king@outlook.com,354,80.0,192501963499,1180.51,"Dallas, Singapore",INV-254766,%B4784528773673595^WALKER/LUCAS^2712,04/27,"[-0.2306, -0.1137, 0.0906, 0.2816, 0.2758, -0.1129, 0.7571, -0.5009]",INV-657296,olivia.jackson@outlook.com,04/28,michael.rodriguez,3.11.73,3063 shares @ $242.73,JPY,batch_size=327,NBS,05/24,Amy G. Lee,256.1,6011-6577-5820-2250,-96.7392,7645.63,Meets expectations,Admin,UZUYRURGOHVAKCCOA8ZS,09/27,"$6,131,680",8793280332,5438,2023-04-19T00:00:00Z
6301296624,2907 shares @ $114.24,8253,Phoenix,2272.0,INS-284189,INS-388672,370233,INV-587803,photo_36298df5.jpg,738,"$189,794",MRN-530300,lucas.rodriguez@yahoo.com,%B9507100733682626^JONES/AMY^2411,Workday,snapshot,INV-684088,809,2025-10-11T21:27:54Z,%B7037683988166105^MILLER/MASON^3012,"$8,369,615",250 shares @ $244.79,sophia.lee@gmail.com,614,72.1,455469696984,8537.23,"Tokyo, Spain",INV-530550,%B6055169323675774^THOMPSON/PATRICIA^2401,06/29,"[-0.946, -0.5547, -0.1342, -0.5532, -0.184, -0.1404, -0.5897, -0.2489]",INV-441326,robert.rodriguez@yahoo.com,12/30,sarah.smith,1.6.98,4031 shares @ $366.69,AUD,pool_size=46,QVX,08/24,Robert Anderson,244.9,5275-1117-1169-3899,-61.2332,9040.55,Meets expectations,Guest,HCHMD31MQ1DR34YS5IM0,11/26,"$3,203,955",1652913854,338,2023-03-09T00:00:00Z
1792042013,607 shares @ $112.89,967,London,3025.5,INS-654723,INS-319676,60118051,INV-111638,photo_fa4ae345.jpg,725,"$172,628",MRN-261156,logan.martinez@gmail.com,%B4294739194611653^RODRIGUEZ/LOGAN^3008,PostgreSQL,insert,INV-631300,550,2019-03-09T07:40:56Z,%B5068644493291050^GARCIA/EMMA^2608,"$5,847,905",4937 shares @ $52.41,aiden.anderson@gmail.com,319,53.9,2378371883,8515.22,"Phoenix, Germany",INV-659437,%B9226964329524246^WHITE/ANNA^2806,03/28,"[-0.3335, -0.0511, -0.0775, 0.0091, -0.8068, 0.0824, -0.6615, 0.063]",INV-253407,michael.jones@yahoo.com,02/30,emily.jackson,3.4.52,4277 shares @ $252.6,JPY,pool_size=165,UUF,01/29,Amy Johnson,214.9,3760-0342-4883-7257,-2.6863,9637.93,Exceeds expectations,Editor,UF04LAMGTMDWFCZT9J7U,09/27,"$9,581,115",0291993530,8467,2025-03-02T00:00:00Z
01234246,1504 shares @ $54.02,068,Phoenix,4351.3,INS-976513,INS-404585,437575,INV-745621,photo_9810ec7b.jpg,683,"$226,117",MRN-677340,elizabeth.johnson@yahoo.com,%B1592844937469865^WHITE/RICHARD^2606,PostgreSQL,snapshot,INV-282040,326,2025-12-02 03:16:17,%B7029635624677729^RODRIGUEZ/ANNA^2410,"$3,065,644",3336 shares @ $206.53,elizabeth.moore@gmail.com,391,48.8,0021398948,2891.96,"London, France",INV-420573,%B8628969164202667^JOHNSON/JOHN^2807,01/24,"[0.9927, -1.4384, -0.9282, -0.1597, -0.196, -0.1765, 0.5566, 0.6528]",INV-915794,sarah.martin@gmail.com,05/27,noah.anderson,3.20.59,3425 shares @ $169.89,CNY,batch_size=449,KPG,05/29,John Miller,319.0,XXXX-XXXX-XXXX-7289,30.3615,6884.25,Outstanding,Viewer,G7MBMVRXQY198P2BRB91,10/27,"$3,035,744",73577713,101,2021-03-22T00:00:00Z
2744772535,4895 shares @ $118.95,920,Miami,7464.7,INS-938065,INS-157243,3720701,INV-634653,photo_d8d6cc51.jpg,303,"$199,530",MRN-119606,lucas.martin@gmail.com,%B3085067388012721^ANDERSON/OLIVIA^3011,Kafka,update,INV-134645,560,2018-01-27T13:02:24Z,%B0328767535621643^WHITE/JOHN^2704,"$5,308,573",4863 shares @ $355.83,jessica.smith@yahoo.com,783,67.7,167503528918,4333.55,"London, Spain",INV-685778,%B6315467835188867^WRIGHT/HARPER^2605,05/26,"[0.7156, -0.3185, -0.1862, 0.1418, 1.3114, 0.1957, 0.0898, -0.1059]",INV-844439,jennifer.moore@yahoo.com,01/29,ethan.brown,5.20.25,1423 shares @ $438.69,GBP,max_retries=24,WSS,07/24,Sophia Davis,188.0,3762-3604-1764-2587,-34.5009,8540.94,Needs improvement,Admin,FUZGFXXZH0BKT8URUTZI,03/28,"$3,100,020",47923797,283,2024-02-11T00:00:00Z
5631292008,1647 shares @ $232.23,8130,Houston,7630.1,INS-129308,INS-720274,455648,INV-973817,photo_1c6065d6.jpg,601,"$229,711",MRN-917230,michael.king@outlook.com,%B0572770805791282^MOORE/EMILY^2709,SAP,snapshot,INV-979647,636,2021-04-15 15:04:31,%B0701619967704851^RODRIGUEZ/SUSAN^3010,"$771,486",2929 shares @ $303.01,david.anderson@outlook.com,481,25.6,1354654245,9753.45,"London, Australia",INV-956026,%B8415949093983295^MARTIN/JESSICA^2906,09/25,"[0.0966, -1.1811, 0.4107, -0.6342, -0.3596, 0.0165, -0.2401, 0.8435]",INV-686311,emily.davis@outlook.com,04/29,mason.harris,2.1.14,2037 shares @ $11.57,USD,max_retries=623,VNS,03/26,Anna Garcia,381.9,6011-5739-1393-7231,-39.0181,3281.24,Exceeds expectations,Viewer,I3QD6SSHP86IFDIN901R,02/24,"$2,215,442",01912662,3944,2026-12-15T00:00:00Z
79860503,2317 shares @ $487.58,0698,Sydney,1535.9,INS-747594,INS-595609,60114252,INV-673340,photo_246a2031.jpg,450,"$170,325",MRN-230753,richard.miller@yahoo.com,%B3427710132123564^MARTIN/ROBERT^2611,Kafka,upsert,INV-434611,846,2023-04-16 12:34:19,%B0862537270033313^WRIGHT/ROBERT^2802,"$6,956,802",1371 shares @ $157.58,emma.king@gmail.com,517,4.5,11619417,8240.25,"Phoenix, Brazil",INV-906308,%B8698529619953932^WHITE/ROBERT^2608,09/24,"[0.2349, 0.2317, -0.3901, 0.0504, 0.1988, -0.0134, -0.3901, 0.8359]",INV-217457,susan.martinez@gmail.com,07/24,linda.jones,0.5.1,378 shares @ $469.12,CHF,pool_size=584,FNZ,01/25,Emma Williams,355.0,XXXX-XXXX-XXXX-1255,-98.9986,9032.2,Meets expectations,Editor,LISYOWEI9O0AII687ARE,12/27,"$2,416,849",9297149144,7113,2020-07-03T00:00:00Z
68578344,3411 shares @ $171.22,495,San Francisco,5959.1,INS-718053,INS-608205,601151161,INV-536700,photo_4313705c.jpg,478,"$149,775",MRN-509574,aiden.king@yahoo.com,%B6023316661234081^THOMPSON/ELIZABETH^2605,Kafka,update,INV-669325,307,2024-10-25 17:33:00,%B7736014667850591^ROBINSON/MARY^2708,"$8,212,166",1093 shares @ $35.32,james.taylor@outlook.com,600,60.0,91270119,5830.39,"Houston, Israel",INV-963887,%B3367896665997571^YOUNG/NOAH^2601,12/30,"[0.5558, -0.0731, -0.5666, -0.2259, 0.3742, -0.4795, -0.9997, 0.3431]",INV-264730,patricia.robinson@outlook.com,04/25,james.thompson,1.3.25,3225 shares @ $148.48,CNY,pool_size=917,QHS,07/25,Susan Wright,7.7,XXXX-XXXX-XXXX-2417,-36.6598,9999.71,Outstanding,Owner,CA90K9X6X9ADG8JXAH1P,03/29,"$349,506",880155144649,3824,2023-02-08T00:00:00Z
5082285304,4085 shares @ $266.82,7766,London,1273.2,INS-206729,INS-973828,601129068,INV-958550,photo_8cd61bb9.jpg,433,"$213,269",MRN-506934,lucas.wright@yahoo.com,%B9948781782982956^MOORE/ELIZABETH^2704,Workday,insert,INV-100698,649,2018-05-11 22:02:59,%B1003449682165195^JACKSON/RICHARD^2901,"$6,499,931",3468 shares @ $334.67,noah.taylor@outlook.com,652,47.4,387879519812,4570.86,"Dallas, South Korea",INV-744506,%B6502681883713426^JACKSON/ETHAN^2607,06/24,"[0.491, 0.72, 0.3811, 1.0579, 0.0867, -0.3641, 0.8597, 0.463]",INV-341448,olivia.thomas@yahoo.com,12/26,noah.davis,1.2.45,363 shares @ $355.66,AUD,batch_size=726,YME,07/27,Mason King,456.9,4611-3056-5561-3791,-15.7641,5422.14,Meets expectations,Viewer,Z7O78J5ZEQ4GRSXLD17Z,02/28,"$7,473,395",1386925596,9399,2024-03-14T00:00:00Z
95704354,141 shares @ $36.2,0408,Los Angeles,1308.2,INS-221375,INS-740586,585071,INV-793012,photo_96c49ade.jpg,307,"$194,148",MRN-302642,harper.lee@yahoo.com,%B6661673707057778^GARCIA/DAVID^3001,PostgreSQL,update,INV-605867,431,2018-02-02T01:52:51Z,%B9635776915648506^TAYLOR/HARPER^2804,"$3,634,421",86 shares @ $276.09,elizabeth.anderson@outlook.com,699,77.2,1570507214,4859.61,"Portland, Brazil",INV-123542,%B1824502029341767^WILLIAMS/AIDEN^2802,01/25,"[-0.0488, 0.0187, 0.0811, -0.2192, 0.9318, 0.2635, -0.4998, -0.5917]",INV-120213,david.johnson@yahoo.com,05/25,elizabeth.garcia,3.5.42,4594 shares @ $78.82,USD,pool_size=709,EDW,11/29,Olivia Johnson,476.3,4683-9209-5883-3281,99.4915,5637.99,Outstanding,Editor,WN4M5RIS4EENUY7GFGGS,12/26,"$2,480,940",0829336100,1057,2025-10-11T00:00:00Z
393222008302,3017 shares @ $162.99,3501,Tokyo,2867.6,INS-700598,INS-895058,3751294,INV-146697,photo_24bca9f1.jpg,360,"$88,952",MRN-302438,lucas.king@yahoo.com,%B6874241540968376^DAVIS/LUCAS^2706,Kafka,upsert,INV-219670,720,2024-10-04 09:32:46,%B9902691012158996^LEE/ETHAN^2504,"$4,627,709",301 shares @ $346.51,linda.wright@outlook.com,608,5.6,7845327212,4695.98,"Toronto, Italy",INV-499777,%B2208790286489538^THOMPSON/AIDEN^2507,06/27,"[-0.1007, 0.0121, -0.7517, 0.0317, 0.6618, 0.2683, 0.4906, -0.9384]",INV-852007,noah.anderson@gmail.com,07/26,aiden.young,3.18.8,2637 shares @ $221.09,BRL,max_retries=909,RJF,06/25,Mason Garcia,473.7,XXXX-XXXX-XXXX-3193,30.0936,9885.09,Exceeds expectations,Editor,UYJK0O25P5OANKU3JHLJ,04/28,"$9,269,115",226046179280,6670,2018-11-17T00:00:00Z
637302767718,1947 shares @ $299.48,6058,Seattle,8416.0,INS-333210,INS-130471,45913,INV-893038,photo_5bc1d075.jpg,374,"$34,539",MRN-837741,aiden.walker@outlook.com,%B2312444981188656^GARCIA/SARAH^2704,Kafka,insert,INV-129189,820,2020-02-06 16:16:21,%B6746802716885563^YOUNG/OLIVER^3003,"$3,012,429",2008 shares @ $421.98,logan.anderson@outlook.com,497,62.2,42676596,193.59,"Houston, United Kingdom",INV-266088,%B2407061828933271^WILLIAMS/HARPER^2502,10/29,"[-0.0229, 0.7094, -0.407, 0.2572, 0.9468, -1.0637, -0.0962, 0.347]",INV-802599,richard.lewis@yahoo.com,07/26,anna.lee,5.15.5,2038 shares @ $385.46,EUR,pool_size=998,MHS,07/28,Oliver Clark,473.0,XXXX-XXXX-XXXX-8486,57.7111,8181.62,Outstanding,Admin,ZEPU41UW3ED54OAUJI0K,02/27,"$6,563,095",3767739982,455,2021-06-17T00:00:00Z
78332485,2259 shares @ $397.1,1356,Seattle,743.5,INS-260951,INS-961945,56016,INV-414686,photo_3dae801a.jpg,515,"$97,486",MRN-607102,jennifer.johnson@gmail.com,%B8509470586535836^JOHNSON/JAMES^2808,Salesforce,upsert,INV-822500,803,2018-03-08 23:20:31,%B4165826164720203^WRIGHT/DAVID^2505,"$8,794,867",2307 shares @ $204.53,susan.thomas@yahoo.com,800,51.9,1834288153,975.76,"Toronto, United Kingdom",INV-912570,%B8625460506339691^CLARK/NOAH^2602,06/26,"[0.0671, -0.1004, -0.1353, -0.0486, 0.7844, -0.1156, -0.3269, 0.1294]",INV-960215,olivia.lewis@outlook.com,04/29,william.williams,3.17.60,3063 shares @ $361.35,BRL,batch_size=629,XLZ,12/30,Emma Anderson,469.5,XXXX-XXXX-XXXX-6349,-95.8839,4824.86,Needs improvement,Owner,9RBL09YMFCRTDWYUS6D6,05/26,"$4,924,674",7994763977,6019,2018-06-30T00:00:00Z
87953074,3707 shares @ $261.69,6085,London,923.6,INS-243186,INS-179159,566911,INV-239021,photo_8c6025e5.jpg,523,"$91,075",MRN-443633,noah.anderson@outlook.com,%B5557978750116276^CLARK/OLIVER^2706,SAP,delete,INV-718169,777,2020-11-09T18:34:42Z,%B4745829584988541^DAVIS/MICHAEL^2907,"$6,948,531",1571 shares @ $322.65,michael.lewis@gmail.com,736,32.4,16076143,6685.37,"Atlanta, Norway",INV-398888,%B9567311141295246^MARTINEZ/RICHARD^2908,03/27,"[-0.3173, 0.6617, -0.346, -0.0955, -0.1655, 0.8473, 0.1834, 0.2879]",INV-123792,david.martin@outlook.com,08/26,richard.young,4.13.83,2629 shares @ $42.94,INR,batch_size=991,VUY,11/25,Susan Thomas,456.9,XXXX-XXXX-XXXX-4485,8.9009,4679.96,Needs improvement,Guest,VUOQNXPHEBKGVK99I7RF,10/25,"$9,205,041",1148502074,2253,2020-03-13T00:00:00Z
85977809,4864 shares @ $258.92,1372,Phoenix,3873.5,INS-135312,INS-337321,60112091,INV-839498,photo_404bd163.jpg,829,"$224,654",MRN-123384,sarah.williams@gmail.com,%B2184772685126298^JONES/NOAH^2901,Workday,delete,INV-556045,353,2020-10-03 00:28:07,%B2168508485817555^HARRIS/SARAH^2704,"$169,945",194 shares @ $341.2,noah.smith@yahoo.com,720,84.3,9047902159,4562.7,"Atlanta, United States",INV-987601,%B6122918044323017^THOMPSON/JESSICA^2801,01/28,"[-0.2483, -0.2513, -0.0536, -0.0095, 0.2282, -0.0311, -0.2601, -0.3405]",INV-549525,james.garcia@gmail.com,11/28,olivia.white,4.4.36,4447 shares @ $132.85,USD,pool_size=301,PWH,08/26,Patricia Thompson,222.8,XXXX-XXXX-XXXX-1872,77.4941,332.92,Meets expectations,Editor,HJ8FZR2B99Z8KISWIXAV,02/26,"$9,055,450",02306765,2383,2022-05-10T00:00:00Z
9817642779,3087 shares @ $265.71,7094,Houston,5964.6,INS-356998,INS-643574,50693,INV-379841,photo_5c9b119f.jpg,617,"$50,812",MRN-208663,liam.davis@yahoo.com,%B1918210499257973^CLARK/JESSICA^2405,Snowflake,snapshot,INV-320507,841,2024-09-12T10:44:59Z,%B1179766648487901^ROBINSON/JESSICA^2606,"$1,650,582",3937 shares @ $366.29,jessica.smith@yahoo.com,531,76.0,793679433129,6051.27,"Sydney, Spain",INV-272758,%B3828369781368280^ROBINSON/MASON^2904,07/29,"[-0.0491, -0.1041, -0.836, 0.0071, -0.7366, -0.443, 0.1902, -0.774]",INV-288069,john.lee@outlook.com,05/24,lucas.wright,5.8.1,1103 shares @ $96.06,USD,pool_size=623,ADF,02/30,Lucas Garcia,449.1,6011-2981-9338-2781,78.8863,9394.17,Outstanding,Editor,V3O99ECCQJ81DWSWZL9T,12/25,"$6,810,094",9351927761,6166,2020-05-28T00:00:00Z
6144005901,682 shares @ $493.92,416,Dallas,4128.8,INS-873483,INS-926735,50615,INV-987151,photo_67c8ac55.jpg,672,"$76,766",MRN-610498,david.martin@yahoo.com,%B7460926960093426^ROBINSON/JAMES^3005,Workday,snapshot,INV-666030,526,2020-03-09 02:59:46,%B3046020430574714^HARRIS/DAVID^3005,"$4,897,673",4504 shares @ $295.46,susan.lee@gmail.com,752,86.0,12165138,5602.27,"Houston, Italy",INV-755487,%B7194896436078441^SMITH/LINDA^2705,09/30,"[0.2567, 0.7364, -0.0085, -0.4116, 0.1033, 0.1627, 0.2055, 0.6125]",INV-551347,noah.lewis@yahoo.com,02/24,robert.thomas,2.0.72,1865 shares @ $45.25,INR,max_retries=94,QWN,06/26,Aiden S. Johnson,475.1,XXXX-XXXX-XXXX-0085,85.718,3116.21,Exceeds expectations,Admin,PCQD8XU67RKTD6S9L8BD,02/30,"$6,514,231",3481552472,2262,2019-05-24T00:00:00Z
71214455,666 shares @ $34.12,6549,Paris,6034.6,INS-760559,INS-823424,60115765,INV-290233,photo_9537c750.jpg,554,"$50,542",MRN-473474,olivia.clark@gmail.com,%B2083361452843257^MARTINEZ/RICHARD^2603,SAP,insert,INV-449995,665,2023-04-25 03:35:24,%B2868422032996286^JONES/WILLIAM^2603,"$7,402,001",4744 shares @ $116.37,patricia.robinson@outlook.com,638,38.9,578428093079,4950.27,"Chicago, Brazil",INV-991683,%B5118084100532960^WALKER/RICHARD^2902,04/27,"[-0.996, -0.4578, -0.3845, -0.0445, -0.3242, -0.391, -0.5599, 0.2266]",INV-192089,mary.garcia@outlook.com,03/27,mary.young,5.18.26,4788 shares @ $358.56,INR,max_retries=389,XKI,07/25,Lucas Rodriguez,353.6,XXXX-XXXX-XXXX-0002,37.5056,5332.75,Meets expectations,Admin,XV3VJ3X7F50DGF470TMR,12/24,"$4,387,363",88459497,1821,2025-12-01T00:00:00Z
73634872,3402 shares @ $175.38,9186,New York,7710.0,INS-139222,INS-691067,3792808,INV-245737,photo_6dfcea29.jpg,815,"$68,003",MRN-911899,sophia.brown@yahoo.com,%B5771650910812252^WHITE/ELIZABETH^2811,Snowflake,upsert,INV-979192,491,2020-02-16T12:07:36Z,%B7751766327250730^RODRIGUEZ/LUCAS^2609,"$8,400,705",986 shares @ $144.52,mason.thompson@outlook.com,826,71.4,6027905254,6353.34,"Sydney, France",INV-365654,%B2058924976463347^ROBINSON/EMMA^3009,02/28,"[1.1382, -0.573, 1.0812, 0.3861, -0.6302, 0.0713, -0.5961, -0.3802]",INV-246887,emily.thomas@outlook.com,11/28,mason.jones,3.13.85,4528 shares @ $389.53,CHF,timeout_ms=671,DEH,05/27,Robert Taylor,368.6,XXXX-XXXX-XXXX-0269,26.602,7244.8,Outstanding,Viewer,MC6CWWU69KES4C7OIDO3,05/30,"$8,079,816",28735160,9652,2021-04-11T00:00:00Z
34224440,1575 shares @ $155.92,5727,Paris,7727.4,INS-107800,INS-582376,601169490,INV-333787,photo_ece61c10.jpg,399,"$233,637",MRN-610635,james.martinez@yahoo.com,%B2061114628527625^MOORE/EMILY^3008,Salesforce,update,INV-676445,660,2024-01-02 22:01:19,%B5000546452013906^MARTIN/SOPHIA^2412,"$2,111,261",2728 shares @ $296.1,sophia.jackson@yahoo.com,723,90.9,614305652273,5587.46,"Houston, Switzerland",INV-190322,%B1904176085541290^ROBINSON/SOPHIA^2411,07/27,"[0.1211, -0.7498, 0.2039, -0.2059, 0.253, -0.4312, -1.2814, -0.7007]",INV-639902,linda.lee@yahoo.com,12/27,noah.taylor,4.17.46,2869 shares @ $65.06,INR,pool_size=104,IAF,02/24,Anna I. Young,455.7,4407-0097-4866-3308,14.6726,4809.98,Exceeds expectations,Owner,I74UQ161P2KQKRK608FG,08/26,"$2,403,913",306973971819,1821,2018-07-28T00:00:00Z
